Timestamp (BST),Hours from Pitch,DO (mg/L),pH,Gravity (°P),Pressure (Bar),Fluid Temp (°C),Comp. Fluid Temp (°C),Ambient Temp (°C),Conductivity (uS/cm),Notes,Data Source,style_name
05/03/2024 07:36,-7.4,1.12,5.59,13.2,0.06,18,18.356,20,2353,,BrewIQ,SHU IPA
05/03/2024 07:56,-7.07,1.18,5.55,13.2,0.07,18.1,18.456,20,2354,,BrewIQ,SHU IPA
05/03/2024 08:16,-6.73,1.19,5.58,13.2,0.07,18.1,18.456,20,2351,,BrewIQ,SHU IPA
05/03/2024 08:36,-6.4,1.18,5.57,13.2,0.07,18.1,18.456,20,2350,,BrewIQ,SHU IPA
05/03/2024 08:56,-6.07,1.14,5.57,13.2,0.07,18.1,18.456,20,2349,,BrewIQ,SHU IPA
05/03/2024 09:16,-5.73,1.15,5.56,13.2,0.06,18.1,18.456,20,2351,,BrewIQ,SHU IPA
05/03/2024 09:36,-5.4,1.13,5.59,13.2,0.07,17.9,18.256,20,2346,,BrewIQ,SHU IPA
05/03/2024 09:56,-5.07,1.12,5.55,13.2,0.06,18,18.356,20,2353,,BrewIQ,SHU IPA
05/03/2024 10:16,-4.73,1.1,5.55,13.1,0.07,18,18.356,20,2350,,BrewIQ,SHU IPA
05/03/2024 10:36,-4.4,1.07,5.55,13.1,0.07,18,18.356,20,2352,,BrewIQ,SHU IPA
05/03/2024 10:56,-4.07,1.14,5.55,13.1,0.07,18.1,18.456,20,2353,,BrewIQ,SHU IPA
05/03/2024 11:16,-3.73,1.09,5.55,13.1,0.06,18.1,18.456,20,2351,,BrewIQ,SHU IPA
05/03/2024 11:36,-3.4,1.12,5.59,13.1,0.07,18.1,18.456,20,2348,,BrewIQ,SHU IPA
05/03/2024 11:56,-3.07,1.08,5.58,13.1,0.07,18.1,18.456,20,2350,,BrewIQ,SHU IPA
05/03/2024 12:16,-2.73,1.11,5.55,13.1,0.07,18.2,18.556,20,2351,,BrewIQ,SHU IPA
05/03/2024 12:36,-2.4,1.14,5.59,13.1,0.07,18.2,18.556,20,2347,,BrewIQ,SHU IPA
05/03/2024 12:56,-2.07,1.14,5.58,13,0.07,18.2,18.556,20,2348,,BrewIQ,SHU IPA
05/03/2024 13:16,-1.73,1.06,5.55,13.1,0.06,18.2,18.556,20,2344,,BrewIQ,SHU IPA
05/03/2024 13:36,-1.4,1.1,5.57,13.1,0.07,18.2,18.556,20,2347,,BrewIQ,SHU IPA
05/03/2024 13:56,-1.07,1.06,5.58,13,0.06,18.2,18.556,20,2348,,BrewIQ,SHU IPA
05/03/2024 14:06,-0.9,1.12,5.57,13.2,0.07,18.2,18.556,20,2343,,BrewIQ,SHU IPA
05/03/2024 14:26,-0.57,1.1,5.59,13.1,0.07,18.3,18.656,20,2356,,BrewIQ,SHU IPA
05/03/2024 14:46,-0.23,1.07,5.57,13.2,0.07,18.3,18.656,20,2349,,BrewIQ,SHU IPA
05/03/2024 15:00,0,1.07,5.55,13,0.06,18.1,18.456,20,2047,,BrewIQ,SHU IPA
05/03/2024 15:20,0.33,1.11,5.59,13,0.06,18.1,18.456,20,2345,,BrewIQ,SHU IPA
05/03/2024 15:40,0.67,1.06,5.56,13.2,0.07,18.1,18.456,20,2351,,BrewIQ,SHU IPA
05/03/2024 16:00,1,1.11,5.55,13.2,0.07,18.1,18.456,20,2347,,BrewIQ,SHU IPA
05/03/2024 16:20,1.33,1.04,5.58,13.2,0.07,18.1,18.456,20,2349,,BrewIQ,SHU IPA
05/03/2024 16:40,1.67,1.06,5.55,13.2,0.07,18.7,,20,2349,,BrewIQ,SHU IPA
05/03/2024 16:40,1.67,1.06,5.55,13.2,0.07,18.2,18.556,20,2349,,BrewIQ,SHU IPA
05/03/2024 17:00,2,1.06,5.56,13.2,0.07,18.7,,20,2345,,BrewIQ,SHU IPA
05/03/2024 17:00,2,1.06,5.56,13.2,0.07,18.2,18.556,20,2345,,BrewIQ,SHU IPA
05/03/2024 17:20,2.33,1.05,5.59,13.2,0.07,18.2,18.556,20,2347,,BrewIQ,SHU IPA
05/03/2024 17:20,2.33,1.05,5.59,13.2,0.07,18.7,,20,2347,,BrewIQ,SHU IPA
05/03/2024 17:40,2.67,1.07,5.59,13.2,0.06,18.2,18.556,20,2346,,BrewIQ,SHU IPA
05/03/2024 17:40,2.67,1.07,5.59,13.2,0.06,18.7,,20,2346,,BrewIQ,SHU IPA
05/03/2024 18:00,3,1.06,5.59,13.2,0.07,18.7,,20,2346,,BrewIQ,SHU IPA
05/03/2024 18:00,3,1.06,5.59,13.2,0.07,18.2,18.556,20,2346,,BrewIQ,SHU IPA
05/03/2024 18:20,3.33,1.06,5.59,13.2,0.07,18.2,18.556,20,2347,,BrewIQ,SHU IPA
05/03/2024 18:20,3.33,1.06,5.59,13.2,0.07,18.7,,20,2347,,BrewIQ,SHU IPA
05/03/2024 18:40,3.67,1.04,5.55,13.2,0.07,18.3,18.656,20,2348,,BrewIQ,SHU IPA
05/03/2024 18:40,3.67,1.04,5.55,13.2,0.07,18.8,,20,2348,,BrewIQ,SHU IPA
05/03/2024 19:00,4,0.99,5.57,13.2,0.07,18.3,18.656,20,2345,,BrewIQ,SHU IPA
05/03/2024 19:00,4,0.99,5.57,13.2,0.07,18.8,,20,2345,,BrewIQ,SHU IPA
05/03/2024 19:20,4.33,1,5.54,13.2,0.07,18.3,18.656,20,2345,,BrewIQ,SHU IPA
05/03/2024 19:20,4.33,1,5.54,13.2,0.07,18.8,,20,2345,,BrewIQ,SHU IPA
05/03/2024 19:40,4.67,1,5.54,13.2,0.07,18.3,18.656,20,2346,,BrewIQ,SHU IPA
05/03/2024 19:40,4.67,1,5.54,13.2,0.07,18.8,,20,2346,,BrewIQ,SHU IPA
05/03/2024 20:00,5,0.95,5.54,13.2,0.06,18,18.356,20,2338,,BrewIQ,SHU IPA
05/03/2024 20:00,5,0.95,5.54,13.2,0.06,18,18.356,20,2338,,BrewIQ,SHU IPA
05/03/2024 20:20,5.33,1.02,5.54,13.2,0.07,18,18.356,20,2351,,BrewIQ,SHU IPA
05/03/2024 20:40,5.67,1.03,5.56,13.2,0.07,18,18.356,20,2349,,BrewIQ,SHU IPA
05/03/2024 21:00,6,0.96,5.55,13.2,0.06,18.1,18.456,20,2349,,BrewIQ,SHU IPA
05/03/2024 21:20,6.33,0.97,5.52,13.2,0.07,18.1,18.456,20,2349,,BrewIQ,SHU IPA
05/03/2024 21:40,6.67,0.97,5.52,13.2,0.07,18.1,18.456,20,2350,,BrewIQ,SHU IPA
05/03/2024 22:00,7,1,5.52,13.2,0.07,18.1,18.456,20,2351,,BrewIQ,SHU IPA
05/03/2024 22:20,7.33,1.01,5.52,13.2,0.07,18.1,18.456,20,2348,,BrewIQ,SHU IPA
05/03/2024 22:40,7.67,1,5.55,13.2,0.07,18.2,18.556,20,2349,,BrewIQ,SHU IPA
05/03/2024 23:00,8,0.98,5.51,13.2,0.07,18.2,18.556,20,2346,,BrewIQ,SHU IPA
05/03/2024 23:20,8.33,0.93,5.52,13.2,0.07,18.2,18.556,20,2350,,BrewIQ,SHU IPA
05/03/2024 23:40,8.67,0.96,5.53,13.2,0.07,18.2,18.556,20,2352,,BrewIQ,SHU IPA
05/04/2024 00:00,9,0.98,5.5,13.2,0.06,18.2,18.556,20,2348,,BrewIQ,SHU IPA
05/04/2024 00:20,9.33,0.95,5.54,13.2,0.07,18.2,18.556,20,2350,,BrewIQ,SHU IPA
05/04/2024 00:40,9.67,0.95,5.5,13.1,0.06,18,18.356,20,2342,,BrewIQ,SHU IPA
05/04/2024 01:00,10,0.91,5.48,13.1,0.07,18,18.356,20,2353,,BrewIQ,SHU IPA
05/04/2024 01:20,10.33,0.92,5.49,13.1,0.06,18,18.356,20,2355,,BrewIQ,SHU IPA
05/04/2024 01:40,10.67,0.94,5.49,13.2,0.07,18.1,18.456,20,2355,,BrewIQ,SHU IPA
05/04/2024 02:00,11,0.97,5.48,13.2,0.07,18.1,18.456,20,2354,,BrewIQ,SHU IPA
05/04/2024 02:20,11.33,0.94,5.47,13.2,0.07,18.1,18.456,20,2357,,BrewIQ,SHU IPA
05/04/2024 02:40,11.67,0.9,5.46,13.2,0.07,18.1,18.456,20,2356,,BrewIQ,SHU IPA
05/04/2024 03:00,12,0.9,5.48,13.2,0.06,18.1,18.456,20,2357,,BrewIQ,SHU IPA
05/04/2024 03:20,12.33,0.95,5.47,13.2,0.06,18.2,18.556,20,2363,,BrewIQ,SHU IPA
05/04/2024 03:40,12.67,0.88,5.45,13.2,0.07,18.2,18.556,20,2365,,BrewIQ,SHU IPA
05/04/2024 04:00,13,0.88,5.45,13.2,0.07,18.2,18.556,20,2371,,BrewIQ,SHU IPA
05/04/2024 04:20,13.33,0.89,5.42,13.2,0.07,18.2,18.556,20,2373,,BrewIQ,SHU IPA
05/04/2024 04:40,13.67,0.93,5.41,13.2,0.06,18.2,18.556,20,2373,,BrewIQ,SHU IPA
05/04/2024 05:00,14,0.92,5.4,13.1,0.06,18,18.356,20,2364,,BrewIQ,SHU IPA
05/04/2024 05:20,14.33,0.91,5.39,13.1,0.07,18,18.356,20,2379,,BrewIQ,SHU IPA
05/04/2024 05:40,14.67,0.9,5.37,13.1,0.07,18,18.356,20,2384,,BrewIQ,SHU IPA
05/04/2024 06:00,15,0.92,5.38,13.2,0.07,18.1,18.456,20,2381,,BrewIQ,SHU IPA
05/04/2024 06:20,15.33,0.84,5.35,13.2,0.06,18.1,18.456,20,2383,,BrewIQ,SHU IPA
05/04/2024 06:40,15.67,0.88,5.33,13.2,0.07,18.1,18.456,20,2385,,BrewIQ,SHU IPA
05/04/2024 07:00,16,0.87,5.35,13.1,0.06,18.1,18.456,20,2389,,BrewIQ,SHU IPA
05/04/2024 07:20,16.33,0.89,5.32,13.1,0.07,18.1,18.456,20,2391,,BrewIQ,SHU IPA
05/04/2024 07:40,16.67,0.86,5.31,13.1,0.07,18.1,18.456,20,2395,,BrewIQ,SHU IPA
05/04/2024 08:00,17,0.82,5.32,13.1,0.07,18.1,18.456,20,2400,,BrewIQ,SHU IPA
05/04/2024 08:20,17.33,0.82,5.27,13.1,0.06,18.2,18.556,20,2400,,BrewIQ,SHU IPA
05/04/2024 08:40,17.67,0.86,5.26,13.1,0.07,18.2,18.556,20,2405,,BrewIQ,SHU IPA
05/04/2024 09:00,18,0.84,5.28,13.1,0.07,18.2,18.556,20,2404,,BrewIQ,SHU IPA
05/04/2024 09:20,18.33,0.85,5.28,13.1,0.07,17.9,18.256,20,2394,,BrewIQ,SHU IPA
05/04/2024 09:40,18.67,0.81,5.27,13.1,0.07,18,18.356,20,2409,,BrewIQ,SHU IPA
05/04/2024 10:00,19,0.83,5.24,13.1,0.07,18,18.356,20,2414,,BrewIQ,SHU IPA
05/04/2024 10:20,19.33,0.8,5.24,13.1,0.07,18,18.356,20,2410,,BrewIQ,SHU IPA
05/04/2024 10:40,19.67,0.84,5.25,13.1,0.07,18.1,18.456,20,2412,,BrewIQ,SHU IPA
05/04/2024 11:00,20,0.83,5.22,13.1,0.07,18.1,18.456,20,2416,,BrewIQ,SHU IPA
05/04/2024 11:20,20.33,0.81,5.26,13.1,0.07,18.1,18.456,20,2417,,BrewIQ,SHU IPA
05/04/2024 11:40,20.67,0.82,5.25,13.1,0.07,18.1,18.456,20,2421,,BrewIQ,SHU IPA
05/04/2024 12:00,21,0.77,5.23,13.1,0.07,18.1,18.456,20,2419,,BrewIQ,SHU IPA
05/04/2024 12:20,21.33,0.81,5.2,13.1,0.07,18.2,18.556,20,2423,,BrewIQ,SHU IPA
05/04/2024 12:40,21.67,0.78,5.24,13.1,0.07,18.2,18.556,20,2426,,BrewIQ,SHU IPA
05/04/2024 13:00,22,0.82,5.24,13.1,0.06,18.2,18.556,20,2433,,BrewIQ,SHU IPA
05/04/2024 13:20,22.33,0.81,5.2,13.1,0.07,18,18.356,20,2422,,BrewIQ,SHU IPA
05/04/2024 13:40,22.67,0.79,5.22,13.1,0.07,18,18.356,20,2429,,BrewIQ,SHU IPA
05/04/2024 14:00,23,0.79,5.23,13.1,0.07,18,18.356,20,2433,,BrewIQ,SHU IPA
05/04/2024 14:20,23.33,0.77,5.23,13.1,0.07,18.1,18.456,20,2435,,BrewIQ,SHU IPA
05/04/2024 14:40,23.67,0.77,5.19,13.1,0.07,18.1,18.456,21,2434,,BrewIQ,SHU IPA
05/04/2024 15:00,24,0.77,5.2,13.1,0.07,18.1,18.456,21,2437,,BrewIQ,SHU IPA
05/04/2024 15:20,24.33,0.81,5.2,13.1,0.07,18.1,18.456,21,2438,,BrewIQ,SHU IPA
05/04/2024 15:40,24.67,0.8,5.23,13.1,0.07,18.2,18.556,21,2437,,BrewIQ,SHU IPA
05/04/2024 16:00,25,0.76,5.2,13.1,0.06,18.2,18.556,21,2439,,BrewIQ,SHU IPA
05/04/2024 16:20,25.33,0.79,5.2,13.1,0.07,18.2,18.556,21,2439,,BrewIQ,SHU IPA
05/04/2024 16:40,25.67,0.75,5.21,13.1,0.07,18,18.356,21,2431,,BrewIQ,SHU IPA
05/04/2024 17:00,26,0.82,5.21,13.1,0.06,18,18.356,21,2446,,BrewIQ,SHU IPA
05/04/2024 17:20,26.33,0.82,5.21,13.1,0.07,18,18.356,21,2444,,BrewIQ,SHU IPA
05/04/2024 17:40,26.67,0.8,5.23,13.1,0.07,18.1,18.456,21,2447,,BrewIQ,SHU IPA
05/04/2024 18:00,27,0.85,5.22,13.1,0.07,18.1,18.456,21,2446,,BrewIQ,SHU IPA
05/04/2024 18:20,27.33,0.86,5.25,13.1,0.07,18.1,18.456,21,2450,,BrewIQ,SHU IPA
05/04/2024 18:40,27.67,0.82,5.23,13.1,0.07,18.1,18.456,21,2455,,BrewIQ,SHU IPA
05/04/2024 19:00,28,0.82,5.23,13.1,0.07,18.2,18.556,21,2453,,BrewIQ,SHU IPA
05/04/2024 19:20,28.33,0.89,5.24,13.1,0.07,18.2,18.556,21,2455,,BrewIQ,SHU IPA
05/04/2024 19:40,28.67,0.88,5.25,13.1,0.07,17.9,18.256,21,2444,,BrewIQ,SHU IPA
05/04/2024 20:00,29,0.97,5.27,13.1,0.07,18,18.356,21,2458,,BrewIQ,SHU IPA
05/04/2024 20:20,29.33,1,5.3,13.1,0.07,18,18.356,21,2455,,BrewIQ,SHU IPA
05/04/2024 20:40,29.67,1.04,5.28,13.1,0.07,18,18.356,21,2462,,BrewIQ,SHU IPA
05/04/2024 21:00,30,1.02,5.28,13.1,0.07,18.1,18.456,21,2460,,BrewIQ,SHU IPA
05/04/2024 21:20,30.33,0.79,5.31,13.1,0.07,18,18.356,21,2464,,BrewIQ,SHU IPA
05/04/2024 21:40,30.67,0.7,5.3,13.1,0.06,18,18.356,21,2463,,BrewIQ,SHU IPA
05/04/2024 22:00,31,0.76,5.32,13.1,0.07,17.9,18.256,21,2461,,BrewIQ,SHU IPA
05/04/2024 22:20,31.33,0.73,5.32,13.1,0.07,17.9,18.256,20,2473,,BrewIQ,SHU IPA
05/04/2024 22:40,31.67,0.76,5.35,13.1,0.07,18,18.356,20,2470,,BrewIQ,SHU IPA
05/04/2024 23:00,32,0.79,5.37,13.1,0.06,18,18.356,20,2473,,BrewIQ,SHU IPA
05/04/2024 23:20,32.33,0.83,5.35,13.1,0.06,18,18.356,20,2477,,BrewIQ,SHU IPA
05/04/2024 23:40,32.67,0.87,5.39,13.1,0.07,18,18.356,20,2476,,BrewIQ,SHU IPA
05/05/2024 00:00,33,0.87,5.37,13.1,0.07,17.9,18.256,20,2476,,BrewIQ,SHU IPA
05/05/2024 00:20,33.33,0.85,5.41,13.1,0.07,17.9,18.256,20,2485,,BrewIQ,SHU IPA
05/05/2024 00:40,33.67,0.93,5.42,13.1,0.07,18,18.356,20,2492,,BrewIQ,SHU IPA
05/05/2024 01:00,34,0.94,5.4,13.1,0.07,18,18.356,20,2498,,BrewIQ,SHU IPA
05/05/2024 01:20,34.33,0.95,5.44,13.1,0.07,18,18.356,20,2503,,BrewIQ,SHU IPA
05/05/2024 01:40,34.67,1,5.43,13.1,0.07,18,18.356,20,2503,,BrewIQ,SHU IPA
05/05/2024 02:00,35,1,5.46,13.1,0.07,18,18.356,20,2508,,BrewIQ,SHU IPA
05/05/2024 02:20,35.33,1.01,5.43,13.1,0.07,17.9,18.256,20,2505,,BrewIQ,SHU IPA
05/05/2024 02:40,35.67,1.03,5.43,13.1,0.07,17.9,18.256,20,2507,,BrewIQ,SHU IPA
05/05/2024 03:00,36,1.06,5.44,13.1,0.07,18,18.356,20,2514,,BrewIQ,SHU IPA
05/05/2024 03:20,36.33,1.05,5.47,13.1,0.07,18,18.356,20,2519,,BrewIQ,SHU IPA
05/05/2024 03:40,36.67,1.07,5.49,13.1,0.06,18,18.356,20,2528,,BrewIQ,SHU IPA
05/05/2024 04:00,37,1.11,5.47,13,0.07,18,18.356,20,2529,,BrewIQ,SHU IPA
05/05/2024 04:20,37.33,1.13,5.48,13,0.07,17.9,18.256,20,2529,,BrewIQ,SHU IPA
05/05/2024 04:40,37.67,1.09,5.51,13.3,0.06,17.9,18.256,20,2534,,BrewIQ,SHU IPA
05/05/2024 05:00,38,1.16,5.5,13.2,0.06,17.9,18.256,20,2540,,BrewIQ,SHU IPA
05/05/2024 05:20,38.33,1.16,5.52,13,0.06,17.8,18.156,20,2544,,BrewIQ,SHU IPA
05/05/2024 05:40,38.67,1.18,5.48,13,0.06,17.9,18.256,20,2561,,BrewIQ,SHU IPA
05/05/2024 06:00,39,1.2,5.49,13,0.06,17.8,18.156,20,2559,,BrewIQ,SHU IPA
05/05/2024 06:20,39.33,1.21,5.5,13.2,0.07,17.8,18.156,20,2568,,BrewIQ,SHU IPA
05/05/2024 06:40,39.67,1.2,5.53,13.5,0.06,17.7,18.056,20,2569,,BrewIQ,SHU IPA
05/05/2024 07:00,40,1.21,5.49,13,0.07,17.7,18.056,20,2577,,BrewIQ,SHU IPA
05/05/2024 07:20,40.33,1.22,5.52,13,0.07,17.8,18.156,20,2586,,BrewIQ,SHU IPA
05/05/2024 07:40,40.67,1.27,5.5,13.2,0.06,17.8,18.156,20,2596,,BrewIQ,SHU IPA
05/05/2024 08:00,41,1.26,5.49,13,0.07,17.9,18.256,20,2595,,BrewIQ,SHU IPA
05/05/2024 08:20,41.33,1.26,5.49,13.1,0.07,17.7,18.056,20,2599,,BrewIQ,SHU IPA
05/05/2024 08:40,41.67,1.28,5.52,13.1,0.07,17.7,18.056,20,2597,,BrewIQ,SHU IPA
05/05/2024 09:00,42,1.39,5.48,13.1,0.07,17.7,18.056,20,2604,,BrewIQ,SHU IPA
05/05/2024 09:20,42.33,1.37,5.47,13,0.07,17.7,18.056,20,2601,,BrewIQ,SHU IPA
05/05/2024 09:40,42.67,2.21,5.5,12.9,0.06,17.7,18.056,20,2602,,BrewIQ,SHU IPA
05/05/2024 10:00,43,1.57,5.48,13,0.06,17.8,18.156,20,2606,,BrewIQ,SHU IPA
05/05/2024 10:20,43.33,1.53,5.47,13.5,0.07,17.8,18.156,20,2605,,BrewIQ,SHU IPA
05/05/2024 10:40,43.67,1.61,5.47,13.1,0.06,17.8,18.156,20,2601,,BrewIQ,SHU IPA
05/05/2024 11:00,44,1.86,5.48,13.1,0.07,17.7,18.056,20,2600,,BrewIQ,SHU IPA
05/05/2024 11:20,44.33,1.76,5.45,12.9,0.07,17.6,17.956,20,2589,,BrewIQ,SHU IPA
05/05/2024 11:40,44.67,1.72,5.47,13.1,0.07,17.6,17.956,20,2609,,BrewIQ,SHU IPA
05/05/2024 12:00,45,1.83,5.43,13.1,0.07,17.6,17.956,20,2613,,BrewIQ,SHU IPA
05/05/2024 12:20,45.33,1.77,5.42,13.1,0.07,17.7,18.056,20,2608,,BrewIQ,SHU IPA
05/05/2024 12:40,45.67,1.9,5.44,12.9,0.06,17.7,18.056,20,2607,,BrewIQ,SHU IPA
05/05/2024 13:00,46,1.91,5.42,13.1,0.06,17.7,18.056,20,2606,,BrewIQ,SHU IPA
05/05/2024 13:20,46.33,1.97,5.41,12.9,0.07,17.8,18.156,21,2603,,BrewIQ,SHU IPA
05/05/2024 13:40,46.67,2.09,5.42,12.9,0.06,17.8,18.156,21,2609,,BrewIQ,SHU IPA
05/05/2024 14:00,47,2.06,5.39,13,0.07,17.9,18.256,21,2605,,BrewIQ,SHU IPA
05/05/2024 14:20,47.33,2.03,5.38,13,0.06,17.4,17.756,21,2586,,BrewIQ,SHU IPA
05/05/2024 14:40,47.67,2.1,5.41,12.9,0.07,17.4,17.756,21,2613,,BrewIQ,SHU IPA
05/05/2024 15:00,48,2.13,5.4,12.9,0.07,17.5,17.856,21,2612,,BrewIQ,SHU IPA
05/05/2024 15:20,48.33,2.1,5.38,12.9,0.07,17.5,17.856,21,2613,,BrewIQ,SHU IPA
05/05/2024 15:40,48.67,2.25,5.38,13,0.07,17.6,17.956,21,2613,,BrewIQ,SHU IPA
05/05/2024 16:00,49,2.23,5.36,13.2,0.07,17.6,17.956,21,2605,,BrewIQ,SHU IPA
05/05/2024 16:20,49.33,2.16,5.38,13,0.07,17.6,17.956,21,2609,,BrewIQ,SHU IPA
05/05/2024 16:40,49.67,2.16,5.36,12.8,0.07,17.7,18.056,21,2610,,BrewIQ,SHU IPA
05/05/2024 17:00,50,2.22,5.37,12.9,0.07,17.7,18.056,21,2606,,BrewIQ,SHU IPA
05/05/2024 17:20,50.33,2.14,5.35,12.8,0.07,17.7,18.056,21,2608,,BrewIQ,SHU IPA
05/05/2024 17:34,50.57,2.28,5.35,12.7,0.07,17.8,18.156,21,2614,,BrewIQ,SHU IPA
05/05/2024 17:40,50.67,2.26,5.37,12.9,0.07,17.7,18.056,21,2615,,BrewIQ,SHU IPA
