Timestamp (BST),Hours from Pitch,DO (mg/L),pH,Gravity (°P),ADF (%),RDF (%),ABV Est. (%),Pressure (Bar),Fluid Temp (°C),Comp. Fluid Temp (°C),Ambient Temp (°C),Conductivity (uS/cm),Notes,Data Source,style_name
09/05/2024 15:15,-23.25,1.42,4.77,12.2,3.79,3.31,1.31,0.08,32,32.356,24,2137,,BrewIQ,Mixed-Culture 50
09/05/2024 15:35,-22.92,1.09,5.21,12.7,-0.16,-0.16,0.69,0.08,31.8,32.156,23,1936,,BrewIQ,Mixed-Culture 50
09/05/2024 15:55,-22.58,0.68,5.29,12.6,0.63,0.79,0.68,0.08,31.2,31.556,23,1956,,BrewIQ,Mixed-Culture 50
09/05/2024 16:15,-22.25,0.51,5.35,12.7,-0.16,-0.16,0.65,0.08,30.7,31.056,23,1976,,BrewIQ,Mixed-Culture 50
09/05/2024 16:35,-21.92,0.44,5.37,12.7,-0.16,-0.16,0.65,0.08,30.3,30.656,23,1967,,BrewIQ,Mixed-Culture 50
09/05/2024 16:55,-21.58,0.4,5.38,12.7,-0.16,-0.16,0.62,0.08,29.9,30.256,23,1960,,BrewIQ,Mixed-Culture 50
09/05/2024 17:15,-21.25,0.39,5.37,12.7,-0.16,-0.16,0.61,0.08,29.5,29.856,23,1953,,BrewIQ,Mixed-Culture 50
09/05/2024 17:35,-20.92,0.37,5.41,12.7,-0.16,-0.16,0.6,0.08,29,29.356,23,1943,,BrewIQ,Mixed-Culture 50
09/05/2024 17:55,-20.58,0.34,5.39,12.7,-0.16,-0.16,0.57,0.08,28.5,28.856,23,1951,,BrewIQ,Mixed-Culture 50
09/05/2024 18:15,-20.25,0.34,5.42,12.7,-0.16,-0.16,0.55,0.08,28.1,28.456,23,1918,,BrewIQ,Mixed-Culture 50
09/05/2024 18:35,-19.92,0.32,5.41,12.6,0.63,0.79,0.53,0.08,27.6,27.956,23,1904,,BrewIQ,Mixed-Culture 50
09/05/2024 18:55,-19.58,0.32,5.42,12.6,0.63,0.79,0.51,0.08,27.1,27.456,23,1900,,BrewIQ,Mixed-Culture 50
09/05/2024 19:15,-19.25,0.34,5.43,12.6,0.63,0.79,0.5,0.08,26.7,27.056,23,1893,,BrewIQ,Mixed-Culture 50
09/05/2024 19:35,-18.92,0.32,5.45,12.6,0.63,0.79,0.47,0.08,26.3,26.656,23,1900,,BrewIQ,Mixed-Culture 50
09/05/2024 19:55,-18.58,0.33,5.42,12.6,0.63,0.79,0.46,0.08,25.9,26.256,23,1903,,BrewIQ,Mixed-Culture 50
09/05/2024 20:15,-18.25,0.34,5.44,12.6,0.63,0.79,0.44,0.08,25.5,25.856,23,1905,,BrewIQ,Mixed-Culture 50
