Timestamp (BST),Hours from Pitch,DO (mg/L),pH,Gravity (°P),ADF (%),RDF (%),ABV Est. (%),Pressure (Bar),Fluid Temp (°C),Comp. Fluid Temp (°C),Ambient Temp (°C),Conductivity (uS/cm),Notes,Data Source,style_name
04/11/2024 14:53,-25.12,8.56,4.89,11.8,0.42,0.34,0.88,0.07,34.1,34.456,19,2667,,BrewIQ,SHU IPA
04/11/2024 14:58,-25.03,3.24,5.14,11.8,0.42,0.34,0.91,0.07,34.8,35.156,19,2592,,BrewIQ,SHU IPA
04/11/2024 15:04,-24.93,2.91,5.21,11.8,0.42,0.34,0.91,0.07,34.8,35.156,19,2551,,BrewIQ,SHU IPA
04/11/2024 15:13,-24.78,2.83,5.29,11.8,0.42,0.34,0.89,0.07,34.7,35.056,19,2501,,BrewIQ,SHU IPA
04/11/2024 15:26,-24.57,2.76,5.34,11.7,1.27,1.01,0.93,0.07,33.9,,19,2470,,BrewIQ,SHU IPA
04/11/2024 15:33,-24.45,2.74,5.37,11.8,0.42,0.34,0.91,0.07,34.5,34.856,19,2475,,BrewIQ,SHU IPA
04/11/2024 15:53,-24.12,1.73,5.38,11.9,-0.42,-0.51,0.86,0.07,34,34.356,19,2390,,BrewIQ,SHU IPA
04/11/2024 16:13,-23.78,1.7,5.38,11.8,0.42,0.34,0.85,0.07,33.7,34.056,19,2399,,BrewIQ,SHU IPA
04/11/2024 16:33,-23.45,2.57,5.38,11.9,-0.42,-0.51,0.84,0.07,33.5,33.856,19,2396,,BrewIQ,SHU IPA
04/11/2024 16:53,-23.12,2.37,5.39,11.9,-0.42,-0.51,0.82,0.07,33.3,33.656,19,2390,,BrewIQ,SHU IPA
04/11/2024 17:13,-22.78,2.22,5.42,11.9,-0.42,-0.51,0.82,0.07,33,33.356,19,2386,,BrewIQ,SHU IPA
04/11/2024 17:33,-22.45,2.13,5.42,11.8,0.42,0.34,0.81,0.07,32.8,33.156,19,2382,,BrewIQ,SHU IPA
04/11/2024 17:53,-22.12,2.05,5.42,11.9,-0.42,-0.51,0.8,0.07,32.6,32.956,19,2376,,BrewIQ,SHU IPA
04/11/2024 18:13,-21.78,2.03,5.41,11.9,-0.42,-0.51,0.8,0.07,32.4,32.756,19,2371,,BrewIQ,SHU IPA
04/11/2024 18:33,-21.45,1.96,5.4,11.9,-0.42,-0.51,0.78,0.07,32.2,32.556,19,2373,,BrewIQ,SHU IPA
04/11/2024 18:53,-21.12,1.82,5.44,11.9,-0.42,-0.51,0.77,0.07,32,32.356,19,2371,,BrewIQ,SHU IPA
04/11/2024 19:13,-20.78,1.77,5.41,11.9,-0.42,-0.51,0.77,0.07,31.8,32.156,19,2363,,BrewIQ,SHU IPA
04/11/2024 19:33,-20.45,1.75,5.41,11.9,-0.42,-0.51,0.76,0.07,31.6,31.956,19,2366,,BrewIQ,SHU IPA
04/11/2024 19:53,-20.12,1.71,5.41,11.9,-0.42,-0.51,0.74,0.07,31.4,31.756,19,2363,,BrewIQ,SHU IPA
04/11/2024 20:13,-19.78,1.63,5.42,11.9,-0.42,-0.51,0.73,0.07,31.2,31.556,19,2363,,BrewIQ,SHU IPA
04/11/2024 20:33,-19.45,1.59,5.44,11.9,-0.42,-0.51,0.73,0.07,31,31.356,19,2359,,BrewIQ,SHU IPA
04/11/2024 20:53,-19.12,1.54,5.45,11.8,0.42,0.34,0.71,0.07,30.7,31.056,19,2360,,BrewIQ,SHU IPA
04/11/2024 21:13,-18.78,1.52,5.42,11.9,-0.42,-0.51,0.71,0.07,30.6,30.956,19,2355,,BrewIQ,SHU IPA
04/11/2024 21:33,-18.45,1.48,5.42,11.9,-0.42,-0.51,0.7,0.07,30.4,30.756,19,2355,,BrewIQ,SHU IPA
04/11/2024 21:53,-18.12,1.44,5.46,11.8,0.42,0.34,0.69,0.07,30.2,30.556,19,2352,,BrewIQ,SHU IPA
04/11/2024 22:13,-17.78,1.4,5.45,11.9,-0.42,-0.51,0.69,0.07,30,30.356,19,2355,,BrewIQ,SHU IPA
04/11/2024 22:33,-17.45,1.38,5.43,11.8,0.42,0.34,0.67,0.07,29.9,30.256,19,2352,,BrewIQ,SHU IPA
04/11/2024 22:53,-17.12,1.34,5.43,11.8,0.42,0.34,0.67,0.07,29.7,30.056,19,2351,,BrewIQ,SHU IPA
04/11/2024 23:13,-16.78,1.29,5.46,11.8,0.42,0.34,0.67,0.07,29.5,29.856,19,2352,,BrewIQ,SHU IPA
04/11/2024 23:33,-16.45,1.23,5.45,11.8,0.42,0.34,0.66,0.07,29.3,29.656,19,2351,,BrewIQ,SHU IPA
04/11/2024 23:53,-16.12,1.21,5.47,11.8,0.42,0.34,0.66,0.07,29.1,29.456,19,2351,,BrewIQ,SHU IPA
04/12/2024 00:13,-15.78,1.17,5.43,11.8,0.42,0.34,0.65,0.07,29,29.356,19,2347,,BrewIQ,SHU IPA
04/12/2024 00:33,-15.45,1.13,5.47,11.8,0.42,0.34,0.63,0.07,28.8,29.156,19,2352,,BrewIQ,SHU IPA
04/12/2024 00:53,-15.12,1.11,5.44,11.8,0.42,0.34,0.63,0.07,28.6,28.956,19,2346,,BrewIQ,SHU IPA
04/12/2024 01:13,-14.78,1.06,5.44,11.8,0.42,0.34,0.62,0.07,28.5,28.856,19,2349,,BrewIQ,SHU IPA
04/12/2024 01:33,-14.45,0.99,5.47,11.8,0.42,0.34,0.62,0.07,28.3,28.656,19,2347,,BrewIQ,SHU IPA
04/12/2024 01:53,-14.12,0.98,5.47,11.8,0.42,0.34,0.62,0.07,28.2,28.556,19,2340,,BrewIQ,SHU IPA
04/12/2024 02:13,-13.78,0.91,5.47,11.8,0.42,0.34,0.61,0.07,28,28.356,19,2341,,BrewIQ,SHU IPA
04/12/2024 02:33,-13.45,0.9,5.45,11.8,0.42,0.34,0.59,0.07,27.8,28.156,19,2342,,BrewIQ,SHU IPA
04/12/2024 02:53,-13.12,0.84,5.45,11.8,0.42,0.34,0.59,0.07,27.7,28.056,19,2341,,BrewIQ,SHU IPA
04/12/2024 03:13,-12.78,0.81,5.45,11.8,0.42,0.34,0.59,0.07,27.6,27.956,18,2344,,BrewIQ,SHU IPA
04/12/2024 03:33,-12.45,0.8,5.45,11.8,0.42,0.34,0.58,0.07,27.4,27.756,18,2342,,BrewIQ,SHU IPA
04/12/2024 03:53,-12.12,0.76,5.48,11.8,0.42,0.34,0.58,0.07,27.3,27.656,18,2346,,BrewIQ,SHU IPA
04/12/2024 04:13,-11.78,0.76,5.47,11.8,0.42,0.34,0.56,0.07,27.2,27.556,18,2340,,BrewIQ,SHU IPA
04/12/2024 04:33,-11.45,0.73,5.45,11.8,0.42,0.34,0.56,0.07,27,27.356,18,2341,,BrewIQ,SHU IPA
04/12/2024 04:53,-11.12,0.71,5.49,11.8,0.42,0.34,0.55,0.07,26.9,27.256,18,2339,,BrewIQ,SHU IPA
04/12/2024 05:13,-10.78,0.7,5.48,11.8,0.42,0.34,0.55,0.07,26.7,27.056,18,2340,,BrewIQ,SHU IPA
04/12/2024 05:33,-10.45,0.66,5.46,11.8,0.42,0.34,0.55,0.07,26.6,26.956,18,2340,,BrewIQ,SHU IPA
04/12/2024 05:53,-10.12,0.63,5.47,11.8,0.42,0.34,0.55,0.07,26.5,26.856,18,2338,,BrewIQ,SHU IPA
04/12/2024 06:13,-9.78,0.62,5.49,11.8,0.42,0.34,0.54,0.07,26.3,26.656,18,2335,,BrewIQ,SHU IPA
04/12/2024 06:33,-9.45,0.6,5.46,11.8,0.42,0.34,0.52,0.07,26.2,26.556,18,2337,,BrewIQ,SHU IPA
04/12/2024 06:53,-9.12,0.59,5.47,11.8,0.42,0.34,0.52,0.07,26.1,26.456,18,2339,,BrewIQ,SHU IPA
04/12/2024 07:13,-8.78,0.6,5.46,11.8,0.42,0.34,0.52,0.07,26,26.356,18,2339,,BrewIQ,SHU IPA
04/12/2024 07:33,-8.45,0.61,5.48,11.8,0.42,0.34,0.51,0.07,25.8,26.156,18,2333,,BrewIQ,SHU IPA
04/12/2024 07:53,-8.12,0.57,5.49,11.8,0.42,0.34,0.51,0.07,25.7,26.056,18,2332,,BrewIQ,SHU IPA
04/12/2024 08:13,-7.78,0.59,5.5,11.8,0.42,0.34,0.51,0.07,25.6,25.956,18,2334,,BrewIQ,SHU IPA
04/12/2024 08:33,-7.45,0.57,5.5,11.8,0.42,0.34,0.51,0.07,25.5,25.856,18,2343,,BrewIQ,SHU IPA
04/12/2024 08:53,-7.12,0.57,5.5,11.8,0.42,0.34,0.5,0.07,25.4,25.756,18,2335,,BrewIQ,SHU IPA
04/12/2024 09:13,-6.78,0.57,5.47,11.8,0.42,0.34,0.5,0.07,25.3,25.656,18,2331,,BrewIQ,SHU IPA
04/12/2024 09:33,-6.45,0.57,5.47,11.8,0.42,0.34,0.5,0.07,25.2,25.556,18,2335,,BrewIQ,SHU IPA
04/12/2024 09:53,-6.12,0.57,5.5,11.8,0.42,0.34,0.48,0.07,25.1,25.456,18,2331,,BrewIQ,SHU IPA
04/12/2024 10:13,-5.78,0.55,5.5,11.8,0.42,0.34,0.47,0.07,24.9,25.256,18,2330,,BrewIQ,SHU IPA
04/12/2024 10:33,-5.45,0.54,5.49,11.8,0.42,0.34,0.48,0.07,24.8,25.156,18,2331,,BrewIQ,SHU IPA
04/12/2024 10:53,-5.12,0.56,5.51,11.8,0.42,0.34,0.47,0.07,24.7,25.056,18,2330,,BrewIQ,SHU IPA
04/12/2024 11:13,-4.78,0.57,5.47,11.8,0.42,0.34,0.47,0.07,24.6,24.956,18,2334,,BrewIQ,SHU IPA
04/12/2024 11:33,-4.45,0.57,5.47,11.8,0.42,0.34,0.47,0.07,24.6,24.956,18,2332,,BrewIQ,SHU IPA
04/12/2024 11:53,-4.12,0.54,5.49,11.8,0.42,0.34,0.45,0.07,24.5,24.856,18,2331,,BrewIQ,SHU IPA
04/12/2024 12:13,-3.78,0.57,5.51,11.8,0.42,0.34,0.45,0.07,24.4,24.756,19,2328,,BrewIQ,SHU IPA
04/12/2024 12:33,-3.45,0.57,5.5,11.8,0.42,0.34,0.45,0.07,24.3,24.656,18,2332,,BrewIQ,SHU IPA
04/12/2024 12:53,-3.12,0.56,5.49,11.8,0.42,0.34,0.45,0.07,24.2,24.556,18,2331,,BrewIQ,SHU IPA
04/12/2024 13:13,-2.78,0.55,5.51,11.8,0.42,0.34,0.44,0.07,24.1,24.456,19,2329,,BrewIQ,SHU IPA
04/12/2024 13:33,-2.45,0.53,5.5,11.8,0.42,0.34,0.44,0.07,24,24.356,18,2330,,BrewIQ,SHU IPA
04/12/2024 13:53,-2.12,0.57,5.47,11.8,0.42,0.34,0.44,0.07,23.9,24.256,18,2329,,BrewIQ,SHU IPA
04/12/2024 14:13,-1.78,0.53,5.49,11.8,0.42,0.34,0.44,0.07,23.9,24.256,18,2328,,BrewIQ,SHU IPA
04/12/2024 14:33,-1.45,0.55,5.51,11.8,0.42,0.34,0.44,0.07,23.8,24.156,18,2328,,BrewIQ,SHU IPA
04/12/2024 14:53,-1.12,0.53,5.5,11.8,0.42,0.34,0.43,0.07,23.7,24.056,18,2326,,BrewIQ,SHU IPA
04/12/2024 15:13,-0.78,0.55,5.5,11.8,0.42,0.34,0.43,0.07,23.6,23.956,18,2326,,BrewIQ,SHU IPA
04/12/2024 15:33,-0.45,0.56,5.51,11.8,0.42,0.34,0.43,0.07,23.5,23.856,18,2324,,BrewIQ,SHU IPA
04/12/2024 15:49,-0.18,0.55,5.5,11.8,0.42,0.34,0.39,0.07,22.1,22.456,18,2272,,BrewIQ,SHU IPA
04/12/2024 15:53,-0.12,0.54,5.5,11.8,0.42,0.34,0.36,0.07,21.5,21.856,18,2294,,BrewIQ,SHU IPA
04/12/2024 16:13,0.22,0.54,5.51,11.8,0.42,0.34,0.28,0.07,19.3,19.656,19,2226,,BrewIQ,SHU IPA
04/12/2024 16:33,0.55,0.55,5.55,11.8,0.42,0.34,0.22,0.07,17.6,17.956,18,2239,,BrewIQ,SHU IPA
04/12/2024 16:49,0.82,0.51,5.53,11.8,0.42,0.34,0.18,0.07,16.5,16.856,18,2263,,BrewIQ,SHU IPA
04/12/2024 16:53,0.88,0.51,5.54,11.8,0.42,0.34,0.17,0.07,16.2,16.556,18,2296,,BrewIQ,SHU IPA
04/12/2024 17:02,1.03,0.5,5.58,11.8,0.42,0.34,0.15,0.07,15.8,16.156,18,2298,,BrewIQ,SHU IPA
04/12/2024 17:13,1.22,0.5,5.54,11.8,0.42,0.34,0.14,0.07,15.3,15.656,18,2294,,BrewIQ,SHU IPA
04/12/2024 17:19,1.32,0.5,5.55,11.9,-0.42,-0.51,0.12,0.07,15,15.356,18,2300,,BrewIQ,SHU IPA
04/12/2024 17:33,1.55,0.48,5.59,11.9,-0.42,-0.51,0.12,0.07,15,15.356,18,2319,,BrewIQ,SHU IPA
04/12/2024 17:43,1.72,0.49,5.59,11.8,0.42,0.34,0.12,0.07,14.9,15.256,18,2325,,BrewIQ,SHU IPA
04/12/2024 17:53,1.88,0.49,5.59,11.9,-0.42,-0.51,0.12,0.07,15,15.356,18,2323,,BrewIQ,SHU IPA
04/12/2024 18:12,2.2,0.49,5.55,11.9,-0.42,-0.51,0.12,0.07,15,15.356,18,2325,,BrewIQ,SHU IPA
04/12/2024 18:13,2.22,0.49,5.59,11.8,0.42,0.34,0.12,0.07,14.9,15.256,18,2314,,BrewIQ,SHU IPA
04/12/2024 18:33,2.55,0.49,5.54,11.9,-0.42,-0.51,0.14,0.07,15,15.356,17,2332,,BrewIQ,SHU IPA
04/12/2024 18:53,2.88,0.47,5.54,11.9,-0.42,-0.51,0.14,0.07,15.1,15.456,17,2327,,BrewIQ,SHU IPA
04/12/2024 19:13,3.22,0.5,5.55,11.9,-0.42,-0.51,0.14,0.07,15.1,15.456,17,2325,,BrewIQ,SHU IPA
04/12/2024 19:33,3.55,0.51,5.56,11.9,-0.42,-0.51,0.14,0.07,15.1,15.456,17,2323,,BrewIQ,SHU IPA
04/12/2024 19:53,3.88,0.52,5.58,11.9,-0.42,-0.51,0.14,0.07,15.1,15.456,17,2326,,BrewIQ,SHU IPA
04/12/2024 20:13,4.22,0.53,5.56,11.9,-0.42,-0.51,0.14,0.07,15.2,15.556,17,2325,,BrewIQ,SHU IPA
