Timestamp (BST),Hours from Pitch,DO (mg/L),pH,Gravity (°P),ADF (%),RDF (%),ABV Est. (%),Pressure (Bar),Fluid Temp (°C),Comp. Fluid Temp (°C),Ambient Temp (°C),Conductivity (uS/cm),Notes,Data Source,style_name
04/14/2023 14:31:00,-1.48,3.03,5.34,13.1,0.72,0.72,1.01,0.06,36.4,,21,2705,,BrewIQ,SHU Lager
04/14/2023 14:41:00,-1.32,2.49,5.41,,0.72,0.72,1.01,0.07,36.4,,20,2410,,BrewIQ,SHU Lager
04/14/2023 14:51:00,-1.15,2.39,5.46,,0.72,0.72,1.01,0.06,26.6,,21,2602,,BrewIQ,SHU Lager
04/14/2023 15:01:00,-0.98,2.17,5.48,13.2,-0.04,-0.04,0.36,0.07,23.8,,20,2587,,BrewIQ,SHU Lager
04/14/2023 15:11:00,-0.82,1.96,5.49,,-0.04,-0.04,0.36,0.07,22.3,,20,2578,,BrewIQ,SHU Lager
04/14/2023 15:21:00,-0.65,1.84,5.5,,-0.04,-0.04,0.36,0.07,22.1,,19,2582,,BrewIQ,SHU Lager
04/14/2023 15:31:00,-0.48,1.68,5.5,13.2,-0.04,-0.04,0.32,0.07,21.9,,19,2586,,BrewIQ,SHU Lager
04/14/2023 15:41:00,-0.32,1.64,5.5,,-0.04,-0.04,0.32,0.08,22.9,,19,2558,,BrewIQ,SHU Lager
04/14/2023 15:51:00,-0.15,1.6,5.51,,-0.04,-0.04,0.32,0.07,22.6,,19,2568,,BrewIQ,SHU Lager
04/14/2023 16:01:00,0.02,1.54,5.51,13,1.48,1.48,0.43,0.08,22.6,,19,2568,,BrewIQ,SHU Lager
04/14/2023 16:11:00,0.18,1.51,5.51,,1.48,1.48,0.43,0.08,22.5,,19,2569,,BrewIQ,SHU Lager
04/14/2023 16:21:00,0.35,1.46,5.51,,1.48,1.48,0.43,0.08,22.4,,19,2571,,BrewIQ,SHU Lager
04/14/2023 16:31:00,0.52,1.43,5.51,13,1.48,1.48,0.43,0.08,22.4,,19,2569,,BrewIQ,SHU Lager
04/14/2023 16:41:00,0.68,1.37,5.51,,1.48,1.48,0.43,0.08,22.4,,19,2571,,BrewIQ,SHU Lager
04/14/2023 16:51:00,0.85,1.36,5.51,,1.48,1.48,0.43,0.08,22.3,,19,2570,,BrewIQ,SHU Lager
04/14/2023 17:01:00,1.02,1.32,5.51,13,1.48,1.48,0.43,0.08,22.4,,19,2565,,BrewIQ,SHU Lager
04/14/2023 17:11:00,1.18,1.27,5.51,,1.48,1.48,0.43,0.07,22.3,,19,2567,,BrewIQ,SHU Lager
04/14/2023 17:21:00,1.35,1.23,5.51,,1.48,1.48,0.43,0.07,22.3,,19,2565,,BrewIQ,SHU Lager
04/14/2023 17:31:00,1.52,1.21,5.51,13,1.48,1.48,0.43,0.07,22.3,,19,2564,,BrewIQ,SHU Lager
04/14/2023 17:41:00,1.68,1.19,5.51,,1.48,1.48,0.43,0.07,22.2,,,2569,,BrewIQ,SHU Lager
04/14/2023 17:43:00,1.72,1.14,5.51,13,1.48,1.48,0.43,0.07,22.2,,19,2567,,BrewIQ,SHU Lager
04/14/2023 17:53:00,1.88,1.14,5.51,,1.48,1.48,0.43,0.07,22.2,,19,2565,,BrewIQ,SHU Lager
04/14/2023 18:03:00,2.05,1.12,5.51,,1.48,1.48,0.43,0.07,22.2,,19,2564,,BrewIQ,SHU Lager
04/14/2023 18:13:00,2.22,1.09,5.51,13,1.48,1.48,0.42,0.07,22.1,,19,2566,,BrewIQ,SHU Lager
04/14/2023 18:23:00,2.38,1.06,5.51,,1.48,1.48,0.42,0.07,22.1,,19,2564,,BrewIQ,SHU Lager
