Timestamp (BST),Hours from Pitch,DO (mg/L),pH,Gravity (°P),ADF (%),RDF (%),ABV Est. (%),Pressure (Bar),Fluid Temp (°C),Comp. Fluid Temp (°C),Ambient Temp (°C),Conductivity (uS/cm),Notes,Data Source,style_name
08/22/2024 15:21:00,-23.15,1.09,4.94,11.8,-17.3,-14.61,0,0.08,32.1,32.456,21,2311,,BrewIQ,SHU Lager
08/22/2024 15:41:00,-22.82,0.51,5.24,12.2,-21.27,-18.09,0,0.08,31.9,32.256,22,2075,,BrewIQ,SHU Lager
08/22/2024 16:01:00,-22.48,0.34,5.26,12.1,-20.28,-17.3,0,0.08,31.2,31.556,22,2066,,BrewIQ,SHU Lager
08/22/2024 16:21:00,-22.15,0.3,5.33,12.1,-20.28,-17.3,0,0.08,30.9,31.256,22,2047,,BrewIQ,SHU Lager
08/22/2024 16:41:00,-21.82,0.29,5.35,12.1,-20.28,-17.3,0,0.08,30.4,30.756,22,2042,,BrewIQ,SHU Lager
08/22/2024 17:01:00,-21.48,0.28,5.34,12.1,-20.28,-17.3,0,0.08,29.8,30.156,22,2042,,BrewIQ,SHU Lager
08/22/2024 17:21:00,-21.15,0.28,5.36,12.1,-20.28,-17.3,0,0.08,29.3,29.656,22,2037,,BrewIQ,SHU Lager
08/22/2024 17:41:00,-20.82,0.29,5.38,12.1,-20.28,-17.3,0,0.08,28.8,29.156,22,2045,,BrewIQ,SHU Lager
08/22/2024 18:01:00,-20.48,0.28,5.38,12.1,-20.28,-17.3,0,0.08,28.3,28.656,22,2044,,BrewIQ,SHU Lager
08/22/2024 18:21:00,-20.15,0.28,5.37,12.1,-20.28,-17.3,0,0.08,27.9,28.256,22,2038,,BrewIQ,SHU Lager
08/22/2024 18:41:00,-19.82,0.29,5.39,12.1,-20.28,-17.3,0,0.08,27.4,27.756,22,2042,,BrewIQ,SHU Lager
08/22/2024 19:01:00,-19.48,0.28,5.4,12.1,-20.28,-17.3,0,0.08,27,27.356,22,2039,,BrewIQ,SHU Lager
08/22/2024 19:21:00,-19.15,0.29,5.39,12.1,-20.28,-17.3,0,0.08,26.5,26.856,22,2034,,BrewIQ,SHU Lager
08/22/2024 19:41:00,-18.82,0.28,5.42,12.1,-20.28,-17.3,0,0.08,26,26.356,22,2030,,BrewIQ,SHU Lager
08/22/2024 20:01:00,-18.48,0.28,5.42,12.1,-20.28,-17.3,0,0.08,25.4,25.756,22,2028,,BrewIQ,SHU Lager
08/22/2024 20:21:00,-18.15,0.29,5.43,12.1,-20.28,-17.3,0,0.08,24.8,25.156,22,2043,,BrewIQ,SHU Lager
08/22/2024 20:41:00,-17.82,0.29,5.41,12.1,-20.28,-17.3,0,0.08,24.3,24.656,22,2023,,BrewIQ,SHU Lager
08/22/2024 21:01:00,-17.48,0.29,5.44,12.1,-20.28,-17.3,0,0.08,23.8,24.156,22,2023,,BrewIQ,SHU Lager
08/22/2024 21:21:00,-17.15,0.29,5.44,12.1,-20.28,-17.3,0,0.08,23.3,23.656,22,2019,,BrewIQ,SHU Lager
08/22/2024 21:41:00,-16.82,0.29,5.46,12.1,-20.28,-17.3,0,0.08,22.8,23.156,22,2018,,BrewIQ,SHU Lager
08/22/2024 22:01:00,-16.48,0.29,5.46,12.1,-20.28,-17.3,0,0.08,22.3,22.656,22,2016,,BrewIQ,SHU Lager
08/22/2024 22:21:00,-16.15,0.3,5.43,12.1,-20.28,-17.3,0,0.08,21.8,22.156,22,2016,,BrewIQ,SHU Lager
08/22/2024 22:41:00,-15.82,0.3,5.44,12.1,-20.28,-17.3,0,0.08,21.5,21.856,22,2020,,BrewIQ,SHU Lager
08/22/2024 23:01:00,-15.48,0.3,5.47,12.1,-20.28,-17.3,0,0.08,21.4,21.756,22,2032,,BrewIQ,SHU Lager
08/22/2024 23:21:00,-15.15,0.31,5.45,12.1,-20.28,-17.3,0,0.08,21.4,21.756,22,2028,,BrewIQ,SHU Lager
08/22/2024 23:41:00,-14.82,0.3,5.43,12.1,-20.28,-17.3,0,0.08,21.4,21.756,22,2032,,BrewIQ,SHU Lager
08/23/2024 00:01:00,-14.48,0.31,5.45,12.1,-20.28,-17.3,0,0.08,21.4,21.756,22,2039,,BrewIQ,SHU Lager
08/23/2024 00:21:00,-14.15,0.31,5.46,12.1,-20.28,-17.3,0,0.08,21.4,21.756,22,2033,,BrewIQ,SHU Lager
08/23/2024 00:41:00,-13.82,0.31,5.46,12.1,-20.28,-17.3,0,0.08,21.4,21.756,22,2030,,BrewIQ,SHU Lager
08/23/2024 01:01:00,-13.48,0.31,5.46,12.1,-20.28,-17.3,0,0.08,21.4,21.756,22,2034,,BrewIQ,SHU Lager
08/23/2024 01:21:00,-13.15,0.31,5.45,12.1,-20.28,-17.3,0,0.08,21.4,21.756,22,2031,,BrewIQ,SHU Lager
08/23/2024 01:41:00,-12.82,0.31,5.48,12.1,-20.28,-17.3,0,0.08,21.4,21.756,22,2027,,BrewIQ,SHU Lager
08/23/2024 02:01:00,-12.48,0.31,5.46,12.1,-20.28,-17.3,0,0.08,21.4,21.756,21,2029,,BrewIQ,SHU Lager
08/23/2024 02:21:00,-12.15,0.3,5.45,12.1,-20.28,-17.3,0,0.08,21.4,21.756,22,2033,,BrewIQ,SHU Lager
08/23/2024 02:41:00,-11.82,0.3,5.47,12.1,-20.28,-17.3,0,0.08,21.4,21.756,22,2033,,BrewIQ,SHU Lager
08/23/2024 03:01:00,-11.48,0.31,5.48,12.1,-20.28,-17.3,0,0.08,21.4,21.756,21,2033,,BrewIQ,SHU Lager
08/23/2024 03:21:00,-11.15,0.31,5.43,12.1,-20.28,-17.3,0,0.08,21.4,21.756,22,2032,,BrewIQ,SHU Lager
08/23/2024 03:41:00,-10.82,0.3,5.46,12.1,-20.28,-17.3,0,0.08,21.4,21.756,22,2031,,BrewIQ,SHU Lager
08/23/2024 04:01:00,-10.48,0.3,5.44,12.1,-20.28,-17.3,0,0.08,21.4,21.756,22,2033,,BrewIQ,SHU Lager
08/23/2024 04:21:00,-10.15,0.3,5.44,12.1,-20.28,-17.3,0,0.08,21.4,21.756,22,2033,,BrewIQ,SHU Lager
08/23/2024 04:41:00,-9.82,0.3,5.45,12.1,-20.28,-17.3,0,0.08,21.4,21.756,21,2038,,BrewIQ,SHU Lager
08/23/2024 05:01:00,-9.48,0.3,5.47,12.1,-20.28,-17.3,0,0.08,21.4,21.756,21,2034,,BrewIQ,SHU Lager
08/23/2024 05:21:00,-9.15,0.3,5.45,12.1,-20.28,-17.3,0,0.08,21.4,21.756,21,2035,,BrewIQ,SHU Lager
08/23/2024 05:41:00,-8.82,0.3,5.47,12.1,-20.28,-17.3,0,0.08,21.4,21.756,21,2034,,BrewIQ,SHU Lager
08/23/2024 06:01:00,-8.48,0.3,5.46,12.1,-20.28,-17.3,0,0.08,21.4,21.756,21,2035,,BrewIQ,SHU Lager
08/23/2024 06:21:00,-8.15,0.3,5.45,12.1,-20.28,-17.3,0,0.08,21.4,21.756,21,2035,,BrewIQ,SHU Lager
08/23/2024 06:41:00,-7.82,0.3,5.44,12.1,-20.28,-17.3,0,0.08,21.4,21.756,21,2033,,BrewIQ,SHU Lager
08/23/2024 07:01:00,-7.48,0.3,5.44,12.1,-20.28,-17.3,0,0.08,21.4,21.756,21,2034,,BrewIQ,SHU Lager
08/23/2024 07:21:00,-7.15,0.3,5.43,12.1,-20.28,-17.3,0,0.08,21.4,21.756,22,2034,,BrewIQ,SHU Lager
08/23/2024 07:41:00,-6.82,0.3,5.44,12.1,-20.28,-17.3,0,0.08,21.3,21.656,21,2056,,BrewIQ,SHU Lager
08/23/2024 08:01:00,-6.48,0.3,5.44,12.1,-20.28,-17.3,0,0.08,21.3,21.656,21,2058,,BrewIQ,SHU Lager
08/23/2024 08:21:00,-6.15,0.29,5.45,12.1,-20.28,-17.3,0,0.08,21.3,21.656,21,2064,,BrewIQ,SHU Lager
08/23/2024 08:41:00,-5.82,0.29,5.46,12.1,-20.28,-17.3,0,0.08,21.3,21.656,21,2064,,BrewIQ,SHU Lager
08/23/2024 09:01:00,-5.48,0.29,5.44,12.1,-20.28,-17.3,0,0.08,21.3,21.656,21,2064,,BrewIQ,SHU Lager
08/23/2024 09:21:00,-5.15,0.29,5.43,12.1,-20.28,-17.3,0,0.08,21.3,21.656,21,2063,,BrewIQ,SHU Lager
08/23/2024 09:41:00,-4.82,0.29,5.46,12.1,-20.28,-17.3,0,0.08,21.3,21.656,21,2065,,BrewIQ,SHU Lager
08/23/2024 10:01:00,-4.48,0.29,5.44,12.1,-20.28,-17.3,0,0.08,21.3,21.656,21,2063,,BrewIQ,SHU Lager
08/23/2024 10:21:00,-4.15,0.29,5.44,12.1,-20.28,-17.3,0,0.08,21.3,21.656,21,2064,,BrewIQ,SHU Lager
08/23/2024 10:41:00,-3.82,0.29,5.47,12.1,-20.28,-17.3,0,0.08,21.3,21.656,21,2066,,BrewIQ,SHU Lager
08/23/2024 11:01:00,-3.48,0.29,5.47,12.1,-20.28,-17.3,0,0.08,21.3,21.656,21,2065,,BrewIQ,SHU Lager
08/23/2024 11:21:00,-3.15,0.29,5.44,12.1,-20.28,-17.3,0,0.08,21.2,21.556,21,2065,,BrewIQ,SHU Lager
08/23/2024 11:41:00,-2.82,0.29,5.45,12.1,-20.28,-17.3,0,0.08,21.2,21.556,21,2068,,BrewIQ,SHU Lager
08/23/2024 12:01:00,-2.48,0.29,5.43,12.1,-20.28,-17.3,0,0.08,21.2,21.556,21,2070,,BrewIQ,SHU Lager
08/23/2024 12:21:00,-2.15,0.29,5.46,12.1,-20.28,-17.3,0,0.08,21.2,21.556,21,2070,,BrewIQ,SHU Lager
08/23/2024 12:41:00,-1.82,0.29,5.45,12.1,-20.28,-17.3,0,0.08,21.3,21.656,21,2073,,BrewIQ,SHU Lager
08/23/2024 13:01:00,-1.48,0.29,5.45,12.1,-20.28,-17.3,0,0.08,21.3,21.656,21,2077,,BrewIQ,SHU Lager
08/23/2024 13:21:00,-1.15,0.29,5.43,12.1,-20.28,-17.3,0,0.08,21.3,21.656,21,2076,,BrewIQ,SHU Lager
08/23/2024 13:41:00,-0.82,0.29,5.43,12.1,-20.28,-17.3,0,0.08,21.3,21.656,21,2077,,BrewIQ,SHU Lager
08/23/2024 14:01:00,-0.48,0.29,5.43,12.1,-20.28,-17.3,0,0.08,21.3,21.656,21,2075,,BrewIQ,SHU Lager
08/23/2024 14:21:00,-0.15,0.29,5.41,12.1,-20.28,-17.3,0,0.08,21.3,21.656,21,2077,,BrewIQ,SHU Lager
08/23/2024 14:41:00,0.18,0.29,5.39,12.1,-20.28,-17.3,0,0.08,21.3,21.656,22,2079,,BrewIQ,SHU Lager
08/23/2024 15:01:00,0.52,0.28,5.41,12.1,-20.28,-17.3,0,0.08,21.3,21.656,22,2080,,BrewIQ,SHU Lager
08/23/2024 15:21:00,0.85,0.29,5.4,12.1,-20.28,-17.3,0,0.08,21.3,21.656,22,2078,,BrewIQ,SHU Lager
08/23/2024 15:41:00,1.18,0.28,5.38,12.1,-20.28,-17.3,0,0.08,21.3,21.656,22,2080,,BrewIQ,SHU Lager
08/23/2024 16:01:00,1.52,0.28,5.38,12.1,-20.28,-17.3,0,0.08,21.3,21.656,22,2082,,BrewIQ,SHU Lager
08/23/2024 16:21:00,1.85,0.28,5.37,12.1,-20.28,-17.3,0,0.08,21.3,21.656,22,2082,,BrewIQ,SHU Lager
08/23/2024 16:41:00,2.18,0.28,5.35,12.1,-20.28,-17.3,0,0.08,21.3,21.656,22,2083,,BrewIQ,SHU Lager
08/23/2024 17:01:00,2.52,0.29,5.32,12.1,-20.28,-17.3,0,0.08,21.3,21.656,22,2087,,BrewIQ,SHU Lager
