Timestamp (BST),Hours from Pitch,DO (mg/L),pH,Gravity (°P),ADF (%),RDF (%),ABV Est. (%),Pressure (Bar),Fluid Temp (°C),Comp. Fluid Temp (°C),Ambient Temp (°C),Conductivity (uS/cm),Notes,Data Source,style_name
04/28/2023 14:06:00,-1.9,3.31,5.45,11.9,-0.08,-0.17,1.11,0.07,37.4,,,2367,,BrewIQ,Mixed-Culture 50
04/28/2023 14:09:00,-1.85,2.91,5.49,11.9,-0.08,-0.17,1.03,0.07,35.6,,,2352,,BrewIQ,Mixed-Culture 50
04/28/2023 14:10:00,-1.83,2.77,5.51,11.9,-0.08,-0.17,0.96,0.07,34.4,,,2308,,BrewIQ,Mixed-Culture 50
04/28/2023 14:13:00,-1.78,2.59,5.53,11.8,0.76,0.84,0.89,0.07,33.2,,,2299,,BrewIQ,Mixed-Culture 50
04/28/2023 14:15:00,-1.75,2.49,5.54,11.8,0.76,0.84,0.85,0.07,32.1,,,2295,,BrewIQ,Mixed-Culture 50
04/28/2023 14:17:00,-1.72,2.38,5.56,11.8,0.76,0.84,0.8,0.07,31.1,,,2293,,BrewIQ,Mixed-Culture 50
04/28/2023 14:27:00,-1.55,2.17,5.61,,0.76,0.84,0.8,0.07,27,,,2277,,BrewIQ,Mixed-Culture 50
04/28/2023 14:37:00,-1.38,2,5.64,,0.76,0.84,0.8,0.07,24,,,2267,,BrewIQ,Mixed-Culture 50
04/28/2023 14:47:00,-1.22,1.83,5.66,11.7,1.6,1.35,0.41,0.07,21.8,,,2259,,BrewIQ,Mixed-Culture 50
04/28/2023 15:24:00,-0.6,0.94,5.66,11.9,-0.08,-0.17,0.11,0.07,17.1,,0,2279,,BrewIQ,Mixed-Culture 50
04/28/2023 15:28:00,-0.53,1.07,5.66,11.8,0.76,0.84,0.21,0.07,17.4,,,2270,,BrewIQ,Mixed-Culture 50
04/28/2023 15:38:00,-0.37,1.25,5.69,,0.76,0.84,0.21,0.07,16.7,,,2262,,BrewIQ,Mixed-Culture 50
04/28/2023 15:48:00,-0.2,1.26,5.7,,0.76,0.84,0.21,0.07,16,,,2257,,BrewIQ,Mixed-Culture 50
04/28/2023 15:58:00,-0.03,1.23,5.71,11.8,0.76,0.84,0.19,0.07,15.5,,,2254,,BrewIQ,Mixed-Culture 50
04/28/2023 16:07:00,0.12,1.22,5.72,11.8,0.76,0.84,0.18,0.07,15.1,,,2257,,BrewIQ,Mixed-Culture 50
04/28/2023 16:17:00,0.28,1.23,5.72,,0.76,0.84,0.18,0.07,14.9,,,2260,,BrewIQ,Mixed-Culture 50
04/28/2023 16:27:00,0.45,1.24,5.71,,0.76,0.84,0.18,0.07,14.8,,,2265,,BrewIQ,Mixed-Culture 50
04/28/2023 16:37:00,0.62,1.21,5.72,11.9,-0.08,-0.17,0.12,0.07,14.7,,,2264,,BrewIQ,Mixed-Culture 50
04/28/2023 16:47:00,0.78,1.2,5.71,,-0.08,-0.17,0.12,0.07,14.6,,,2265,,BrewIQ,Mixed-Culture 50
04/28/2023 16:57:00,0.95,1.2,5.72,,-0.08,-0.17,0.12,0.07,14.6,,,2266,,BrewIQ,Mixed-Culture 50
04/28/2023 17:07:00,1.12,1.19,5.72,11.9,-0.08,-0.17,0.12,0.07,14.5,,,2267,,BrewIQ,Mixed-Culture 50
04/28/2023 17:17:00,1.28,1.18,5.72,,-0.08,-0.17,0.12,0.07,14.4,,,2263,,BrewIQ,Mixed-Culture 50
04/28/2023 17:27:00,1.45,1.16,5.72,,-0.08,-0.17,0.12,0.07,14.4,,,2262,,BrewIQ,Mixed-Culture 50
