Timestamp (BST),Hours from Pitch,DO (mg/L),pH,Gravity (°P),ADF (%),RDF (%),ABV Est. (%),Pressure (Bar),Fluid Temp (°C),Comp. Fluid Temp (°C),Ambient Temp (°C),Conductivity (uS/cm),Notes,Data Source,style_name
06/17/2022 14:51:00,-1.15,4.59,5.67,11.7,-1015.77,-830.76,0,0.07,33.8,,19,2512,,BrewIQ,SHU IPA
06/17/2022 15:01:00,-0.98,2.57,5.68,,-1015.77,-830.76,0,0.07,31.7,,19,2474,,BrewIQ,SHU IPA
06/17/2022 15:11:00,-0.82,2.37,5.7,,-1015.77,-830.76,0,0.07,29,,21,2452,,BrewIQ,SHU IPA
06/17/2022 15:21:00,-0.65,2.24,5.73,11.9,-1034.85,-850.79,0,0.07,26.9,,21,2439,,BrewIQ,SHU IPA
06/17/2022 15:31:00,-0.48,2.04,5.74,,-1034.85,-850.79,0,0.07,25.3,,20,2432,,BrewIQ,SHU IPA
06/17/2022 15:41:00,-0.32,1.88,5.75,,-1034.85,-850.79,0,0.07,24.1,,20,2427,,BrewIQ,SHU IPA
06/17/2022 15:51:00,-0.15,1.8,5.76,12,-1044.38,-858.42,0,0.07,23.1,,20,2416,,BrewIQ,SHU IPA
06/17/2022 16:01:00,0.02,1.72,5.77,,-1044.38,-858.42,0,0.07,22.4,,20,2420,,BrewIQ,SHU IPA
06/17/2022 16:11:00,0.18,1.69,5.76,,-1044.38,-858.42,0,0.07,22.2,,20,2424,,BrewIQ,SHU IPA
06/17/2022 16:21:00,0.35,1.7,5.76,12,-1044.38,-858.42,0,0.07,22.1,,20,2427,,BrewIQ,SHU IPA
06/17/2022 16:31:00,0.52,1.6,5.76,,-1044.38,-858.42,0,0.07,22.1,,19,2424,,BrewIQ,SHU IPA
06/17/2022 16:41:00,0.68,1.54,5.76,,-1044.38,-858.42,0,0.07,22.1,,19,2427,,BrewIQ,SHU IPA
06/17/2022 16:51:00,0.85,1.56,5.76,12,-1044.38,-858.42,0,0.07,22.1,,19,2422,,BrewIQ,SHU IPA
06/17/2022 17:01:00,1.02,1.49,5.75,,-1044.38,-858.42,0,0.07,22.1,,19,2426,,BrewIQ,SHU IPA
06/17/2022 17:11:00,1.18,1.42,5.75,,-1044.38,-858.42,0,0.07,22.1,,19,2420,,BrewIQ,SHU IPA
06/17/2022 17:21:00,1.35,1.4,5.75,12,-1044.38,-858.42,0,0.07,22.1,,19,2420,,BrewIQ,SHU IPA
06/17/2022 17:31:00,1.52,1.35,5.75,,-1044.38,-858.42,0,0.07,22.2,,19,2418,,BrewIQ,SHU IPA
06/17/2022 17:41:00,1.68,1.35,5.75,,-1044.38,-858.42,0,0.07,22.1,,19,2421,,BrewIQ,SHU IPA
06/17/2022 17:51:00,1.85,1.34,5.75,12,-1044.38,-858.42,0,0.07,22.2,,19,2418,,BrewIQ,SHU IPA
06/17/2022 18:01:00,2.02,1.31,5.75,,-1044.38,-858.42,0,0.07,22.1,,19,2421,,BrewIQ,SHU IPA
06/17/2022 18:11:00,2.18,1.29,5.74,,-1044.38,-858.42,0,0.07,22.2,,19,2418,,BrewIQ,SHU IPA
06/17/2022 18:21:00,2.35,1.28,5.74,12,-1044.38,-858.42,0,0.07,22,,19,2428,,BrewIQ,SHU IPA
06/17/2022 18:31:00,2.52,1.27,5.74,,-1044.38,-858.42,0,0.07,22.1,,19,2422,,BrewIQ,SHU IPA
06/17/2022 18:41:00,2.68,1.27,5.74,,-1044.38,-858.42,0,0.07,22.2,,19,2419,,BrewIQ,SHU IPA
06/17/2022 18:51:00,2.85,1.28,5.74,12,-1044.38,-858.42,0,0.07,22.1,,19,2421,,BrewIQ,SHU IPA
06/17/2022 19:01:00,3.02,1.24,5.74,,-1044.38,-858.42,0,0.07,22.2,,19,2418,,BrewIQ,SHU IPA
06/17/2022 19:11:00,3.18,1.22,5.74,,-1044.38,-858.42,0,0.07,22.2,,20,2418,,BrewIQ,SHU IPA
06/17/2022 19:21:00,3.35,1.23,5.73,12,-1044.38,-858.42,0,0.07,22.1,,20,2421,,BrewIQ,SHU IPA
06/17/2022 19:31:00,3.52,1.16,5.73,,-1044.38,-858.42,0,0.07,22.2,,20,2418,,BrewIQ,SHU IPA
06/17/2022 19:41:00,3.68,1.2,5.73,,-1044.38,-858.42,0,0.07,22.2,,20,2418,,BrewIQ,SHU IPA
06/17/2022 19:51:00,3.85,1.24,5.73,12,-1044.38,-858.42,0,0.07,22.1,,20,2421,,BrewIQ,SHU IPA
06/17/2022 20:01:00,4.02,1.19,5.73,,-1044.38,-858.42,0,0.07,22.2,,20,2418,,BrewIQ,SHU IPA
06/17/2022 20:11:00,4.18,1.18,5.73,,-1044.38,-858.42,0,0.07,22.2,,20,2419,,BrewIQ,SHU IPA
06/17/2022 20:21:00,4.35,1.23,5.72,12,-1044.38,-858.42,0,0.07,22.2,,20,2419,,BrewIQ,SHU IPA
06/17/2022 20:31:00,4.52,1.23,5.72,,-1044.38,-858.42,0,0.07,22.2,,20,2418,,BrewIQ,SHU IPA
06/17/2022 20:41:00,4.68,1.22,5.72,,-1044.38,-858.42,0,0.07,22.3,,21,2416,,BrewIQ,SHU IPA
06/17/2022 20:51:00,4.85,1.23,5.72,12,-1044.38,-858.42,0,0.07,22.3,,21,2416,,BrewIQ,SHU IPA
06/17/2022 21:01:00,5.02,1.2,5.71,,-1044.38,-858.42,0,0.07,22.3,,21,2416,,BrewIQ,SHU IPA
06/17/2022 21:11:00,5.18,1.21,5.71,,-1044.38,-858.42,0,0.07,22.2,,21,2419,,BrewIQ,SHU IPA
06/17/2022 21:21:00,5.35,1.2,5.71,12,-1044.38,-858.42,0,0.07,22.3,,21,2416,,BrewIQ,SHU IPA
06/17/2022 21:31:00,5.52,1.21,5.7,,-1044.38,-858.42,0,0.07,22.2,,21,2419,,BrewIQ,SHU IPA
06/17/2022 21:41:00,5.68,1.2,5.7,,-1044.38,-858.42,0,0.07,22.3,,21,2416,,BrewIQ,SHU IPA
06/17/2022 21:51:00,5.85,1.2,5.7,12,-1044.38,-858.42,0,0.07,22.3,,21,2416,,BrewIQ,SHU IPA
06/17/2022 22:01:00,6.02,1.2,5.69,,-1044.38,-858.42,0,0.07,22.2,,21,2419,,BrewIQ,SHU IPA
06/17/2022 22:11:00,6.18,1.19,5.69,,-1044.38,-858.42,0,0.07,22.3,,21,2416,,BrewIQ,SHU IPA
06/17/2022 22:21:00,6.35,1.19,5.69,12,-1044.38,-858.42,0,0.07,22.3,,21,2416,,BrewIQ,SHU IPA
06/17/2022 22:31:00,6.52,1.18,5.69,,-1044.38,-858.42,0,0.07,22.3,,21,2413,,BrewIQ,SHU IPA
06/17/2022 22:41:00,6.68,1.17,5.68,,-1044.38,-858.42,0,0.07,22.3,,21,2416,,BrewIQ,SHU IPA
06/17/2022 22:51:00,6.85,1.17,5.68,12,-1044.38,-858.42,0,0.07,22.3,,21,2413,,BrewIQ,SHU IPA
06/17/2022 23:01:00,7.02,1.17,5.68,,-1044.38,-858.42,0,0.07,22.3,,21,2413,,BrewIQ,SHU IPA
06/17/2022 23:11:00,7.18,1.17,5.67,,-1044.38,-858.42,0,0.07,22.3,,21,2416,,BrewIQ,SHU IPA
06/17/2022 23:21:00,7.35,1.17,5.67,12,-1044.38,-858.42,0,0.07,22.3,,21,2413,,BrewIQ,SHU IPA
06/17/2022 23:31:00,7.52,1.16,5.67,,-1044.38,-858.42,0,0.07,22.3,,21,2416,,BrewIQ,SHU IPA
06/17/2022 23:41:00,7.68,1.16,5.66,,-1044.38,-858.42,0,0.07,22.3,,21,2413,,BrewIQ,SHU IPA
06/17/2022 23:51:00,7.85,1.18,5.66,12,-1044.38,-858.42,0,0.07,22.3,,21,2417,,BrewIQ,SHU IPA
06/18/2022 00:01:00,8.02,1.18,5.66,,-1044.38,-858.42,0,0.07,22.3,,21,2417,,BrewIQ,SHU IPA
06/18/2022 00:11:00,8.18,1.18,5.65,,-1044.38,-858.42,0,0.07,22.3,,21,2413,,BrewIQ,SHU IPA
06/18/2022 00:21:00,8.35,1.17,5.64,12,-1044.38,-858.42,0,0.07,22.3,,21,2416,,BrewIQ,SHU IPA
06/18/2022 00:31:00,8.52,1.17,5.64,,-1044.38,-858.42,0,0.07,22.3,,21,2416,,BrewIQ,SHU IPA
06/18/2022 00:41:00,8.68,1.17,5.64,,-1044.38,-858.42,0,0.07,22.3,,22,2416,,BrewIQ,SHU IPA
06/18/2022 00:51:00,8.85,1.18,5.63,12,-1044.38,-858.42,0,0.07,22.3,,22,2416,,BrewIQ,SHU IPA
06/18/2022 01:01:00,9.02,1.18,5.63,,-1044.38,-858.42,0,0.07,22.3,,22,2416,,BrewIQ,SHU IPA
06/18/2022 01:11:00,9.18,1.19,5.63,,-1044.38,-858.42,0,0.07,22.2,,22,2419,,BrewIQ,SHU IPA
06/18/2022 01:21:00,9.35,1.19,5.62,12,-1044.38,-858.42,0,0.07,22.3,,22,2416,,BrewIQ,SHU IPA
06/18/2022 01:31:00,9.52,1.18,5.62,,-1044.38,-858.42,0,0.07,22.3,,22,2413,,BrewIQ,SHU IPA
06/18/2022 01:41:00,9.68,1.18,5.61,,-1044.38,-858.42,0,0.07,22.3,,22,2416,,BrewIQ,SHU IPA
06/18/2022 01:51:00,9.85,1.18,5.61,12,-1044.38,-858.42,0,0.07,22.3,,22,2413,,BrewIQ,SHU IPA
06/18/2022 02:01:00,10.02,1.17,5.61,,-1044.38,-858.42,0,0.07,22.3,,22,2416,,BrewIQ,SHU IPA
06/18/2022 02:11:00,10.18,1.16,5.6,,-1044.38,-858.42,0,0.07,22.3,,22,2416,,BrewIQ,SHU IPA
06/18/2022 02:21:00,10.35,1.16,5.61,12,-1044.38,-858.42,0,0.07,22.3,,22,2413,,BrewIQ,SHU IPA
06/18/2022 02:31:00,10.52,1.19,5.6,,-1044.38,-858.42,0,0.07,22.3,,22,2413,,BrewIQ,SHU IPA
