Timestamp (BST),Hours from Pitch,DO (mg/L),pH,Gravity (°P),ADF (%),RDF (%),ABV Est. (%),Pressure (Bar),Fluid Temp (°C),Comp. Fluid Temp (°C),Ambient Temp (°C),Conductivity (uS/cm),Notes,Data Source,style_name
08/11/2023 14:57,-0.55,10.93,5.16,11.4,0.44,0.52,0.47,0.07,25.2,25.282,21,2557,,BrewIQ,Mixed-Culture 75
08/11/2023 15:17,-0.22,2.94,5.27,11.4,0.44,0.52,0.4,0.07,23.7,22.686,21,2328,,BrewIQ,Mixed-Culture 75
08/11/2023 15:37,0.12,2.2,5.36,11.4,0.44,0.52,0.37,0.07,23.2,22.186,21,2369,,BrewIQ,Mixed-Culture 75
08/11/2023 15:57,0.45,1.72,5.36,11.4,0.44,0.52,0.37,0.07,23.1,22.086,21,2387,,BrewIQ,Mixed-Culture 75
08/11/2023 16:17,0.78,1.31,5.35,11.4,0.44,0.52,0.37,0.07,23.1,22.086,21,2384,,BrewIQ,Mixed-Culture 75
08/11/2023 16:37,1.12,0.98,5.34,11.5,-0.44,-0.35,0.37,0.07,22.9,22.434,20,2379,,BrewIQ,Mixed-Culture 75
08/11/2023 16:57,1.45,0.84,5.39,11.5,-0.44,-0.35,0.37,0.06,22.9,22.434,20,2390,,BrewIQ,Mixed-Culture 75
08/11/2023 17:17,1.78,0.74,5.39,11.4,0.44,0.52,0.37,0.07,23,22.26,20,2390,,BrewIQ,Mixed-Culture 75
08/11/2023 17:37,2.12,0.67,5.35,11.4,0.44,0.52,0.37,0.07,22.9,22.434,20,2386,,BrewIQ,Mixed-Culture 75
08/11/2023 17:57,2.45,0.58,5.38,11.4,0.44,0.52,0.37,0.07,23,22.26,20,2389,,BrewIQ,Mixed-Culture 75
08/11/2023 18:17,2.78,0.52,5.38,11.4,0.44,0.52,0.37,0.07,23,22.26,20,2387,,BrewIQ,Mixed-Culture 75
08/11/2023 18:37,3.12,0.45,5.38,11.4,0.44,0.52,0.37,0.07,23.1,22.086,20,2386,,BrewIQ,Mixed-Culture 75
