Timestamp (GMT),Hours from Pitch,DO (mg/L),pH,Gravity (°P),ADF (%),RDF (%),ABV Est. (%),Pressure (Bar),Fluid Temp (°C),Comp. Fluid Temp (°C),Ambient Temp (°C),Conductivity (uS/cm),Notes,Data Source,style_name
10/24/2024 23:46:00,-10.23,0.3,5.48,12.3,0.89,0.81,0.33,0.08,22.3,22.656,22,1729,,BrewIQ,Mixed-Culture 25
10/25/2024 00:06:00,-9.9,0.31,5.46,12.3,0.89,0.81,0.3,0.08,21.8,22.156,22,1725,,BrewIQ,Mixed-Culture 25
10/25/2024 00:26:00,-9.57,0.31,5.45,12.3,0.89,0.81,0.29,0.08,21.5,21.856,22,1731,,BrewIQ,Mixed-Culture 25
10/25/2024 00:46:00,-9.23,0.31,5.47,12.3,0.89,0.81,0.29,0.08,21.4,21.756,22,1739,,BrewIQ,Mixed-Culture 25
10/25/2024 01:06:00,-8.9,0.31,5.47,12.3,0.89,0.81,0.29,0.08,21.4,21.756,22,1738,,BrewIQ,Mixed-Culture 25
10/25/2024 01:26:00,-8.57,0.3,5.48,12.3,0.89,0.81,0.29,0.09,21.4,21.756,22,1739,,BrewIQ,Mixed-Culture 25
10/25/2024 01:46:00,-8.23,0.31,5.49,12.3,0.89,0.81,0.29,0.09,21.4,21.756,22,1737,,BrewIQ,Mixed-Culture 25
10/25/2024 02:06:00,-7.9,0.31,5.49,12.3,0.89,0.81,0.29,0.08,21.4,21.756,22,1738,,BrewIQ,Mixed-Culture 25
10/25/2024 02:26:00,-7.57,0.31,5.46,12.3,0.89,0.81,0.29,0.08,21.4,21.756,22,1735,,BrewIQ,Mixed-Culture 25
10/25/2024 02:46:00,-7.23,0.31,5.47,12.3,0.89,0.81,0.29,0.08,21.4,21.756,22,1737,,BrewIQ,Mixed-Culture 25
10/25/2024 03:06:00,-6.9,0.31,5.49,12.3,0.89,0.81,0.29,0.08,21.4,21.756,22,1736,,BrewIQ,Mixed-Culture 25
10/25/2024 03:26:00,-6.57,0.31,5.49,12.3,0.89,0.81,0.29,0.08,21.4,21.756,21,1735,,BrewIQ,Mixed-Culture 25
10/25/2024 03:46:00,-6.23,0.31,5.45,12.3,0.89,0.81,0.29,0.08,21.4,21.756,21,1735,,BrewIQ,Mixed-Culture 25
10/25/2024 04:06:00,-5.9,0.3,5.48,12.3,0.89,0.81,0.29,0.08,21.4,21.756,21,1735,,BrewIQ,Mixed-Culture 25
10/25/2024 04:26:00,-5.57,0.3,5.46,12.3,0.89,0.81,0.29,0.08,21.4,21.756,21,1734,,BrewIQ,Mixed-Culture 25
10/25/2024 04:46:00,-5.23,0.3,5.48,12.3,0.89,0.81,0.29,0.08,21.4,21.756,21,1734,,BrewIQ,Mixed-Culture 25
10/25/2024 05:06:00,-4.9,0.3,5.45,12.3,0.89,0.81,0.29,0.08,21.4,21.756,21,1734,,BrewIQ,Mixed-Culture 25
10/25/2024 05:26:00,-4.57,0.3,5.45,12.3,0.89,0.81,0.29,0.09,21.4,21.756,21,1734,,BrewIQ,Mixed-Culture 25
10/25/2024 05:46:00,-4.23,0.3,5.47,12.3,0.89,0.81,0.29,0.08,21.4,21.756,21,1733,,BrewIQ,Mixed-Culture 25
10/25/2024 06:06:00,-3.9,0.3,5.47,12.3,0.89,0.81,0.29,0.08,21.4,21.756,21,1734,,BrewIQ,Mixed-Culture 25
10/25/2024 06:26:00,-3.57,0.3,5.47,12.3,0.89,0.81,0.29,0.08,21.4,21.756,21,1733,,BrewIQ,Mixed-Culture 25
10/25/2024 06:46:00,-3.23,0.3,5.47,12.3,0.89,0.81,0.29,0.08,21.4,21.756,22,1734,,BrewIQ,Mixed-Culture 25
10/25/2024 07:06:00,-2.9,0.3,5.45,12.3,0.89,0.81,0.29,0.09,21.4,21.756,22,1733,,BrewIQ,Mixed-Culture 25
10/25/2024 07:26:00,-2.57,0.29,5.47,12.3,0.89,0.81,0.29,0.08,21.4,21.756,22,1734,,BrewIQ,Mixed-Culture 25
10/25/2024 07:46:00,-2.23,0.29,5.45,12.3,0.89,0.81,0.29,0.08,21.4,21.756,22,1734,,BrewIQ,Mixed-Culture 25
10/25/2024 08:06:00,-1.9,0.29,5.47,12.3,0.89,0.81,0.29,0.08,21.4,21.756,22,1734,,BrewIQ,Mixed-Culture 25
10/25/2024 08:26:00,-1.57,0.29,5.45,12.3,0.89,0.81,0.29,0.08,21.4,21.756,22,1732,,BrewIQ,Mixed-Culture 25
10/25/2024 08:46:00,-1.23,0.29,5.47,12.3,0.89,0.81,0.29,0.08,21.4,21.756,22,1734,,BrewIQ,Mixed-Culture 25
10/25/2024 09:06:00,-0.9,0.29,5.48,12.3,0.89,0.81,0.29,0.08,21.4,21.756,22,1735,,BrewIQ,Mixed-Culture 25
10/25/2024 09:26:00,-0.57,0.29,5.46,12.3,0.89,0.81,0.29,0.08,21.4,21.756,22,1733,,BrewIQ,Mixed-Culture 25
10/25/2024 09:46:00,-0.23,0.28,5.44,12.3,0.89,0.81,0.3,0.07,21.6,21.956,22,1739,,BrewIQ,Mixed-Culture 25
10/25/2024 10:06:00,0.1,0.28,5.42,12.4,0.08,0,0.3,0.07,21.6,21.956,22,1738,,BrewIQ,Mixed-Culture 25
10/25/2024 10:26:00,0.43,0.28,5.41,12.4,0.08,0,0.3,0.07,21.6,21.956,22,1740,,BrewIQ,Mixed-Culture 25
10/25/2024 10:46:00,0.77,0.28,5.42,12.4,0.08,0,0.3,0.07,21.6,21.956,22,1741,,BrewIQ,Mixed-Culture 25
10/25/2024 11:06:00,1.1,0.29,5.39,12.4,0.08,0,0.3,0.07,21.6,21.956,22,1740,,BrewIQ,Mixed-Culture 25
10/25/2024 11:26:00,1.43,0.28,5.4,12.4,0.08,0,0.3,0.06,21.6,21.956,22,1741,,BrewIQ,Mixed-Culture 25
10/25/2024 11:46:00,1.77,0.28,5.39,12.4,0.08,0,0.3,0.07,21.6,21.956,22,1745,,BrewIQ,Mixed-Culture 25
10/25/2024 12:06:00,2.1,0.28,5.35,12.4,0.08,0,0.3,0.07,21.6,21.956,22,1747,,BrewIQ,Mixed-Culture 25
10/25/2024 12:26:00,2.43,0.28,5.32,12.4,0.08,0,0.3,0.06,21.6,21.956,22,1748,,BrewIQ,Mixed-Culture 25
10/25/2024 12:46:00,2.77,0.28,5.32,12.4,0.08,0,0.3,0.07,21.6,21.956,22,1750,,BrewIQ,Mixed-Culture 25
10/25/2024 13:06:00,3.1,0.28,5.3,12.4,0.08,0,0.3,0.07,21.6,21.956,22,1749,,BrewIQ,Mixed-Culture 25
10/25/2024 13:26:00,3.43,0.28,5.29,12.4,0.08,0,0.3,0.07,21.6,21.956,22,1751,,BrewIQ,Mixed-Culture 25
10/25/2024 13:46:00,3.77,0.28,5.27,12.4,0.08,0,0.3,0.07,21.6,21.956,22,1753,,BrewIQ,Mixed-Culture 25
10/25/2024 14:06:00,4.1,0.28,5.24,12.4,0.08,0,0.3,0.07,21.6,21.956,22,1755,,BrewIQ,Mixed-Culture 25
10/25/2024 14:26:00,4.43,0.28,5.23,12.3,0.89,0.81,0.3,0.06,21.6,21.956,22,1757,,BrewIQ,Mixed-Culture 25
10/25/2024 14:46:00,4.77,0.28,5.22,12.3,0.89,0.81,0.3,0.07,21.6,21.956,22,1758,,BrewIQ,Mixed-Culture 25
10/25/2024 15:06:00,5.1,0.28,5.19,12.3,0.89,0.81,0.3,0.07,21.6,21.956,22,1761,,BrewIQ,Mixed-Culture 25
10/25/2024 15:26:00,5.43,0.28,5.19,12.3,0.89,0.81,0.32,0.07,21.6,21.956,22,1766,,BrewIQ,Mixed-Culture 25
10/25/2024 15:46:00,5.77,0.28,5.17,12.3,0.89,0.81,0.32,0.07,21.6,21.956,22,1769,,BrewIQ,Mixed-Culture 25
10/25/2024 16:06:00,6.1,0.28,5.13,12.3,0.89,0.81,0.32,0.07,21.6,21.956,22,1772,,BrewIQ,Mixed-Culture 25
10/25/2024 16:26:00,6.43,0.28,5.14,12.3,0.89,0.81,0.32,0.07,21.6,21.956,22,1774,,BrewIQ,Mixed-Culture 25
10/25/2024 16:46:00,6.77,0.28,5.1,12.3,0.89,0.81,0.32,0.07,21.6,21.956,22,1777,,BrewIQ,Mixed-Culture 25
10/25/2024 17:06:00,7.1,0.28,5.13,12.3,0.89,0.81,0.32,0.07,21.6,21.956,22,1779,,BrewIQ,Mixed-Culture 25
10/25/2024 17:26:00,7.43,0.28,5.11,12.3,0.89,0.81,0.32,0.07,21.6,21.956,22,1782,,BrewIQ,Mixed-Culture 25
10/25/2024 17:46:00,7.77,0.28,5.11,12.3,0.89,0.81,0.32,0.06,21.6,21.956,22,1782,,BrewIQ,Mixed-Culture 25
10/25/2024 18:06:00,8.1,0.28,5.08,12.3,0.89,0.81,0.32,0.07,21.6,21.956,22,1789,,BrewIQ,Mixed-Culture 25
10/25/2024 18:26:00,8.43,0.28,5.07,12.3,0.89,0.81,0.32,0.07,21.6,21.956,22,1790,,BrewIQ,Mixed-Culture 25
10/25/2024 18:46:00,8.77,0.28,5.09,12.3,0.89,0.81,0.32,0.07,21.6,21.956,22,1792,,BrewIQ,Mixed-Culture 25
10/25/2024 19:06:00,9.1,0.28,5.08,12.3,0.89,0.81,0.33,0.07,21.6,21.956,22,1794,,BrewIQ,Mixed-Culture 25
10/25/2024 19:26:00,9.43,0.28,5.04,12.3,0.89,0.81,0.33,0.07,21.6,21.956,22,1796,,BrewIQ,Mixed-Culture 25
10/25/2024 19:46:00,9.77,0.28,5.04,12.3,0.89,0.81,0.33,0.07,21.6,21.956,22,1797,,BrewIQ,Mixed-Culture 25
10/25/2024 20:06:00,10.1,0.28,5.06,12.3,0.89,0.81,0.33,0.07,21.6,21.956,22,1798,,BrewIQ,Mixed-Culture 25
10/25/2024 20:26:00,10.43,0.28,5.06,12.3,0.89,0.81,0.33,0.07,21.6,21.956,22,1799,,BrewIQ,Mixed-Culture 25
10/25/2024 20:46:00,10.77,0.28,5.04,12.3,0.89,0.81,0.33,0.06,21.6,21.956,22,1800,,BrewIQ,Mixed-Culture 25
10/25/2024 21:06:00,11.1,0.28,5.01,12.3,0.89,0.81,0.33,0.07,21.6,21.956,22,1804,,BrewIQ,Mixed-Culture 25
10/25/2024 21:26:00,11.43,0.28,5.02,12.3,0.89,0.81,0.33,0.07,21.6,21.956,21,1802,,BrewIQ,Mixed-Culture 25
10/25/2024 21:46:00,11.77,0.28,5.01,12.3,0.89,0.81,0.33,0.07,21.6,21.956,21,1803,,BrewIQ,Mixed-Culture 25
10/25/2024 22:06:00,12.1,0.28,5.02,12.3,0.89,0.81,0.35,0.07,21.6,21.956,21,1806,,BrewIQ,Mixed-Culture 25
10/25/2024 22:26:00,12.43,0.28,5.03,12.2,1.69,1.37,0.35,0.07,21.7,22.056,21,1807,,BrewIQ,Mixed-Culture 25
10/25/2024 22:46:00,12.77,0.28,5.01,12.2,1.69,1.37,0.35,0.06,21.7,22.056,21,1807,,BrewIQ,Mixed-Culture 25
10/25/2024 23:06:00,13.1,0.28,5.03,12.2,1.69,1.37,0.35,0.07,21.6,21.956,21,1808,,BrewIQ,Mixed-Culture 25
10/25/2024 23:26:00,13.43,0.27,5.02,12.2,1.69,1.37,0.35,0.07,21.6,21.956,21,1806,,BrewIQ,Mixed-Culture 25
10/25/2024 23:46:00,13.77,0.28,5.05,12.3,0.89,0.81,0.36,0.07,21.7,22.056,21,1801,,BrewIQ,Mixed-Culture 25
10/26/2024 00:06:00,14.1,0.27,5.04,12.4,0.08,0,0.36,0.07,21.7,22.056,21,1800,,BrewIQ,Mixed-Culture 25
10/26/2024 00:26:00,14.43,0.28,5.02,12.3,0.89,0.81,0.36,0.07,21.7,22.056,21,1804,,BrewIQ,Mixed-Culture 25
10/26/2024 00:46:00,14.77,0.28,5.02,12.3,0.89,0.81,0.37,0.06,21.7,22.056,21,1797,,BrewIQ,Mixed-Culture 25
10/26/2024 01:06:00,15.1,0.28,5.04,12.3,0.89,0.81,0.37,0.07,21.7,22.056,21,1798,,BrewIQ,Mixed-Culture 25
10/26/2024 01:26:00,15.43,0.28,5.04,12.3,0.89,0.81,0.39,0.07,21.7,22.056,22,1800,,BrewIQ,Mixed-Culture 25
10/26/2024 01:46:00,15.77,0.28,5.05,12.3,0.89,0.81,0.39,0.07,21.7,22.056,22,1799,,BrewIQ,Mixed-Culture 25
10/26/2024 02:06:00,16.1,0.28,5.02,12.3,0.89,0.81,0.39,0.06,21.7,22.056,22,1799,,BrewIQ,Mixed-Culture 25
10/26/2024 02:26:00,16.43,0.28,5.05,12.3,0.89,0.81,0.4,0.07,21.7,22.056,22,1794,,BrewIQ,Mixed-Culture 25
10/26/2024 02:46:00,16.77,0.28,5.07,12.2,1.69,1.37,0.39,0.07,21.7,22.056,22,1797,,BrewIQ,Mixed-Culture 25
10/26/2024 03:06:00,17.1,0.28,5.02,12.2,1.69,1.37,0.4,0.07,21.7,22.056,22,1797,,BrewIQ,Mixed-Culture 25
10/26/2024 03:26:00,17.43,0.28,5.06,12.2,1.69,1.37,0.4,0.07,21.8,22.156,22,1797,,BrewIQ,Mixed-Culture 25
10/26/2024 03:46:00,17.77,0.28,5.06,12.2,1.69,1.37,0.4,0.07,21.8,22.156,22,1797,,BrewIQ,Mixed-Culture 25
10/26/2024 04:06:00,18.1,0.28,5.03,12.2,1.69,1.37,0.42,0.07,21.8,22.156,22,1796,,BrewIQ,Mixed-Culture 25
10/26/2024 04:26:00,18.43,0.28,5.06,12.1,2.5,2.18,0.42,0.07,21.8,22.156,22,1796,,BrewIQ,Mixed-Culture 25
10/26/2024 04:46:00,18.77,0.28,5.04,12.1,2.5,2.18,0.43,0.06,21.8,22.156,22,1797,,BrewIQ,Mixed-Culture 25
10/26/2024 05:06:00,19.1,0.28,5.04,12.1,2.5,2.18,0.43,0.07,21.8,22.156,22,1796,,BrewIQ,Mixed-Culture 25
10/26/2024 05:26:00,19.43,0.28,5.01,12.2,1.69,1.37,0.44,0.07,21.8,22.156,22,1796,,BrewIQ,Mixed-Culture 25
10/26/2024 05:46:00,19.77,0.28,5.03,12.2,1.69,1.37,0.44,0.06,21.8,22.156,22,1797,,BrewIQ,Mixed-Culture 25
10/26/2024 06:06:00,20.1,0.28,5.03,12.2,1.69,1.37,0.46,0.07,21.8,22.156,22,1798,,BrewIQ,Mixed-Culture 25
10/26/2024 06:26:00,20.43,0.28,5.01,12.2,1.69,1.37,0.46,0.07,21.9,22.256,22,1800,,BrewIQ,Mixed-Culture 25
10/26/2024 06:46:00,20.77,0.28,5.05,12.1,2.5,2.18,0.46,0.07,21.9,22.256,22,1801,,BrewIQ,Mixed-Culture 25
10/26/2024 07:06:00,21.1,0.28,5.03,12.1,2.5,2.18,0.47,0.07,21.9,22.256,22,1798,,BrewIQ,Mixed-Culture 25
10/26/2024 07:26:00,21.43,0.28,5.04,12,3.3,2.82,0.47,0.07,21.9,22.256,22,1800,,BrewIQ,Mixed-Culture 25
10/26/2024 07:46:00,21.77,0.28,5.03,12.2,1.69,1.37,0.48,0.07,21.9,22.256,22,1802,,BrewIQ,Mixed-Culture 25
10/26/2024 08:06:00,22.1,0.28,5.05,12.1,2.5,2.18,0.5,0.07,21.9,22.256,22,1800,,BrewIQ,Mixed-Culture 25
10/26/2024 08:26:00,22.43,0.28,5.04,12.1,2.5,2.18,0.5,0.07,21.9,22.256,22,1801,,BrewIQ,Mixed-Culture 25
10/26/2024 08:46:00,22.77,0.28,5.05,12.1,2.5,2.18,0.51,0.07,22,22.356,22,1798,,BrewIQ,Mixed-Culture 25
10/26/2024 09:06:00,23.1,0.28,5.03,12.1,2.5,2.18,0.53,0.07,22,22.356,22,1803,,BrewIQ,Mixed-Culture 25
10/26/2024 09:26:00,23.43,0.28,5.03,12,3.3,2.82,0.54,0.07,22,22.356,22,1805,,BrewIQ,Mixed-Culture 25
10/26/2024 09:46:00,23.77,0.28,5.06,11.9,4.11,3.46,0.55,0.07,22,22.356,22,1800,,BrewIQ,Mixed-Culture 25
10/26/2024 10:06:00,24.1,0.27,5.03,12.1,2.5,2.18,0.55,0.07,22,22.356,22,1798,,BrewIQ,Mixed-Culture 25
10/26/2024 10:26:00,24.43,0.27,5.04,12,3.3,2.82,0.57,0.07,22,22.356,22,1796,,BrewIQ,Mixed-Culture 25
10/26/2024 10:46:00,24.77,0.27,5.07,12,3.3,2.82,0.58,0.07,22.1,22.456,22,1799,,BrewIQ,Mixed-Culture 25
10/26/2024 11:06:00,25.1,0.27,5.05,11.9,4.11,3.46,0.59,0.06,22.1,22.456,22,1803,,BrewIQ,Mixed-Culture 25
10/26/2024 11:26:00,25.43,0.27,5.03,11.8,4.92,4.19,0.61,0.07,22.1,22.456,22,1803,,BrewIQ,Mixed-Culture 25
10/26/2024 11:46:00,25.77,0.27,5.05,11.8,4.92,4.19,0.62,0.07,22.1,22.456,22,1801,,BrewIQ,Mixed-Culture 25
10/26/2024 12:06:00,26.1,0.27,5.05,11.8,4.92,4.19,0.64,0.08,22.2,22.556,22,1804,,BrewIQ,Mixed-Culture 25
10/26/2024 12:26:00,26.43,0.27,5.03,11.8,4.92,4.19,0.66,0.06,22.2,22.556,22,1801,,BrewIQ,Mixed-Culture 25
10/26/2024 12:46:00,26.77,0.27,5.04,11.7,5.72,5,0.68,0.07,22.2,22.556,22,1802,,BrewIQ,Mixed-Culture 25
10/26/2024 13:06:00,27.1,0.27,5.07,11.7,5.72,5,0.66,0.07,21.8,22.156,22,1787,,BrewIQ,Mixed-Culture 25
10/26/2024 13:26:00,27.43,0.28,5.05,11.7,5.72,5,0.69,0.07,21.8,22.156,22,1800,,BrewIQ,Mixed-Culture 25
10/26/2024 13:46:00,27.77,0.28,5.03,11.7,5.72,5,0.7,0.07,21.9,22.256,22,1799,,BrewIQ,Mixed-Culture 25
10/26/2024 14:06:00,28.1,0.28,5.08,11.6,6.53,5.64,0.72,0.07,21.9,22.256,22,1802,,BrewIQ,Mixed-Culture 25
10/26/2024 14:26:00,28.43,0.28,5.03,11.6,6.53,5.64,0.73,0.06,21.9,22.256,22,1805,,BrewIQ,Mixed-Culture 25
10/26/2024 14:46:00,28.77,0.28,5.05,11.6,6.53,5.64,0.76,0.08,22,22.356,22,1804,,BrewIQ,Mixed-Culture 25
10/26/2024 15:06:00,29.1,0.27,5.07,11.5,7.33,6.2,0.77,0.07,22,22.356,22,1808,,BrewIQ,Mixed-Culture 25
10/26/2024 15:26:00,29.43,0.27,5.03,11.5,7.33,6.2,0.8,0.07,22,22.356,22,1807,,BrewIQ,Mixed-Culture 25
10/26/2024 15:46:00,29.77,0.27,5.04,11.5,7.33,6.2,0.81,0.07,22.1,22.456,22,1810,,BrewIQ,Mixed-Culture 25
10/26/2024 16:06:00,30.1,0.27,5.07,11.5,7.33,6.2,0.84,0.07,22.1,22.456,22,1810,,BrewIQ,Mixed-Culture 25
10/26/2024 16:26:00,30.43,0.27,5.05,11.4,8.14,7.01,0.87,0.07,22.1,22.456,22,1811,,BrewIQ,Mixed-Culture 25
10/26/2024 16:46:00,30.77,0.27,5.06,11.4,8.14,7.01,0.9,0.07,22.2,22.556,23,1809,,BrewIQ,Mixed-Culture 25
10/26/2024 17:06:00,31.1,0.27,5.04,11.4,8.14,7.01,0.92,0.07,22.2,22.556,22,1815,,BrewIQ,Mixed-Culture 25
10/26/2024 17:26:00,31.43,0.27,5.05,11.3,8.94,7.66,0.95,0.07,21.9,22.256,22,1800,,BrewIQ,Mixed-Culture 25
10/26/2024 17:46:00,31.77,0.27,5.05,11.3,8.94,7.66,0.97,0.07,21.9,22.256,22,1810,,BrewIQ,Mixed-Culture 25
10/26/2024 18:06:00,32.1,0.28,5.03,11.2,9.75,8.3,0.99,0.08,21.9,22.256,22,1814,,BrewIQ,Mixed-Culture 25
10/26/2024 18:26:00,32.43,0.27,5.05,11.2,9.75,8.3,1.05,0.07,22,22.356,22,1811,,BrewIQ,Mixed-Culture 25
10/26/2024 18:46:00,32.77,0.27,5.03,11.2,9.75,8.3,1.05,0.06,22,22.356,22,1813,,BrewIQ,Mixed-Culture 25
10/26/2024 19:06:00,33.1,0.27,5.05,11.1,10.56,9.02,1.06,0.07,22.1,22.456,22,1815,,BrewIQ,Mixed-Culture 25
10/26/2024 19:26:00,33.43,0.27,5.02,11.1,10.56,9.02,1.1,0.06,22.1,22.456,22,1812,,BrewIQ,Mixed-Culture 25
10/26/2024 19:46:00,33.77,0.27,5.07,11,11.36,9.51,1.12,0.07,22.2,22.556,22,1815,,BrewIQ,Mixed-Culture 25
10/26/2024 20:06:00,34.1,0.27,5.05,11,11.36,9.51,1.17,0.07,22.2,22.556,22,1815,,BrewIQ,Mixed-Culture 25
10/26/2024 20:26:00,34.43,0.28,5.03,10.9,12.17,10.48,1.17,0.07,21.8,22.156,22,1805,,BrewIQ,Mixed-Culture 25
10/26/2024 20:46:00,34.77,0.28,5.05,10.8,12.97,11.04,1.18,0.07,21.8,22.156,22,1816,,BrewIQ,Mixed-Culture 25
10/26/2024 21:06:00,35.1,0.28,5.08,10.8,12.97,11.04,1.24,0.06,21.9,22.256,22,1819,,BrewIQ,Mixed-Culture 25
10/26/2024 21:26:00,35.43,0.28,5.01,10.8,12.97,11.04,1.25,0.07,21.9,22.256,22,1819,,BrewIQ,Mixed-Culture 25
10/26/2024 21:46:00,35.77,0.27,5.02,10.8,12.97,11.04,1.29,0.07,22,22.356,22,1816,,BrewIQ,Mixed-Culture 25
10/26/2024 22:06:00,36.1,0.27,5.05,10.7,13.78,11.68,1.33,0.06,22.1,22.456,22,1815,,BrewIQ,Mixed-Culture 25
10/26/2024 22:26:00,36.43,0.27,5.04,10.7,13.78,11.68,1.35,0.06,22.1,22.456,22,1818,,BrewIQ,Mixed-Culture 25
10/26/2024 22:46:00,36.77,0.27,5.06,10.6,14.59,12.49,1.4,0.06,22.2,22.556,22,1822,,BrewIQ,Mixed-Culture 25
10/26/2024 23:06:00,37.1,0.27,5.07,10.5,15.39,12.97,1.42,0.06,21.8,22.156,22,1815,,BrewIQ,Mixed-Culture 25
10/26/2024 23:26:00,37.43,0.28,5,10.5,15.39,12.97,1.46,0.08,21.9,22.256,22,1816,,BrewIQ,Mixed-Culture 25
10/26/2024 23:46:00,37.77,0.28,5.05,10.5,15.39,12.97,1.48,0.06,21.9,22.256,22,1816,,BrewIQ,Mixed-Culture 25
10/27/2024 00:06:00,38.1,0.27,5,10.3,17,14.5,1.59,0.08,22,22.356,22,1820,,BrewIQ,Mixed-Culture 25
10/27/2024 00:26:00,38.43,0.27,5.03,10.2,17.81,15.15,1.55,0.06,22.1,22.456,22,1816,,BrewIQ,Mixed-Culture 25
10/27/2024 00:46:00,38.77,0.27,5.03,10.2,17.81,15.15,1.62,0.06,22.1,22.456,22,1814,,BrewIQ,Mixed-Culture 25
10/27/2024 01:06:00,39.1,0.27,5.01,10.1,18.61,15.71,1.66,0.07,21.9,22.256,22,1812,,BrewIQ,Mixed-Culture 25
10/27/2024 01:26:00,39.43,0.28,5.01,10,19.42,16.52,1.69,0.07,21.8,22.156,22,1813,,BrewIQ,Mixed-Culture 25
10/27/2024 01:46:00,39.77,0.28,5,10,19.42,16.52,1.74,0.06,21.9,22.256,22,1818,,BrewIQ,Mixed-Culture 25
10/27/2024 01:06:00,40.1,0.28,5.04,9.9,20.23,17.32,1.78,0.07,22,22.356,22,1820,,BrewIQ,Mixed-Culture 25
10/27/2024 01:26:00,40.43,0.27,5.01,9.8,21.03,17.89,1.82,0.07,22.1,22.456,22,1822,,BrewIQ,Mixed-Culture 25
