Timestamp (BST),Hours from Pitch,DO (mg/L),pH,Gravity (°P),ADF (%),RDF (%),ABV Est. (%),Pressure (Bar),Fluid Temp (°C),Comp. Fluid Temp (°C),Ambient Temp (°C),Conductivity (uS/cm),Notes,Data Source,style_name
08/08/2024 15:51,-21.65,1.4,4.77,11.5,4.49,3.9,1.1,0.08,34,34.356,24,1935,,BrewIQ,SHU Lager
08/08/2024 16:11,-21.32,1.05,5.11,12.3,-2.16,-1.74,0.61,0.08,33.8,34.156,22,1958,,BrewIQ,SHU Lager
08/08/2024 16:31,-20.98,0.5,5.17,12.3,-2.16,-1.74,0.55,0.08,33,33.356,22,1925,,BrewIQ,SHU Lager
08/08/2024 16:51,-20.65,0.38,5.22,12.4,-2.99,-2.57,0.52,0.08,32.3,32.656,22,1911,,BrewIQ,SHU Lager
08/08/2024 17:11,-20.32,0.42,5.24,12.3,-2.16,-1.74,0.51,0.08,31.6,31.956,22,1896,,BrewIQ,SHU Lager
08/08/2024 17:31,-19.98,0.32,5.27,12.4,-2.99,-2.57,0.47,0.08,30.9,31.256,22,1890,,BrewIQ,SHU Lager
08/08/2024 17:51,-19.65,0.36,5.3,12.4,-2.99,-2.57,0.44,0.08,30.3,30.656,22,1888,,BrewIQ,SHU Lager
08/08/2024 18:11,-19.32,0.32,5.29,12.4,-2.99,-2.57,0.41,0.08,29.6,29.956,22,1883,,BrewIQ,SHU Lager
08/08/2024 18:31,-18.98,0.3,5.33,12.4,-2.99,-2.57,0.39,0.08,28.9,29.256,22,1881,,BrewIQ,SHU Lager
08/08/2024 18:51,-18.65,0.3,5.32,12.4,-2.99,-2.57,0.36,0.08,28.4,28.756,22,1882,,BrewIQ,SHU Lager
08/08/2024 19:11,-18.32,0.3,5.35,12.4,-2.99,-2.57,0.35,0.08,27.8,28.156,22,1883,,BrewIQ,SHU Lager
08/08/2024 19:31,-17.98,0.3,5.34,12.3,-2.16,-1.74,0.32,0.08,27.2,27.556,22,1880,,BrewIQ,SHU Lager
08/08/2024 19:51,-17.65,0.31,5.35,12.3,-2.16,-1.74,0.3,0.08,26.7,27.056,22,1878,,BrewIQ,SHU Lager
08/08/2024 20:11,-17.32,0.31,5.38,12.3,-2.16,-1.74,0.28,0.08,26.2,26.556,22,1876,,BrewIQ,SHU Lager
08/08/2024 20:31,-16.98,0.3,5.37,12.3,-2.16,-1.74,0.26,0.08,25.6,25.956,22,1874,,BrewIQ,SHU Lager
08/08/2024 20:51,-16.65,0.3,5.37,12.3,-2.16,-1.74,0.25,0.08,25.1,25.456,22,1876,,BrewIQ,SHU Lager
08/08/2024 21:11,-16.32,0.3,5.38,12.3,-2.16,-1.74,0.22,0.08,24.6,24.956,22,1877,,BrewIQ,SHU Lager
08/08/2024 21:31,-15.98,0.3,5.4,12.3,-2.16,-1.74,0.19,0.08,24.1,24.456,22,1879,,BrewIQ,SHU Lager
08/08/2024 21:51,-15.65,0.3,5.37,12.3,-2.16,-1.74,0.18,0.08,23.6,23.956,22,1883,,BrewIQ,SHU Lager
08/08/2024 22:11,-15.32,0.31,5.39,12.3,-2.16,-1.74,0.17,0.08,23.1,23.456,22,1881,,BrewIQ,SHU Lager
08/08/2024 22:31,-14.98,0.32,5.4,12.3,-2.16,-1.74,0.15,0.08,22.6,22.956,22,1880,,BrewIQ,SHU Lager
08/08/2024 22:51,-14.65,0.31,5.4,12.3,-2.16,-1.74,0.12,0.08,22.2,22.556,22,1900,,BrewIQ,SHU Lager
