Timestamp (GMT),Hours from Pitch,DO (mg/L),pH,Gravity (°P),Pressure (Bar),Fluid Temp (°C),Comp. Fluid Temp (°C),Ambient Temp (°C),Conductivity (uS/cm),Notes,Data Source,style_name
11/10/2024 20:12,57.2,0.27,4.85,5.8,0.09,21.8,22.156,22,1707,,BrewIQ,SHU Lager
11/10/2024 20:32,57.53,0.28,4.83,5.7,0.08,21.9,22.256,22,1727,,BrewIQ,SHU Lager
11/10/2024 20:52,57.87,0.28,4.79,5.6,0.09,22,22.356,22,1717,,BrewIQ,SHU Lager
11/10/2024 21:12,58.2,0.28,4.8,5.6,0.08,22,22.356,22,1723,,BrewIQ,SHU Lager
11/10/2024 21:32,58.53,0.27,4.78,5.5,0.09,22.1,22.456,22,1722,,BrewIQ,SHU Lager
11/10/2024 21:52,58.87,0.27,4.81,5.5,0.08,22.1,22.456,22,1722,,BrewIQ,SHU Lager
11/10/2024 22:12,59.2,0.27,4.8,5.4,0.09,22.2,22.556,22,1721,,BrewIQ,SHU Lager
11/10/2024 22:32,59.53,0.27,4.84,5.3,0.08,21.8,22.156,22,1713,,BrewIQ,SHU Lager
11/10/2024 22:52,59.87,0.28,4.77,5.2,0.09,21.8,22.156,22,1718,,BrewIQ,SHU Lager
11/10/2024 23:12,60.2,0.28,4.83,5.2,0.08,21.9,22.256,22,1719,,BrewIQ,SHU Lager
11/10/2024 23:32,60.53,0.28,4.82,5.1,0.09,21.9,22.256,22,1719,,BrewIQ,SHU Lager
11/10/2024 23:52,60.87,0.27,4.77,5,0.09,22,22.356,22,1720,,BrewIQ,SHU Lager
11/11/2024 00:12,61.2,0.27,4.77,5.1,0.09,22.1,22.456,22,1717,,BrewIQ,SHU Lager
11/11/2024 00:12,61.2,0.27,4.77,5.1,0.09,22.1,22.456,22,1717,,BrewIQ,SHU Lager
11/11/2024 00:12,61.2,0.27,4.77,5.1,0.09,22.1,22.456,22,1717,,BrewIQ,SHU Lager
11/11/2024 00:12,61.2,0.27,4.77,5.1,0.09,22.1,22.456,22,1717,,BrewIQ,SHU Lager
11/11/2024 00:12,61.2,0.27,4.77,5.1,0.09,22.1,22.456,22,1717,,BrewIQ,SHU Lager
11/11/2024 00:32,61.53,0.27,4.83,5.2,0.08,22.1,22.456,22,1718,,BrewIQ,SHU Lager
11/11/2024 00:52,61.87,0.27,4.78,4.8,0.09,22.1,22.456,21,1716,,BrewIQ,SHU Lager
11/11/2024 01:12,62.2,0.27,4.78,5,0.09,22.2,22.556,21,1717,,BrewIQ,SHU Lager
11/11/2024 01:32,62.53,0.27,4.79,4.8,0.09,22.2,22.556,21,1720,,BrewIQ,SHU Lager
11/11/2024 01:52,62.87,0.27,4.81,4.8,0.08,21.8,22.156,21,1709,,BrewIQ,SHU Lager
11/11/2024 02:12,63.2,0.28,4.82,4.5,0.09,21.8,22.156,21,1719,,BrewIQ,SHU Lager
11/11/2024 02:32,63.53,0.28,4.79,4.6,0.09,21.8,22.156,21,1720,,BrewIQ,SHU Lager
11/11/2024 02:52,63.87,0.28,4.82,4.5,0.08,21.9,22.256,21,1719,,BrewIQ,SHU Lager
11/11/2024 03:12,64.2,0.28,4.82,4.4,0.09,21.9,22.256,21,1718,,BrewIQ,SHU Lager
11/11/2024 03:32,64.53,0.28,4.8,4.4,0.09,22,22.356,21,1713,,BrewIQ,SHU Lager
11/11/2024 03:52,64.87,0.28,4.81,4.3,0.09,22,22.356,21,1719,,BrewIQ,SHU Lager
11/11/2024 04:12,65.2,0.27,4.8,4.3,0.08,22.1,22.456,21,1716,,BrewIQ,SHU Lager
11/11/2024 04:32,65.53,0.27,4.78,4.3,0.08,22.1,22.456,21,1716,,BrewIQ,SHU Lager
11/11/2024 04:52,65.87,0.27,4.78,4.2,0.08,22.1,22.456,21,1713,,BrewIQ,SHU Lager
11/11/2024 05:12,66.2,0.27,4.82,4.1,0.08,22.1,22.456,21,1715,,BrewIQ,SHU Lager
11/11/2024 05:32,66.53,0.27,4.78,4.1,0.09,22.2,22.556,21,1714,,BrewIQ,SHU Lager
11/11/2024 05:52,66.87,0.27,4.76,4.1,0.08,22.2,22.556,21,1715,,BrewIQ,SHU Lager
11/11/2024 06:12,67.2,0.27,4.76,4,0.08,21.8,22.156,21,1699,,BrewIQ,SHU Lager
11/11/2024 06:32,67.53,0.28,4.79,4,0.08,21.8,22.156,21,1716,,BrewIQ,SHU Lager
11/11/2024 06:52,67.87,0.28,4.78,3.9,0.08,21.8,22.156,21,1721,,BrewIQ,SHU Lager
11/11/2024 07:12,68.2,0.28,4.76,3.9,0.09,21.8,22.156,21,1721,,BrewIQ,SHU Lager
11/11/2024 07:32,68.53,0.28,4.79,3.8,0.08,21.9,22.256,21,1722,,BrewIQ,SHU Lager
11/11/2024 07:52,68.87,0.28,4.82,3.8,0.08,21.9,22.256,21,1722,,BrewIQ,SHU Lager
11/11/2024 08:12,69.2,0.28,4.8,3.8,0.08,21.9,22.256,21,1723,,BrewIQ,SHU Lager
11/11/2024 08:32,69.53,0.28,4.76,3.7,0.08,21.9,22.256,21,1721,,BrewIQ,SHU Lager
11/11/2024 08:52,69.87,0.28,4.8,3.7,0.09,21.9,22.256,21,1722,,BrewIQ,SHU Lager
11/11/2024 09:12,70.2,0.28,4.77,3.6,0.09,22,22.356,21,1716,,BrewIQ,SHU Lager
11/11/2024 09:32,70.53,0.28,4.76,3.6,0.09,22,22.356,21,1721,,BrewIQ,SHU Lager
11/11/2024 09:52,70.87,0.28,4.83,3.6,0.08,22,22.356,21,1725,,BrewIQ,SHU Lager
11/11/2024 10:12,71.2,0.28,4.8,3.5,0.09,22,22.356,21,1723,,BrewIQ,SHU Lager
11/11/2024 10:32,71.53,0.28,4.78,3.5,0.09,22,22.356,21,1727,,BrewIQ,SHU Lager
11/11/2024 10:52,71.87,0.28,4.8,3.5,0.08,22.1,22.456,21,1727,,BrewIQ,SHU Lager
11/11/2024 11:12,72.2,0.27,4.78,3.5,0.08,22.1,22.456,22,1728,,BrewIQ,SHU Lager
11/11/2024 11:32,72.53,0.27,4.79,3.4,0.08,22.1,22.456,22,1730,,BrewIQ,SHU Lager
11/11/2024 11:52,72.87,0.27,4.79,3.4,0.08,22,22.356,22,1730,,BrewIQ,SHU Lager
11/11/2024 12:12,73.2,0.27,4.82,3.4,0.09,22.1,22.456,22,1730,,BrewIQ,SHU Lager
11/11/2024 12:32,73.53,0.27,4.81,3.4,0.09,22.1,22.456,22,1737,,BrewIQ,SHU Lager
11/11/2024 12:52,73.87,0.27,4.82,3.4,0.09,22.1,22.456,22,1735,,BrewIQ,SHU Lager
11/11/2024 13:12,74.2,0.27,4.81,3.4,0.08,22.1,22.456,22,1733,,BrewIQ,SHU Lager
11/11/2024 13:32,74.53,0.27,4.84,3.3,0.08,22.1,22.456,22,1736,,BrewIQ,SHU Lager
11/11/2024 13:52,74.87,0.27,4.8,3.3,0.08,22.1,22.456,22,1736,,BrewIQ,SHU Lager
11/11/2024 14:12,75.2,0.27,4.83,3.3,0.08,22.1,22.456,22,1736,,BrewIQ,SHU Lager
11/11/2024 14:32,75.53,0.27,4.83,3.3,0.08,22.1,22.456,22,1736,,BrewIQ,SHU Lager
11/11/2024 14:52,75.87,0.27,4.82,3.3,0.08,22.1,22.456,22,1736,,BrewIQ,SHU Lager
11/11/2024 15:12,76.2,0.27,4.82,3.3,0.08,22.1,22.456,22,1734,,BrewIQ,SHU Lager
11/11/2024 15:32,76.53,0.27,4.81,3.3,0.09,22.1,22.456,22,1738,,BrewIQ,SHU Lager
11/11/2024 15:52,76.87,0.27,4.81,3.3,0.08,22.1,22.456,22,1738,,BrewIQ,SHU Lager
11/11/2024 16:12,77.2,0.27,4.84,3.3,0.08,22.1,22.456,22,1738,,BrewIQ,SHU Lager
11/11/2024 16:32,77.53,0.27,4.86,3.3,0.08,22.1,22.456,22,1738,,BrewIQ,SHU Lager
11/11/2024 16:52,77.87,0.27,4.84,3.3,0.08,22,22.356,22,1742,,BrewIQ,SHU Lager
11/11/2024 17:12,78.2,0.27,4.82,3.2,0.09,22.1,22.456,22,1740,,BrewIQ,SHU Lager
11/11/2024 17:32,78.53,0.27,4.82,3.2,0.08,22.1,22.456,22,1741,,BrewIQ,SHU Lager
11/11/2024 17:52,78.87,0.27,4.85,3.2,0.08,22,22.356,22,1744,,BrewIQ,SHU Lager
11/11/2024 18:12,79.2,0.27,4.83,3.2,0.08,22.1,22.456,22,1744,,BrewIQ,SHU Lager
11/11/2024 18:32,79.53,0.27,4.82,3.2,0.08,22,22.356,22,1746,,BrewIQ,SHU Lager
11/11/2024 18:52,79.87,0.27,4.82,3.2,0.09,22,22.356,22,1746,,BrewIQ,SHU Lager
11/11/2024 19:12,80.2,0.27,4.83,3.2,0.09,22,22.356,22,1745,,BrewIQ,SHU Lager
11/11/2024 19:32,80.53,0.27,4.84,3.2,0.09,22,22.356,22,1741,,BrewIQ,SHU Lager
11/11/2024 19:52,80.87,0.27,4.82,3.2,0.08,22,22.356,22,1744,,BrewIQ,SHU Lager
11/11/2024 20:12,81.2,0.27,4.83,3.2,0.08,22,22.356,22,1744,,BrewIQ,SHU Lager
11/11/2024 20:32,81.53,0.28,4.83,3.2,0.08,22,22.356,22,1744,,BrewIQ,SHU Lager
11/11/2024 20:52,81.87,0.28,4.86,3.2,0.08,22,22.356,22,1746,,BrewIQ,SHU Lager
11/11/2024 21:12,82.2,0.28,4.83,3.2,0.09,22,22.356,22,1745,,BrewIQ,SHU Lager
11/11/2024 21:32,82.53,0.28,4.85,3.2,0.08,22,22.356,22,1746,,BrewIQ,SHU Lager
11/11/2024 21:52,82.87,0.28,4.85,3.2,0.08,21.9,22.256,21,1747,,BrewIQ,SHU Lager
11/11/2024 22:12,83.2,0.28,4.83,3.2,0.09,21.9,22.256,21,1748,,BrewIQ,SHU Lager
11/11/2024 22:32,83.53,0.28,4.86,3.2,0.08,21.9,22.256,21,1748,,BrewIQ,SHU Lager
11/11/2024 22:52,83.87,0.28,4.85,3.2,0.09,21.9,22.256,21,1747,,BrewIQ,SHU Lager
11/11/2024 23:12,84.2,0.28,4.84,3.2,0.08,21.9,22.256,21,1747,,BrewIQ,SHU Lager
11/11/2024 23:32,84.53,0.28,4.83,3.2,0.08,21.9,22.256,21,1747,,BrewIQ,SHU Lager
11/11/2024 23:52,84.87,0.28,4.83,3.2,0.08,21.9,22.256,21,1746,,BrewIQ,SHU Lager
11/12/2024 00:12,85.2,0.28,4.85,3.2,0.08,21.9,22.256,21,1745,,BrewIQ,SHU Lager
11/12/2024 00:32,85.53,0.28,4.83,3.1,0.08,21.9,22.256,21,1748,,BrewIQ,SHU Lager
11/12/2024 00:52,85.87,0.28,4.84,3.1,0.09,21.8,22.156,21,1748,,BrewIQ,SHU Lager
11/12/2024 01:12,86.2,0.28,4.85,3.1,0.08,21.9,22.256,21,1747,,BrewIQ,SHU Lager
11/12/2024 01:32,86.53,0.28,4.84,3.1,0.08,21.9,22.256,21,1748,,BrewIQ,SHU Lager
11/12/2024 01:52,86.87,0.28,4.88,3.1,0.08,21.9,22.256,21,1747,,BrewIQ,SHU Lager
11/12/2024 02:12,87.2,0.28,4.86,3.1,0.09,21.8,22.156,21,1749,,BrewIQ,SHU Lager
11/12/2024 02:32,87.53,0.28,4.87,3.1,0.09,21.8,22.156,21,1747,,BrewIQ,SHU Lager
11/12/2024 02:52,87.87,0.28,4.85,3.1,0.09,21.8,22.156,21,1747,,BrewIQ,SHU Lager
11/12/2024 03:12,88.2,0.28,4.87,3.1,0.08,21.8,22.156,21,1749,,BrewIQ,SHU Lager
11/12/2024 03:32,88.53,0.28,4.84,3.1,0.08,21.8,22.156,21,1749,,BrewIQ,SHU Lager
11/12/2024 03:52,88.87,0.28,4.86,3.1,0.08,21.8,22.156,21,1749,,BrewIQ,SHU Lager
11/12/2024 04:12,89.2,0.28,4.84,3.1,0.08,21.8,22.156,21,1748,,BrewIQ,SHU Lager
11/12/2024 04:32,89.53,0.28,4.87,3.1,0.08,21.8,22.156,21,1749,,BrewIQ,SHU Lager
11/12/2024 04:52,89.87,0.28,4.88,3.1,0.08,21.8,22.156,21,1750,,BrewIQ,SHU Lager
11/12/2024 05:12,90.2,0.28,4.88,3.1,0.08,21.7,22.056,21,1752,,BrewIQ,SHU Lager
11/12/2024 05:32,90.53,0.28,4.88,3.1,0.08,21.7,22.056,21,1751,,BrewIQ,SHU Lager
11/12/2024 05:52,90.87,0.28,4.87,3.1,0.08,21.7,22.056,21,1751,,BrewIQ,SHU Lager
11/12/2024 06:12,91.2,0.28,4.86,3.1,0.08,21.7,22.056,21,1750,,BrewIQ,SHU Lager
11/12/2024 06:32,91.53,0.28,4.87,3.1,0.08,21.7,22.056,21,1750,,BrewIQ,SHU Lager
11/12/2024 06:52,91.87,0.28,4.85,3.1,0.09,21.7,22.056,21,1749,,BrewIQ,SHU Lager
11/12/2024 07:12,92.2,0.28,4.85,3.1,0.09,21.7,22.056,21,1749,,BrewIQ,SHU Lager
11/12/2024 07:32,92.53,0.28,4.86,3.1,0.08,21.7,22.056,21,1749,,BrewIQ,SHU Lager
11/12/2024 07:52,92.87,0.28,4.86,3.1,0.09,21.7,22.056,21,1749,,BrewIQ,SHU Lager
11/12/2024 08:12,93.2,0.28,4.88,3.1,0.08,21.7,22.056,21,1749,,BrewIQ,SHU Lager
11/12/2024 08:32,93.53,0.28,4.89,3.1,0.08,21.7,22.056,21,1749,,BrewIQ,SHU Lager
11/12/2024 08:52,93.87,0.28,4.86,3.1,0.09,21.7,22.056,21,1748,,BrewIQ,SHU Lager
11/12/2024 09:12,94.2,0.28,4.86,3.1,0.08,21.7,22.056,21,1750,,BrewIQ,SHU Lager
11/12/2024 09:32,94.53,0.28,4.87,3.1,0.08,21.7,22.056,22,1750,,BrewIQ,SHU Lager
11/12/2024 09:52,94.87,0.28,4.88,3.1,0.08,21.6,21.956,21,1750,,BrewIQ,SHU Lager
11/12/2024 10:12,95.2,0.28,4.86,3.1,0.08,21.6,21.956,22,1749,,BrewIQ,SHU Lager
11/12/2024 10:32,95.53,0.28,4.85,3.1,0.08,21.6,21.956,22,1750,,BrewIQ,SHU Lager
11/12/2024 10:52,95.87,0.28,4.88,3.1,0.08,21.6,21.956,22,1750,,BrewIQ,SHU Lager
11/12/2024 11:12,96.2,0.28,4.88,3.1,0.09,21.7,22.056,22,1750,,BrewIQ,SHU Lager
11/12/2024 11:32,96.53,0.28,4.85,3.1,0.09,21.6,21.956,22,1750,,BrewIQ,SHU Lager
11/12/2024 11:52,96.87,0.28,4.89,3.1,0.08,21.7,22.056,22,1752,,BrewIQ,SHU Lager
11/12/2024 12:12,97.2,0.28,4.85,3.1,0.08,21.7,22.056,22,1750,,BrewIQ,SHU Lager
11/12/2024 12:32,97.53,0.28,4.86,3.1,0.09,21.7,22.056,22,1749,,BrewIQ,SHU Lager
11/12/2024 12:52,97.87,0.28,4.85,3.1,0.08,21.6,21.956,22,1749,,BrewIQ,SHU Lager
11/12/2024 13:12,98.2,0.28,4.87,3.1,0.08,21.6,21.956,22,1748,,BrewIQ,SHU Lager
11/12/2024 13:32,98.53,0.28,4.86,3.1,0.08,21.6,21.956,22,1748,,BrewIQ,SHU Lager
11/12/2024 13:52,98.87,0.28,4.86,3.1,0.08,21.6,21.956,22,1745,,BrewIQ,SHU Lager
11/12/2024 14:12,99.2,0.28,4.86,3.1,0.08,21.6,21.956,22,1740,,BrewIQ,SHU Lager
11/12/2024 14:32,99.53,0.28,4.86,3.1,0.08,21.6,21.956,22,1733,,BrewIQ,SHU Lager
11/12/2024 14:52,99.87,0.28,4.86,3.1,0.09,21.6,21.956,22,1703,,BrewIQ,SHU Lager
11/12/2024 15:12,100.2,0.28,4.87,3,0.09,21.6,21.956,22,1709,,BrewIQ,SHU Lager
11/12/2024 15:32,100.53,0.28,4.85,3,0.08,21.6,21.956,22,1705,,BrewIQ,SHU Lager
11/12/2024 15:52,100.87,0.28,4.87,3,0.09,21.6,21.956,22,1706,,BrewIQ,SHU Lager
11/12/2024 16:12,101.2,0.28,4.86,3,0.08,21.6,21.956,22,1703,,BrewIQ,SHU Lager
11/12/2024 16:32,101.53,0.28,4.88,3,0.09,21.6,21.956,22,1704,,BrewIQ,SHU Lager
11/12/2024 16:52,101.87,0.28,4.85,3,0.08,21.6,21.956,22,1703,,BrewIQ,SHU Lager
11/12/2024 17:12,102.2,0.28,4.87,3,0.08,21.6,21.956,22,1699,,BrewIQ,SHU Lager
11/12/2024 17:32,102.53,0.28,4.85,3,0.08,21.6,21.956,22,1703,,BrewIQ,SHU Lager
11/12/2024 17:52,102.87,0.28,4.85,3,0.08,21.6,21.956,22,1703,,BrewIQ,SHU Lager
11/12/2024 18:12,103.2,0.28,4.87,3,0.08,21.6,21.956,22,1703,,BrewIQ,SHU Lager
11/12/2024 18:32,103.53,0.28,4.89,3,0.08,21.6,21.956,22,1704,,BrewIQ,SHU Lager
11/12/2024 18:52,103.87,0.28,4.84,3,0.09,21.6,21.956,22,1700,,BrewIQ,SHU Lager
11/12/2024 19:12,104.2,0.28,4.88,3,0.08,21.6,21.956,22,1695,,BrewIQ,SHU Lager
11/12/2024 19:32,104.53,0.28,4.86,3,0.08,21.6,21.956,22,1635,,BrewIQ,SHU Lager
11/12/2024 19:52,104.87,0.28,4.86,3,0.08,21.6,21.956,22,1665,,BrewIQ,SHU Lager
11/12/2024 20:12,105.2,0.28,4.87,3,0.08,21.6,21.956,22,1655,,BrewIQ,SHU Lager
11/12/2024 20:32,105.53,0.28,4.88,3,0.08,21.6,21.956,21,1610,,BrewIQ,SHU Lager
11/12/2024 20:52,105.87,0.28,4.89,3,0.08,21.6,21.956,21,1580,,BrewIQ,SHU Lager
11/12/2024 21:12,106.2,0.28,4.87,3,0.08,21.5,21.856,21,898,,BrewIQ,SHU Lager
11/12/2024 21:32,106.53,0.28,4.88,3,0.08,21.6,21.956,21,1559,,BrewIQ,SHU Lager
11/12/2024 21:52,106.87,0.28,4.85,3,0.08,21.6,21.956,21,1563,,BrewIQ,SHU Lager
11/12/2024 22:12,107.2,0.28,4.88,3,0.08,21.6,21.956,21,1582,,BrewIQ,SHU Lager
11/12/2024 22:32,107.53,0.28,4.87,3,0.09,21.5,21.856,21,1578,,BrewIQ,SHU Lager
11/12/2024 22:52,107.87,0.28,4.87,3,0.08,21.5,21.856,21,1583,,BrewIQ,SHU Lager
11/12/2024 23:12,108.2,0.28,4.89,3,0.08,21.5,21.856,21,1580,,BrewIQ,SHU Lager
11/12/2024 23:32,108.53,0.28,4.87,3,0.08,21.5,21.856,21,1552,,BrewIQ,SHU Lager
11/12/2024 23:52,108.87,0.28,4.87,3,0.08,21.5,21.856,21,956,,BrewIQ,SHU Lager
11/13/2024 00:12:00,109.2,0.28,4.87,3,0.08,21.5,21.856,21,960,,BrewIQ,SHU Lager
11/13/2024 00:32:00,109.53,0.28,4.86,3,0.08,21.5,21.856,21,965,,BrewIQ,SHU Lager
11/13/2024 00:52:00,109.87,0.28,4.87,3,0.08,21.5,21.856,21,1560,,BrewIQ,SHU Lager
11/13/2024 01:12:00,110.2,0.28,4.86,3,0.08,21.5,21.856,21,1568,,BrewIQ,SHU Lager
11/13/2024 01:32:00,110.53,0.28,4.89,3,0.08,21.5,21.856,21,1564,,BrewIQ,SHU Lager
11/13/2024 01:52:00,110.87,0.28,4.86,3,0.08,21.5,21.856,21,1569,,BrewIQ,SHU Lager
11/13/2024 02:12:00,111.2,0.28,4.87,3,0.08,21.4,21.756,21,992,,BrewIQ,SHU Lager
11/13/2024 02:32:00,111.53,0.28,4.9,3,0.08,21.4,21.756,21,1000,,BrewIQ,SHU Lager
11/13/2024 02:52:00,111.87,0.28,4.86,3,0.08,21.5,21.856,21,964,,BrewIQ,SHU Lager
11/13/2024 03:12:00,112.2,0.28,4.85,3,0.09,21.4,21.756,21,1000,,BrewIQ,SHU Lager
11/13/2024 03:32:00,112.53,0.28,4.87,3,0.08,21.4,21.756,21,998,,BrewIQ,SHU Lager
11/13/2024 03:52:00,112.87,0.28,4.87,3,0.08,21.4,21.756,21,975,,BrewIQ,SHU Lager
11/13/2024 04:12:00,113.2,0.28,4.89,3,0.08,21.4,21.756,21,961,,BrewIQ,SHU Lager
11/13/2024 04:32:00,113.53,0.28,4.87,3,0.08,21.4,21.756,21,960,,BrewIQ,SHU Lager
11/13/2024 04:52:00,113.87,0.29,4.9,3,0.08,21.4,21.756,21,962,,BrewIQ,SHU Lager
11/13/2024 05:12:00,114.2,0.28,4.86,3,0.08,21.4,21.756,21,960,,BrewIQ,SHU Lager
11/13/2024 05:32:00,114.53,0.29,4.86,3,0.08,21.4,21.756,21,961,,BrewIQ,SHU Lager
11/13/2024 05:52:00,114.87,0.28,4.86,3,0.09,21.4,21.756,21,958,,BrewIQ,SHU Lager
11/13/2024 06:12:00,115.2,0.28,4.85,3,0.09,21.4,21.756,21,960,,BrewIQ,SHU Lager
11/13/2024 06:32:00,115.53,0.28,4.88,3,0.08,21.4,21.756,21,960,,BrewIQ,SHU Lager
11/13/2024 06:52:00,115.87,0.28,4.88,3,0.08,21.4,21.756,21,963,,BrewIQ,SHU Lager
11/13/2024 07:12:00,116.2,0.28,4.88,3,0.08,21.4,21.756,21,967,,BrewIQ,SHU Lager
11/13/2024 07:32:00,116.53,0.28,4.9,3,0.08,21.4,21.756,21,970,,BrewIQ,SHU Lager
11/13/2024 07:52:00,116.87,0.28,4.85,3,0.08,21.4,21.756,21,983,,BrewIQ,SHU Lager
11/13/2024 08:12:00,117.2,0.28,4.87,3,0.09,21.4,21.756,21,979,,BrewIQ,SHU Lager
11/13/2024 08:32:00,117.53,0.28,4.88,3,0.09,21.4,21.756,21,987,,BrewIQ,SHU Lager
11/13/2024 08:52:00,117.87,0.29,4.87,3,0.08,21.4,21.756,21,990,,BrewIQ,SHU Lager
11/13/2024 09:12:00,118.2,0.28,4.89,3,0.08,21.4,21.756,21,993,,BrewIQ,SHU Lager
11/13/2024 09:32:00,118.53,0.29,4.88,3,0.08,21.4,21.756,21,995,,BrewIQ,SHU Lager
11/13/2024 09:52:00,118.87,0.28,4.88,3,0.08,21.4,21.756,22,996,,BrewIQ,SHU Lager
11/13/2024 10:12:00,119.2,0.28,4.9,3,0.08,21.4,21.756,22,1003,,BrewIQ,SHU Lager
11/13/2024 10:32:00,119.53,0.28,4.88,3,0.08,21.4,21.756,22,1007,,BrewIQ,SHU Lager
11/13/2024 10:52:00,119.87,0.28,4.85,3,0.08,21.4,21.756,22,1002,,BrewIQ,SHU Lager
11/13/2024 11:12:00,120.2,0.28,4.87,3,0.09,21.4,21.756,22,998,,BrewIQ,SHU Lager
11/13/2024 11:32:00,120.53,0.28,4.88,3,0.08,21.4,21.756,22,995,,BrewIQ,SHU Lager
11/13/2024 11:52:00,120.87,0.28,4.9,3,0.08,21.4,21.756,22,994,,BrewIQ,SHU Lager
11/15/2024 08:39:00,165.65,0.29,4.99,3.1,0.08,6.3,6.656,6,734,,BrewIQ,SHU Lager
11/15/2024 08:59:00,165.98,0.4,5.02,3.1,0.07,6.3,6.656,6,1145,,BrewIQ,SHU Lager
11/15/2024 14:26:00,171.43,0.29,5.04,3,0.07,6.1,6.456,6,728,,BrewIQ,SHU Lager
11/15/2024 14:46:00,171.77,0.4,5.02,3,0.07,6.1,6.456,6,1159,,BrewIQ,SHU Lager
11/15/2024 15:06:00,172.1,0.39,5.04,3,0.07,6.1,6.456,6,1151,,BrewIQ,SHU Lager
11/15/2024 15:26:00,172.43,0.4,4.99,3,0.07,6.1,6.456,6,1150,,BrewIQ,SHU Lager
11/15/2024 15:46:00,172.77,0.39,4.98,3,0.07,6,6.356,6,1148,,BrewIQ,SHU Lager
11/15/2024 16:06:00,173.1,0.39,5.07,3,0.08,6,6.356,6,1149,,BrewIQ,SHU Lager
11/15/2024 16:26:00,173.43,0.39,5.01,3,0.07,6,6.356,6,1149,,BrewIQ,SHU Lager
11/15/2024 16:46:00,173.77,0.39,4.99,3,0.08,6,6.356,6,1152,,BrewIQ,SHU Lager
11/15/2024 17:06:00,174.1,0.4,4.99,3,0.08,6,6.356,6,1149,,BrewIQ,SHU Lager
11/15/2024 17:26:00,174.43,0.39,5.03,3,0.07,5.9,6.256,6,1145,,BrewIQ,SHU Lager
11/15/2024 17:46:00,174.77,0.4,5.03,3,0.07,5.9,6.256,6,1143,,BrewIQ,SHU Lager
11/15/2024 18:06:00,175.1,0.4,5.02,3,0.08,5.9,6.256,6,1144,,BrewIQ,SHU Lager
11/15/2024 18:26:00,175.43,0.39,5.04,3,0.07,5.9,6.256,6,1143,,BrewIQ,SHU Lager
11/15/2024 18:46:00,175.77,0.39,5.07,3,0.07,5.9,6.256,6,1144,,BrewIQ,SHU Lager
11/15/2024 19:06:00,176.1,0.39,5.07,3,0.08,5.9,6.256,6,1152,,BrewIQ,SHU Lager
11/15/2024 19:26:00,176.43,0.39,5,3,0.07,5.9,6.256,6,1151,,BrewIQ,SHU Lager
11/15/2024 19:46:00,176.77,0.39,5.04,3,0.08,5.9,6.256,6,1147,,BrewIQ,SHU Lager
11/15/2024 20:06:00,177.1,0.39,5.05,3,0.07,5.9,6.256,6,1146,,BrewIQ,SHU Lager
11/15/2024 20:26:00,177.43,0.4,5.03,3,0.08,5.9,6.256,6,1141,,BrewIQ,SHU Lager
11/15/2024 20:46:00,177.77,0.39,5.03,3,0.08,5.8,6.156,6,1143,,BrewIQ,SHU Lager
11/15/2024 21:06:00,178.1,0.39,5,3,0.07,5.8,6.156,6,1144,,BrewIQ,SHU Lager
11/15/2024 21:26:00,178.43,0.39,5.04,3,0.08,5.8,6.156,6,1144,,BrewIQ,SHU Lager
11/15/2024 21:46:00,178.77,0.4,5.01,3,0.08,5.8,6.156,6,1141,,BrewIQ,SHU Lager
11/15/2024 22:06:00,179.1,0.39,5.02,3,0.07,5.8,6.156,6,1140,,BrewIQ,SHU Lager
11/15/2024 22:26:00,179.43,0.39,5.02,3,0.08,5.8,6.156,6,1140,,BrewIQ,SHU Lager
11/15/2024 22:46:00,179.77,0.39,5.03,3,0.08,5.8,6.156,6,1141,,BrewIQ,SHU Lager
11/15/2024 23:06:00,180.1,0.39,5.08,3,0.08,5.8,6.156,6,1141,,BrewIQ,SHU Lager
11/15/2024 23:26:00,180.43,0.39,5.08,3,0.08,5.8,6.156,6,1142,,BrewIQ,SHU Lager
11/15/2024 23:46:00,180.77,0.39,5.04,3,0.08,5.8,6.156,6,1140,,BrewIQ,SHU Lager
11/16/2024 00:06:00,181.1,0.39,5.08,3,0.07,5.8,6.156,6,1140,,BrewIQ,SHU Lager
11/16/2024 00:26:00,181.43,0.39,5.03,3,0.08,5.8,6.156,6,1140,,BrewIQ,SHU Lager
11/16/2024 00:46:00,181.77,0.39,5.07,3,0.08,5.8,6.156,6,1140,,BrewIQ,SHU Lager
11/16/2024 01:06:00,182.1,0.4,5.06,3,0.08,5.8,6.156,6,1137,,BrewIQ,SHU Lager
11/16/2024 01:26:00,182.43,0.39,4.99,3,0.07,5.8,6.156,6,1145,,BrewIQ,SHU Lager
11/16/2024 01:46:00,182.77,0.39,5.03,3,0.08,5.7,6.056,6,1143,,BrewIQ,SHU Lager
11/16/2024 02:06:00,183.1,0.39,5,3,0.07,5.7,6.056,6,1142,,BrewIQ,SHU Lager
11/16/2024 02:26:00,183.43,0.39,4.99,3,0.07,5.7,6.056,6,1143,,BrewIQ,SHU Lager
11/16/2024 02:46:00,183.77,0.39,5.03,3,0.08,5.7,6.056,6,1139,,BrewIQ,SHU Lager
11/16/2024 03:06:00,184.1,0.39,5,3,0.07,5.7,6.056,6,1138,,BrewIQ,SHU Lager
11/16/2024 03:26:00,184.43,0.39,5,3,0.07,5.7,6.056,6,1137,,BrewIQ,SHU Lager
