Timestamp (GMT),Hours from Pitch,DO (mg/L),pH,Gravity (°P),Pressure (Bar),Fluid Temp (°C),Comp. Fluid Temp (°C),Ambient Temp (°C),Conductivity (uS/cm),Notes,Data Source,style_name
11/16/2024 03:46:00,184.77,0.39,5.03,3,0.07,5.7,6.056,6,1139,,BrewIQ,SHU Lager
11/16/2024 04:06:00,185.1,0.39,5.03,3,0.07,5.7,6.056,6,1138,,BrewIQ,SHU Lager
11/16/2024 04:26:00,185.43,0.39,5.03,3,0.08,5.7,6.056,6,1136,,BrewIQ,SHU Lager
11/16/2024 04:46:00,185.77,0.39,5.05,3,0.08,5.7,6.056,6,1136,,BrewIQ,SHU Lager
11/16/2024 05:06:00,186.1,0.39,5,3,0.07,5.7,6.056,6,1133,,BrewIQ,SHU Lager
11/16/2024 05:26:00,186.43,0.39,5.03,3,0.07,5.7,6.056,6,1138,,BrewIQ,SHU Lager
11/16/2024 05:46:00,186.77,0.39,5.04,3,0.08,5.7,6.056,6,1132,,BrewIQ,SHU Lager
11/16/2024 06:06:00,187.1,0.39,5,3,0.08,5.7,6.056,6,1131,,BrewIQ,SHU Lager
11/16/2024 06:26:00,187.43,0.39,5,3,0.07,5.7,6.056,6,1131,,BrewIQ,SHU Lager
11/16/2024 06:46:00,187.77,0.39,5.05,3,0.07,5.7,6.056,6,1111,,BrewIQ,SHU Lager
11/16/2024 07:06:00,188.1,0.39,5.02,3,0.08,5.7,6.056,6,1115,,BrewIQ,SHU Lager
11/16/2024 07:26:00,188.43,0.39,5,3,0.07,5.7,6.056,6,1117,,BrewIQ,SHU Lager
11/16/2024 07:46:00,188.77,0.39,5.03,3,0.07,5.7,6.056,6,1119,,BrewIQ,SHU Lager
11/16/2024 08:06:00,189.1,0.39,4.99,3,0.08,5.6,5.956,6,1121,,BrewIQ,SHU Lager
11/16/2024 08:26:00,189.43,0.39,5.04,3,0.08,5.6,5.956,6,1118,,BrewIQ,SHU Lager
11/16/2024 08:46:00,189.77,0.39,5.08,3,0.08,5.6,5.956,6,1116,,BrewIQ,SHU Lager
11/16/2024 09:06:00,190.1,0.39,5.04,3,0.08,5.6,5.956,6,1116,,BrewIQ,SHU Lager
11/16/2024 09:26:00,190.43,0.39,5,3,0.07,5.6,5.956,6,1116,,BrewIQ,SHU Lager
11/16/2024 09:46:00,190.77,0.39,5.05,3,0.07,5.7,6.056,6,1118,,BrewIQ,SHU Lager
11/16/2024 10:06:00,191.1,0.39,5.04,3,0.07,5.6,5.956,6,1118,,BrewIQ,SHU Lager
11/16/2024 10:26:00,191.43,0.39,5.03,3,0.08,5.6,5.956,6,1118,,BrewIQ,SHU Lager
11/16/2024 10:46:00,191.77,0.39,5.04,3,0.07,5.6,5.956,6,1115,,BrewIQ,SHU Lager
11/16/2024 11:06:00,192.1,0.41,5.03,3,0.08,5.6,5.956,6,1118,,BrewIQ,SHU Lager
11/16/2024 11:26:00,192.43,0.39,5.06,3,0.07,5.6,5.956,6,1116,,BrewIQ,SHU Lager
11/16/2024 11:46:00,192.77,0.39,5.05,3,0.08,5.6,5.956,6,1114,,BrewIQ,SHU Lager
11/16/2024 12:06:00,193.1,0.39,5.07,3,0.08,5.6,5.956,6,1114,,BrewIQ,SHU Lager
11/16/2024 12:26:00,193.43,0.39,5.07,3,0.07,5.6,5.956,6,1114,,BrewIQ,SHU Lager
11/16/2024 12:46:00,193.77,0.39,5.08,3,0.07,5.6,5.956,6,1111,,BrewIQ,SHU Lager
11/16/2024 13:06:00,194.1,0.39,5.07,3,0.07,5.6,5.956,6,1111,,BrewIQ,SHU Lager
11/16/2024 13:26:00,194.43,0.4,5,3,0.08,5.6,5.956,6,1111,,BrewIQ,SHU Lager
11/16/2024 13:46:00,194.77,0.4,5.03,3,0.07,5.6,5.956,6,1112,,BrewIQ,SHU Lager
11/16/2024 14:06:00,195.1,0.4,5.05,3,0.07,5.6,5.956,6,1106,,BrewIQ,SHU Lager
11/16/2024 14:26:00,195.43,0.4,5.06,3,0.07,5.6,5.956,6,1105,,BrewIQ,SHU Lager
11/16/2024 14:46:00,195.77,0.4,5.01,3,0.07,5.6,5.956,6,1104,,BrewIQ,SHU Lager
11/16/2024 15:06:00,196.1,0.4,5,3,0.07,5.6,5.956,6,1106,,BrewIQ,SHU Lager
11/16/2024 15:26:00,196.43,0.39,5.01,3,0.07,5.6,5.956,6,1102,,BrewIQ,SHU Lager
11/16/2024 15:46:00,196.77,0.39,5.04,3,0.07,5.6,5.956,6,1100,,BrewIQ,SHU Lager
11/16/2024 16:06:00,197.1,0.4,5.01,3,0.08,5.6,5.956,6,1105,,BrewIQ,SHU Lager
11/16/2024 16:26:00,197.43,0.4,5.07,3,0.07,5.5,5.856,6,1102,,BrewIQ,SHU Lager
11/16/2024 16:46:00,197.77,0.4,5.05,3,0.08,5.5,5.856,6,1101,,BrewIQ,SHU Lager
11/16/2024 17:06:00,198.1,0.4,5.01,3,0.08,5.5,5.856,6,1103,,BrewIQ,SHU Lager
11/16/2024 17:26:00,198.43,0.4,5.07,3,0.07,5.5,5.856,6,1102,,BrewIQ,SHU Lager
11/16/2024 17:46:00,198.77,0.4,5.08,3,0.07,5.6,5.956,6,1110,,BrewIQ,SHU Lager
11/16/2024 18:06:00,199.1,0.4,5.08,3,0.07,5.6,5.956,6,1101,,BrewIQ,SHU Lager
11/16/2024 18:26:00,199.43,0.4,4.99,3,0.08,5.6,5.956,6,1102,,BrewIQ,SHU Lager
11/16/2024 18:46:00,199.77,0.4,5.04,3,0.08,5.5,5.856,6,1100,,BrewIQ,SHU Lager
11/16/2024 19:06:00,200.1,0.4,5.08,3,0.08,5.5,5.856,6,1102,,BrewIQ,SHU Lager
11/16/2024 19:26:00,200.43,0.4,5.01,3,0.07,5.5,5.856,6,1101,,BrewIQ,SHU Lager
11/16/2024 19:46:00,200.77,0.4,5.08,3,0.08,5.5,5.856,6,1100,,BrewIQ,SHU Lager
11/16/2024 20:06:00,201.1,0.4,5.04,3,0.07,5.5,5.856,6,1104,,BrewIQ,SHU Lager
11/16/2024 20:26:00,201.43,0.4,5.04,3,0.07,5.5,5.856,6,1106,,BrewIQ,SHU Lager
11/16/2024 20:46:00,201.77,0.4,5.01,3,0.08,5.6,5.956,6,1102,,BrewIQ,SHU Lager
11/16/2024 21:06:00,202.1,0.4,5.03,3,0.08,5.5,5.856,6,1098,,BrewIQ,SHU Lager
11/16/2024 21:26:00,202.43,0.4,5.02,3,0.08,5.5,5.856,6,1099,,BrewIQ,SHU Lager
11/16/2024 21:46:00,202.77,0.4,4.99,3,0.08,5.5,5.856,6,1097,,BrewIQ,SHU Lager
11/16/2024 22:06:00,203.1,0.4,5.08,3,0.07,5.5,5.856,6,1093,,BrewIQ,SHU Lager
11/16/2024 22:26:00,203.43,0.4,5.02,3,0.08,5.5,5.856,6,1094,,BrewIQ,SHU Lager
11/16/2024 22:46:00,203.77,0.4,5.04,3,0.07,5.5,5.856,6,1095,,BrewIQ,SHU Lager
11/16/2024 23:06:00,204.1,0.4,5,3,0.08,5.5,5.856,6,1096,,BrewIQ,SHU Lager
11/16/2024 23:26:00,204.43,0.4,5.07,3,0.07,5.5,5.856,6,1094,,BrewIQ,SHU Lager
11/16/2024 23:46:00,204.77,0.4,5.03,3,0.08,5.5,5.856,6,1090,,BrewIQ,SHU Lager
11/17/2024 00:06:00,205.1,0.4,5.07,3,0.07,5.5,5.856,6,1090,,BrewIQ,SHU Lager
11/17/2024 00:26:00,205.43,0.4,5,3,0.08,5.5,5.856,6,1091,,BrewIQ,SHU Lager
11/17/2024 00:46:00,205.77,0.4,5.08,3,0.07,5.5,5.856,6,1092,,BrewIQ,SHU Lager
11/17/2024 01:06:00,206.1,0.4,5.05,3,0.08,5.5,5.856,6,1094,,BrewIQ,SHU Lager
11/17/2024 01:26:00,206.43,0.4,5.04,3,0.08,5.5,5.856,6,1088,,BrewIQ,SHU Lager
11/17/2024 01:46:00,206.77,0.4,5.04,3,0.07,5.5,5.856,6,1101,,BrewIQ,SHU Lager
11/17/2024 02:06:00,207.1,0.4,5.04,3,0.07,5.5,5.856,6,1089,,BrewIQ,SHU Lager
11/17/2024 02:26:00,207.43,0.4,5.05,3,0.08,5.5,5.856,6,1092,,BrewIQ,SHU Lager
11/17/2024 02:46:00,207.77,0.4,5.02,3,0.08,5.5,5.856,6,1089,,BrewIQ,SHU Lager
11/17/2024 03:06:00,208.1,0.4,5,3,0.08,5.5,5.856,6,1088,,BrewIQ,SHU Lager
11/17/2024 03:26:00,208.43,0.4,5,3,0.08,5.5,5.856,6,1089,,BrewIQ,SHU Lager
11/17/2024 03:46:00,208.77,0.4,5.07,3,0.07,5.5,5.856,6,1088,,BrewIQ,SHU Lager
11/17/2024 04:06:00,209.1,0.4,5.02,3,0.08,5.5,5.856,6,1082,,BrewIQ,SHU Lager
11/17/2024 04:26:00,209.43,0.4,5.03,3,0.08,5.5,5.856,6,1083,,BrewIQ,SHU Lager
11/17/2024 04:47:00,209.78,0.4,5.04,3,0.08,5.5,5.856,6,1084,,BrewIQ,SHU Lager
11/17/2024 05:06:00,210.1,0.4,5.04,3,0.08,5.5,5.856,6,1082,,BrewIQ,SHU Lager
11/17/2024 05:26:00,210.43,0.4,5.06,3,0.08,5.5,5.856,6,1083,,BrewIQ,SHU Lager
11/17/2024 05:46:00,210.77,0.4,5.05,3,0.07,5.5,5.856,6,1081,,BrewIQ,SHU Lager
11/17/2024 06:06:00,211.1,0.4,5.05,3,0.07,5.5,5.856,6,1078,,BrewIQ,SHU Lager
11/17/2024 06:26:00,211.43,0.4,5,3,0.08,5.5,5.856,6,1079,,BrewIQ,SHU Lager
11/17/2024 06:46:00,211.77,0.4,5.09,3,0.07,5.5,5.856,6,1076,,BrewIQ,SHU Lager
11/17/2024 07:06:00,212.1,0.4,5.06,3,0.08,5.5,5.856,6,1079,,BrewIQ,SHU Lager
11/17/2024 07:26:00,212.43,0.4,5,3,0.08,5.5,5.856,6,1080,,BrewIQ,SHU Lager
11/17/2024 07:46:00,212.77,0.4,5.09,3,0.07,5.5,5.856,6,1080,,BrewIQ,SHU Lager
11/17/2024 08:06:00,213.1,0.4,5.08,3,0.08,5.5,5.856,6,1078,,BrewIQ,SHU Lager
11/17/2024 08:26:00,213.43,0.4,5,3,0.07,5.5,5.856,6,1077,,BrewIQ,SHU Lager
11/17/2024 08:46:00,213.77,0.4,5.07,3,0.08,5.5,5.856,6,1074,,BrewIQ,SHU Lager
11/17/2024 09:06:00,214.1,0.4,5.04,3,0.08,5.5,5.856,6,1075,,BrewIQ,SHU Lager
11/17/2024 09:26:00,214.43,0.4,5.03,3,0.07,5.5,5.856,6,1077,,BrewIQ,SHU Lager
11/17/2024 09:46:00,214.77,0.4,5.04,3,0.08,5.5,5.856,6,1073,,BrewIQ,SHU Lager
11/17/2024 10:06:00,215.1,0.4,5,3,0.08,5.4,5.756,6,1076,,BrewIQ,SHU Lager
11/17/2024 10:26:00,215.43,0.4,5.07,3,0.07,5.4,5.756,5,1082,,BrewIQ,SHU Lager
11/17/2024 10:46:00,215.77,0.4,5.08,3,0.07,5.4,5.756,6,1081,,BrewIQ,SHU Lager
11/17/2024 11:06:00,216.1,0.4,5.09,3,0.08,5.5,5.856,6,1081,,BrewIQ,SHU Lager
11/17/2024 11:26:00,216.43,0.4,5.06,3,0.07,5.5,5.856,6,1080,,BrewIQ,SHU Lager
11/17/2024 11:46:00,216.77,0.4,5.04,3,0.07,5.5,5.856,6,1092,,BrewIQ,SHU Lager
11/17/2024 12:06:00,217.1,0.4,5.07,3,0.07,5.4,5.756,6,1092,,BrewIQ,SHU Lager
11/17/2024 12:26:00,217.43,0.4,5.08,3,0.07,5.4,5.756,6,1095,,BrewIQ,SHU Lager
11/17/2024 12:46:00,217.77,0.4,5.05,3,0.07,5.4,5.756,6,1094,,BrewIQ,SHU Lager
11/17/2024 13:06:00,218.1,0.4,5.01,3,0.08,5.4,5.756,6,1091,,BrewIQ,SHU Lager
11/17/2024 13:26:00,218.43,0.4,5.04,3,0.07,5.4,5.756,6,1096,,BrewIQ,SHU Lager
11/17/2024 13:46:00,218.77,0.4,5.04,3,0.07,5.5,5.856,6,1173,,BrewIQ,SHU Lager
11/17/2024 14:06:00,219.1,0.4,5.08,3,0.08,5.5,5.856,6,1163,,BrewIQ,SHU Lager
11/17/2024 14:26:00,219.43,0.4,5.05,3,0.08,5.5,5.856,6,1162,,BrewIQ,SHU Lager
11/17/2024 14:46:00,219.77,0.4,5.03,3,0.08,5.4,5.756,6,1162,,BrewIQ,SHU Lager
11/17/2024 15:06:00,220.1,0.4,5,3,0.08,5.4,5.756,6,1165,,BrewIQ,SHU Lager
11/17/2024 15:26:00,220.43,0.4,5.03,3,0.08,5.4,5.756,6,1162,,BrewIQ,SHU Lager
11/17/2024 15:46:00,220.77,0.4,5.04,3,0.07,5.5,5.856,6,1163,,BrewIQ,SHU Lager
11/17/2024 16:06:00,221.1,0.4,5.03,3,0.08,5.4,5.756,6,1162,,BrewIQ,SHU Lager
11/17/2024 16:26:00,221.43,0.4,5.08,3,0.07,5.4,5.756,6,1159,,BrewIQ,SHU Lager
11/17/2024 16:46:00,221.77,0.4,5.07,3,0.07,5.4,5.756,6,1159,,BrewIQ,SHU Lager
11/17/2024 17:06:00,222.1,0.4,5,3,0.08,5.4,5.756,6,1157,,BrewIQ,SHU Lager
11/17/2024 17:26:00,222.43,0.4,5.01,3,0.08,5.5,5.856,6,1092,,BrewIQ,SHU Lager
11/17/2024 17:46:00,222.77,0.4,5.03,3,0.08,5.5,5.856,6,1092,,BrewIQ,SHU Lager
11/17/2024 18:06:00,223.1,0.4,5.09,3,0.07,5.4,5.756,6,1088,,BrewIQ,SHU Lager
11/17/2024 18:26:00,223.43,0.4,5.04,3,0.07,5.4,5.756,6,1089,,BrewIQ,SHU Lager
11/17/2024 18:46:00,223.77,0.4,5.06,3,0.07,5.4,5.756,6,1090,,BrewIQ,SHU Lager
11/17/2024 19:06:00,224.1,0.4,5.04,3,0.08,5.4,5.756,6,1091,,BrewIQ,SHU Lager
11/17/2024 19:26:00,224.43,0.4,5.05,3,0.07,5.4,5.756,6,1091,,BrewIQ,SHU Lager
11/17/2024 19:46:00,224.77,0.4,5.08,3,0.08,5.4,5.756,6,1091,,BrewIQ,SHU Lager
11/17/2024 20:06:00,225.1,0.4,5.06,3,0.08,5.5,5.856,6,1087,,BrewIQ,SHU Lager
11/17/2024 20:26:00,225.43,0.4,5.05,3,0.08,5.4,5.756,6,1089,,BrewIQ,SHU Lager
11/17/2024 20:46:00,225.77,0.4,5.05,3,0.08,5.4,5.756,6,1087,,BrewIQ,SHU Lager
11/17/2024 21:06:00,226.1,0.4,5.05,3,0.08,5.4,5.756,6,1090,,BrewIQ,SHU Lager
11/17/2024 21:26:00,226.43,0.4,5.01,3,0.07,5.4,5.756,6,1089,,BrewIQ,SHU Lager
11/17/2024 21:46:00,226.77,0.4,5.08,3,0.08,5.5,5.856,6,1089,,BrewIQ,SHU Lager
11/17/2024 22:06:00,227.1,0.4,5,3,0.08,5.4,5.756,6,1089,,BrewIQ,SHU Lager
11/17/2024 22:26:00,227.43,0.4,5.07,3,0.07,5.4,5.756,6,1077,,BrewIQ,SHU Lager
11/17/2024 22:46:00,227.77,0.4,5.04,3,0.08,5.4,5.756,6,1077,,BrewIQ,SHU Lager
11/17/2024 23:06:00,228.1,0.4,5,3,0.07,5.4,5.756,6,1077,,BrewIQ,SHU Lager
11/17/2024 23:26:00,228.43,0.4,5.05,3,0.08,5.5,5.856,6,1077,,BrewIQ,SHU Lager
11/17/2024 23:46:00,228.77,0.4,5.09,3,0.07,5.4,5.756,6,1076,,BrewIQ,SHU Lager
11/18/2024 00:06:00,229.1,0.4,5.04,3,0.08,5.4,5.756,6,1076,,BrewIQ,SHU Lager
11/18/2024 00:26:00,229.43,0.4,5.06,3,0.07,5.4,5.756,6,1100,,BrewIQ,SHU Lager
11/18/2024 00:46:00,229.77,0.4,5.04,3,0.07,5.4,5.756,6,1077,,BrewIQ,SHU Lager
11/18/2024 01:06:00,230.1,0.4,5.05,3,0.08,5.4,5.756,6,1082,,BrewIQ,SHU Lager
11/18/2024 01:26:00,230.43,0.4,5.02,3,0.08,5.4,5.756,6,1076,,BrewIQ,SHU Lager
11/18/2024 01:46:00,230.77,0.4,5.08,3,0.07,5.5,5.856,6,1077,,BrewIQ,SHU Lager
11/18/2024 02:06:00,231.1,0.4,5.01,3,0.08,5.4,5.756,6,1075,,BrewIQ,SHU Lager
11/18/2024 02:26:00,231.43,0.4,5.03,3,0.08,5.4,5.756,6,1077,,BrewIQ,SHU Lager
11/18/2024 02:46:00,231.77,0.4,5.07,3,0.08,5.4,5.756,6,1077,,BrewIQ,SHU Lager
11/18/2024 03:06:00,232.1,0.4,5.08,3,0.08,5.4,5.756,6,1150,,BrewIQ,SHU Lager
11/18/2024 03:26:00,232.43,0.4,5.01,3,0.07,5.4,5.756,6,1151,,BrewIQ,SHU Lager
11/18/2024 03:46:00,232.77,0.4,5.04,3,0.07,5.5,5.856,6,1156,,BrewIQ,SHU Lager
11/18/2024 04:06:00,233.1,0.4,5,3,0.08,5.4,5.756,6,1159,,BrewIQ,SHU Lager
11/18/2024 04:26:00,233.43,0.4,5.03,3,0.07,5.4,5.756,6,1079,,BrewIQ,SHU Lager
11/18/2024 04:46:00,233.77,0.4,5.07,3,0.07,5.4,5.756,6,1077,,BrewIQ,SHU Lager
11/18/2024 05:06:00,234.1,0.4,5.03,3,0.07,5.4,5.756,6,1077,,BrewIQ,SHU Lager
11/18/2024 05:26:00,234.43,0.4,5.09,3,0.07,5.4,5.756,6,1081,,BrewIQ,SHU Lager
11/18/2024 05:46:00,234.77,0.4,5,3,0.07,5.4,5.756,6,1078,,BrewIQ,SHU Lager
11/18/2024 06:06:00,235.1,0.4,5.05,3,0.08,5.4,5.756,6,1078,,BrewIQ,SHU Lager
11/18/2024 06:26:00,235.43,0.4,5.09,3,0.07,5.4,5.756,6,1076,,BrewIQ,SHU Lager
11/18/2024 06:46:00,235.77,0.4,5.01,3,0.08,5.4,5.756,6,1075,,BrewIQ,SHU Lager
11/18/2024 07:06:00,236.1,0.4,5.08,3,0.07,5.4,5.756,6,1090,,BrewIQ,SHU Lager
11/18/2024 07:26:00,236.43,0.4,5.06,3,0.07,5.4,5.756,6,1088,,BrewIQ,SHU Lager
11/18/2024 07:46:00,236.77,0.4,5.03,3,0.08,5.4,5.756,6,1087,,BrewIQ,SHU Lager
11/18/2024 08:06:00,237.1,0.4,5.03,3,0.08,5.4,5.756,6,1088,,BrewIQ,SHU Lager
11/18/2024 08:26:00,237.43,0.4,5.05,3,0.07,5.4,5.756,6,1088,,BrewIQ,SHU Lager
11/18/2024 08:46:00,237.77,0.4,5.06,3,0.08,5.4,5.756,6,1085,,BrewIQ,SHU Lager
11/18/2024 09:06:00,238.1,0.4,5.01,3,0.07,5.4,5.756,6,1084,,BrewIQ,SHU Lager
11/18/2024 09:26:00,238.43,0.4,5.09,3,0.08,5.4,5.756,6,1083,,BrewIQ,SHU Lager
11/18/2024 09:46:00,238.77,0.4,5.09,3,0.08,5.4,5.756,6,1085,,BrewIQ,SHU Lager
11/18/2024 10:06:00,239.1,0.4,5.09,3,0.08,5.4,5.756,6,1085,,BrewIQ,SHU Lager
11/18/2024 10:26:00,239.43,0.4,5.08,3,0.08,5.4,5.756,5,1083,,BrewIQ,SHU Lager
11/18/2024 10:46:00,239.77,0.4,5.01,3,0.07,5.4,5.756,6,1086,,BrewIQ,SHU Lager
11/18/2024 11:06:00,240.1,0.4,5.01,3,0.07,5.4,5.756,6,1085,,BrewIQ,SHU Lager
11/18/2024 11:26:00,240.43,0.4,5.08,3,0.07,5.4,5.756,6,1084,,BrewIQ,SHU Lager
11/18/2024 11:46:00,240.77,0.4,5.01,3,0.07,5.4,5.756,6,1082,,BrewIQ,SHU Lager
11/18/2024 12:06:00,241.1,0.4,5.09,3,0.07,5.4,5.756,6,1079,,BrewIQ,SHU Lager
11/18/2024 12:26:00,241.43,0.4,5.01,3,0.08,5.4,5.756,6,1079,,BrewIQ,SHU Lager
11/18/2024 12:46:00,241.77,0.4,5.09,3,0.07,5.4,5.756,6,1079,,BrewIQ,SHU Lager
11/18/2024 13:06:00,242.1,0.4,5.04,3,0.08,5.4,5.756,6,1077,,BrewIQ,SHU Lager
11/18/2024 13:26:00,242.43,0.4,5.09,3,0.07,5.4,5.756,6,1078,,BrewIQ,SHU Lager
11/18/2024 13:46:00,242.77,0.4,5.05,3,0.08,5.4,5.756,6,1070,,BrewIQ,SHU Lager
11/18/2024 14:06:00,243.1,0.4,5.03,3,0.08,5.4,5.756,6,1070,,BrewIQ,SHU Lager
11/18/2024 14:26:00,243.43,0.4,5.08,3,0.08,5.4,5.756,6,1066,,BrewIQ,SHU Lager
11/18/2024 14:46:00,243.77,0.4,5.05,3,0.07,5.4,5.756,6,1065,,BrewIQ,SHU Lager
11/18/2024 15:06:00,244.1,0.4,5.08,3,0.07,5.4,5.756,6,1064,,BrewIQ,SHU Lager
11/18/2024 15:26:00,244.43,0.4,5.08,3,0.07,5.4,5.756,6,1064,,BrewIQ,SHU Lager
11/18/2024 15:46:00,244.77,0.4,5.02,3,0.08,5.4,5.756,6,1063,,BrewIQ,SHU Lager
11/18/2024 16:06:00,245.1,0.4,5.04,3,0.08,5.4,5.756,6,1069,,BrewIQ,SHU Lager
11/18/2024 16:26:00,245.43,0.4,5.09,3,0.08,5.4,5.756,5,1067,,BrewIQ,SHU Lager
11/18/2024 16:46:00,245.77,0.4,5.06,3,0.07,5.4,5.756,6,1068,,BrewIQ,SHU Lager
11/18/2024 17:06:00,246.1,0.4,5.09,3,0.08,5.4,5.756,6,1066,,BrewIQ,SHU Lager
11/18/2024 17:26:00,246.43,0.4,5.04,3,0.08,5.4,5.756,6,1066,,BrewIQ,SHU Lager
11/18/2024 17:46:00,246.77,0.4,5.05,3,0.08,5.4,5.756,6,1067,,BrewIQ,SHU Lager
11/18/2024 18:06:00,247.1,0.4,5.03,3,0.07,5.4,5.756,6,1064,,BrewIQ,SHU Lager
11/18/2024 18:26:00,247.43,0.4,5.03,3,0.07,5.4,5.756,6,1063,,BrewIQ,SHU Lager
11/18/2024 18:46:00,247.77,0.4,5.05,3,0.07,5.4,5.756,6,1066,,BrewIQ,SHU Lager
11/18/2024 19:06:00,248.1,0.4,5.04,3,0.07,5.4,5.756,6,1062,,BrewIQ,SHU Lager
11/18/2024 19:26:00,248.43,0.4,5.04,3,0.08,5.4,5.756,6,1059,,BrewIQ,SHU Lager
11/18/2024 19:46:00,248.77,0.4,5.05,3,0.08,5.4,5.756,6,1054,,BrewIQ,SHU Lager
11/18/2024 20:06:00,249.1,0.4,5.07,3,0.08,5.4,5.756,6,1057,,BrewIQ,SHU Lager
11/18/2024 20:26:00,249.43,0.4,5.02,3,0.08,5.4,5.756,6,1055,,BrewIQ,SHU Lager
11/18/2024 20:46:00,249.77,0.4,5.05,3,0.07,5.4,5.756,6,1060,,BrewIQ,SHU Lager
11/18/2024 21:06:00,250.1,0.4,5.01,3,0.07,5.4,5.756,6,1059,,BrewIQ,SHU Lager
11/18/2024 21:26:00,250.43,0.4,5.09,3,0.08,5.4,5.756,6,1059,,BrewIQ,SHU Lager
11/18/2024 21:46:00,250.77,0.4,5.09,3,0.08,5.4,5.756,6,1058,,BrewIQ,SHU Lager
11/18/2024 22:06:00,251.1,0.4,5.01,3,0.07,5.4,5.756,6,1053,,BrewIQ,SHU Lager
11/18/2024 22:26:00,251.43,0.4,5.08,3,0.07,5.4,5.756,6,1056,,BrewIQ,SHU Lager
11/18/2024 22:46:00,251.77,0.4,5.06,3,0.07,5.4,5.756,6,1055,,BrewIQ,SHU Lager
11/18/2024 23:06:00,252.1,0.4,5.05,3,0.08,5.4,5.756,6,1057,,BrewIQ,SHU Lager
11/18/2024 23:26:00,252.43,0.4,5.05,3,0.07,5.4,5.756,6,1054,,BrewIQ,SHU Lager
11/18/2024 23:46:00,252.77,0.4,5.09,3,0.07,5.4,5.756,6,1055,,BrewIQ,SHU Lager
11/19/2024 00:06:00,253.1,0.4,5.07,3,0.07,5.4,5.756,6,1060,,BrewIQ,SHU Lager
11/19/2024 00:26:00,253.43,0.4,5.04,3,0.08,5.4,5.756,6,1057,,BrewIQ,SHU Lager
11/19/2024 00:46:00,253.77,0.4,5.05,3,0.07,5.4,5.756,6,1055,,BrewIQ,SHU Lager
11/19/2024 01:06:00,254.1,0.4,5.04,3,0.08,5.4,5.756,6,1058,,BrewIQ,SHU Lager
11/19/2024 01:26:00,254.43,0.4,5.02,3,0.07,5.4,5.756,6,1051,,BrewIQ,SHU Lager
11/19/2024 01:46:00,254.77,0.4,5.05,3,0.07,5.4,5.756,6,1051,,BrewIQ,SHU Lager
11/19/2024 02:06:00,255.1,0.4,5.02,3,0.07,5.4,5.756,6,1052,,BrewIQ,SHU Lager
11/19/2024 02:26:00,255.43,0.4,5.03,3,0.07,5.4,5.756,6,1054,,BrewIQ,SHU Lager
11/19/2024 02:46:00,255.77,0.4,5.04,3,0.08,5.4,5.756,6,1050,,BrewIQ,SHU Lager
11/19/2024 03:06:00,256.1,0.4,5.07,3,0.07,5.4,5.756,6,1049,,BrewIQ,SHU Lager
11/19/2024 03:26:00,256.43,0.4,5.04,3,0.07,5.4,5.756,6,1050,,BrewIQ,SHU Lager
11/19/2024 03:46:00,256.77,0.4,5.01,3,0.08,5.4,5.756,6,1051,,BrewIQ,SHU Lager
11/19/2024 04:06:00,257.1,0.4,5.01,3,0.08,5.4,5.756,6,1047,,BrewIQ,SHU Lager
11/19/2024 04:26:00,257.43,0.4,5.05,3,0.08,5.4,5.756,6,1051,,BrewIQ,SHU Lager
11/19/2024 04:46:00,257.77,0.4,5.05,3,0.08,5.4,5.756,6,1050,,BrewIQ,SHU Lager
11/19/2024 05:06:00,258.1,0.4,5.1,3,0.08,5.4,5.756,6,1048,,BrewIQ,SHU Lager
11/19/2024 05:26:00,258.43,0.4,5.05,3,0.07,5.4,5.756,6,1050,,BrewIQ,SHU Lager
11/19/2024 05:46:00,258.77,0.4,5.05,3,0.07,5.4,5.756,6,1049,,BrewIQ,SHU Lager
11/19/2024 06:06:00,259.1,0.4,5.02,3,0.07,5.4,5.756,6,1045,,BrewIQ,SHU Lager
11/19/2024 06:26:00,259.43,0.4,5.04,3,0.08,5.4,5.756,6,1054,,BrewIQ,SHU Lager
11/19/2024 06:46:00,259.77,0.4,5.06,3,0.07,5.4,5.756,6,1050,,BrewIQ,SHU Lager
11/19/2024 07:06:00,260.1,0.4,5.05,3,0.07,5.4,5.756,6,1052,,BrewIQ,SHU Lager
11/19/2024 07:26:00,260.43,0.4,5.05,3,0.07,5.4,5.756,6,1053,,BrewIQ,SHU Lager
11/19/2024 07:46:00,260.77,0.4,5.04,3,0.07,5.4,5.756,6,1050,,BrewIQ,SHU Lager
11/19/2024 08:06:00,261.1,0.4,5.09,3,0.07,5.4,5.756,6,1049,,BrewIQ,SHU Lager
11/19/2024 08:26:00,261.43,0.4,5.08,3,0.07,5.4,5.756,6,1047,,BrewIQ,SHU Lager
11/19/2024 08:46:00,261.77,0.4,5.08,3,0.08,5.4,5.756,6,1045,,BrewIQ,SHU Lager
11/19/2024 09:06:00,262.1,0.4,5.04,3,0.07,5.4,5.756,6,1045,,BrewIQ,SHU Lager
11/19/2024 09:26:00,262.43,0.4,5.06,3,0.08,5.4,5.756,6,1045,,BrewIQ,SHU Lager
11/19/2024 09:46:00,262.77,0.4,5.05,3,0.07,5.4,5.756,6,1047,,BrewIQ,SHU Lager
11/19/2024 10:06:00,263.1,0.4,5.08,3,0.07,5.4,5.756,6,1043,,BrewIQ,SHU Lager
