Timestamp (BST),Hours from Pitch,DO (mg/L),Gravity (°P),Pressure (Bar),Fluid Temp (°C),Ambient Temp (°C),Conductivity (uS/cm)
2023-04-06 09:20:00,137.85,0.56,2.7,0.05,7.6,6.0,2315.0
2023-04-06 09:30:00,138.02,0.56,2.7,0.05,7.6,6.0,2312.0
2023-04-06 09:40:00,138.18,0.56,2.7,0.05,7.6,6.0,2308.0
2023-04-06 09:50:00,138.35,0.56,2.7,0.05,7.5,6.0,2310.0
2023-04-06 10:00:00,138.52,0.56,2.7,0.05,7.5,6.0,2307.0
2023-04-06 10:10:00,138.68,0.56,2.7,0.05,7.5,6.0,2305.0
2023-04-06 10:20:00,138.85,0.56,2.7,0.05,7.4,6.0,2310.0
2023-04-06 10:30:00,139.02,0.56,2.7,0.05,7.3,6.0,2317.0
2023-04-06 10:40:00,139.18,0.56,2.7,0.05,7.3,6.0,2314.0
2023-04-06 10:50:00,139.35,0.56,2.7,0.05,7.2,6.0,2316.0
2023-04-06 11:00:00,139.52,0.56,2.7,0.05,7.2,6.0,2313.0
2023-04-06 11:10:00,139.68,0.56,2.7,0.05,7.1,6.0,2315.0
2023-04-06 11:20:00,139.85,0.56,2.7,0.05,7.1,6.0,2317.0
2023-04-06 11:30:00,140.02,0.56,2.7,0.05,7.1,6.0,2314.0
2023-04-06 11:40:00,140.18,0.56,2.7,0.05,7.0,6.0,2316.0
2023-04-06 11:50:00,140.35,0.56,2.7,0.05,6.9,6.0,2317.0
2023-04-06 12:00:00,140.52,0.56,2.7,0.05,6.9,6.0,2315.0
2023-04-06 12:10:00,140.68,0.57,2.7,0.05,6.9,6.0,2316.0
2023-04-06 12:20:00,140.85,0.57,2.7,0.05,6.9,6.0,2314.0
2023-04-06 12:30:00,141.02,0.57,2.7,0.05,6.9,6.0,2312.0
2023-04-06 12:40:00,141.18,0.56,2.7,0.05,6.8,6.0,2315.0
2023-04-06 12:50:00,141.35,0.56,2.7,0.05,6.8,6.0,2312.0
2023-04-06 13:00:00,141.52,0.56,2.7,0.05,6.8,6.0,2310.0
2023-04-06 13:10:00,141.68,0.58,2.7,0.05,6.7,6.0,2316.0
2023-04-06 13:20:00,141.85,0.58,2.7,0.05,6.7,6.0,2313.0
2023-04-06 13:30:00,142.02,0.58,2.7,0.05,6.8,6.0,2307.0
2023-04-06 13:40:00,142.18,0.58,2.7,0.05,6.6,6.0,2313.0
2023-04-06 13:50:00,142.35,0.57,2.7,0.05,6.6,6.0,2316.0
2023-04-06 14:00:00,142.52,0.57,2.7,0.05,6.6,6.0,2314.0
2023-04-06 14:10:00,142.68,0.58,2.7,0.05,6.6,6.0,2307.0
2023-04-06 14:20:00,142.85,0.58,2.7,0.05,6.6,6.0,2311.0
2023-04-06 14:30:00,143.02,0.58,2.7,0.05,6.6,6.0,2310.0
2023-04-06 14:40:00,143.18,0.58,2.7,0.05,6.5,6.0,2312.0
2023-04-06 14:50:00,143.35,0.58,2.7,0.05,6.5,6.0,2311.0
2023-04-06 15:00:00,143.52,0.58,2.7,0.05,6.5,6.0,2309.0
2023-04-06 15:10:00,143.68,0.57,2.7,0.05,6.4,6.0,2311.0
2023-04-06 15:20:00,143.85,0.57,2.7,0.05,6.3,6.0,2319.0
2023-04-06 15:30:00,144.02,0.57,2.7,0.05,6.4,6.0,2308.0
2023-04-06 15:40:00,144.18,0.57,2.7,0.05,6.3,6.0,2316.0
2023-04-06 15:50:00,144.35,0.57,2.7,0.05,6.3,6.0,2318.0
2023-04-06 16:00:00,144.52,0.58,2.7,0.05,6.3,6.0,2317.0
2023-04-06 16:10:00,144.68,0.58,2.7,0.05,6.3,6.0,2314.0
2023-04-06 16:20:00,144.85,0.58,2.7,0.05,6.3,6.0,2312.0
2023-04-06 16:30:00,145.02,0.58,2.7,0.05,6.2,6.0,2315.0
2023-04-06 16:40:00,145.18,0.58,2.7,0.05,6.1,6.0,2317.0
2023-04-06 16:50:00,145.35,0.58,2.7,0.05,6.3,6.0,2306.0
2023-04-06 17:00:00,145.52,0.58,2.7,0.05,6.2,6.0,2309.0
2023-04-06 17:10:00,145.68,0.57,2.7,0.05,6.3,6.0,2303.0
2023-04-06 17:20:00,145.85,0.58,2.7,0.05,6.2,6.0,2305.0
2023-04-06 17:30:00,146.02,0.58,2.7,0.05,6.1,6.0,2308.0
2023-04-06 17:40:00,146.18,0.58,2.7,0.05,6.1,6.0,2312.0
2023-04-06 17:50:00,146.35,0.58,2.7,0.05,6.1,6.0,2310.0
2023-04-06 18:00:00,146.52,0.58,2.7,0.05,6.1,6.0,2304.0
2023-04-06 18:10:00,146.68,0.58,2.7,0.05,6.1,6.0,2308.0
2023-04-06 18:20:00,146.85,0.58,2.7,0.05,6.1,6.0,2306.0
2023-04-06 18:30:00,147.02,0.57,2.7,0.05,5.9,6.0,2314.0
2023-04-06 18:40:00,147.18,0.57,2.7,0.05,5.9,6.0,2312.0
2023-04-06 18:50:00,147.35,0.57,2.7,0.05,5.9,6.0,2310.0
2023-04-06 19:00:00,147.52,0.59,2.7,0.05,5.9,6.0,2313.0
2023-04-06 19:10:00,147.68,0.59,2.7,0.05,5.9,6.0,2311.0
2023-04-06 19:20:00,147.85,0.59,2.7,0.05,5.9,6.0,2310.0
2023-04-06 19:30:00,148.02,0.59,2.7,0.05,5.9,6.0,2309.0
2023-04-06 19:40:00,148.18,0.58,2.7,0.05,5.8,6.0,2313.0
2023-04-06 19:50:00,148.35,0.58,2.7,0.05,5.8,6.0,2311.0
2023-04-06 20:00:00,148.52,0.58,2.7,0.05,5.8,6.0,2310.0
2023-04-06 20:10:00,148.68,0.59,2.7,0.05,5.8,6.0,2313.0
2023-04-06 20:20:00,148.85,0.59,2.7,0.05,5.8,6.0,2311.0
2023-04-06 20:30:00,149.02,0.58,2.7,0.05,5.8,6.0,2306.0
2023-04-06 20:40:00,149.18,0.58,2.7,0.05,5.8,6.0,2304.0
2023-04-06 20:50:00,149.35,0.58,2.7,0.05,5.8,6.0,2303.0
2023-04-06 21:00:00,149.52,0.59,2.7,0.05,5.7,6.0,2311.0
2023-04-06 21:10:00,149.68,0.59,2.7,0.05,5.7,6.0,2310.0
2023-04-06 21:20:00,149.85,0.59,2.7,0.05,5.7,6.0,2308.0
2023-04-06 21:30:00,150.02,0.59,2.7,0.05,5.7,6.0,2308.0
2023-04-06 21:40:00,150.18,0.58,2.7,0.05,5.6,6.0,2311.0
2023-04-06 21:50:00,150.35,0.58,2.7,0.05,5.6,6.0,2311.0
2023-04-06 22:00:00,150.52,0.58,2.7,0.05,5.6,6.0,2310.0
2023-04-06 22:10:00,150.68,0.58,2.7,0.05,5.6,6.0,2308.0
2023-04-06 22:20:00,150.85,0.58,2.7,0.05,5.6,6.0,2307.0
2023-04-06 22:30:00,151.02,0.58,2.7,0.05,5.6,6.0,2312.0
2023-04-06 22:40:00,151.18,0.58,2.7,0.05,5.6,6.0,2305.0
2023-04-06 22:50:00,151.35,0.58,2.7,0.05,5.6,6.0,2310.0
2023-04-06 23:00:00,151.52,0.58,2.7,0.05,5.5,6.0,2314.0
2023-04-06 23:10:00,151.68,0.58,2.7,0.05,5.6,6.0,2308.0
2023-04-06 23:20:00,151.85,0.58,2.7,0.05,5.5,6.0,2311.0
2023-04-06 23:30:00,152.02,0.58,2.7,0.05,5.5,6.0,2310.0
2023-04-06 23:40:00,152.18,0.58,2.7,0.05,5.6,6.0,2305.0
2023-04-06 23:50:00,152.35,0.58,2.7,0.05,5.4,6.0,2313.0
2023-04-07 00:00:00,152.52,0.58,2.7,0.05,5.6,6.0,2303.0
2023-04-07 00:10:00,152.68,0.58,2.7,0.05,5.4,6.0,2311.0
2023-04-07 00:20:00,152.85,0.58,2.7,0.05,5.5,6.0,2305.0
2023-04-07 00:30:00,153.02,0.58,2.7,0.05,5.4,6.0,2309.0
2023-04-07 00:40:00,153.18,0.58,2.7,0.05,5.4,6.0,2308.0
2023-04-07 00:50:00,153.35,0.58,2.7,0.05,5.4,6.0,2311.0
2023-04-07 01:00:00,153.52,0.59,2.7,0.05,5.3,6.0,2316.0
2023-04-07 01:10:00,153.68,0.59,2.7,0.05,5.3,6.0,2314.0
2023-04-07 01:20:00,153.85,0.59,2.7,0.05,5.4,6.0,2308.0
2023-04-07 01:30:00,154.02,0.59,2.7,0.05,5.4,6.0,2308.0
2023-04-07 01:40:00,154.18,0.59,2.7,0.05,5.4,6.0,2307.0
2023-04-07 01:50:00,154.35,0.59,2.7,0.05,5.4,6.0,2306.0
2023-04-07 02:00:00,154.52,0.6,2.7,0.05,5.3,6.0,2311.0
2023-04-07 02:10:00,154.68,0.6,2.7,0.05,5.3,6.0,2309.0
2023-04-07 02:20:00,154.85,0.59,2.7,0.05,5.3,6.0,2314.0
2023-04-07 02:30:00,155.02,0.59,2.7,0.05,5.4,6.0,2304.0
2023-04-07 02:40:00,155.18,0.59,2.7,0.05,5.3,6.0,2313.0
2023-04-07 02:50:00,155.35,0.59,2.7,0.05,5.3,6.0,2312.0
2023-04-07 03:00:00,155.52,0.59,2.7,0.05,5.3,6.0,2312.0
2023-04-07 03:10:00,155.68,0.59,2.7,0.05,5.3,6.0,2311.0
2023-04-07 03:20:00,155.85,0.59,2.7,0.05,5.3,6.0,2310.0
2023-04-07 03:30:00,156.02,0.59,2.7,0.05,5.2,6.0,2314.0
2023-04-07 03:40:00,156.18,0.59,2.7,0.05,5.2,6.0,2313.0
2023-04-07 03:50:00,156.35,0.59,2.7,0.05,5.1,6.0,2317.0
2023-04-07 04:00:00,156.52,0.59,2.7,0.05,5.2,6.0,2312.0
2023-04-07 04:10:00,156.68,0.6,2.7,0.05,5.1,6.0,2316.0
2023-04-07 04:20:00,156.85,0.6,2.7,0.05,5.1,6.0,2315.0
2023-04-07 04:30:00,157.02,0.59,2.7,0.05,5.2,6.0,2311.0
2023-04-07 04:40:00,157.18,0.59,2.7,0.05,5.3,6.0,2305.0
2023-04-07 04:50:00,157.35,0.59,2.7,0.05,5.1,6.0,2313.0
2023-04-07 05:00:00,157.52,0.6,2.7,0.05,5.1,6.0,2313.0
2023-04-07 05:10:00,157.68,0.6,2.7,0.05,5.1,6.0,2312.0
2023-04-07 05:20:00,157.85,0.6,2.7,0.05,5.1,6.0,2312.0
2023-04-07 05:30:00,158.02,0.6,2.7,0.05,5.1,6.0,2311.0
2023-04-07 05:40:00,158.18,0.6,2.7,0.05,5.1,6.0,2311.0
2023-04-07 05:50:00,158.35,0.6,2.7,0.05,5.1,6.0,2315.0
2023-04-07 06:00:00,158.52,0.6,2.7,0.05,5.1,6.0,2310.0
2023-04-07 06:10:00,158.68,0.59,2.7,0.05,5.0,6.0,2319.0
2023-04-07 06:20:00,158.85,0.59,2.7,0.05,5.0,6.0,2319.0
2023-04-07 06:30:00,159.02,0.59,2.7,0.05,5.1,6.0,2314.0
2023-04-07 06:40:00,159.18,0.59,2.7,0.05,5.0,6.0,2317.0
2023-04-07 06:50:00,159.35,0.59,2.7,0.05,5.1,6.0,2312.0
2023-04-07 07:00:00,159.52,0.59,2.7,0.05,5.0,6.0,2316.0
2023-04-07 07:10:00,159.68,0.59,2.7,0.05,5.0,6.0,2315.0
2023-04-07 07:20:00,159.85,0.59,2.7,0.05,4.9,6.0,2319.0
2023-04-07 07:30:00,160.03,0.59,2.7,0.05,5.0,6.0,2315.0
2023-04-07 07:40:00,160.2,0.59,2.7,0.05,4.9,6.0,2318.0
2023-04-07 07:50:00,160.37,0.59,2.7,0.05,5.0,6.0,2314.0
2023-04-07 08:00:00,160.53,0.59,2.7,0.05,5.0,6.0,2313.0
2023-04-07 08:10:00,160.7,0.59,2.7,0.05,4.9,6.0,2317.0
2023-04-07 08:20:00,160.87,0.59,2.7,0.05,5.0,6.0,2313.0
2023-04-07 08:30:00,161.03,0.59,2.7,0.05,4.9,6.0,2317.0
2023-04-07 08:40:00,161.2,0.59,2.7,0.05,4.9,6.0,2317.0
2023-04-07 08:50:00,161.37,0.59,2.7,0.05,4.9,6.0,2316.0
2023-04-07 09:00:00,161.53,0.6,2.7,0.05,4.9,6.0,2321.0
2023-04-07 09:10:00,161.7,0.6,2.7,0.05,4.9,6.0,2320.0
2023-04-07 09:20:00,161.87,0.6,2.7,0.05,4.9,6.0,2319.0
2023-04-07 09:30:00,162.03,0.59,2.7,0.05,5.0,6.0,2310.0
2023-04-07 09:40:00,162.2,0.6,2.7,0.05,4.9,6.0,2318.0
2023-04-07 09:50:00,162.37,0.6,2.7,0.05,4.9,6.0,2317.0
2023-04-07 10:00:00,162.53,0.59,2.7,0.05,4.9,6.0,2313.0
2023-04-07 10:10:00,162.7,0.59,2.7,0.05,4.9,6.0,2312.0
2023-04-07 10:20:00,162.87,0.6,2.7,0.05,4.9,6.0,2316.0
2023-04-07 10:30:00,163.03,0.6,2.7,0.05,4.9,6.0,2316.0
2023-04-07 10:40:00,163.2,0.6,2.7,0.05,4.8,6.0,2320.0
2023-04-07 10:50:00,163.37,0.6,2.7,0.05,4.8,6.0,2324.0
2023-04-07 11:00:00,163.53,0.6,2.7,0.05,4.8,6.0,2319.0
2023-04-07 11:10:00,163.7,0.6,2.7,0.05,4.8,6.0,2318.0
2023-04-07 11:20:00,163.87,0.6,2.7,0.05,4.8,6.0,2322.0
2023-04-07 11:30:00,164.03,0.6,2.7,0.05,4.8,6.0,2317.0
2023-04-07 11:40:00,164.2,0.6,2.7,0.05,4.8,6.0,2316.0
2023-04-07 11:50:00,164.37,0.6,2.7,0.05,4.8,6.0,2315.0
2023-04-07 12:00:00,164.53,0.6,2.7,0.05,4.9,6.0,2311.0
2023-04-07 12:10:00,164.7,0.6,2.7,0.05,4.8,6.0,2320.0
2023-04-07 12:20:00,164.87,0.6,2.7,0.05,4.8,6.0,2315.0
2023-04-07 12:30:00,165.03,0.6,2.7,0.05,4.8,6.0,2320.0
2023-04-07 12:40:00,165.2,0.6,2.7,0.05,4.8,6.0,2314.0
2023-04-07 12:50:00,165.37,0.6,2.7,0.05,4.8,6.0,2318.0
2023-04-07 13:00:00,165.53,0.6,2.7,0.05,4.8,6.0,2318.0
2023-04-07 13:10:00,165.7,0.61,2.7,0.05,4.7,6.0,2322.0
2023-04-07 13:20:00,165.87,0.61,2.7,0.05,4.7,6.0,2322.0
2023-04-07 13:30:00,166.03,0.61,2.7,0.05,4.7,6.0,2322.0
2023-04-07 13:40:00,166.2,0.6,2.7,0.05,4.8,6.0,2311.0
2023-04-07 13:50:00,166.37,0.6,2.7,0.05,4.8,6.0,2315.0
2023-04-07 14:00:00,166.53,0.6,2.7,0.05,4.8,6.0,2311.0
2023-04-07 14:10:00,166.7,0.61,2.7,0.05,4.7,6.0,2319.0
2023-04-07 14:20:00,166.87,0.61,2.7,0.05,4.7,6.0,2319.0
2023-04-07 14:30:00,167.03,0.6,2.7,0.05,4.8,6.0,2314.0
2023-04-07 14:40:00,167.2,0.61,2.7,0.05,4.7,6.0,2318.0
2023-04-07 14:50:00,167.37,0.59,2.7,0.05,4.6,6.0,2323.0
2023-04-07 15:00:00,167.53,0.61,2.7,0.05,4.7,6.0,2318.0
2023-04-07 15:10:00,167.7,0.61,2.7,0.05,4.7,6.0,2318.0
2023-04-07 15:20:00,167.87,0.6,2.7,0.05,4.6,6.0,2328.0
2023-04-07 15:30:00,168.03,0.6,2.7,0.05,4.8,6.0,2313.0
2023-04-07 15:40:00,168.2,0.6,2.7,0.05,4.8,6.0,2312.0
2023-04-07 15:50:00,168.37,0.61,2.7,0.05,4.7,6.0,2316.0
2023-04-07 16:00:00,168.53,0.61,2.7,0.05,4.7,6.0,2316.0
2023-04-07 16:10:00,168.7,0.59,2.7,0.05,4.6,6.0,2320.0
2023-04-07 16:20:00,168.87,0.6,2.7,0.05,4.6,6.0,2325.0
2023-04-07 16:30:00,169.03,0.6,2.7,0.05,4.6,6.0,2321.0
2023-04-07 16:40:00,169.2,0.61,2.7,0.05,4.7,6.0,2315.0
2023-04-07 16:50:00,169.37,0.61,2.7,0.05,4.7,6.0,2315.0
2023-04-07 17:00:00,169.53,0.6,2.7,0.05,4.6,6.0,2320.0
2023-04-07 17:10:00,169.7,0.6,2.7,0.05,4.6,6.0,2319.0
2023-04-07 17:20:00,169.87,0.6,2.7,0.05,4.6,6.0,2324.0
2023-04-07 17:30:00,170.03,0.6,2.7,0.05,4.6,6.0,2324.0
2023-04-07 17:40:00,170.2,0.6,2.7,0.05,4.6,6.0,2318.0
2023-04-07 17:50:00,170.37,0.6,2.7,0.05,4.6,6.0,2317.0
2023-04-07 18:00:00,170.53,0.61,2.7,0.05,4.7,6.0,2313.0
2023-04-07 18:10:00,170.7,0.6,2.7,0.05,4.6,6.0,2317.0
2023-04-07 18:20:00,170.87,0.6,2.7,0.05,4.6,6.0,2317.0
2023-04-07 18:30:00,171.03,0.61,2.7,0.05,4.7,6.0,2312.0
2023-04-07 18:40:00,171.2,0.6,2.7,0.05,4.6,6.0,2316.0
2023-04-07 18:50:00,171.37,0.6,2.7,0.05,4.6,6.0,2321.0
2023-04-07 19:00:00,171.53,0.6,2.7,0.05,4.6,6.0,2316.0
2023-04-07 19:10:00,171.7,0.6,2.7,0.05,4.6,6.0,2321.0
2023-04-07 19:20:00,171.87,0.6,2.7,0.05,4.6,5.0,2321.0
2023-04-07 19:30:00,172.03,0.6,2.7,0.05,4.6,6.0,2320.0
2023-04-07 19:40:00,172.2,0.6,2.7,0.05,4.6,6.0,2315.0
2023-04-07 19:50:00,172.37,0.6,2.7,0.05,4.6,6.0,2320.0
2023-04-07 20:00:00,172.53,0.59,2.7,0.05,4.6,6.0,2315.0
2023-04-07 20:10:00,172.7,0.6,2.7,0.05,4.6,6.0,2321.0
2023-04-07 20:20:00,172.87,0.6,2.7,0.05,4.6,6.0,2314.0
2023-04-07 20:30:00,173.03,0.6,2.7,0.05,4.6,6.0,2315.0
2023-04-07 20:40:00,173.2,0.6,2.7,0.05,4.6,6.0,2314.0
2023-04-07 20:50:00,173.37,0.6,2.7,0.05,4.6,6.0,2314.0
2023-04-07 21:00:00,173.53,0.6,2.7,0.05,4.6,6.0,2314.0
2023-04-07 21:10:00,173.7,0.6,2.7,0.05,4.6,6.0,2319.0
2023-04-07 21:20:00,173.87,0.6,2.7,0.05,4.6,6.0,2313.0
2023-04-07 21:30:00,174.03,0.6,2.7,0.05,4.6,6.0,2314.0
2023-04-07 21:40:00,174.2,0.6,2.7,0.05,4.6,6.0,2319.0
2023-04-07 21:50:00,174.37,0.59,2.7,0.05,4.6,6.0,2313.0
2023-04-07 22:00:00,174.53,0.59,2.7,0.05,4.6,6.0,2314.0
2023-04-07 22:10:00,174.7,0.6,2.7,0.05,4.6,6.0,2313.0
2023-04-07 22:20:00,174.87,0.6,2.7,0.05,4.6,6.0,2318.0
2023-04-07 22:30:00,175.03,0.6,2.7,0.05,4.6,6.0,2313.0
2023-04-07 22:40:00,175.2,0.61,2.7,0.05,4.5,6.0,2322.0
2023-04-07 22:50:00,175.37,0.6,2.7,0.05,4.6,6.0,2317.0
2023-04-07 23:00:00,175.53,0.6,2.7,0.05,4.6,6.0,2318.0
2023-04-07 23:10:00,175.7,0.6,2.7,0.05,4.5,6.0,2322.0
2023-04-07 23:20:00,175.87,0.6,2.7,0.05,4.6,6.0,2317.0
2023-04-07 23:30:00,176.03,0.6,2.7,0.05,4.6,6.0,2312.0
2023-04-07 23:40:00,176.2,0.6,2.7,0.05,4.6,6.0,2317.0
2023-04-07 23:50:00,176.37,0.61,2.7,0.05,4.5,6.0,2322.0
2023-04-08 00:00:00,176.53,0.6,2.7,0.05,4.6,6.0,2317.0
2023-04-08 00:10:00,176.7,0.6,2.7,0.05,4.6,6.0,2317.0
2023-04-08 00:20:00,176.87,0.6,2.7,0.05,4.6,6.0,2316.0
2023-04-08 00:30:00,177.03,0.6,2.7,0.05,4.6,6.0,2317.0
2023-04-08 00:40:00,177.2,0.6,2.7,0.05,4.6,6.0,2316.0
2023-04-08 00:50:00,177.37,0.6,2.7,0.05,4.6,6.0,2316.0
2023-04-08 01:00:00,177.53,0.6,2.7,0.05,4.6,6.0,2311.0
2023-04-08 01:10:00,177.7,0.6,2.7,0.05,4.6,6.0,2316.0
2023-04-08 01:20:00,177.87,0.6,2.7,0.05,4.6,6.0,2316.0
2023-04-08 01:30:00,178.03,0.6,2.7,0.05,4.6,6.0,2312.0
2023-04-08 01:40:00,178.2,0.6,2.7,0.05,4.6,6.0,2317.0
2023-04-08 01:50:00,178.37,0.6,2.7,0.05,4.6,6.0,2317.0
2023-04-08 02:00:00,178.53,0.6,2.7,0.05,4.6,6.0,2317.0
2023-04-08 02:10:00,178.7,0.6,2.7,0.05,4.6,6.0,2316.0
2023-04-08 02:20:00,178.87,0.6,2.7,0.05,4.6,6.0,2311.0
2023-04-08 02:30:00,179.03,0.6,2.7,0.05,4.6,6.0,2311.0
2023-04-08 02:40:00,179.2,0.61,2.7,0.05,4.5,6.0,2321.0
2023-04-08 02:50:00,179.37,0.61,2.7,0.05,4.5,6.0,2321.0
2023-04-08 03:00:00,179.53,0.6,2.7,0.05,4.6,6.0,2317.0
2023-04-08 03:10:00,179.7,0.6,2.7,0.05,4.6,6.0,2316.0
2023-04-08 03:20:00,179.87,0.6,2.7,0.05,4.6,6.0,2316.0
2023-04-08 03:30:00,180.03,0.6,2.7,0.05,4.6,6.0,2317.0
2023-04-08 03:40:00,180.2,0.61,2.7,0.05,4.6,6.0,2316.0
2023-04-08 03:50:00,180.37,0.6,2.7,0.05,4.6,6.0,2316.0
2023-04-08 04:00:00,180.53,0.61,2.7,0.05,4.5,6.0,2321.0
2023-04-08 04:10:00,180.7,0.61,2.7,0.05,4.5,6.0,2320.0
2023-04-08 04:20:00,180.87,0.6,2.7,0.05,4.6,6.0,2316.0
2023-04-08 04:30:00,181.03,0.61,2.7,0.05,4.5,6.0,2321.0
2023-04-08 04:40:00,181.2,0.61,2.7,0.05,4.5,6.0,2320.0
2023-04-08 04:50:00,181.37,0.61,2.7,0.05,4.5,6.0,2320.0
2023-04-08 05:00:00,181.53,0.61,2.7,0.05,4.5,6.0,2321.0
2023-04-08 05:10:00,181.7,0.6,2.7,0.05,4.6,6.0,2316.0
2023-04-08 05:20:00,181.87,0.61,2.7,0.05,4.5,6.0,2321.0
2023-04-08 05:30:00,182.03,0.61,2.7,0.05,4.5,6.0,2321.0
2023-04-08 05:40:00,182.2,0.6,2.7,0.05,4.6,6.0,2316.0
2023-04-08 05:50:00,182.37,0.6,2.7,0.05,4.6,6.0,2316.0
2023-04-08 06:00:00,182.53,0.61,2.7,0.05,4.5,6.0,2321.0
2023-04-08 06:10:00,182.7,0.61,2.7,0.05,4.5,6.0,2321.0
2023-04-08 06:20:00,182.87,0.61,2.7,0.05,4.4,6.0,2325.0
2023-04-08 06:30:00,183.03,0.61,2.7,0.05,4.6,6.0,2316.0
2023-04-08 06:40:00,183.2,0.61,2.7,0.05,4.5,6.0,2320.0
2023-04-08 06:50:00,183.37,0.6,2.7,0.05,4.6,6.0,2315.0
2023-04-08 07:00:00,183.53,0.6,2.7,0.05,4.6,6.0,2310.0
2023-04-08 07:10:00,183.7,0.61,2.7,0.05,4.6,6.0,2316.0
2023-04-08 07:20:00,183.87,0.61,2.7,0.05,4.5,6.0,2320.0
2023-04-08 07:30:00,184.03,0.6,2.7,0.05,4.6,6.0,2311.0
2023-04-08 07:40:00,184.2,0.61,2.7,0.05,4.5,6.0,2320.0
2023-04-08 07:50:00,184.37,0.61,2.7,0.05,4.4,6.0,2325.0
2023-04-08 08:00:00,184.53,0.61,2.7,0.05,4.4,6.0,2325.0
2023-04-08 08:10:00,184.7,0.61,2.7,0.05,4.5,6.0,2319.0
2023-04-08 08:20:00,184.87,0.61,2.7,0.05,4.5,6.0,2320.0
2023-04-08 08:30:00,185.03,0.61,2.7,0.05,4.6,6.0,2316.0
2023-04-08 08:40:00,185.2,0.61,2.7,0.05,4.5,6.0,2320.0
2023-04-08 08:50:00,185.37,0.61,2.7,0.05,4.6,6.0,2316.0
2023-04-08 09:00:00,185.53,0.61,2.7,0.05,4.6,6.0,2316.0
2023-04-08 09:10:00,185.7,0.61,2.7,0.05,4.5,6.0,2320.0
2023-04-08 09:20:00,185.87,0.61,2.7,0.05,4.5,6.0,2319.0
2023-04-08 09:30:00,186.03,0.61,2.7,0.05,4.6,6.0,2315.0
2023-04-08 09:40:00,186.2,0.61,2.7,0.05,4.4,6.0,2324.0
2023-04-08 09:50:00,186.37,0.61,2.7,0.05,4.6,6.0,2314.0
2023-04-08 10:00:00,186.53,0.61,2.7,0.05,4.6,6.0,2314.0
2023-04-08 10:10:00,186.7,0.61,2.7,0.05,4.6,6.0,2314.0
2023-04-08 10:20:00,186.87,0.61,2.7,0.05,4.5,6.0,2319.0
2023-04-08 10:30:00,187.03,0.61,2.7,0.05,4.5,6.0,2319.0
2023-04-08 10:40:00,187.2,0.61,2.7,0.05,4.5,6.0,2319.0
2023-04-08 10:50:00,187.37,0.61,2.7,0.05,4.5,6.0,2318.0
2023-04-08 11:00:00,187.53,0.6,2.7,0.05,4.6,6.0,2309.0
2023-04-08 11:10:00,187.7,0.61,2.7,0.05,4.5,6.0,2319.0
2023-04-08 11:20:00,187.87,0.61,2.7,0.05,4.6,6.0,2314.0
2023-04-08 11:30:00,188.03,0.61,2.7,0.05,4.5,6.0,2319.0
2023-04-08 11:40:00,188.2,0.61,2.7,0.05,4.5,6.0,2319.0
2023-04-08 11:50:00,188.37,0.61,2.7,0.05,4.4,6.0,2323.0
2023-04-08 12:00:00,188.53,0.61,2.7,0.05,4.6,6.0,2314.0
2023-04-08 12:10:00,188.7,0.61,2.7,0.05,4.6,6.0,2313.0
2023-04-08 12:20:00,188.87,0.61,2.7,0.05,4.5,6.0,2318.0
2023-04-08 12:30:00,189.03,0.61,2.7,0.05,4.6,6.0,2314.0
2023-04-08 12:40:00,189.2,0.61,2.7,0.05,4.5,6.0,2319.0
2023-04-08 12:50:00,189.37,0.61,2.7,0.05,4.5,6.0,2319.0
2023-04-08 13:00:00,189.53,0.61,2.7,0.05,4.6,6.0,2314.0
2023-04-08 13:10:00,189.7,0.61,2.7,0.05,4.6,6.0,2314.0
2023-04-08 13:20:00,189.87,0.61,2.7,0.05,4.6,6.0,2313.0
2023-04-08 13:30:00,190.03,0.61,2.7,0.05,4.6,6.0,2315.0
2023-04-08 13:40:00,190.2,0.61,2.7,0.05,4.5,6.0,2319.0
2023-04-08 13:50:00,190.37,0.61,2.7,0.05,4.5,6.0,2319.0
2023-04-08 14:00:00,190.53,0.61,2.7,0.05,4.6,6.0,2314.0
2023-04-08 14:10:00,190.7,0.61,2.7,0.05,4.5,6.0,2318.0
2023-04-08 14:20:00,190.87,0.61,2.7,0.05,4.6,6.0,2314.0
2023-04-08 14:30:00,191.03,0.6,2.7,0.05,4.6,6.0,2309.0
2023-04-08 14:40:00,191.2,0.61,2.7,0.05,4.5,6.0,2319.0
2023-04-08 14:50:00,191.37,0.61,2.7,0.05,4.5,6.0,2319.0
2023-04-08 15:00:00,191.53,0.61,2.7,0.05,4.6,6.0,2315.0
2023-04-08 15:10:00,191.7,0.62,2.7,0.05,4.5,6.0,2319.0
2023-04-08 15:20:00,191.87,0.61,2.7,0.05,4.5,6.0,2319.0
2023-04-08 15:30:00,192.03,0.61,2.7,0.05,4.6,6.0,2315.0
2023-04-08 15:40:00,192.2,0.61,2.7,0.05,4.4,6.0,2323.0
2023-04-08 15:50:00,192.37,0.61,2.7,0.05,4.5,6.0,2318.0
2023-04-08 16:00:00,192.53,0.61,2.7,0.05,4.6,6.0,2314.0
2023-04-08 16:10:00,192.7,0.61,2.7,0.05,4.6,6.0,2313.0
2023-04-08 16:20:00,192.87,0.61,2.7,0.05,4.5,6.0,2318.0
