Timestamp (BST),Hours from Pitch,DO (mg/L),pH,Gravity (°P),Pressure (Bar),Fluid Temp (°C),Conductivity (uS/cm)
2023-04-17 22:20:00,78.33,0.08,4.8,8.1,0.08,21.3,2628.0
2023-04-17 22:30:00,78.5,0.07,4.8,8.0,0.08,21.2,2631.0
2023-04-17 22:40:00,78.67,0.07,4.8,8.0,0.08,21.3,2628.0
2023-04-17 22:50:00,78.83,0.06,4.8,8.0,0.08,21.3,2629.0
2023-04-17 23:00:00,79.0,0.06,4.8,8.0,0.08,21.3,2629.0
2023-04-17 23:10:00,79.17,0.06,4.8,8.0,0.08,21.3,2629.0
2023-04-17 23:20:00,79.33,0.05,4.8,8.0,0.08,21.3,2628.0
2023-04-17 23:30:00,79.5,0.05,4.8,8.0,0.08,21.3,2628.0
2023-04-17 23:40:00,79.67,0.05,4.79,8.0,0.08,21.3,2628.0
2023-04-17 23:50:00,79.83,0.05,4.79,8.0,0.08,21.3,2628.0
2023-04-18 00:00:00,80.0,0.05,4.79,8.0,0.08,21.3,2609.0
2023-04-18 00:10:00,80.17,0.05,4.79,8.0,0.08,21.3,2628.0
2023-04-18 00:20:00,80.33,0.05,4.79,8.0,0.08,21.3,2628.0
2023-04-18 00:30:00,80.5,0.05,4.79,7.9,0.08,21.3,2628.0
2023-04-18 00:40:00,80.67,0.05,4.79,7.9,0.08,21.3,2628.0
2023-04-18 00:50:00,80.83,0.05,4.79,7.9,0.08,21.3,2627.0
2023-04-18 01:00:00,81.0,0.05,4.79,7.9,0.08,21.3,2627.0
2023-04-18 01:10:00,81.17,0.05,4.79,7.9,0.08,21.3,2628.0
2023-04-18 01:20:00,81.33,0.05,4.79,7.9,0.08,21.3,2627.0
2023-04-18 01:30:00,81.5,0.05,4.78,7.9,0.08,21.3,2628.0
2023-04-18 01:40:00,81.67,0.05,4.78,7.9,0.08,21.3,2625.0
2023-04-18 01:50:00,81.83,0.05,4.78,7.9,0.08,21.3,2626.0
2023-04-18 02:00:00,82.0,0.05,4.78,7.8,0.08,21.3,2627.0
2023-04-18 02:10:00,82.17,0.05,4.78,7.8,0.08,21.3,2627.0
2023-04-18 02:20:00,82.33,0.05,4.78,7.8,0.08,21.3,2628.0
2023-04-18 02:30:00,82.5,0.05,4.78,7.8,0.08,21.3,2628.0
2023-04-18 02:40:00,82.67,0.05,4.78,7.8,0.08,21.3,2627.0
2023-04-18 02:50:00,82.83,0.05,4.78,7.8,0.08,21.3,2628.0
2023-04-18 03:00:00,83.0,0.05,4.78,7.8,0.08,21.3,2628.0
2023-04-18 03:10:00,83.17,0.05,4.77,7.8,0.08,21.3,2628.0
2023-04-18 03:20:00,83.33,0.05,4.77,7.8,0.08,21.3,2628.0
2023-04-18 03:30:00,83.5,0.05,4.77,7.8,0.08,21.3,2628.0
2023-04-18 03:40:00,83.67,0.05,4.77,7.8,0.08,21.3,2627.0
2023-04-18 03:50:00,83.83,0.05,4.77,7.8,0.08,21.3,2624.0
2023-04-18 04:00:00,84.0,0.05,4.77,7.7,0.08,21.3,2623.0
2023-04-18 04:10:00,84.17,0.05,4.77,7.7,0.08,21.3,2626.0
2023-04-18 04:20:00,84.33,0.05,4.77,7.7,0.08,21.3,2626.0
2023-04-18 04:30:00,84.5,0.05,4.77,7.7,0.08,21.3,2626.0
2023-04-18 04:40:00,84.67,0.05,4.76,7.7,0.08,21.3,2623.0
2023-04-18 04:50:00,84.83,0.05,4.76,7.7,0.08,21.3,2627.0
2023-04-18 05:00:00,85.0,0.05,4.76,7.7,0.08,21.3,2623.0
2023-04-18 05:10:00,85.17,0.05,4.76,7.7,0.08,21.3,2626.0
2023-04-18 05:20:00,85.33,0.05,4.76,7.7,0.08,21.3,2626.0
2023-04-18 05:30:00,85.5,0.05,4.76,7.6,0.08,21.3,2626.0
2023-04-18 05:40:00,85.67,0.05,4.76,7.6,0.08,21.3,2627.0
2023-04-18 05:50:00,85.83,0.05,4.76,7.6,0.08,21.3,2627.0
2023-04-18 06:00:00,86.0,0.05,4.76,7.6,0.08,21.3,2627.0
2023-04-18 06:10:00,86.17,0.05,4.76,7.6,0.08,21.3,2627.0
2023-04-18 06:20:00,86.33,0.05,4.76,7.6,0.08,21.3,2627.0
2023-04-18 06:30:00,86.5,0.05,4.76,7.6,0.08,21.3,2627.0
2023-04-18 06:40:00,86.67,0.04,4.76,7.6,0.08,21.3,2627.0
2023-04-18 06:50:00,86.83,0.04,4.75,7.6,0.08,21.3,2626.0
2023-04-18 07:00:00,87.0,0.04,4.75,7.6,0.08,21.3,2626.0
2023-04-18 07:10:00,87.17,0.04,4.75,7.6,0.08,21.3,2626.0
2023-04-18 07:20:00,87.33,0.04,4.75,7.6,0.08,21.3,2626.0
2023-04-18 07:30:00,87.5,0.04,4.75,7.5,0.08,21.2,2628.0
2023-04-18 07:40:00,87.67,0.04,4.75,7.5,0.08,21.2,2627.0
2023-04-18 07:50:00,87.83,0.04,4.75,7.5,0.08,21.2,2621.0
2023-04-18 08:00:00,88.0,0.04,4.75,7.5,0.08,21.2,2624.0
2023-04-18 08:10:00,88.17,0.04,4.75,7.5,0.08,21.2,2619.0
2023-04-18 08:20:00,88.33,0.05,4.74,7.5,0.08,21.1,2623.0
2023-04-18 08:30:00,88.5,0.05,4.75,7.5,0.08,21.1,2624.0
2023-04-18 08:40:00,88.67,0.05,4.74,7.5,0.08,21.1,2624.0
2023-04-18 08:50:00,88.83,0.05,4.74,7.5,0.08,21.1,2625.0
2023-04-18 09:00:00,89.0,0.05,4.74,7.5,0.08,21.1,2624.0
2023-04-18 09:10:00,89.17,0.05,4.74,7.5,0.08,21.1,2623.0
2023-04-18 09:20:00,89.33,0.05,4.74,7.5,0.08,21.1,2620.0
2023-04-18 09:30:00,89.5,0.05,4.74,7.4,0.08,21.1,2623.0
2023-04-18 09:40:00,89.67,0.05,4.74,7.4,0.08,21.1,2622.0
2023-04-18 09:50:00,89.83,0.05,4.74,7.4,0.08,21.1,2622.0
2023-04-18 10:00:00,90.0,0.05,4.74,7.5,0.08,21.1,2623.0
2023-04-18 10:10:00,90.17,0.1,4.74,7.5,0.08,21.1,2622.0
2023-04-18 10:20:00,90.33,0.1,4.74,7.5,0.08,21.0,2624.0
2023-04-18 10:30:00,90.5,0.1,4.74,7.4,0.08,21.0,2624.0
2023-04-18 10:40:00,90.67,0.11,4.74,7.4,0.08,21.0,2622.0
2023-04-18 10:50:00,90.83,0.11,4.73,7.4,0.08,21.0,2620.0
2023-04-18 11:00:00,91.0,0.11,4.73,7.4,0.08,21.0,2619.0
2023-04-18 11:10:00,91.17,0.11,4.73,7.4,0.08,20.9,2622.0
2023-04-18 11:20:00,91.33,0.11,4.73,7.4,0.08,21.0,2619.0
2023-04-18 11:30:00,91.5,0.11,4.73,7.3,0.08,21.0,2590.0
2023-04-18 11:40:00,91.67,0.11,4.73,7.3,0.08,20.9,2622.0
2023-04-18 11:50:00,91.83,0.11,4.73,7.3,0.08,20.9,2622.0
2023-04-18 12:00:00,92.0,0.11,4.73,7.3,0.08,20.9,2622.0
2023-04-18 12:10:00,92.17,0.11,4.73,7.3,0.08,20.9,2621.0
2023-04-18 12:20:00,92.33,0.11,4.73,7.3,0.08,20.9,2621.0
2023-04-18 12:30:00,92.5,0.11,4.73,7.3,0.08,20.9,2621.0
2023-04-18 12:40:00,92.67,0.11,4.73,7.3,0.08,20.9,2624.0
2023-04-18 12:50:00,92.83,0.12,4.73,7.3,0.08,20.9,2622.0
2023-04-18 13:00:00,93.0,0.12,4.72,7.3,0.08,20.9,2621.0
2023-04-18 13:10:00,93.17,0.12,4.72,7.3,0.08,20.9,2621.0
2023-04-18 13:20:00,93.33,0.12,4.72,7.3,0.08,20.9,2621.0
2023-04-18 13:30:00,93.5,0.12,4.72,7.2,0.08,20.9,2618.0
2023-04-18 13:40:00,93.67,0.12,4.72,7.2,0.08,20.9,2620.0
2023-04-18 13:50:00,93.83,0.12,4.72,7.2,0.08,20.8,2624.0
2023-04-18 14:00:00,94.0,0.12,4.72,7.2,0.08,20.8,2623.0
2023-04-18 14:10:00,94.17,0.12,4.72,7.2,0.08,20.8,2624.0
2023-04-18 14:20:00,94.33,0.12,4.72,7.2,0.08,20.8,2623.0
2023-04-18 14:30:00,94.5,0.12,4.72,7.2,0.08,20.8,2622.0
2023-04-18 14:40:00,94.67,0.12,4.72,7.2,0.08,20.8,2622.0
2023-04-18 14:50:00,94.83,0.12,4.72,7.2,0.08,20.8,2621.0
2023-04-18 15:00:00,95.0,0.12,4.72,7.2,0.08,20.8,2621.0
2023-04-18 15:10:00,95.17,0.11,4.72,7.2,0.08,20.8,2624.0
2023-04-18 15:20:00,95.33,0.12,4.72,7.2,0.08,20.8,2621.0
2023-04-18 15:30:00,95.5,0.11,4.72,7.1,0.08,20.8,2624.0
2023-04-18 15:40:00,95.67,0.11,4.72,7.1,0.08,20.8,2623.0
2023-04-18 15:50:00,95.83,0.11,4.72,7.1,0.08,20.8,2622.0
2023-04-18 16:00:00,96.0,0.11,4.72,7.1,0.08,20.8,2621.0
2023-04-18 16:10:00,96.17,0.11,4.71,7.1,0.08,20.8,2621.0
2023-04-18 16:20:00,96.33,0.12,4.71,7.1,0.08,20.7,2623.0
2023-04-18 16:30:00,96.5,0.12,4.71,7.1,0.08,20.7,2623.0
2023-04-18 16:40:00,96.67,0.12,4.71,7.1,0.08,20.7,2622.0
2023-04-18 16:50:00,96.83,0.12,4.71,7.1,0.08,20.7,2623.0
2023-04-18 17:00:00,97.0,0.12,4.71,7.1,0.08,20.7,2620.0
2023-04-18 17:10:00,97.17,0.12,4.71,7.1,0.08,20.6,2624.0
2023-04-18 17:20:00,97.33,0.12,4.71,7.1,0.08,20.7,2620.0
2023-04-18 17:30:00,97.5,0.12,4.71,7.0,0.08,20.6,2623.0
2023-04-18 17:40:00,97.67,0.12,4.71,7.0,0.08,20.6,2623.0
2023-04-18 17:50:00,97.83,0.12,4.71,7.0,0.08,20.6,2622.0
2023-04-18 18:00:00,98.0,0.12,4.71,7.0,0.08,20.6,2622.0
2023-04-18 18:10:00,98.17,0.12,4.71,7.0,0.08,20.6,2621.0
2023-04-18 18:20:00,98.33,0.12,4.71,7.0,0.08,20.6,2620.0
2023-04-18 18:30:00,98.5,0.12,4.71,7.0,0.08,20.6,2620.0
2023-04-18 18:40:00,98.67,0.12,4.71,7.0,0.08,20.6,2623.0
2023-04-18 18:50:00,98.83,0.12,4.71,7.0,0.08,20.6,2622.0
2023-04-18 19:00:00,99.0,0.12,4.71,7.0,0.08,20.6,2621.0
2023-04-18 19:10:00,99.17,0.12,4.71,7.0,0.08,20.6,2621.0
2023-04-18 19:20:00,99.33,0.12,4.7,7.0,0.08,20.6,2621.0
2023-04-18 19:30:00,99.5,0.12,4.7,6.9,0.08,20.6,2621.0
2023-04-18 19:40:00,99.67,0.12,4.7,6.9,0.08,20.6,2621.0
2023-04-18 19:50:00,99.83,0.12,4.7,6.9,0.08,20.6,2621.0
2023-04-18 20:00:00,100.0,0.12,4.7,6.9,0.08,20.6,2617.0
2023-04-18 20:10:00,100.17,0.12,4.7,6.9,0.08,20.6,2605.0
2023-04-18 20:20:00,100.33,0.12,4.7,6.9,0.08,20.6,2606.0
2023-04-18 20:30:00,100.5,0.12,4.7,6.9,0.08,20.6,2613.0
2023-04-18 20:40:00,100.67,0.12,4.7,6.9,0.08,20.6,2614.0
2023-04-18 20:50:00,100.83,0.12,4.7,6.9,0.08,20.6,2617.0
2023-04-18 21:00:00,101.0,0.12,4.7,6.9,0.08,20.6,2617.0
2023-04-18 21:10:00,101.17,0.12,4.7,6.9,0.08,20.6,2618.0
2023-04-18 21:20:00,101.33,0.12,4.7,6.9,0.08,20.6,2616.0
2023-04-18 21:30:00,101.5,0.12,4.7,6.8,0.08,20.6,2616.0
2023-04-18 21:40:00,101.67,0.12,4.7,6.8,0.08,20.6,2616.0
2023-04-18 21:50:00,101.83,0.12,4.7,6.8,0.08,20.6,2615.0
2023-04-18 22:00:00,102.0,0.12,4.69,6.8,0.08,20.6,2615.0
2023-04-18 22:10:00,102.17,0.12,4.69,6.8,0.08,20.6,2615.0
2023-04-18 22:20:00,102.33,0.12,4.69,6.8,0.08,20.6,2619.0
2023-04-18 22:30:00,102.5,0.12,4.69,6.8,0.08,20.6,2615.0
2023-04-18 22:40:00,102.67,0.12,4.69,6.8,0.08,20.6,2614.0
2023-04-18 22:50:00,102.83,0.12,4.69,6.8,0.08,20.6,2618.0
2023-04-18 23:00:00,103.0,0.12,4.69,6.8,0.08,20.6,2613.0
2023-04-18 23:10:00,103.17,0.12,4.69,6.8,0.08,20.6,2596.0
2023-04-18 23:20:00,103.33,0.12,4.69,6.8,0.08,20.6,2616.0
2023-04-18 23:30:00,103.5,0.12,4.69,6.7,0.08,20.6,2616.0
2023-04-18 23:40:00,103.67,0.12,4.69,6.7,0.08,20.6,2616.0
2023-04-18 23:50:00,103.83,0.12,4.69,6.7,0.08,20.6,2615.0
2023-04-19 00:00:00,104.0,0.12,4.69,6.7,0.08,20.6,2615.0
2023-04-19 00:10:00,104.17,0.12,4.69,6.7,0.08,20.6,2615.0
2023-04-19 00:20:00,104.33,0.12,4.69,6.7,0.08,20.6,2616.0
2023-04-19 00:30:00,104.5,0.12,4.69,6.7,0.08,20.6,2616.0
2023-04-19 00:40:00,104.67,0.12,4.69,6.7,0.08,20.6,2615.0
2023-04-19 00:50:00,104.83,0.12,4.69,6.7,0.08,20.6,2615.0
2023-04-19 01:00:00,105.0,0.12,4.69,6.7,0.08,20.6,2615.0
2023-04-19 01:10:00,105.17,0.12,4.68,6.7,0.08,20.6,2614.0
2023-04-19 01:20:00,105.33,0.12,4.68,6.7,0.08,20.6,2615.0
2023-04-19 01:30:00,105.5,0.12,4.68,6.7,0.08,20.6,2615.0
2023-04-19 01:40:00,105.67,0.12,4.68,6.7,0.08,20.6,2615.0
2023-04-19 01:50:00,105.83,0.12,4.68,6.7,0.08,20.6,2615.0
2023-04-19 02:00:00,106.0,0.12,4.68,6.6,0.08,20.6,2615.0
2023-04-19 02:10:00,106.17,0.12,4.68,6.6,0.08,20.6,2614.0
2023-04-19 02:20:00,106.33,0.12,4.68,6.6,0.08,20.6,2614.0
2023-04-19 02:30:00,106.5,0.12,4.68,6.6,0.08,20.7,2611.0
2023-04-19 02:40:00,106.67,0.12,4.68,6.6,0.08,20.6,2614.0
2023-04-19 02:50:00,106.83,0.12,4.68,6.6,0.08,20.6,2614.0
2023-04-19 03:00:00,107.0,0.12,4.68,6.6,0.08,20.6,2614.0
2023-04-19 03:10:00,107.17,0.12,4.68,6.6,0.08,20.7,2611.0
2023-04-19 03:20:00,107.33,0.12,4.68,6.6,0.08,20.7,2611.0
2023-04-19 03:30:00,107.5,0.12,4.68,6.6,0.07,20.6,2615.0
2023-04-19 03:40:00,107.67,0.12,4.68,6.6,0.08,20.6,2615.0
2023-04-19 03:50:00,107.83,0.12,4.68,6.6,0.08,20.6,2615.0
2023-04-19 04:00:00,108.0,0.12,4.67,6.5,0.08,20.6,2615.0
2023-04-19 04:10:00,108.17,0.12,4.67,6.5,0.08,20.6,2615.0
2023-04-19 04:20:00,108.33,0.12,4.67,6.5,0.08,20.6,2615.0
2023-04-19 04:30:00,108.5,0.12,4.67,6.5,0.08,20.6,2615.0
2023-04-19 04:40:00,108.67,0.12,4.67,6.5,0.08,20.6,2615.0
2023-04-19 04:50:00,108.83,0.12,4.67,6.5,0.08,20.7,2612.0
2023-04-19 05:00:00,109.0,0.12,4.67,6.5,0.08,20.6,2609.0
2023-04-19 05:10:00,109.17,0.12,4.67,6.5,0.08,20.7,2610.0
2023-04-19 05:20:00,109.33,0.12,4.67,6.5,0.08,20.7,2610.0
2023-04-19 05:30:00,109.5,0.12,4.67,6.5,0.08,20.7,2610.0
2023-04-19 05:40:00,109.67,0.12,4.67,6.5,0.08,20.7,2611.0
2023-04-19 05:50:00,109.83,0.12,4.67,6.5,0.08,20.7,2611.0
2023-04-19 06:00:00,110.0,0.12,4.67,6.4,0.08,20.7,2609.0
2023-04-19 06:10:00,110.17,0.12,4.67,6.4,0.08,20.6,2613.0
2023-04-19 06:20:00,110.33,0.12,4.67,6.4,0.08,20.7,2610.0
2023-04-19 06:30:00,110.5,0.12,4.67,6.4,0.07,20.7,2609.0
2023-04-19 06:40:00,110.67,0.12,4.67,6.4,0.07,20.7,2610.0
2023-04-19 06:50:00,110.83,0.12,4.66,6.4,0.08,20.7,2596.0
2023-04-19 07:00:00,111.0,0.12,4.66,6.4,0.07,20.7,2605.0
2023-04-19 07:10:00,111.17,0.14,4.66,6.4,0.08,20.6,2609.0
2023-04-19 07:20:00,111.33,0.13,4.66,6.4,0.08,20.7,2608.0
2023-04-19 07:30:00,111.5,0.13,4.66,6.4,0.08,20.7,2607.0
2023-04-19 07:40:00,111.67,0.13,4.66,6.4,0.08,20.6,2610.0
2023-04-19 07:50:00,111.83,0.13,4.66,6.4,0.08,20.6,2609.0
2023-04-19 08:00:00,112.0,0.13,4.66,6.3,0.08,20.6,2611.0
2023-04-19 08:10:00,112.17,0.13,4.66,6.3,0.08,20.6,2607.0
2023-04-19 08:20:00,112.33,0.12,4.66,6.3,0.07,20.6,2601.0
2023-04-19 08:30:00,112.5,0.12,4.66,6.3,0.08,20.6,2603.0
2023-04-19 08:40:00,112.67,0.12,4.66,6.3,0.08,20.6,2604.0
2023-04-19 08:50:00,112.83,0.13,4.66,6.3,0.07,20.6,2604.0
2023-04-19 09:00:00,113.0,0.12,4.66,6.3,0.08,20.6,2609.0
2023-04-19 09:10:00,113.17,0.12,4.66,6.3,0.08,20.6,2604.0
2023-04-19 09:20:00,113.33,0.12,4.66,6.3,0.08,20.6,2604.0
2023-04-19 09:30:00,113.5,0.12,4.65,6.3,0.07,20.6,2605.0
2023-04-19 09:40:00,113.67,0.12,4.65,6.3,0.08,20.6,2605.0
2023-04-19 09:50:00,113.83,0.12,4.65,6.3,0.08,20.6,2606.0
2023-04-19 10:00:00,114.0,0.13,4.65,6.2,0.08,20.6,2607.0
2023-04-19 10:10:00,114.17,0.13,4.65,6.2,0.08,20.6,2606.0
2023-04-19 10:20:00,114.33,0.12,4.65,6.2,0.08,20.5,2610.0
2023-04-19 10:30:00,114.5,0.12,4.65,6.2,0.08,20.5,2609.0
2023-04-19 10:40:00,114.67,0.12,4.65,6.2,0.08,20.5,2609.0
2023-04-19 10:50:00,114.83,0.13,4.65,6.2,0.08,20.5,2607.0
2023-04-19 11:00:00,115.0,0.13,4.65,6.2,0.08,20.5,2606.0
2023-04-19 11:10:00,115.17,0.13,4.65,6.2,0.07,20.5,2606.0
2023-04-19 11:20:00,115.33,0.13,4.65,6.2,0.07,20.4,2609.0
2023-04-19 11:30:00,115.5,0.13,4.65,6.2,0.08,20.5,2605.0
2023-04-19 11:40:00,115.67,0.13,4.65,6.2,0.08,20.4,2608.0
2023-04-19 11:50:00,115.83,0.13,4.65,6.2,0.08,20.4,2608.0
2023-04-19 12:00:00,116.0,0.13,4.65,6.1,0.08,20.4,2607.0
2023-04-19 12:10:00,116.17,0.13,4.65,6.1,0.08,20.4,2606.0
2023-04-19 12:20:00,116.33,0.13,4.64,6.1,0.07,20.4,2603.0
2023-04-19 12:30:00,116.52,0.13,4.64,6.1,0.07,20.4,2603.0
2023-04-19 12:40:00,116.68,0.13,4.64,6.1,0.08,20.4,2602.0
2023-04-19 12:50:00,116.85,0.13,4.64,6.1,0.08,20.4,2602.0
2023-04-19 13:00:00,117.02,0.13,4.64,6.1,0.08,20.4,2604.0
2023-04-19 13:10:00,117.18,0.14,4.64,6.1,0.07,20.4,2604.0
2023-04-19 13:20:00,117.35,0.14,4.64,6.1,0.08,20.4,2603.0
2023-04-19 13:30:00,117.52,0.14,4.64,6.1,0.08,20.4,2607.0
2023-04-19 13:40:00,117.68,0.15,4.64,6.1,0.08,20.4,2602.0
2023-04-19 13:50:00,117.85,0.15,4.64,6.1,0.08,20.4,2605.0
2023-04-19 14:00:00,118.02,0.15,4.64,6.0,0.07,20.4,2601.0
2023-04-19 14:10:00,118.18,0.15,4.64,6.0,0.07,20.4,2604.0
2023-04-19 14:20:00,118.35,0.16,4.64,6.0,0.08,20.4,2604.0
2023-04-19 14:30:00,118.52,0.16,4.64,6.0,0.08,20.4,2603.0
2023-04-19 14:40:00,118.68,0.17,4.64,6.0,0.08,20.4,2603.0
2023-04-19 14:50:00,118.85,0.17,4.64,6.0,0.07,20.4,2602.0
2023-04-19 15:00:00,119.02,0.17,4.64,6.0,0.08,20.4,2600.0
2023-04-19 15:10:00,119.18,0.17,4.64,6.0,0.07,20.4,2598.0
2023-04-19 15:20:00,119.35,0.17,4.64,6.0,0.08,20.4,2597.0
2023-04-19 15:30:00,119.52,0.17,4.63,6.0,0.07,20.4,2596.0
2023-04-19 15:40:00,119.68,0.17,4.63,6.0,0.07,20.3,2600.0
2023-04-19 15:50:00,119.85,0.17,4.63,6.0,0.08,20.3,2602.0
2023-04-19 16:00:00,120.1,0.17,4.62,5.9,0.07,19.9,2603.0
2023-04-19 16:10:00,120.27,0.17,4.62,6.0,0.07,19.6,2603.0
2023-04-19 16:20:00,120.43,0.18,4.62,6.0,0.07,19.3,2609.0
2023-04-19 16:30:00,120.6,0.22,4.62,6.1,0.07,19.1,2617.0
2023-04-19 16:40:00,120.77,0.24,4.63,6.1,0.07,19.1,2589.0
2023-04-19 16:50:00,120.93,0.24,4.63,6.2,0.07,18.6,2605.0
2023-04-19 17:00:00,121.1,0.24,4.63,6.2,0.07,18.4,2597.0
2023-04-19 17:10:00,121.27,0.24,4.63,6.2,0.07,18.2,2600.0
2023-04-19 17:20:00,121.43,0.25,4.63,6.2,0.07,17.9,2611.0
2023-04-19 17:30:00,121.6,0.25,4.63,6.2,0.07,17.8,2613.0
2023-04-19 17:40:00,121.77,0.25,4.64,6.2,0.07,17.5,2617.0
2023-04-19 17:50:00,121.93,0.26,4.64,6.2,0.07,17.4,2615.0
2023-04-19 18:00:00,122.1,0.25,4.64,6.2,0.07,17.2,2615.0
2023-04-19 18:10:00,122.27,0.25,4.64,6.2,0.07,16.9,2583.0
2023-04-19 18:20:00,122.43,0.25,4.64,6.1,0.07,16.8,2597.0
2023-04-19 18:30:00,122.6,0.25,4.64,6.1,0.07,16.6,2603.0
2023-04-19 18:40:00,122.77,0.25,4.64,6.1,0.07,16.4,2608.0
2023-04-19 18:50:00,122.93,0.25,4.64,6.1,0.07,16.3,2606.0
2023-04-19 19:00:00,123.1,0.25,4.64,6.1,0.07,16.1,2608.0
2023-04-19 19:10:00,123.27,0.24,4.64,6.1,0.07,15.9,2609.0
2023-04-19 19:20:00,123.43,0.24,4.65,6.1,0.07,15.8,2604.0
2023-04-19 19:30:00,123.6,0.24,4.64,6.1,0.07,15.6,2603.0
2023-04-19 19:40:00,123.77,0.24,4.65,6.1,0.07,15.4,2603.0
2023-04-19 19:50:00,123.93,0.24,4.65,6.0,0.07,15.3,2604.0
2023-04-19 20:00:00,124.1,0.23,4.65,6.0,0.07,15.1,2605.0
2023-04-19 20:10:00,124.27,0.23,4.65,6.0,0.07,14.9,2602.0
2023-04-19 20:20:00,124.43,0.22,4.65,6.0,0.07,14.8,2603.0
2023-04-19 20:30:00,124.6,0.22,4.65,6.0,0.07,14.8,2597.0
2023-04-19 20:40:00,124.77,0.21,4.65,6.0,0.07,14.6,2597.0
2023-04-19 20:50:00,124.93,0.21,4.65,6.0,0.07,14.5,2599.0
2023-04-19 21:00:00,125.1,0.21,4.65,6.0,0.07,14.3,2602.0
2023-04-19 21:10:00,125.27,0.21,4.65,6.0,0.07,14.3,2596.0
2023-04-19 21:20:00,125.43,0.21,4.65,6.0,0.07,14.1,2599.0
2023-04-19 21:30:00,125.6,0.21,4.65,6.0,0.07,13.9,2598.0
2023-04-19 21:40:00,125.77,0.21,4.65,6.0,0.07,13.8,2598.0
2023-04-19 21:50:00,125.93,0.2,4.65,6.0,0.07,13.7,2595.0
2023-04-19 22:00:00,126.1,0.2,4.65,6.0,0.07,13.6,2597.0
2023-04-19 22:10:00,126.27,0.2,4.65,6.0,0.07,13.4,2598.0
2023-04-19 22:20:00,126.43,0.21,4.65,5.9,0.07,13.3,2596.0
2023-04-19 22:30:00,126.6,0.2,4.66,5.9,0.07,13.2,2594.0
2023-04-19 22:40:00,126.77,0.2,4.66,5.9,0.07,13.1,2595.0
2023-04-19 22:50:00,126.93,0.2,4.66,5.9,0.07,12.9,2592.0
2023-04-19 23:00:00,127.1,0.2,4.66,5.9,0.07,12.8,2594.0
2023-04-19 23:10:00,127.27,0.2,4.66,5.9,0.07,12.7,2592.0
2023-04-19 23:20:00,127.43,0.2,4.66,5.9,0.07,12.6,2593.0
2023-04-19 23:30:00,127.6,0.2,4.66,5.9,0.07,12.5,2588.0
2023-04-19 23:40:00,127.77,0.2,4.66,5.9,0.07,12.3,2595.0
2023-04-19 23:50:00,127.93,0.19,4.66,5.9,0.07,12.2,2593.0
2023-04-20 00:00:00,128.1,0.19,4.66,5.9,0.07,12.1,2591.0
2023-04-20 00:10:00,128.27,0.18,4.66,5.9,0.07,12.0,2594.0
2023-04-20 00:20:00,128.43,0.18,4.67,5.9,0.07,11.9,2592.0
2023-04-20 00:30:00,128.6,0.18,4.66,5.9,0.07,11.8,2591.0
2023-04-20 00:40:00,128.77,0.18,4.66,5.9,0.07,11.7,2593.0
2023-04-20 00:50:00,128.93,0.17,4.67,5.9,0.07,11.6,2591.0
2023-04-20 01:00:00,129.1,0.17,4.67,5.9,0.07,11.5,2590.0
2023-04-20 01:10:00,129.27,0.17,4.67,5.9,0.07,11.4,2591.0
2023-04-20 01:20:00,129.43,0.16,4.67,5.9,0.07,11.3,2589.0
2023-04-20 01:30:00,129.6,0.16,4.67,5.9,0.07,11.3,2588.0
2023-04-20 01:40:00,129.77,0.15,4.67,5.9,0.07,11.1,2586.0
2023-04-20 01:50:00,129.93,0.16,4.67,5.9,0.07,11.0,2590.0
2023-04-20 02:00:00,130.1,0.15,4.67,5.9,0.07,10.9,2593.0
2023-04-20 02:10:00,130.27,0.15,4.67,5.9,0.07,10.8,2592.0
2023-04-20 02:20:00,130.43,0.15,4.67,5.8,0.07,10.8,2591.0
2023-04-20 02:30:00,130.6,0.15,4.67,5.8,0.07,10.8,2586.0
2023-04-20 02:40:00,130.77,0.15,4.67,5.8,0.07,10.6,2588.0
2023-04-20 02:50:00,130.93,0.15,4.67,5.8,0.07,10.6,2589.0
2023-04-20 03:00:00,131.1,0.15,4.67,5.8,0.07,10.4,2593.0
2023-04-20 03:10:00,131.27,0.15,4.67,5.8,0.07,10.4,2587.0
2023-04-20 03:20:00,131.43,0.15,4.67,5.9,0.07,10.4,2581.0
2023-04-20 03:30:00,131.6,0.15,4.67,5.9,0.07,10.3,2589.0
2023-04-20 03:40:00,131.77,0.15,4.67,5.9,0.07,10.1,2589.0
2023-04-20 03:50:00,131.93,0.15,4.67,5.8,0.07,10.1,2585.0
2023-04-20 04:00:00,132.1,0.15,4.67,5.8,0.07,10.0,2587.0
2023-04-20 04:10:00,132.27,0.15,4.68,5.8,0.07,9.9,2587.0
2023-04-20 04:20:00,132.43,0.15,4.68,5.8,0.07,9.9,2587.0
2023-04-20 04:30:00,132.6,0.14,4.68,5.8,0.07,9.8,2591.0
2023-04-20 04:40:00,132.77,0.14,4.68,5.8,0.07,9.7,2591.0
2023-04-20 04:50:00,132.93,0.14,4.68,5.8,0.07,9.7,2586.0
2023-04-20 05:00:00,133.1,0.15,4.68,5.8,0.07,9.6,2591.0
2023-04-20 05:10:00,133.27,0.15,4.68,5.8,0.07,9.5,2589.0
2023-04-20 05:20:00,133.43,0.15,4.68,5.8,0.07,9.4,2588.0
