Timestamp (BST),Hours from Pitch,DO (mg/L),pH,Gravity (°P),Pressure (Bar),Fluid Temp (°C),Ambient Temp (°C),Conductivity (uS/cm)
2022-05-04 00:10:00,7.7,0.19,5.38,10.1,0.06,23.9,22.0,2288.0
2022-05-04 00:20:00,7.87,0.19,5.37,10.1,0.06,23.9,22.0,2288.0
2022-05-04 00:30:00,8.03,0.21,5.37,10.1,0.06,23.9,22.0,2288.0
2022-05-04 00:40:00,8.2,0.18,5.37,10.1,0.06,23.9,22.0,2288.0
2022-05-04 00:50:00,8.37,0.18,5.36,10.1,0.06,23.9,22.0,2288.0
2022-05-04 01:00:00,8.53,0.19,5.35,10.1,0.06,23.9,22.0,2286.0
2022-05-04 01:10:00,8.7,0.19,5.36,10.1,0.06,23.9,22.0,2288.0
2022-05-04 01:20:00,8.87,0.19,5.35,10.1,0.06,23.9,22.0,2288.0
2022-05-04 01:30:00,9.03,0.19,5.35,10.1,0.06,23.9,22.0,2285.0
2022-05-04 01:40:00,9.2,0.18,5.35,10.1,0.06,23.9,22.0,2288.0
2022-05-04 01:50:00,9.37,0.18,5.35,10.0,0.06,23.9,22.0,2288.0
2022-05-04 02:00:00,9.53,0.18,5.34,10.0,0.06,23.8,22.0,2292.0
2022-05-04 02:10:00,9.7,0.18,5.34,10.0,0.06,23.9,22.0,2288.0
2022-05-04 02:20:00,9.87,0.18,5.34,10.1,0.06,23.8,22.0,2291.0
2022-05-04 02:30:00,10.03,0.18,5.33,10.1,0.06,23.9,22.0,2286.0
2022-05-04 02:40:00,10.2,0.18,5.33,10.1,0.06,23.8,22.0,2292.0
2022-05-04 02:50:00,10.37,0.18,5.33,10.1,0.06,23.9,22.0,2288.0
2022-05-04 03:00:00,10.53,0.18,5.33,10.1,0.06,23.9,22.0,2289.0
2022-05-04 03:10:00,10.7,0.18,5.32,10.1,0.06,23.8,22.0,2292.0
2022-05-04 03:20:00,10.87,0.18,5.32,10.1,0.06,23.9,22.0,2288.0
2022-05-04 03:30:00,11.03,0.18,5.32,10.1,0.06,23.9,22.0,2289.0
2022-05-04 03:40:00,11.2,0.18,5.31,10.1,0.06,23.8,22.0,2292.0
2022-05-04 03:50:00,11.37,0.18,5.31,10.1,0.06,23.9,22.0,2288.0
2022-05-04 04:00:00,11.53,0.18,5.3,10.1,0.06,23.8,22.0,2291.0
2022-05-04 04:10:00,11.7,0.18,5.3,10.1,0.06,23.8,22.0,2291.0
2022-05-04 04:20:00,11.87,0.18,5.3,10.1,0.06,23.8,22.0,2291.0
2022-05-04 04:30:00,12.03,0.18,5.29,10.1,0.06,23.9,22.0,2288.0
2022-05-04 04:40:00,12.2,0.18,5.3,10.1,0.06,23.8,22.0,2294.0
2022-05-04 04:50:00,12.37,0.17,5.29,10.0,0.06,23.8,22.0,2291.0
2022-05-04 05:00:00,12.53,0.17,5.29,10.0,0.06,23.9,22.0,2288.0
2022-05-04 05:10:00,12.7,0.17,5.28,10.0,0.06,23.8,22.0,2291.0
2022-05-04 05:20:00,12.87,0.18,5.28,10.0,0.06,23.8,22.0,2294.0
2022-05-04 05:30:00,13.03,0.18,5.28,10.0,0.06,23.8,22.0,2295.0
2022-05-04 05:40:00,13.2,0.18,5.28,10.0,0.06,23.8,22.0,2294.0
2022-05-04 05:50:00,13.37,0.18,5.27,10.0,0.06,23.8,22.0,2291.0
2022-05-04 06:00:00,13.53,0.18,5.26,10.0,0.06,23.8,22.0,2295.0
2022-05-04 06:10:00,13.7,0.17,5.26,10.0,0.06,23.8,22.0,2291.0
2022-05-04 06:20:00,13.87,0.17,5.26,10.0,0.06,23.8,22.0,2293.0
2022-05-04 06:30:00,14.03,0.18,5.26,10.0,0.06,23.8,22.0,2294.0
2022-05-04 06:40:00,14.2,0.17,5.26,10.0,0.06,23.8,22.0,2293.0
2022-05-04 06:50:00,14.37,0.17,5.25,10.0,0.06,23.7,22.0,2296.0
2022-05-04 07:00:00,14.53,0.17,5.25,10.0,0.06,23.8,22.0,2294.0
2022-05-04 07:10:00,14.7,0.17,5.25,10.0,0.06,23.7,22.0,2296.0
2022-05-04 07:20:00,14.87,0.17,5.24,10.0,0.06,23.7,22.0,2295.0
2022-05-04 07:30:00,15.03,0.17,5.23,10.0,0.06,23.6,22.0,2297.0
2022-05-04 07:40:00,15.2,0.17,5.23,10.0,0.06,23.6,22.0,2299.0
2022-05-04 07:50:00,15.37,0.17,5.23,10.0,0.06,23.5,21.0,2300.0
2022-05-04 08:00:00,15.53,0.17,5.23,10.0,0.06,23.6,21.0,2297.0
2022-05-04 08:10:00,15.7,0.16,5.22,10.0,0.06,23.6,21.0,2296.0
2022-05-04 08:20:00,15.87,0.16,5.22,10.0,0.06,23.6,21.0,2295.0
2022-05-04 08:30:00,16.03,0.16,5.21,10.0,0.06,23.6,21.0,2294.0
2022-05-04 08:40:00,16.2,0.16,5.2,10.0,0.06,23.5,21.0,2296.0
2022-05-04 08:50:00,16.37,0.16,5.2,10.0,0.06,23.5,21.0,2295.0
2022-05-04 09:00:00,16.53,0.16,5.19,10.0,0.06,23.4,21.0,2298.0
2022-05-04 09:10:00,16.7,0.16,5.19,10.0,0.06,23.4,21.0,2297.0
2022-05-04 09:20:00,16.87,0.16,5.19,10.1,0.06,23.4,21.0,2296.0
2022-05-04 09:30:00,17.03,0.16,5.18,10.1,0.06,23.4,21.0,2298.0
2022-05-04 09:40:00,17.2,0.16,5.17,10.1,0.06,23.4,21.0,2297.0
2022-05-04 09:50:00,17.37,0.15,5.17,10.0,0.06,23.4,21.0,2296.0
2022-05-04 10:00:00,17.53,0.15,5.17,10.0,0.06,23.4,21.0,2295.0
2022-05-04 10:10:00,17.7,0.15,5.17,10.0,0.06,23.3,21.0,2301.0
2022-05-04 10:20:00,17.87,0.15,5.16,10.0,0.06,23.3,21.0,2300.0
2022-05-04 10:30:00,18.03,0.15,5.16,10.0,0.06,23.3,21.0,2296.0
2022-05-04 10:40:00,18.2,0.14,5.15,10.0,0.06,23.3,21.0,2298.0
2022-05-04 10:50:00,18.37,0.14,5.14,10.0,0.06,23.3,21.0,2294.0
2022-05-04 11:00:00,18.53,0.14,5.15,10.0,0.06,23.2,21.0,2299.0
2022-05-04 11:10:00,18.72,0.14,5.13,10.0,0.06,23.2,21.0,2296.0
2022-05-04 11:20:00,18.9,0.13,5.13,10.0,0.06,23.2,21.0,2297.0
2022-05-04 11:30:00,19.07,0.13,5.13,10.0,0.06,23.2,21.0,2296.0
2022-05-04 11:40:00,19.23,0.13,5.12,10.0,0.06,23.3,21.0,2293.0
2022-05-04 11:50:00,19.4,0.13,5.12,10.0,0.06,23.2,21.0,2296.0
2022-05-04 12:00:00,19.57,0.13,5.12,10.0,0.06,23.2,21.0,2296.0
2022-05-04 12:10:00,19.73,0.13,5.11,10.0,0.06,23.3,21.0,2293.0
2022-05-04 12:20:00,19.9,0.13,5.11,10.0,0.06,23.2,21.0,2296.0
2022-05-04 12:30:00,20.07,0.13,5.1,10.0,0.06,23.2,21.0,2296.0
2022-05-04 12:40:00,20.26,0.12,5.1,10.0,0.06,23.3,21.0,2294.0
2022-05-04 12:50:00,20.45,0.12,5.1,9.9,0.06,23.2,22.0,2297.0
2022-05-04 13:00:00,20.62,0.12,5.09,10.0,0.06,23.2,22.0,2297.0
2022-05-04 13:10:00,20.78,0.12,5.09,10.0,0.06,23.3,22.0,2294.0
2022-05-04 13:20:00,20.95,0.12,5.08,10.0,0.06,23.3,22.0,2294.0
2022-05-04 13:30:00,21.12,0.12,5.08,9.9,0.06,23.3,22.0,2295.0
2022-05-04 13:40:00,21.28,0.12,5.07,9.9,0.06,23.3,22.0,2295.0
2022-05-04 13:50:00,21.45,0.12,5.06,9.9,0.06,23.3,22.0,2296.0
2022-05-04 14:00:00,21.62,0.12,5.06,9.9,0.06,23.3,22.0,2293.0
2022-05-04 14:10:00,21.78,0.12,5.06,9.9,0.06,23.3,22.0,2297.0
2022-05-04 14:20:00,21.88,0.12,5.06,9.9,0.06,23.3,22.0,2297.0
2022-05-04 14:30:00,22.05,0.12,5.05,9.9,0.06,23.3,22.0,2297.0
2022-05-04 14:40:00,22.22,0.12,5.05,10.0,0.06,23.3,22.0,2297.0
2022-05-04 14:50:00,22.38,0.12,5.04,10.0,0.06,23.3,22.0,2295.0
2022-05-04 15:00:00,22.55,0.12,5.04,10.0,0.06,23.3,22.0,2298.0
2022-05-04 15:10:00,22.77,0.12,5.03,10.0,0.06,23.3,22.0,2296.0
2022-05-04 15:20:00,22.85,0.12,5.02,9.8,0.06,23.3,22.0,2299.0
2022-05-04 15:30:00,23.02,0.12,5.02,9.8,0.06,23.3,22.0,2300.0
2022-05-04 15:40:00,23.18,0.12,5.02,9.9,0.06,23.3,23.0,2298.0
2022-05-04 15:50:00,23.35,0.12,5.01,9.9,0.06,23.4,23.0,2295.0
2022-05-04 16:00:00,23.52,0.12,5.01,9.9,0.06,23.3,23.0,2299.0
2022-05-04 16:10:00,23.68,0.12,5.0,9.9,0.06,23.3,23.0,2299.0
2022-05-04 16:20:00,23.85,0.12,4.98,9.9,0.06,23.3,23.0,2300.0
2022-05-04 16:30:00,24.08,0.12,4.99,9.9,0.06,23.4,23.0,2296.0
2022-05-04 16:40:00,24.3,0.12,4.98,9.9,0.06,23.4,23.0,2297.0
2022-05-04 16:50:00,24.47,0.12,4.97,9.9,0.06,23.4,23.0,2298.0
2022-05-04 17:00:00,24.63,0.12,4.96,9.9,0.06,23.4,23.0,2299.0
2022-05-04 17:10:00,24.8,0.12,4.96,9.9,0.06,23.4,23.0,2297.0
2022-05-04 17:20:00,24.97,0.12,4.96,9.9,0.06,23.4,23.0,2301.0
2022-05-04 17:30:00,25.13,0.12,4.95,9.9,0.06,23.4,23.0,2299.0
2022-05-04 17:40:00,25.3,0.12,4.95,9.9,0.06,23.4,23.0,2300.0
2022-05-04 17:50:00,25.47,0.12,4.94,9.8,0.06,23.4,23.0,2301.0
2022-05-04 18:00:00,25.63,0.13,4.94,9.8,0.06,23.4,23.0,2301.0
2022-05-04 18:10:00,25.8,0.13,4.93,9.8,0.06,23.4,23.0,2301.0
2022-05-04 18:20:00,25.97,0.13,4.93,9.8,0.06,23.4,23.0,2302.0
2022-05-04 18:30:00,26.13,0.13,4.92,9.8,0.06,23.6,23.0,2298.0
2022-05-04 18:40:00,26.3,0.13,4.91,9.8,0.06,23.5,23.0,2302.0
2022-05-04 18:50:00,26.47,0.13,4.91,9.8,0.06,23.5,23.0,2303.0
2022-05-04 19:00:00,26.63,0.14,4.9,9.8,0.06,23.6,23.0,2302.0
2022-05-04 19:10:00,26.8,0.14,4.9,9.8,0.06,23.5,23.0,2304.0
2022-05-04 19:20:00,26.97,0.14,4.89,9.8,0.06,23.6,23.0,2297.0
2022-05-04 19:30:00,27.13,0.14,4.89,9.8,0.06,23.6,23.0,2297.0
2022-05-04 19:40:00,27.3,0.14,4.89,9.8,0.06,23.6,23.0,2296.0
2022-05-04 19:50:00,27.47,0.15,4.88,9.8,0.06,23.6,23.0,2296.0
2022-05-04 20:00:00,27.63,0.15,4.88,9.8,0.06,23.6,23.0,2269.0
2022-05-04 20:10:00,27.8,0.15,4.87,9.8,0.06,23.6,23.0,2266.0
2022-05-04 20:20:00,27.97,0.16,4.87,9.7,0.06,23.6,23.0,2205.0
2022-05-04 20:30:00,28.13,0.16,4.87,9.7,0.06,23.6,23.0,2197.0
2022-05-04 20:40:00,28.3,0.17,4.86,9.7,0.06,23.6,23.0,2146.0
2022-05-04 20:50:00,28.47,0.17,4.87,9.7,0.06,23.6,23.0,2120.0
2022-05-04 21:00:00,28.63,0.17,4.86,9.7,0.06,23.7,23.0,2101.0
2022-05-04 21:10:00,28.8,0.17,4.86,9.7,0.06,23.7,23.0,2110.0
2022-05-04 21:20:00,28.97,0.17,4.86,9.7,0.06,23.7,23.0,2110.0
2022-05-04 21:30:00,29.13,0.17,4.86,9.7,0.06,23.7,23.0,2081.0
2022-05-04 21:40:00,29.3,0.16,4.86,9.7,0.06,23.7,23.0,2097.0
2022-05-04 21:50:00,29.47,0.16,4.85,9.6,0.06,23.7,23.0,2091.0
2022-05-04 22:00:00,29.63,0.16,4.85,9.6,0.06,23.7,23.0,2066.0
2022-05-04 22:10:00,29.8,0.16,4.85,9.6,0.06,23.7,23.0,2070.0
2022-05-04 22:20:00,29.97,0.16,4.85,9.6,0.06,23.7,23.0,2043.0
2022-05-04 22:30:00,30.13,0.17,4.85,9.6,0.06,23.8,23.0,2062.0
2022-05-04 22:40:00,30.3,0.17,4.84,9.6,0.06,23.8,23.0,2063.0
2022-05-04 22:50:00,30.47,0.17,4.84,9.6,0.06,23.8,23.0,2065.0
2022-05-04 23:00:00,30.63,0.18,4.84,9.6,0.06,23.8,23.0,2070.0
2022-05-04 23:10:00,30.76,0.18,4.84,9.5,0.06,23.8,23.0,2075.0
2022-05-04 23:20:00,30.97,0.17,4.84,9.5,0.06,23.9,23.0,2072.0
2022-05-04 23:30:00,31.13,0.17,4.83,9.5,0.06,23.8,23.0,2073.0
2022-05-04 23:40:00,31.23,0.17,4.83,9.5,0.06,23.8,23.0,2074.0
2022-05-04 23:50:00,31.4,0.17,4.83,9.5,0.06,23.8,23.0,2075.0
2022-05-05 00:00:00,31.6,0.17,4.82,9.5,0.06,23.8,23.0,2075.0
2022-05-05 00:10:00,31.74,0.17,4.83,9.5,0.06,23.8,23.0,2075.0
2022-05-05 00:20:00,31.9,0.17,4.82,9.4,0.06,23.9,23.0,2078.0
2022-05-05 00:30:00,32.06,0.17,4.82,9.4,0.06,23.9,23.0,2076.0
2022-05-05 00:40:00,32.25,0.17,4.82,9.4,0.06,23.9,23.0,2077.0
2022-05-05 00:50:00,32.38,0.17,4.82,9.4,0.06,23.9,23.0,2081.0
2022-05-05 01:00:00,32.55,0.17,4.82,9.4,0.06,23.9,23.0,2068.0
2022-05-05 01:10:00,32.72,0.17,4.81,9.4,0.06,23.9,23.0,2075.0
2022-05-05 01:20:00,32.88,0.18,4.82,9.4,0.06,23.9,23.0,2067.0
2022-05-05 01:30:00,33.05,0.18,4.81,9.4,0.06,24.0,23.0,2071.0
2022-05-05 01:40:00,33.22,0.17,4.81,9.4,0.06,23.9,23.0,2072.0
2022-05-05 01:50:00,33.38,0.18,4.81,9.4,0.06,24.0,23.0,2051.0
2022-05-05 02:00:00,33.55,0.18,4.8,9.4,0.06,24.0,23.0,2070.0
2022-05-05 02:10:00,33.72,0.17,4.8,9.4,0.06,24.1,23.0,2068.0
2022-05-05 02:20:00,33.88,0.18,4.8,9.4,0.06,24.0,23.0,2071.0
2022-05-05 02:30:00,34.05,0.17,4.8,9.4,0.06,24.1,23.0,2067.0
2022-05-05 02:40:00,34.22,0.17,4.8,9.3,0.06,24.1,23.0,2069.0
2022-05-05 02:50:00,34.4,0.17,4.8,9.2,0.06,24.2,23.0,2058.0
2022-05-05 03:00:00,34.58,0.17,4.79,9.2,0.06,24.1,23.0,2062.0
2022-05-05 03:10:00,34.75,0.17,4.8,9.2,0.06,24.1,23.0,2056.0
2022-05-05 03:20:00,34.92,0.17,4.79,9.2,0.06,24.1,23.0,2072.0
2022-05-05 03:30:00,35.08,0.17,4.79,9.2,0.06,24.1,23.0,2073.0
2022-05-05 03:40:00,35.25,0.17,4.79,9.1,0.06,24.2,23.0,2073.0
2022-05-05 03:50:00,35.42,0.17,4.79,9.1,0.06,24.2,23.0,2066.0
2022-05-05 04:00:00,35.58,0.17,4.79,9.1,0.06,24.2,23.0,2075.0
2022-05-05 04:10:00,35.75,0.17,4.79,9.0,0.06,24.3,23.0,2071.0
2022-05-05 04:20:00,35.92,0.17,4.78,9.0,0.06,24.3,23.0,2071.0
2022-05-05 04:30:00,36.08,0.17,4.79,9.0,0.06,24.3,23.0,2073.0
2022-05-05 04:40:00,36.25,0.17,4.79,9.0,0.06,24.3,23.0,2074.0
2022-05-05 04:50:00,36.42,0.17,4.78,9.0,0.06,24.2,23.0,2077.0
2022-05-05 05:00:00,36.58,0.17,4.78,9.0,0.06,24.3,23.0,2073.0
2022-05-05 05:10:00,36.75,0.17,4.78,9.0,0.06,24.3,23.0,2073.0
2022-05-05 05:20:00,36.92,0.17,4.77,9.0,0.06,24.4,23.0,2067.0
2022-05-05 05:30:00,37.08,0.17,4.77,9.0,0.06,24.4,23.0,2070.0
2022-05-05 05:40:00,37.25,0.17,4.78,8.9,0.06,24.4,23.0,2074.0
2022-05-05 05:50:00,37.42,0.17,4.78,8.9,0.06,24.4,23.0,2069.0
2022-05-05 06:00:00,37.58,0.17,4.78,8.8,0.06,24.4,23.0,2074.0
2022-05-05 06:10:00,37.75,0.17,4.77,8.7,0.06,24.4,23.0,2074.0
2022-05-05 06:20:00,37.92,0.17,4.77,8.6,0.06,24.4,23.0,2073.0
2022-05-05 06:30:00,38.1,0.18,4.77,8.6,0.06,24.4,23.0,2076.0
2022-05-05 06:40:00,38.1,0.18,4.77,8.6,0.06,24.4,23.0,2076.0
2022-05-05 06:50:00,38.1,0.18,4.77,8.6,0.06,24.4,23.0,2076.0
2022-05-05 07:00:00,38.1,0.18,4.77,8.6,0.06,24.4,23.0,2076.0
2022-05-05 07:10:00,38.1,0.18,4.77,8.6,0.06,24.4,23.0,2076.0
2022-05-05 07:20:00,38.95,0.17,4.77,8.6,0.06,24.5,23.0,2081.0
2022-05-05 07:30:00,39.12,0.17,4.77,8.7,0.06,24.6,23.0,2078.0
2022-05-05 07:40:00,39.28,0.17,4.77,8.6,0.06,24.6,23.0,2080.0
2022-05-05 07:50:00,39.45,0.17,4.77,8.6,0.06,24.6,23.0,2077.0
2022-05-05 08:00:00,39.62,0.18,4.77,8.5,0.06,24.6,23.0,2076.0
2022-05-05 08:10:00,39.78,0.18,4.77,8.5,0.06,24.6,23.0,2069.0
2022-05-05 08:20:00,39.93,0.18,4.77,8.4,0.06,24.6,23.0,2077.0
2022-05-05 08:30:00,40.05,0.18,4.77,8.5,0.06,24.6,23.0,2082.0
2022-05-05 08:40:00,40.22,0.18,4.77,8.5,0.06,24.6,23.0,2090.0
2022-05-05 08:50:00,40.43,0.18,4.77,8.5,0.06,24.7,23.0,2081.0
2022-05-05 09:00:00,40.5,0.18,4.76,8.5,0.06,24.7,23.0,2085.0
2022-05-05 09:10:00,40.67,0.18,4.77,8.5,0.06,24.7,23.0,2086.0
2022-05-05 09:20:00,40.83,0.18,4.77,8.4,0.06,24.6,23.0,2089.0
2022-05-05 09:30:00,41.02,0.18,4.76,8.4,0.06,24.7,23.0,2084.0
2022-05-05 09:40:00,41.22,0.18,4.77,8.3,0.06,24.7,23.0,2086.0
2022-05-05 09:50:00,41.38,0.18,4.77,8.3,0.06,24.7,23.0,2083.0
2022-05-05 10:00:00,41.55,0.18,4.77,8.3,0.06,24.8,23.0,2080.0
2022-05-05 10:10:00,41.72,0.18,4.77,8.3,0.06,24.7,23.0,2087.0
2022-05-05 10:20:00,41.94,0.18,4.77,8.3,0.06,24.8,23.0,2090.0
2022-05-05 10:30:00,42.02,0.18,4.77,8.2,0.06,24.8,23.0,2092.0
2022-05-05 10:40:00,42.2,0.18,4.77,8.2,0.06,24.8,23.0,2093.0
2022-05-05 10:50:00,42.37,0.18,4.77,8.2,0.06,24.8,23.0,2092.0
2022-05-05 11:00:00,42.53,0.18,4.77,8.2,0.06,24.8,23.0,2095.0
2022-05-05 11:10:00,42.7,0.18,4.77,8.1,0.06,24.8,23.0,2090.0
2022-05-05 11:20:00,42.87,0.18,4.78,8.1,0.06,24.8,23.0,2091.0
2022-05-05 11:30:00,43.03,0.18,4.78,8.0,0.06,24.8,23.0,2088.0
2022-05-05 11:40:00,43.22,0.17,4.77,8.0,0.06,24.8,23.0,2089.0
2022-05-05 11:50:00,43.4,0.17,4.78,7.8,0.06,24.9,23.0,2085.0
2022-05-05 12:00:00,43.59,0.17,4.78,7.8,0.06,24.8,22.3,2085.0
2022-05-05 12:10:00,43.8,0.17,4.78,8.0,0.06,24.9,22.0,2075.0
2022-05-05 12:20:00,43.97,0.17,4.78,7.8,0.06,24.8,22.0,2095.0
2022-05-05 12:30:00,44.13,0.17,4.78,7.7,0.06,24.8,22.0,2099.0
2022-05-05 12:40:00,44.3,0.17,4.78,7.5,0.06,24.8,22.0,2096.0
2022-05-05 12:50:00,44.47,0.17,4.78,7.5,0.06,24.8,22.0,2094.0
2022-05-05 13:00:00,44.63,0.17,4.78,7.5,0.06,24.8,22.0,2097.0
2022-05-05 13:10:00,44.8,0.17,4.78,7.5,0.06,24.8,22.0,2097.0
2022-05-05 13:20:00,44.97,0.17,4.78,7.7,0.06,24.9,22.0,2095.0
2022-05-05 13:30:00,45.03,0.17,4.78,7.7,0.06,24.9,22.0,2096.0
2022-05-05 13:40:00,45.22,0.17,4.78,7.8,0.06,24.9,22.0,2095.0
2022-05-05 13:50:00,45.42,0.17,4.79,7.8,0.06,24.9,23.0,2097.0
2022-05-05 14:00:00,45.58,0.17,4.79,7.7,0.06,24.9,23.0,2092.0
2022-05-05 14:10:00,45.75,0.17,4.8,7.7,0.06,25.0,23.0,2093.0
2022-05-05 14:20:00,45.92,0.17,4.8,7.6,0.06,24.9,23.0,2098.0
2022-05-05 14:30:00,46.08,0.16,4.8,7.6,0.06,25.0,23.0,2096.0
2022-05-05 14:40:00,46.25,0.16,4.8,7.5,0.06,25.0,23.0,2081.0
2022-05-05 14:50:00,46.42,0.16,4.8,7.6,0.06,25.0,23.0,2086.0
2022-05-05 15:00:00,46.6,0.16,4.8,7.6,0.06,25.0,23.0,2094.0
2022-05-05 15:10:00,46.77,0.15,4.81,7.5,0.06,25.0,23.0,2093.0
2022-05-05 15:20:00,46.93,0.15,4.8,7.5,0.06,25.1,23.0,2092.0
2022-05-05 15:30:00,47.1,0.15,4.81,7.4,0.06,25.1,23.0,2089.0
2022-05-05 15:40:00,47.27,0.14,4.81,7.4,0.06,25.1,23.0,2092.0
2022-05-05 15:50:00,47.43,0.14,4.82,7.3,0.06,25.1,22.0,2089.0
2022-05-05 16:00:00,47.6,0.14,4.82,7.3,0.06,25.1,22.0,2093.0
2022-05-05 16:10:00,47.77,0.14,4.82,7.2,0.06,25.1,23.0,2089.0
2022-05-05 16:20:00,47.93,0.13,4.82,7.2,0.06,25.1,23.0,2087.0
2022-05-05 16:30:00,48.1,0.13,4.81,7.2,0.06,25.1,23.0,2089.0
2022-05-05 16:40:00,48.27,0.13,4.82,7.2,0.06,25.1,23.0,2088.0
2022-05-05 16:50:00,48.43,0.12,4.82,7.2,0.06,25.2,23.0,2085.0
2022-05-05 17:00:00,48.6,0.12,4.82,7.2,0.06,25.2,23.0,2084.0
2022-05-05 17:10:00,48.78,0.12,4.82,7.1,0.06,25.2,23.0,2085.0
2022-05-05 17:20:00,48.97,0.12,4.83,7.1,0.06,25.3,23.0,2085.0
2022-05-05 17:30:00,49.13,0.12,4.83,7.0,0.06,25.3,23.0,2085.0
2022-05-05 17:40:00,49.3,0.11,4.83,7.0,0.06,25.3,23.0,2085.0
2022-05-05 17:50:00,49.47,0.11,4.83,7.0,0.06,25.3,22.0,2073.0
2022-05-05 18:00:00,49.63,0.11,4.83,6.9,0.06,25.3,22.0,2083.0
2022-05-05 18:10:00,49.8,0.11,4.83,6.9,0.06,25.3,22.0,2083.0
2022-05-05 18:20:00,49.85,0.11,4.83,6.9,0.06,25.3,22.0,2083.0
