hours_from_pitch,plato,specific_gravity,fluid_temp,style_name
0.0,11.9,1.048,20.3,SHU IPA
0.5,11.916,1.048,20.295,SHU IPA
1.0,11.933,1.048,20.289,SHU IPA
1.5,11.949,1.048,20.284,SHU IPA
2.0,11.966,1.048,20.278,SHU IPA
2.5,11.982,1.048,20.273,SHU IPA
3.0,11.998,1.048,20.267,SHU IPA
3.5,12.015,1.048,20.262,SHU IPA
4.0,12.031,1.048,20.256,SHU IPA
4.5,12.048,1.048,20.251,SHU IPA
5.0,12.064,1.049,20.245,SHU IPA
5.5,12.081,1.049,20.24,SHU IPA
6.0,12.097,1.049,20.234,SHU IPA
6.5,12.113,1.049,20.229,SHU IPA
7.0,12.13,1.049,20.223,SHU IPA
7.5,12.146,1.049,20.218,SHU IPA
8.0,12.163,1.049,20.212,SHU IPA
8.5,12.179,1.049,20.207,SHU IPA
9.0,12.195,1.049,20.202,SHU IPA
9.5,12.191,1.049,20.173,SHU IPA
10.0,12.179,1.049,20.136,SHU IPA
10.5,12.166,1.049,20.098,SHU IPA
11.0,12.154,1.049,20.061,SHU IPA
11.5,12.141,1.049,20.024,SHU IPA
12.0,12.129,1.049,19.986,SHU IPA
12.5,12.116,1.049,19.949,SHU IPA
13.0,12.104,1.049,19.911,SHU IPA
13.5,12.091,1.049,19.874,SHU IPA
14.0,12.079,1.049,19.837,SHU IPA
14.5,12.066,1.049,19.799,SHU IPA
15.0,12.054,1.049,19.762,SHU IPA
15.5,12.042,1.048,19.725,SHU IPA
16.0,12.029,1.048,19.687,SHU IPA
16.5,12.017,1.048,19.65,SHU IPA
17.0,12.004,1.048,19.612,SHU IPA
17.5,11.992,1.048,19.575,SHU IPA
18.0,11.979,1.048,19.538,SHU IPA
18.5,11.967,1.048,19.5,SHU IPA
19.0,11.954,1.048,19.463,SHU IPA
19.5,11.942,1.048,19.426,SHU IPA
20.0,11.929,1.048,19.388,SHU IPA
20.5,11.917,1.048,19.351,SHU IPA
21.0,11.904,1.048,19.313,SHU IPA
21.5,11.889,1.048,19.309,SHU IPA
22.0,11.872,1.048,19.323,SHU IPA
22.5,11.854,1.048,19.337,SHU IPA
23.0,11.837,1.048,19.35,SHU IPA
23.5,11.82,1.048,19.364,SHU IPA
24.0,11.802,1.048,19.378,SHU IPA
24.5,11.785,1.048,19.392,SHU IPA
25.0,11.768,1.047,19.406,SHU IPA
25.5,11.75,1.047,19.42,SHU IPA
26.0,11.733,1.047,19.434,SHU IPA
26.5,11.716,1.047,19.448,SHU IPA
27.0,11.698,1.047,19.461,SHU IPA
27.5,11.681,1.047,19.475,SHU IPA
28.0,11.664,1.047,19.489,SHU IPA
28.5,11.646,1.047,19.503,SHU IPA
29.0,11.629,1.047,19.517,SHU IPA
29.5,11.612,1.047,19.531,SHU IPA
30.0,11.594,1.047,19.545,SHU IPA
30.5,11.577,1.047,19.559,SHU IPA
31.0,11.56,1.047,19.572,SHU IPA
31.5,11.542,1.047,19.586,SHU IPA
32.0,11.525,1.046,19.6,SHU IPA
32.5,11.507,1.046,19.614,SHU IPA
33.0,11.49,1.046,19.628,SHU IPA
33.5,11.473,1.046,19.642,SHU IPA
34.0,11.455,1.046,19.656,SHU IPA
34.5,11.438,1.046,19.669,SHU IPA
35.0,11.421,1.046,19.683,SHU IPA
35.5,11.403,1.046,19.697,SHU IPA
36.0,11.4,1.046,19.7,SHU IPA
36.5,11.4,1.046,19.7,SHU IPA
37.0,11.4,1.046,19.7,SHU IPA
37.5,11.4,1.046,19.7,SHU IPA
38.0,11.4,1.046,19.7,SHU IPA
38.5,11.4,1.046,19.7,SHU IPA
39.0,11.4,1.046,19.7,SHU IPA
39.5,11.4,1.046,19.7,SHU IPA
40.0,11.4,1.046,19.7,SHU IPA
40.5,11.4,1.046,19.7,SHU IPA
41.0,11.4,1.046,19.7,SHU IPA
41.5,11.4,1.046,19.7,SHU IPA
42.0,11.4,1.046,19.7,SHU IPA
42.5,11.4,1.046,19.7,SHU IPA
43.0,11.4,1.046,19.7,SHU IPA
43.5,11.4,1.046,19.7,SHU IPA
44.0,11.4,1.046,19.7,SHU IPA
44.5,11.4,1.046,19.7,SHU IPA
45.0,11.4,1.046,19.7,SHU IPA
45.5,11.4,1.046,19.7,SHU IPA
46.0,11.382,1.046,19.708,SHU IPA
46.5,11.32,1.046,19.734,SHU IPA
47.0,11.259,1.045,19.761,SHU IPA
47.5,11.197,1.045,19.787,SHU IPA
48.0,11.136,1.045,19.813,SHU IPA
48.5,11.075,1.045,19.839,SHU IPA
49.0,11.013,1.044,19.866,SHU IPA
49.5,10.952,1.044,19.892,SHU IPA
50.0,10.89,1.044,19.918,SHU IPA
50.5,10.829,1.044,19.945,SHU IPA
51.0,10.768,1.043,19.971,SHU IPA
51.5,10.706,1.043,19.997,SHU IPA
52.0,10.645,1.043,20.024,SHU IPA
52.5,10.583,1.042,20.05,SHU IPA
53.0,10.522,1.042,20.076,SHU IPA
53.5,10.461,1.042,20.103,SHU IPA
54.0,10.399,1.042,20.129,SHU IPA
54.5,10.338,1.041,20.155,SHU IPA
55.0,10.276,1.041,20.182,SHU IPA
55.5,10.215,1.041,20.208,SHU IPA
56.0,10.154,1.041,20.234,SHU IPA
56.5,10.092,1.04,20.261,SHU IPA
57.0,10.031,1.04,20.287,SHU IPA
57.5,9.966,1.04,20.303,SHU IPA
58.0,9.898,1.04,20.31,SHU IPA
58.5,9.829,1.039,20.317,SHU IPA
59.0,9.761,1.039,20.324,SHU IPA
59.5,9.693,1.039,20.331,SHU IPA
60.0,9.625,1.038,20.338,SHU IPA
60.5,9.557,1.038,20.344,SHU IPA
61.0,9.488,1.038,20.351,SHU IPA
61.5,9.42,1.038,20.358,SHU IPA
62.0,9.352,1.037,20.365,SHU IPA
62.5,9.284,1.037,20.372,SHU IPA
63.0,9.216,1.037,20.378,SHU IPA
63.5,9.147,1.037,20.385,SHU IPA
64.0,9.079,1.036,20.392,SHU IPA
64.5,9.011,1.036,20.399,SHU IPA
65.0,8.943,1.036,20.406,SHU IPA
65.5,8.874,1.035,20.413,SHU IPA
66.0,8.806,1.035,20.419,SHU IPA
66.5,8.738,1.035,20.426,SHU IPA
67.0,8.67,1.035,20.433,SHU IPA
67.5,8.602,1.034,20.44,SHU IPA
68.0,8.533,1.034,20.447,SHU IPA
68.5,8.465,1.034,20.453,SHU IPA
69.0,8.397,1.034,20.46,SHU IPA
69.5,8.329,1.033,20.467,SHU IPA
70.0,8.261,1.033,20.474,SHU IPA
70.5,8.192,1.033,20.481,SHU IPA
