hours_from_pitch,plato,specific_gravity,fluid_temp,ph,conductivity,do,style_name
0.0,12.6,1.051,22.1,5.26,1889.0,0.28,Mixed-Culture 50
0.5,12.6,1.051,22.2,5.22,1943.152,0.28,Mixed-Culture 50
1.0,12.7,1.051,22.2,5.21,1957.0,0.28,Mixed-Culture 50
1.5,12.7,1.051,22.2,5.165,1969.909,0.28,Mixed-Culture 50
2.0,12.7,1.051,22.2,5.14,1982.0,0.28,Mixed-Culture 50
2.5,12.7,1.051,22.2,5.12,1990.03,0.28,Mixed-Culture 50
3.0,12.7,1.051,22.2,5.08,1996.0,0.28,Mixed-Culture 50
3.5,12.7,1.051,22.2,5.07,1998.485,0.28,Mixed-Culture 50
4.0,12.7,1.051,22.2,5.06,2004.0,0.28,Mixed-Culture 50
4.5,12.7,1.051,22.2,5.03,2005.485,0.28,Mixed-Culture 50
5.0,12.7,1.051,22.2,5.03,2011.0,0.28,Mixed-Culture 50
5.5,12.7,1.051,22.2,5.02,2013.455,0.28,Mixed-Culture 50
6.0,12.7,1.051,22.2,5.04,2017.0,0.28,Mixed-Culture 50
6.5,12.7,1.051,22.152,5.005,2024.879,0.27,Mixed-Culture 50
7.0,12.7,1.051,22.2,5.01,2031.0,0.27,Mixed-Culture 50
7.5,12.652,1.051,22.2,5.025,2031.424,0.27,Mixed-Culture 50
8.0,12.6,1.051,22.2,5.05,2034.0,0.27,Mixed-Culture 50
8.5,12.6,1.051,22.2,5.035,2034.515,0.275,Mixed-Culture 50
9.0,12.6,1.051,22.2,5.03,2033.0,0.28,Mixed-Culture 50
9.5,12.6,1.051,22.2,5.069,2033.0,0.275,Mixed-Culture 50
10.0,12.6,1.051,22.2,5.08,2030.0,0.28,Mixed-Culture 50
10.5,12.6,1.051,22.2,5.105,2028.061,0.28,Mixed-Culture 50
11.0,12.6,1.051,22.3,5.1,2024.0,0.28,Mixed-Culture 50
11.5,12.6,1.051,22.3,5.11,2010.697,0.28,Mixed-Culture 50
12.0,12.6,1.051,22.3,5.13,2003.0,0.27,Mixed-Culture 50
12.5,12.552,1.051,22.3,5.135,2001.485,0.27,Mixed-Culture 50
13.0,12.5,1.05,22.3,5.15,1998.0,0.27,Mixed-Culture 50
13.5,12.5,1.05,22.348,5.14,2000.485,0.27,Mixed-Culture 50
14.0,12.5,1.05,22.4,5.17,2003.0,0.27,Mixed-Culture 50
14.5,12.452,1.05,22.4,5.145,2002.485,0.27,Mixed-Culture 50
15.0,12.4,1.05,22.4,5.16,2003.0,0.27,Mixed-Culture 50
15.5,12.4,1.05,22.5,5.13,2003.879,0.27,Mixed-Culture 50
16.0,12.4,1.05,22.5,5.12,2010.0,0.27,Mixed-Culture 50
16.5,12.4,1.05,22.5,5.125,2012.485,0.27,Mixed-Culture 50
17.0,12.4,1.05,22.5,5.11,2016.0,0.27,Mixed-Culture 50
17.5,12.545,1.05,22.6,5.085,2022.545,0.27,Mixed-Culture 50
18.0,12.8,1.052,22.6,5.06,2023.0,0.27,Mixed-Culture 50
18.5,12.552,1.051,22.648,5.045,2021.485,0.27,Mixed-Culture 50
19.0,12.3,1.05,22.7,5.06,2033.0,0.27,Mixed-Culture 50
19.5,12.3,1.05,22.7,5.03,2031.485,0.27,Mixed-Culture 50
20.0,12.5,1.05,22.7,5.0,2034.0,0.27,Mixed-Culture 50
20.5,12.303,1.05,22.8,4.99,2033.0,0.27,Mixed-Culture 50
21.0,12.2,1.049,22.8,4.99,2035.0,0.27,Mixed-Culture 50
21.5,12.2,1.049,22.848,4.99,2037.97,0.27,Mixed-Culture 50
22.0,12.2,1.049,22.9,4.97,2036.0,0.27,Mixed-Culture 50
22.5,12.2,1.049,22.9,4.985,2036.424,0.27,Mixed-Culture 50
23.0,12.1,1.049,22.9,4.98,2038.0,0.27,Mixed-Culture 50
23.5,12.1,1.049,23.0,4.975,2036.394,0.27,Mixed-Culture 50
24.0,12.1,1.049,23.0,4.97,2040.0,0.27,Mixed-Culture 50
24.5,12.052,1.049,23.1,4.96,2040.515,0.27,Mixed-Culture 50
25.0,12.0,1.048,23.1,4.98,2040.0,0.27,Mixed-Culture 50
25.5,12.0,1.048,23.148,4.961,2036.394,0.27,Mixed-Culture 50
26.0,12.0,1.048,23.2,4.94,2039.0,0.27,Mixed-Culture 50
26.5,11.9,1.048,23.248,4.96,2030.818,0.27,Mixed-Culture 50
27.0,11.9,1.048,23.3,4.96,2033.0,0.27,Mixed-Culture 50
27.5,11.8,1.048,23.3,4.955,2032.485,0.27,Mixed-Culture 50
28.0,11.8,1.048,23.4,4.94,2024.0,0.26,Mixed-Culture 50
28.5,11.7,1.047,23.448,4.94,2030.606,0.265,Mixed-Culture 50
29.0,11.7,1.047,23.5,4.95,2028.0,0.26,Mixed-Culture 50
29.5,11.652,1.047,23.5,4.939,2025.545,0.26,Mixed-Culture 50
30.0,11.6,1.047,23.6,4.94,2023.0,0.27,Mixed-Culture 50
30.5,11.5,1.046,23.648,4.93,2018.606,0.27,Mixed-Culture 50
31.0,11.5,1.046,23.7,4.95,2019.0,0.27,Mixed-Culture 50
31.5,11.4,1.046,23.7,4.935,2018.97,0.27,Mixed-Culture 50
32.0,11.3,1.045,23.8,4.94,2017.0,0.26,Mixed-Culture 50
32.5,11.252,1.045,23.848,4.925,2013.515,0.265,Mixed-Culture 50
33.0,11.2,1.045,23.9,4.91,2007.0,0.26,Mixed-Culture 50
33.5,11.152,1.045,24.0,4.92,2011.485,0.26,Mixed-Culture 50
34.0,11.1,1.045,24.0,4.91,1998.0,0.27,Mixed-Culture 50
34.5,10.952,1.044,24.1,4.925,1997.061,0.26,Mixed-Culture 50
35.0,10.9,1.044,24.2,4.95,1994.0,0.26,Mixed-Culture 50
35.5,10.8,1.043,24.3,4.94,1989.848,0.26,Mixed-Culture 50
36.0,10.7,1.043,24.3,4.94,1985.0,0.26,Mixed-Culture 50
36.5,10.552,1.043,24.448,4.935,1985.061,0.265,Mixed-Culture 50
37.0,10.5,1.042,24.5,4.93,1983.0,0.26,Mixed-Culture 50
37.5,10.4,1.042,24.548,4.95,1971.303,0.27,Mixed-Culture 50
38.0,10.3,1.041,24.7,4.91,1972.0,0.26,Mixed-Culture 50
38.5,10.152,1.041,24.748,4.92,1967.485,0.26,Mixed-Culture 50
39.0,10.1,1.04,24.9,4.9,1962.0,0.26,Mixed-Culture 50
39.5,9.952,1.04,24.948,4.925,1959.848,0.26,Mixed-Culture 50
40.0,9.8,1.039,25.1,4.94,1955.0,0.26,Mixed-Culture 50
40.5,9.752,1.039,25.148,4.915,1952.545,0.26,Mixed-Culture 50
41.0,9.6,1.038,25.2,4.92,1950.0,0.26,Mixed-Culture 50
41.5,9.452,1.038,25.194,4.945,1936.455,0.26,Mixed-Culture 50
42.0,9.3,1.037,25.3,4.92,1937.0,0.25,Mixed-Culture 50
42.5,9.203,1.037,25.548,4.93,1941.091,0.26,Mixed-Culture 50
43.0,9.1,1.036,25.6,4.89,1941.0,0.26,Mixed-Culture 50
43.5,9.052,1.036,25.7,4.92,1936.485,0.26,Mixed-Culture 50
44.0,8.8,1.035,25.8,4.95,1935.0,0.26,Mixed-Culture 50
44.5,8.752,1.035,25.848,4.925,1930.515,0.26,Mixed-Culture 50
45.0,8.7,1.035,26.0,4.94,1927.0,0.26,Mixed-Culture 50
45.5,8.452,1.034,26.0,4.92,1923.091,0.255,Mixed-Culture 50
46.0,8.4,1.033,26.1,4.92,1921.0,0.25,Mixed-Culture 50
46.5,8.252,1.033,26.148,4.885,1921.939,0.25,Mixed-Culture 50
47.0,8.1,1.032,26.2,4.88,1918.0,0.25,Mixed-Culture 50
47.5,8.1,1.032,26.3,4.88,1917.394,0.26,Mixed-Culture 50
48.0,7.9,1.031,26.4,4.9,1913.0,0.26,Mixed-Culture 50
48.5,7.848,1.031,26.448,4.87,1917.424,0.26,Mixed-Culture 50
49.0,7.7,1.031,26.5,4.86,1911.0,0.25,Mixed-Culture 50
49.5,7.706,1.031,26.6,4.845,1912.455,0.255,Mixed-Culture 50
50.0,7.8,1.031,26.7,4.86,1915.0,0.26,Mixed-Culture 50
50.5,7.4,1.029,26.748,4.85,1904.636,0.255,Mixed-Culture 50
