hours_from_pitch,plato,specific_gravity,fluid_temp,ph,conductivity,do,style_name
0.0,12.3,1.05,21.6,5.41,1946.0,0.3,SHU Lager
0.5,12.3,1.05,21.6,5.426,1944.03,0.3,SHU Lager
1.0,12.3,1.05,21.5,5.41,1943.0,0.29,SHU Lager
1.5,12.3,1.05,21.5,5.415,1944.545,0.295,SHU Lager
2.0,12.3,1.05,21.5,5.4,1944.0,0.3,SHU Lager
2.5,12.3,1.05,21.448,5.39,1945.515,0.3,SHU Lager
3.0,12.3,1.05,21.4,5.4,1948.0,0.3,SHU Lager
3.5,12.3,1.05,21.4,5.375,1948.0,0.29,SHU Lager
4.0,12.3,1.05,21.4,5.38,1949.0,0.29,SHU Lager
4.5,12.3,1.05,21.3,5.37,1950.515,0.29,SHU Lager
5.0,12.3,1.05,21.3,5.35,1955.0,0.29,SHU Lager
5.5,12.3,1.05,21.352,5.375,1957.0,0.295,SHU Lager
6.0,12.3,1.05,21.4,5.36,1958.0,0.29,SHU Lager
6.5,12.3,1.05,21.4,5.351,1959.485,0.295,SHU Lager
7.0,12.3,1.05,21.4,5.37,1960.0,0.29,SHU Lager
7.5,12.3,1.05,21.4,5.35,1960.515,0.29,SHU Lager
8.0,12.3,1.05,21.4,5.31,1961.0,0.29,SHU Lager
8.5,12.3,1.05,21.4,5.31,1965.576,0.29,SHU Lager
9.0,12.3,1.05,21.4,5.29,1972.0,0.29,SHU Lager
9.5,12.3,1.05,21.4,5.31,1973.061,0.29,SHU Lager
10.0,12.3,1.05,21.4,5.28,1976.0,0.29,SHU Lager
10.5,12.3,1.05,21.4,5.275,1977.515,0.29,SHU Lager
11.0,12.3,1.05,21.4,5.28,1976.0,0.29,SHU Lager
11.5,12.2,1.049,21.4,5.265,1977.061,0.29,SHU Lager
12.0,12.2,1.049,21.4,5.26,1981.0,0.29,SHU Lager
12.5,12.2,1.049,21.452,5.22,1979.909,0.29,SHU Lager
13.0,12.2,1.049,21.5,5.18,1980.0,0.28,SHU Lager
13.5,12.2,1.049,21.5,5.169,1984.515,0.285,SHU Lager
14.0,12.2,1.049,21.5,5.15,1990.0,0.29,SHU Lager
14.5,12.2,1.049,21.552,5.135,1996.061,0.28,SHU Lager
15.0,12.2,1.049,21.6,5.12,1999.0,0.28,SHU Lager
15.5,12.2,1.049,21.6,5.065,2003.97,0.28,SHU Lager
16.0,12.2,1.049,21.6,5.07,2008.0,0.29,SHU Lager
16.5,12.2,1.049,21.6,5.02,2013.636,0.285,SHU Lager
17.0,12.2,1.049,21.7,5.0,2018.0,0.29,SHU Lager
17.5,12.148,1.049,21.7,5.015,2021.0,0.29,SHU Lager
18.0,12.1,1.049,21.7,4.99,2025.0,0.29,SHU Lager
18.5,12.1,1.049,21.752,4.98,2027.03,0.285,SHU Lager
19.0,12.1,1.049,21.8,4.95,2031.0,0.28,SHU Lager
19.5,12.1,1.049,21.8,4.935,2033.515,0.285,SHU Lager
20.0,12.1,1.049,21.9,4.91,2032.0,0.28,SHU Lager
20.5,12.1,1.049,21.9,4.93,2032.03,0.28,SHU Lager
21.0,12.2,1.049,21.9,4.91,2031.0,0.28,SHU Lager
21.5,12.148,1.049,22.0,4.925,2032.455,0.28,SHU Lager
22.0,12.1,1.049,22.0,4.92,2034.0,0.28,SHU Lager
22.5,12.0,1.048,22.1,4.901,2032.03,0.28,SHU Lager
23.0,12.0,1.048,22.1,4.91,2029.0,0.28,SHU Lager
23.5,12.0,1.048,22.2,4.87,2029.97,0.28,SHU Lager
24.0,12.0,1.048,22.2,4.89,2039.0,0.28,SHU Lager
24.5,12.0,1.048,22.145,4.885,2034.485,0.28,SHU Lager
25.0,12.0,1.048,22.0,4.92,2042.0,0.28,SHU Lager
25.5,11.9,1.048,22.0,4.88,2046.0,0.28,SHU Lager
26.0,11.9,1.048,22.1,4.9,2051.0,0.28,SHU Lager
26.5,11.952,1.048,22.1,4.885,2050.03,0.28,SHU Lager
27.0,11.8,1.048,22.2,4.92,2050.0,0.28,SHU Lager
27.5,11.8,1.048,22.252,4.891,2055.03,0.28,SHU Lager
28.0,11.7,1.047,22.3,4.88,2055.0,0.28,SHU Lager
28.5,11.7,1.047,21.9,4.896,2045.727,0.28,SHU Lager
29.0,11.6,1.047,22.0,4.92,2055.0,0.28,SHU Lager
29.5,11.5,1.046,22.052,4.915,2055.515,0.28,SHU Lager
30.0,11.5,1.046,22.1,4.9,2058.0,0.28,SHU Lager
30.5,11.4,1.046,22.2,4.92,2057.455,0.28,SHU Lager
31.0,11.4,1.046,22.2,4.91,2056.0,0.28,SHU Lager
31.5,11.3,1.045,22.094,4.9,2044.03,0.28,SHU Lager
32.0,11.2,1.045,21.9,4.91,2053.0,0.28,SHU Lager
32.5,11.252,1.045,22.0,4.92,2054.0,0.28,SHU Lager
33.0,11.3,1.045,22.1,4.93,2039.0,0.27,SHU Lager
33.5,11.148,1.045,22.152,4.921,2054.091,0.28,SHU Lager
34.0,11.1,1.045,22.2,4.93,2059.0,0.28,SHU Lager
34.5,11.0,1.044,22.094,4.905,2048.727,0.28,SHU Lager
35.0,10.9,1.044,21.9,4.92,2054.0,0.28,SHU Lager
