hours_from_pitch,plato,specific_gravity,fluid_temp,ph,conductivity,do,style_name
0.0,12.4,1.05,21.6,5.42,1738.0,0.28,Mixed-Culture 25
0.5,12.4,1.05,21.6,5.415,1740.5,0.28,Mixed-Culture 25
1.0,12.4,1.05,21.6,5.39,1740.0,0.29,Mixed-Culture 25
1.5,12.4,1.05,21.6,5.395,1743.0,0.28,Mixed-Culture 25
2.0,12.4,1.05,21.6,5.35,1747.0,0.28,Mixed-Culture 25
2.5,12.4,1.05,21.6,5.32,1749.0,0.28,Mixed-Culture 25
3.0,12.4,1.05,21.6,5.3,1749.0,0.28,Mixed-Culture 25
3.5,12.4,1.05,21.6,5.28,1752.0,0.28,Mixed-Culture 25
4.0,12.4,1.05,21.6,5.24,1755.0,0.28,Mixed-Culture 25
4.5,12.3,1.05,21.6,5.225,1757.5,0.28,Mixed-Culture 25
5.0,12.3,1.05,21.6,5.19,1761.0,0.28,Mixed-Culture 25
5.5,12.3,1.05,21.6,5.18,1767.5,0.28,Mixed-Culture 25
6.0,12.3,1.05,21.6,5.13,1772.0,0.28,Mixed-Culture 25
6.5,12.3,1.05,21.6,5.12,1775.5,0.28,Mixed-Culture 25
7.0,12.3,1.05,21.6,5.13,1779.0,0.28,Mixed-Culture 25
7.5,12.3,1.05,21.6,5.11,1782.0,0.28,Mixed-Culture 25
8.0,12.3,1.05,21.6,5.08,1789.0,0.28,Mixed-Culture 25
8.5,12.3,1.05,21.6,5.08,1791.0,0.28,Mixed-Culture 25
9.0,12.3,1.05,21.6,5.08,1794.0,0.28,Mixed-Culture 25
9.5,12.3,1.05,21.6,5.04,1796.5,0.28,Mixed-Culture 25
10.0,12.3,1.05,21.6,5.06,1798.0,0.28,Mixed-Culture 25
10.5,12.3,1.05,21.6,5.05,1799.5,0.28,Mixed-Culture 25
11.0,12.3,1.05,21.6,5.01,1804.0,0.28,Mixed-Culture 25
11.5,12.3,1.05,21.6,5.015,1802.5,0.28,Mixed-Culture 25
12.0,12.3,1.05,21.6,5.02,1806.0,0.28,Mixed-Culture 25
12.5,12.2,1.049,21.7,5.02,1807.0,0.28,Mixed-Culture 25
13.0,12.2,1.049,21.6,5.03,1808.0,0.28,Mixed-Culture 25
13.5,12.25,1.05,21.65,5.035,1803.5,0.275,Mixed-Culture 25
14.0,12.4,1.05,21.7,5.04,1800.0,0.27,Mixed-Culture 25
14.5,12.3,1.05,21.7,5.02,1800.5,0.28,Mixed-Culture 25
15.0,12.3,1.05,21.7,5.04,1798.0,0.28,Mixed-Culture 25
15.5,12.3,1.05,21.7,5.045,1799.5,0.28,Mixed-Culture 25
16.0,12.3,1.05,21.7,5.02,1799.0,0.28,Mixed-Culture 25
16.5,12.25,1.049,21.7,5.06,1795.5,0.28,Mixed-Culture 25
17.0,12.2,1.049,21.7,5.02,1797.0,0.28,Mixed-Culture 25
17.5,12.2,1.049,21.8,5.06,1797.0,0.28,Mixed-Culture 25
18.0,12.2,1.049,21.8,5.03,1796.0,0.28,Mixed-Culture 25
18.5,12.1,1.049,21.8,5.05,1796.5,0.28,Mixed-Culture 25
19.0,12.1,1.049,21.8,5.04,1796.0,0.28,Mixed-Culture 25
19.5,12.2,1.049,21.8,5.02,1796.5,0.28,Mixed-Culture 25
20.0,12.2,1.049,21.8,5.03,1798.0,0.28,Mixed-Culture 25
20.5,12.15,1.049,21.9,5.03,1800.5,0.28,Mixed-Culture 25
21.0,12.1,1.049,21.9,5.03,1798.0,0.28,Mixed-Culture 25
21.5,12.1,1.048,21.9,5.035,1801.0,0.28,Mixed-Culture 25
22.0,12.1,1.049,21.9,5.05,1800.0,0.28,Mixed-Culture 25
22.5,12.1,1.049,21.95,5.045,1799.5,0.28,Mixed-Culture 25
23.0,12.1,1.049,22.0,5.03,1803.0,0.28,Mixed-Culture 25
23.5,11.95,1.048,22.0,5.045,1802.5,0.28,Mixed-Culture 25
24.0,12.1,1.049,22.0,5.03,1798.0,0.27,Mixed-Culture 25
24.5,12.0,1.048,22.05,5.055,1797.5,0.27,Mixed-Culture 25
25.0,11.9,1.048,22.1,5.05,1803.0,0.27,Mixed-Culture 25
25.5,11.8,1.048,22.1,5.04,1802.0,0.27,Mixed-Culture 25
26.0,11.8,1.048,22.2,5.05,1804.0,0.27,Mixed-Culture 25
26.5,11.75,1.047,22.2,5.035,1801.5,0.27,Mixed-Culture 25
27.0,11.7,1.047,21.8,5.07,1787.0,0.27,Mixed-Culture 25
27.5,11.7,1.047,21.85,5.04,1799.5,0.28,Mixed-Culture 25
28.0,11.6,1.047,21.9,5.08,1802.0,0.28,Mixed-Culture 25
28.5,11.6,1.047,21.95,5.04,1804.5,0.28,Mixed-Culture 25
29.0,11.5,1.046,22.0,5.07,1808.0,0.27,Mixed-Culture 25
29.5,11.5,1.046,22.05,5.035,1808.5,0.27,Mixed-Culture 25
30.0,11.5,1.046,22.1,5.07,1810.0,0.27,Mixed-Culture 25
30.5,11.4,1.046,22.15,5.055,1810.0,0.27,Mixed-Culture 25
31.0,11.4,1.046,22.2,5.04,1815.0,0.27,Mixed-Culture 25
31.5,11.3,1.045,21.9,5.05,1805.0,0.27,Mixed-Culture 25
32.0,11.2,1.045,21.9,5.03,1814.0,0.28,Mixed-Culture 25
32.5,11.2,1.045,22.0,5.04,1812.0,0.27,Mixed-Culture 25
33.0,11.1,1.045,22.1,5.05,1815.0,0.27,Mixed-Culture 25
33.5,11.05,1.044,22.15,5.045,1813.5,0.27,Mixed-Culture 25
34.0,11.0,1.044,22.2,5.05,1815.0,0.27,Mixed-Culture 25
34.5,10.85,1.043,21.8,5.04,1810.5,0.28,Mixed-Culture 25
35.0,10.8,1.043,21.9,5.08,1819.0,0.28,Mixed-Culture 25
35.5,10.8,1.043,21.95,5.015,1817.5,0.275,Mixed-Culture 25
36.0,10.7,1.043,22.1,5.05,1815.0,0.27,Mixed-Culture 25
36.5,10.65,1.043,22.15,5.05,1820.0,0.27,Mixed-Culture 25
37.0,10.5,1.042,21.8,5.07,1815.0,0.27,Mixed-Culture 25
37.5,10.5,1.042,21.9,5.025,1816.0,0.28,Mixed-Culture 25
38.0,10.3,1.041,22.0,5.0,1820.0,0.27,Mixed-Culture 25
38.5,10.2,1.041,22.1,5.03,1815.0,0.27,Mixed-Culture 25
39.0,10.1,1.04,21.9,5.01,1812.0,0.27,Mixed-Culture 25
39.5,10.0,1.04,21.85,5.005,1815.5,0.28,Mixed-Culture 25
40.0,9.9,1.04,22.0,5.04,1820.0,0.28,Mixed-Culture 25
40.5,9.75,1.039,22.15,5.015,1823.0,0.27,Mixed-Culture 25
41.0,9.7,1.039,21.8,5.01,1808.0,0.27,Mixed-Culture 25
41.5,9.55,1.038,21.9,5.005,1818.0,0.28,Mixed-Culture 25
42.0,9.4,1.038,22.0,4.97,1816.0,0.28,Mixed-Culture 25
42.5,9.3,1.038,22.15,4.985,1812.0,0.27,Mixed-Culture 25
43.0,9.2,1.037,21.8,5.01,1800.0,0.27,Mixed-Culture 25
43.5,9.05,1.036,21.9,4.97,1807.5,0.28,Mixed-Culture 25
44.0,8.9,1.035,22.0,5.0,1807.0,0.28,Mixed-Culture 25
44.5,8.75,1.035,22.15,4.975,1803.0,0.27,Mixed-Culture 25
45.0,8.6,1.034,21.8,4.98,1786.0,0.27,Mixed-Culture 25
45.5,8.5,1.034,21.9,4.965,1790.5,0.28,Mixed-Culture 25
46.0,8.4,1.033,22.0,4.97,1793.0,0.28,Mixed-Culture 25
46.5,8.25,1.033,22.1,4.955,1792.5,0.27,Mixed-Culture 25
47.0,8.1,1.032,21.8,4.96,1780.0,0.27,Mixed-Culture 25
47.5,8.05,1.032,21.85,4.94,1788.5,0.28,Mixed-Culture 25
48.0,7.9,1.031,22.0,4.92,1788.0,0.28,Mixed-Culture 25
48.5,7.85,1.031,22.05,4.935,1786.0,0.27,Mixed-Culture 25
49.0,7.6,1.03,21.8,4.92,1769.0,0.28,Mixed-Culture 25
49.5,7.55,1.03,21.85,4.89,1779.5,0.28,Mixed-Culture 25
50.0,7.4,1.029,22.0,4.94,1776.0,0.28,Mixed-Culture 25
50.5,7.35,1.029,22.15,4.895,1778.5,0.27,Mixed-Culture 25
51.0,7.1,1.028,21.8,4.9,1761.0,0.27,Mixed-Culture 25
51.5,7.05,1.028,21.9,4.885,1765.5,0.28,Mixed-Culture 25
52.0,7.1,1.028,22.0,4.86,1765.0,0.27,Mixed-Culture 25
52.5,6.85,1.027,22.15,4.865,1763.0,0.27,Mixed-Culture 25
53.0,7.0,1.028,21.9,4.89,1757.0,0.27,Mixed-Culture 25
53.5,6.6,1.026,21.95,4.845,1760.5,0.27,Mixed-Culture 25
54.0,6.5,1.026,22.1,4.82,1755.0,0.27,Mixed-Culture 25
54.5,6.35,1.025,22.15,4.85,1756.0,0.27,Mixed-Culture 25
55.0,6.2,1.024,21.9,4.82,1744.0,0.27,Mixed-Culture 25
55.5,6.4,1.025,21.95,4.83,1757.5,0.27,Mixed-Culture 25
56.0,6.0,1.024,22.1,4.84,1748.0,0.27,Mixed-Culture 25
56.5,6.0,1.023,22.15,4.835,1750.0,0.27,Mixed-Culture 25
57.0,5.8,1.023,21.9,4.85,1739.0,0.27,Mixed-Culture 25
57.5,6.0,1.023,21.9,4.82,1734.5,0.28,Mixed-Culture 25
58.0,5.6,1.022,22.0,4.81,1737.0,0.27,Mixed-Culture 25
58.5,5.75,1.022,22.1,4.795,1746.5,0.27,Mixed-Culture 25
59.0,5.4,1.021,22.2,4.8,1749.0,0.27,Mixed-Culture 25
59.5,5.35,1.021,21.85,4.825,1738.5,0.275,Mixed-Culture 25
60.0,5.2,1.02,21.9,4.8,1743.0,0.28,Mixed-Culture 25
60.5,5.1,1.02,22.0,4.795,1743.0,0.275,Mixed-Culture 25
61.0,5.1,1.02,22.1,4.76,1743.0,0.27,Mixed-Culture 25
61.5,4.95,1.019,22.15,4.765,1736.0,0.27,Mixed-Culture 25
62.0,5.3,1.021,21.9,4.78,1731.0,0.27,Mixed-Culture 25
62.5,4.95,1.019,21.9,4.795,1742.0,0.28,Mixed-Culture 25
63.0,4.7,1.018,22.0,4.74,1742.0,0.27,Mixed-Culture 25
63.5,4.8,1.019,22.05,4.755,1742.5,0.27,Mixed-Culture 25
64.0,4.5,1.018,22.1,4.73,1741.0,0.27,Mixed-Culture 25
64.5,4.35,1.017,21.95,4.755,1738.5,0.27,Mixed-Culture 25
65.0,4.3,1.017,21.8,4.74,1744.0,0.28,Mixed-Culture 25
65.5,4.2,1.016,21.85,4.735,1741.5,0.28,Mixed-Culture 25
66.0,4.1,1.016,21.9,4.77,1748.0,0.28,Mixed-Culture 25
66.5,4.1,1.016,21.9,4.755,1746.0,0.28,Mixed-Culture 25
