hours_from_pitch,plato,specific_gravity,fluid_temp,ph,conductivity,do,style_name
0.0,12.9,1.052,21.7,5.33,815.0,0.29,Mixed-Culture 25
0.5,12.8,1.052,21.9,5.34,816.97,0.285,Mixed-Culture 25
1.0,12.8,1.052,21.9,5.29,816.0,0.29,Mixed-Culture 25
1.5,12.8,1.052,21.9,5.295,816.515,0.285,Mixed-Culture 25
2.0,12.8,1.052,21.9,5.29,818.0,0.28,Mixed-Culture 25
2.5,12.8,1.052,21.8,5.26,817.0,0.28,Mixed-Culture 25
3.0,12.8,1.052,21.9,5.26,817.0,0.29,Mixed-Culture 25
3.5,12.8,1.052,21.8,5.215,817.515,0.285,Mixed-Culture 25
4.0,12.8,1.052,21.7,5.21,818.0,0.29,Mixed-Culture 25
4.5,12.8,1.052,21.8,5.17,819.0,0.29,Mixed-Culture 25
5.0,12.8,1.052,21.8,5.15,819.0,0.29,Mixed-Culture 25
5.5,12.8,1.052,21.8,5.12,820.515,0.29,Mixed-Culture 25
6.0,12.8,1.052,21.7,5.11,820.0,0.28,Mixed-Culture 25
6.5,12.8,1.052,21.748,5.095,824.0,0.28,Mixed-Culture 25
7.0,12.7,1.051,21.7,5.06,825.0,0.28,Mixed-Culture 25
7.5,12.7,1.051,21.752,5.055,827.0,0.28,Mixed-Culture 25
8.0,12.7,1.051,21.7,5.03,827.0,0.28,Mixed-Culture 25
8.5,12.7,1.051,21.7,5.03,826.394,0.28,Mixed-Culture 25
9.0,12.7,1.051,21.7,5.03,832.0,0.28,Mixed-Culture 25
9.5,12.7,1.051,21.7,5.005,834.97,0.28,Mixed-Culture 25
10.0,12.7,1.051,21.7,4.98,833.0,0.28,Mixed-Culture 25
10.5,12.7,1.051,21.7,4.97,832.939,0.28,Mixed-Culture 25
11.0,12.7,1.051,21.6,4.97,833.0,0.28,Mixed-Culture 25
11.5,12.7,1.051,21.652,4.955,831.545,0.28,Mixed-Culture 25
12.0,12.7,1.051,21.6,4.96,830.0,0.28,Mixed-Culture 25
12.5,12.7,1.051,21.6,4.95,834.515,0.28,Mixed-Culture 25
13.0,12.7,1.051,21.6,4.92,834.0,0.28,Mixed-Culture 25
13.5,12.7,1.051,21.652,4.92,836.545,0.28,Mixed-Culture 25
14.0,12.7,1.051,21.6,4.9,838.0,0.28,Mixed-Culture 25
14.5,12.7,1.051,21.6,4.905,837.03,0.28,Mixed-Culture 25
15.0,12.7,1.051,21.6,4.9,838.0,0.28,Mixed-Culture 25
15.5,12.7,1.051,21.6,4.895,839.0,0.28,Mixed-Culture 25
16.0,12.7,1.051,21.6,4.87,839.0,0.28,Mixed-Culture 25
16.5,12.648,1.051,21.6,4.89,840.0,0.28,Mixed-Culture 25
17.0,12.6,1.051,21.6,4.87,839.0,0.28,Mixed-Culture 25
17.5,12.6,1.051,21.6,4.87,840.97,0.28,Mixed-Culture 25
18.0,12.6,1.051,21.6,4.87,841.0,0.28,Mixed-Culture 25
18.5,12.6,1.051,21.6,4.84,842.515,0.28,Mixed-Culture 25
19.0,12.6,1.051,21.6,4.84,839.0,0.28,Mixed-Culture 25
19.5,12.6,1.051,21.6,4.82,843.0,0.28,Mixed-Culture 25
20.0,12.6,1.051,21.6,4.83,843.0,0.28,Mixed-Culture 25
20.5,12.652,1.051,21.6,4.815,843.0,0.28,Mixed-Culture 25
21.0,12.6,1.051,21.6,4.79,842.0,0.28,Mixed-Culture 25
21.5,12.6,1.051,21.6,4.81,843.515,0.28,Mixed-Culture 25
22.0,12.6,1.051,21.6,4.8,844.0,0.28,Mixed-Culture 25
22.5,12.6,1.051,21.652,4.795,844.0,0.28,Mixed-Culture 25
23.0,12.6,1.051,21.7,4.77,842.0,0.28,Mixed-Culture 25
23.5,12.5,1.05,21.7,4.766,844.364,0.28,Mixed-Culture 25
24.0,12.415,1.05,21.7,4.794,846.706,0.28,Mixed-Culture 25
24.5,12.4,1.05,21.7,4.764,844.0,0.28,Mixed-Culture 25
25.0,12.4,1.05,21.785,4.787,844.0,0.28,Mixed-Culture 25
25.5,12.4,1.05,21.8,4.789,843.455,0.28,Mixed-Culture 25
26.0,12.4,1.05,21.8,4.77,845.147,0.28,Mixed-Culture 25
26.5,12.3,1.05,21.8,4.765,848.545,0.28,Mixed-Culture 25
27.0,12.3,1.05,21.8,4.79,847.706,0.28,Mixed-Culture 25
27.5,12.264,1.05,21.8,4.774,845.091,0.28,Mixed-Culture 25
28.0,12.2,1.049,21.8,4.746,848.706,0.28,Mixed-Culture 25
28.5,12.2,1.049,21.9,4.75,847.364,0.28,Mixed-Culture 25
29.0,12.115,1.049,21.9,4.75,845.441,0.28,Mixed-Culture 25
29.5,12.1,1.049,21.9,4.78,845.909,0.28,Mixed-Culture 25
30.0,12.1,1.049,21.9,4.754,844.853,0.28,Mixed-Culture 25
30.5,12.0,1.048,22.0,4.759,842.455,0.28,Mixed-Culture 25
31.0,12.0,1.048,22.0,4.749,845.853,0.28,Mixed-Culture 25
31.5,11.9,1.048,22.0,4.762,843.909,0.28,Mixed-Culture 25
32.0,11.9,1.048,22.085,4.764,843.706,0.28,Mixed-Culture 25
32.5,11.8,1.048,22.1,4.74,844.364,0.28,Mixed-Culture 25
33.0,11.715,1.047,22.1,4.766,847.559,0.28,Mixed-Culture 25
33.5,11.7,1.047,22.136,4.762,849.273,0.27,Mixed-Culture 25
34.0,11.615,1.047,21.774,4.73,844.588,0.279,Mixed-Culture 25
34.5,11.564,1.047,21.7,4.748,849.364,0.28,Mixed-Culture 25
35.0,11.5,1.046,21.785,4.737,849.147,0.28,Mixed-Culture 25
35.5,11.464,1.046,21.8,4.738,849.636,0.28,Mixed-Culture 25
36.0,11.4,1.046,21.885,4.736,848.147,0.28,Mixed-Culture 25
36.5,11.364,1.046,21.9,4.763,850.0,0.28,Mixed-Culture 25
37.0,11.3,1.045,21.9,4.767,847.441,0.28,Mixed-Culture 25
37.5,11.2,1.045,22.0,4.753,850.091,0.28,Mixed-Culture 25
38.0,11.115,1.045,22.0,4.731,849.441,0.28,Mixed-Culture 25
38.5,11.064,1.045,22.1,4.735,851.0,0.28,Mixed-Culture 25
39.0,11.0,1.044,22.1,4.777,850.147,0.28,Mixed-Culture 25
39.5,10.9,1.044,22.2,4.739,851.273,0.276,Mixed-Culture 25
40.0,10.815,1.043,22.2,4.72,849.147,0.27,Mixed-Culture 25
40.5,10.764,1.043,22.2,4.734,850.273,0.27,Mixed-Culture 25
41.0,10.7,1.043,22.285,4.749,851.559,0.27,Mixed-Culture 25
41.5,10.6,1.043,22.118,4.767,849.636,0.27,Mixed-Culture 25
42.0,10.515,1.042,21.8,4.78,854.118,0.279,Mixed-Culture 25
42.5,10.464,1.042,21.8,4.736,856.636,0.28,Mixed-Culture 25
43.0,10.4,1.042,21.885,4.73,856.853,0.28,Mixed-Culture 25
43.5,10.3,1.041,21.9,4.76,855.364,0.28,Mixed-Culture 25
44.0,10.3,1.041,21.985,4.743,856.0,0.28,Mixed-Culture 25
44.5,10.164,1.041,22.036,4.732,854.727,0.28,Mixed-Culture 25
