hours_from_pitch,plato,specific_gravity,fluid_temp,style_name
0.0,10.7,1.043,20.2,Mixed-Culture 50
0.5,10.7,1.043,20.168,Mixed-Culture 50
1.0,10.7,1.043,20.135,Mixed-Culture 50
1.5,10.7,1.043,20.103,Mixed-Culture 50
2.0,10.7,1.043,20.071,Mixed-Culture 50
2.5,10.7,1.043,20.039,Mixed-Culture 50
3.0,10.7,1.043,20.006,Mixed-Culture 50
3.5,10.7,1.043,19.986,Mixed-Culture 50
4.0,10.7,1.043,19.969,Mixed-Culture 50
4.5,10.7,1.043,19.951,Mixed-Culture 50
5.0,10.7,1.043,19.934,Mixed-Culture 50
5.5,10.7,1.043,19.917,Mixed-Culture 50
6.0,10.7,1.043,19.9,Mixed-Culture 50
6.5,10.7,1.043,19.882,Mixed-Culture 50
7.0,10.7,1.043,19.865,Mixed-Culture 50
7.5,10.7,1.043,19.848,Mixed-Culture 50
8.0,10.7,1.043,19.83,Mixed-Culture 50
8.5,10.7,1.043,19.813,Mixed-Culture 50
9.0,10.7,1.043,19.796,Mixed-Culture 50
9.5,10.7,1.043,19.778,Mixed-Culture 50
10.0,10.7,1.043,19.761,Mixed-Culture 50
10.5,10.7,1.043,19.744,Mixed-Culture 50
11.0,10.7,1.043,19.726,Mixed-Culture 50
11.5,10.7,1.043,19.709,Mixed-Culture 50
12.0,10.7,1.043,19.692,Mixed-Culture 50
12.5,10.7,1.043,19.674,Mixed-Culture 50
13.0,10.7,1.043,19.657,Mixed-Culture 50
13.5,10.7,1.043,19.64,Mixed-Culture 50
14.0,10.7,1.043,19.622,Mixed-Culture 50
14.5,10.7,1.043,19.605,Mixed-Culture 50
15.0,10.7,1.043,19.588,Mixed-Culture 50
15.5,10.7,1.043,19.57,Mixed-Culture 50
16.0,10.7,1.043,19.553,Mixed-Culture 50
16.5,10.7,1.043,19.536,Mixed-Culture 50
17.0,10.7,1.043,19.518,Mixed-Culture 50
17.5,10.7,1.043,19.501,Mixed-Culture 50
18.0,10.7,1.043,19.531,Mixed-Culture 50
18.5,10.7,1.043,19.563,Mixed-Culture 50
19.0,10.7,1.043,19.595,Mixed-Culture 50
19.5,10.7,1.043,19.628,Mixed-Culture 50
20.0,10.7,1.043,19.66,Mixed-Culture 50
20.5,10.7,1.043,19.693,Mixed-Culture 50
21.0,10.7,1.043,19.725,Mixed-Culture 50
21.5,10.7,1.043,19.758,Mixed-Culture 50
22.0,10.7,1.043,19.79,Mixed-Culture 50
22.5,10.7,1.043,19.823,Mixed-Culture 50
23.0,10.7,1.043,19.855,Mixed-Culture 50
23.5,10.7,1.043,19.888,Mixed-Culture 50
24.0,10.7,1.043,19.92,Mixed-Culture 50
24.5,10.7,1.043,19.953,Mixed-Culture 50
25.0,10.7,1.043,19.985,Mixed-Culture 50
25.5,10.661,1.043,20.002,Mixed-Culture 50
26.0,10.588,1.043,20.005,Mixed-Culture 50
26.5,10.516,1.042,20.008,Mixed-Culture 50
27.0,10.443,1.042,20.012,Mixed-Culture 50
27.5,10.371,1.042,20.015,Mixed-Culture 50
28.0,10.299,1.041,20.018,Mixed-Culture 50
28.5,10.226,1.041,20.022,Mixed-Culture 50
29.0,10.154,1.041,20.025,Mixed-Culture 50
29.5,10.081,1.04,20.028,Mixed-Culture 50
30.0,10.009,1.04,20.031,Mixed-Culture 50
30.5,9.936,1.04,20.035,Mixed-Culture 50
31.0,9.864,1.04,20.038,Mixed-Culture 50
31.5,9.791,1.039,20.041,Mixed-Culture 50
32.0,9.719,1.039,20.045,Mixed-Culture 50
32.5,9.646,1.039,20.048,Mixed-Culture 50
33.0,9.574,1.038,20.051,Mixed-Culture 50
33.5,9.501,1.038,20.054,Mixed-Culture 50
34.0,9.429,1.038,20.058,Mixed-Culture 50
34.5,9.357,1.038,20.061,Mixed-Culture 50
35.0,9.284,1.037,20.064,Mixed-Culture 50
35.5,9.212,1.037,20.068,Mixed-Culture 50
36.0,9.139,1.037,20.071,Mixed-Culture 50
36.5,9.067,1.036,20.074,Mixed-Culture 50
37.0,8.994,1.036,20.078,Mixed-Culture 50
37.5,8.922,1.036,20.081,Mixed-Culture 50
38.0,8.849,1.035,20.084,Mixed-Culture 50
38.5,8.777,1.035,20.087,Mixed-Culture 50
39.0,8.704,1.035,20.091,Mixed-Culture 50
39.5,8.632,1.035,20.094,Mixed-Culture 50
40.0,8.559,1.034,20.097,Mixed-Culture 50
40.5,8.487,1.034,20.099,Mixed-Culture 50
41.0,8.412,1.034,20.091,Mixed-Culture 50
41.5,8.338,1.033,20.083,Mixed-Culture 50
42.0,8.263,1.033,20.075,Mixed-Culture 50
42.5,8.189,1.033,20.067,Mixed-Culture 50
43.0,8.115,1.032,20.059,Mixed-Culture 50
43.5,8.04,1.032,20.052,Mixed-Culture 50
44.0,7.966,1.032,20.044,Mixed-Culture 50
44.5,7.891,1.031,20.036,Mixed-Culture 50
45.0,7.817,1.031,20.028,Mixed-Culture 50
45.5,7.743,1.031,20.02,Mixed-Culture 50
46.0,7.668,1.03,20.012,Mixed-Culture 50
46.5,7.594,1.03,20.005,Mixed-Culture 50
47.0,7.519,1.03,19.997,Mixed-Culture 50
47.5,7.445,1.03,19.989,Mixed-Culture 50
48.0,7.371,1.029,19.981,Mixed-Culture 50
48.5,7.296,1.029,19.973,Mixed-Culture 50
49.0,7.222,1.029,19.965,Mixed-Culture 50
49.5,7.148,1.028,19.958,Mixed-Culture 50
50.0,7.073,1.028,19.95,Mixed-Culture 50
50.5,6.999,1.028,19.942,Mixed-Culture 50
51.0,6.924,1.027,19.934,Mixed-Culture 50
51.5,6.85,1.027,19.926,Mixed-Culture 50
52.0,6.776,1.027,19.918,Mixed-Culture 50
52.5,6.701,1.026,19.911,Mixed-Culture 50
53.0,6.627,1.026,19.903,Mixed-Culture 50
53.5,6.557,1.026,19.891,Mixed-Culture 50
54.0,6.489,1.026,19.878,Mixed-Culture 50
54.5,6.422,1.025,19.864,Mixed-Culture 50
55.0,6.354,1.025,19.851,Mixed-Culture 50
55.5,6.287,1.025,19.837,Mixed-Culture 50
56.0,6.219,1.024,19.824,Mixed-Culture 50
56.5,6.152,1.024,19.81,Mixed-Culture 50
57.0,6.084,1.024,19.797,Mixed-Culture 50
57.5,6.017,1.024,19.783,Mixed-Culture 50
58.0,5.949,1.023,19.77,Mixed-Culture 50
58.5,5.882,1.023,19.756,Mixed-Culture 50
59.0,5.814,1.023,19.743,Mixed-Culture 50
59.5,5.747,1.023,19.729,Mixed-Culture 50
60.0,5.679,1.022,19.716,Mixed-Culture 50
60.5,5.612,1.022,19.702,Mixed-Culture 50
61.0,5.544,1.022,19.689,Mixed-Culture 50
61.5,5.477,1.022,19.675,Mixed-Culture 50
62.0,5.409,1.021,19.662,Mixed-Culture 50
62.5,5.342,1.021,19.648,Mixed-Culture 50
63.0,5.274,1.021,19.635,Mixed-Culture 50
63.5,5.207,1.02,19.621,Mixed-Culture 50
64.0,5.139,1.02,19.608,Mixed-Culture 50
64.5,5.082,1.02,19.611,Mixed-Culture 50
65.0,5.039,1.02,19.636,Mixed-Culture 50
65.5,4.996,1.02,19.662,Mixed-Culture 50
66.0,4.954,1.019,19.688,Mixed-Culture 50
66.5,4.911,1.019,19.714,Mixed-Culture 50
67.0,4.868,1.019,19.739,Mixed-Culture 50
67.5,4.825,1.019,19.765,Mixed-Culture 50
68.0,4.782,1.019,19.791,Mixed-Culture 50
68.5,4.74,1.019,19.816,Mixed-Culture 50
69.0,4.697,1.018,19.842,Mixed-Culture 50
69.5,4.654,1.018,19.868,Mixed-Culture 50
70.0,4.611,1.018,19.893,Mixed-Culture 50
70.5,4.568,1.018,19.919,Mixed-Culture 50
71.0,4.526,1.018,19.945,Mixed-Culture 50
71.5,4.483,1.018,19.97,Mixed-Culture 50
72.0,4.44,1.017,19.996,Mixed-Culture 50
72.5,4.397,1.017,20.022,Mixed-Culture 50
73.0,4.354,1.017,20.047,Mixed-Culture 50
73.5,4.311,1.017,20.073,Mixed-Culture 50
74.0,4.269,1.017,20.099,Mixed-Culture 50
74.5,4.226,1.017,20.124,Mixed-Culture 50
75.0,4.183,1.016,20.15,Mixed-Culture 50
75.5,4.14,1.016,20.176,Mixed-Culture 50
76.0,4.099,1.016,20.2,Mixed-Culture 50
76.5,4.083,1.016,20.2,Mixed-Culture 50
77.0,4.067,1.016,20.2,Mixed-Culture 50
77.5,4.051,1.016,20.2,Mixed-Culture 50
78.0,4.036,1.016,20.2,Mixed-Culture 50
78.5,4.02,1.016,20.2,Mixed-Culture 50
79.0,4.004,1.016,20.2,Mixed-Culture 50
79.5,3.988,1.016,20.2,Mixed-Culture 50
80.0,3.972,1.015,20.2,Mixed-Culture 50
80.5,3.956,1.015,20.2,Mixed-Culture 50
81.0,3.941,1.015,20.2,Mixed-Culture 50
81.5,3.925,1.015,20.2,Mixed-Culture 50
82.0,3.909,1.015,20.2,Mixed-Culture 50
82.5,3.893,1.015,20.2,Mixed-Culture 50
83.0,3.877,1.015,20.2,Mixed-Culture 50
83.5,3.861,1.015,20.2,Mixed-Culture 50
84.0,3.845,1.015,20.2,Mixed-Culture 50
84.5,3.83,1.015,20.2,Mixed-Culture 50
85.0,3.814,1.015,20.2,Mixed-Culture 50
85.5,3.798,1.015,20.2,Mixed-Culture 50
86.0,3.782,1.015,20.2,Mixed-Culture 50
86.5,3.766,1.015,20.2,Mixed-Culture 50
87.0,3.75,1.015,20.2,Mixed-Culture 50
87.5,3.734,1.015,20.2,Mixed-Culture 50
88.0,3.719,1.014,20.2,Mixed-Culture 50
88.5,3.703,1.014,20.2,Mixed-Culture 50
89.0,3.687,1.014,20.2,Mixed-Culture 50
89.5,3.671,1.014,20.2,Mixed-Culture 50
90.0,3.655,1.014,20.2,Mixed-Culture 50
90.5,3.639,1.014,20.2,Mixed-Culture 50
91.0,3.623,1.014,20.2,Mixed-Culture 50
91.5,3.608,1.014,20.2,Mixed-Culture 50
92.0,3.59,1.014,20.197,Mixed-Culture 50
92.5,3.571,1.014,20.19,Mixed-Culture 50
93.0,3.553,1.014,20.184,Mixed-Culture 50
93.5,3.534,1.014,20.178,Mixed-Culture 50
94.0,3.515,1.014,20.172,Mixed-Culture 50
94.5,3.496,1.014,20.165,Mixed-Culture 50
95.0,3.477,1.014,20.159,Mixed-Culture 50
95.5,3.459,1.014,20.153,Mixed-Culture 50
96.0,3.44,1.013,20.147,Mixed-Culture 50
96.5,3.421,1.013,20.14,Mixed-Culture 50
97.0,3.402,1.013,20.134,Mixed-Culture 50
97.5,3.383,1.013,20.128,Mixed-Culture 50
98.0,3.365,1.013,20.122,Mixed-Culture 50
98.5,3.346,1.013,20.115,Mixed-Culture 50
99.0,3.327,1.013,20.109,Mixed-Culture 50
99.5,3.308,1.013,20.103,Mixed-Culture 50
100.0,3.296,1.013,20.107,Mixed-Culture 50
100.5,3.288,1.013,20.118,Mixed-Culture 50
101.0,3.28,1.013,20.13,Mixed-Culture 50
101.5,3.272,1.013,20.142,Mixed-Culture 50
102.0,3.264,1.013,20.153,Mixed-Culture 50
102.5,3.257,1.013,20.165,Mixed-Culture 50
103.0,3.249,1.013,20.177,Mixed-Culture 50
103.5,3.241,1.013,20.188,Mixed-Culture 50
104.0,3.233,1.013,20.2,Mixed-Culture 50
104.5,3.225,1.013,20.212,Mixed-Culture 50
105.0,3.218,1.013,20.224,Mixed-Culture 50
105.5,3.21,1.013,20.235,Mixed-Culture 50
106.0,3.202,1.013,20.247,Mixed-Culture 50
106.5,3.194,1.012,20.259,Mixed-Culture 50
107.0,3.186,1.012,20.27,Mixed-Culture 50
107.5,3.179,1.012,20.282,Mixed-Culture 50
108.0,3.171,1.012,20.294,Mixed-Culture 50
108.5,3.163,1.012,20.305,Mixed-Culture 50
109.0,3.155,1.012,20.317,Mixed-Culture 50
109.5,3.147,1.012,20.329,Mixed-Culture 50
110.0,3.14,1.012,20.341,Mixed-Culture 50
110.5,3.132,1.012,20.352,Mixed-Culture 50
111.0,3.124,1.012,20.364,Mixed-Culture 50
111.5,3.116,1.012,20.376,Mixed-Culture 50
112.0,3.108,1.012,20.387,Mixed-Culture 50
112.5,3.101,1.012,20.399,Mixed-Culture 50
113.0,3.1,1.012,20.351,Mixed-Culture 50
113.5,3.1,1.012,20.297,Mixed-Culture 50
114.0,3.1,1.012,20.243,Mixed-Culture 50
114.5,3.1,1.012,20.19,Mixed-Culture 50
115.0,3.1,1.012,20.136,Mixed-Culture 50
115.5,3.1,1.012,20.083,Mixed-Culture 50
116.0,3.1,1.012,20.029,Mixed-Culture 50
116.5,3.1,1.012,19.975,Mixed-Culture 50
117.0,3.1,1.012,19.922,Mixed-Culture 50
117.5,3.1,1.012,19.868,Mixed-Culture 50
118.0,3.1,1.012,19.814,Mixed-Culture 50
118.5,3.1,1.012,19.761,Mixed-Culture 50
119.0,3.1,1.012,19.707,Mixed-Culture 50
119.5,3.1,1.012,19.654,Mixed-Culture 50
120.0,3.1,1.012,19.6,Mixed-Culture 50
120.5,3.1,1.012,19.546,Mixed-Culture 50
121.0,3.1,1.012,19.493,Mixed-Culture 50
121.5,3.1,1.012,19.439,Mixed-Culture 50
122.0,3.1,1.012,19.386,Mixed-Culture 50
122.5,3.1,1.012,19.332,Mixed-Culture 50
123.0,3.1,1.012,19.278,Mixed-Culture 50
123.5,3.1,1.012,19.225,Mixed-Culture 50
