hours_from_pitch,plato,specific_gravity,fluid_temp,ph,conductivity,do,style_name
0.0,12.566,1.051,23.0,4.87,2527.0,2.08,Mixed-Culture 50
0.5,12.666,1.051,22.7,4.91,2537.0,1.75,Mixed-Culture 50
1.0,12.7,1.051,22.5,4.93,2537.0,1.58,Mixed-Culture 50
1.5,12.7,1.051,22.4,4.95,2532.0,1.46,Mixed-Culture 50
2.0,12.7,1.051,22.2,4.97,2536.0,1.37,Mixed-Culture 50
2.5,12.7,1.051,22.2,4.99,2529.0,1.27,Mixed-Culture 50
3.0,12.7,1.051,22.1,5.0,2528.0,1.18,Mixed-Culture 50
3.5,12.7,1.051,22.0,5.01,2530.0,1.04,Mixed-Culture 50
4.0,12.7,1.051,22.0,5.01,2527.0,0.92,Mixed-Culture 50
4.5,12.7,1.051,22.1,5.01,2524.0,0.81,Mixed-Culture 50
5.0,12.7,1.051,21.9,5.01,2529.0,0.68,Mixed-Culture 50
5.5,12.7,1.051,21.9,5.01,2527.0,0.65,Mixed-Culture 50
6.0,12.7,1.051,21.9,5.01,2524.0,0.64,Mixed-Culture 50
6.5,12.7,1.051,21.9,5.0,2525.0,0.62,Mixed-Culture 50
7.0,12.7,1.051,21.9,5.0,2524.0,0.61,Mixed-Culture 50
7.5,12.7,1.051,21.9,4.99,2521.0,0.61,Mixed-Culture 50
8.0,12.7,1.051,21.8,4.99,2522.0,0.61,Mixed-Culture 50
8.5,12.7,1.051,21.8,4.98,2521.0,0.61,Mixed-Culture 50
9.0,12.7,1.051,21.9,4.98,2515.0,0.6,Mixed-Culture 50
9.5,12.7,1.051,21.7,4.97,2524.0,0.6,Mixed-Culture 50
10.0,12.7,1.051,21.8,4.96,2519.0,0.61,Mixed-Culture 50
10.5,12.7,1.051,21.7,4.95,2520.0,0.6,Mixed-Culture 50
11.0,12.7,1.051,21.6,4.94,2522.0,0.6,Mixed-Culture 50
11.5,12.7,1.051,21.7,4.93,2517.0,0.6,Mixed-Culture 50
12.0,12.7,1.051,21.7,4.92,2515.0,0.6,Mixed-Culture 50
12.5,12.7,1.051,21.6,4.91,2521.0,0.6,Mixed-Culture 50
13.0,12.7,1.051,21.6,4.9,2516.0,0.59,Mixed-Culture 50
13.5,12.7,1.051,21.6,4.89,2518.0,0.6,Mixed-Culture 50
14.0,12.7,1.051,21.5,4.88,2520.0,0.61,Mixed-Culture 50
14.5,12.634,1.051,21.5,4.86,2519.0,0.6,Mixed-Culture 50
15.0,12.6,1.051,21.4,4.85,2521.0,0.59,Mixed-Culture 50
15.5,12.6,1.051,21.4,4.84,2523.0,0.6,Mixed-Culture 50
16.0,12.6,1.051,21.3,4.82,2526.0,0.61,Mixed-Culture 50
16.5,12.6,1.051,21.3,4.81,2524.0,0.61,Mixed-Culture 50
17.0,12.6,1.051,21.4,4.79,2519.0,0.6,Mixed-Culture 50
17.5,12.6,1.051,21.4,4.78,2518.0,0.6,Mixed-Culture 50
18.0,12.6,1.051,21.3,4.77,2520.0,0.61,Mixed-Culture 50
18.5,12.6,1.051,21.3,4.75,2521.0,0.6,Mixed-Culture 50
19.0,12.6,1.051,21.3,4.74,2516.0,0.61,Mixed-Culture 50
19.5,12.534,1.05,21.3,4.72,2517.0,0.6,Mixed-Culture 50
20.0,12.5,1.05,21.3,4.71,2511.0,0.61,Mixed-Culture 50
20.5,12.368,1.05,21.4,4.7,2506.0,0.6,Mixed-Culture 50
21.0,12.366,1.05,21.4,4.68,2505.0,0.6,Mixed-Culture 50
21.5,12.4,1.05,21.3,4.67,2507.0,0.62,Mixed-Culture 50
22.0,12.4,1.05,21.4,4.66,2493.0,0.62,Mixed-Culture 50
22.5,12.466,1.05,21.4,4.65,2460.0,0.62,Mixed-Culture 50
23.0,12.368,1.05,21.3,4.64,2448.0,0.64,Mixed-Culture 50
23.5,12.168,1.049,21.3,4.64,2442.0,0.64,Mixed-Culture 50
24.0,12.1,1.049,21.4,4.63,2432.0,0.62,Mixed-Culture 50
24.5,12.034,1.048,21.4,4.62,2426.0,0.61,Mixed-Culture 50
25.0,11.934,1.048,21.5,4.62,2417.0,0.62,Mixed-Culture 50
25.5,11.834,1.048,21.4,4.61,2419.0,0.6,Mixed-Culture 50
26.0,11.734,1.047,21.5,4.6,2414.0,0.61,Mixed-Culture 50
26.5,11.634,1.047,21.5,4.59,2411.0,0.61,Mixed-Culture 50
27.0,11.534,1.046,21.5,4.59,2407.0,0.61,Mixed-Culture 50
27.5,11.368,1.045,21.5,4.58,2402.0,0.6,Mixed-Culture 50
28.0,11.234,1.045,21.6,4.57,2395.0,0.6,Mixed-Culture 50
28.5,11.134,1.045,21.6,4.56,2396.0,0.59,Mixed-Culture 50
29.0,10.968,1.044,21.7,4.55,2390.0,0.59,Mixed-Culture 50
29.5,10.834,1.043,21.7,4.55,2384.0,0.59,Mixed-Culture 50
30.0,10.602,1.042,21.6,4.54,2386.0,0.58,Mixed-Culture 50
30.5,10.434,1.042,21.6,4.53,2387.0,0.58,Mixed-Culture 50
31.0,10.4,1.042,21.7,4.52,2379.0,0.59,Mixed-Culture 50
31.5,10.334,1.041,21.8,4.51,2371.0,0.59,Mixed-Culture 50
32.0,10.036,1.04,21.8,4.5,2366.0,0.58,Mixed-Culture 50
32.5,9.636,1.039,21.9,4.49,2360.0,0.57,Mixed-Culture 50
33.0,9.5,1.038,21.9,4.48,2320.0,0.57,Mixed-Culture 50
33.5,9.302,1.037,21.9,4.46,2310.0,0.57,Mixed-Culture 50
34.0,9.134,1.036,22.1,4.46,2204.0,0.58,Mixed-Culture 50
34.5,9.034,1.036,22.9,4.44,554.0,0.56,Mixed-Culture 50
35.0,8.934,1.035,23.8,4.39,382.0,0.56,Mixed-Culture 50
35.5,8.9,1.035,24.6,4.37,292.0,0.55,Mixed-Culture 50
36.0,8.834,1.035,25.3,4.35,188.0,0.54,Mixed-Culture 50
36.5,8.668,1.034,25.5,4.33,189.0,0.53,Mixed-Culture 50
37.0,8.534,1.034,25.9,4.31,141.0,0.53,Mixed-Culture 50
37.5,8.434,1.033,25.9,4.29,147.0,0.53,Mixed-Culture 50
38.0,8.4,1.033,26.1,4.27,149.0,0.53,Mixed-Culture 50
38.5,8.334,1.033,26.1,4.25,147.0,0.53,Mixed-Culture 50
39.0,8.234,1.033,26.2,4.23,143.0,0.52,Mixed-Culture 50
39.5,8.134,1.032,26.3,4.21,137.0,0.52,Mixed-Culture 50
40.0,8.034,1.032,26.2,4.19,139.0,0.52,Mixed-Culture 50
40.5,7.934,1.031,26.3,4.17,145.0,0.52,Mixed-Culture 50
41.0,7.834,1.031,26.3,4.15,158.0,0.52,Mixed-Culture 50
41.5,7.734,1.031,26.2,4.14,187.0,0.51,Mixed-Culture 50
42.0,7.634,1.03,26.2,4.11,154.0,0.51,Mixed-Culture 50
42.5,7.534,1.03,26.3,4.09,144.0,0.51,Mixed-Culture 50
43.0,7.434,1.029,26.4,4.07,143.0,0.51,Mixed-Culture 50
43.5,7.334,1.029,26.4,4.05,142.0,0.51,Mixed-Culture 50
44.0,7.234,1.029,26.4,4.03,161.0,0.51,Mixed-Culture 50
44.5,7.134,1.028,26.5,4.0,155.0,0.51,Mixed-Culture 50
45.0,7.034,1.028,26.5,3.99,167.0,0.51,Mixed-Culture 50
45.5,6.934,1.027,26.6,3.97,171.0,0.5,Mixed-Culture 50
46.0,6.834,1.027,26.6,3.96,187.0,0.5,Mixed-Culture 50
46.5,6.734,1.027,26.6,3.94,177.0,0.5,Mixed-Culture 50
47.0,6.7,1.027,26.5,3.93,192.0,0.51,Mixed-Culture 50
47.5,6.634,1.026,26.6,3.91,172.0,0.5,Mixed-Culture 50
48.0,6.534,1.026,26.8,3.91,163.0,0.49,Mixed-Culture 50
48.5,6.434,1.025,27.2,3.91,157.0,0.49,Mixed-Culture 50
49.0,6.334,1.025,27.6,3.91,148.0,0.49,Mixed-Culture 50
49.5,6.234,1.024,27.7,3.91,166.0,0.48,Mixed-Culture 50
50.0,6.2,1.024,27.8,3.91,165.0,0.48,Mixed-Culture 50
50.5,6.134,1.024,27.9,3.91,160.0,0.48,Mixed-Culture 50
51.0,6.034,1.024,27.9,3.91,167.0,0.48,Mixed-Culture 50
51.5,5.934,1.023,27.9,3.91,164.0,0.47,Mixed-Culture 50
52.0,5.834,1.023,27.8,3.91,164.0,0.47,Mixed-Culture 50
52.5,5.734,1.022,27.8,3.91,165.0,0.47,Mixed-Culture 50
53.0,5.634,1.022,27.6,3.91,167.0,0.47,Mixed-Culture 50
53.5,5.534,1.022,27.6,3.91,185.0,0.48,Mixed-Culture 50
54.0,5.434,1.021,27.4,3.91,179.0,0.48,Mixed-Culture 50
54.5,5.334,1.021,27.3,3.91,174.0,0.48,Mixed-Culture 50
55.0,5.234,1.02,27.3,3.91,160.0,0.47,Mixed-Culture 50
55.5,5.134,1.02,27.4,3.91,168.0,0.47,Mixed-Culture 50
56.0,5.034,1.02,27.4,3.91,169.0,0.47,Mixed-Culture 50
56.5,4.934,1.019,27.3,3.91,168.0,0.47,Mixed-Culture 50
57.0,4.834,1.019,27.4,3.91,172.0,0.47,Mixed-Culture 50
57.5,4.734,1.018,27.3,3.91,163.0,0.47,Mixed-Culture 50
58.0,4.634,1.018,27.3,3.91,177.0,0.47,Mixed-Culture 50
58.5,4.6,1.018,27.3,3.91,177.0,0.48,Mixed-Culture 50
59.0,4.534,1.018,27.2,3.91,188.0,0.48,Mixed-Culture 50
59.5,4.434,1.017,27.2,3.91,183.0,0.48,Mixed-Culture 50
60.0,4.334,1.017,27.1,3.91,189.0,0.47,Mixed-Culture 50
60.5,4.3,1.017,27.1,3.91,176.0,0.47,Mixed-Culture 50
61.0,4.234,1.016,27.1,3.91,179.0,0.47,Mixed-Culture 50
61.5,4.134,1.016,27.0,3.91,181.0,0.47,Mixed-Culture 50
62.0,4.1,1.016,26.9,3.91,192.0,0.47,Mixed-Culture 50
62.5,4.034,1.016,26.9,3.91,179.0,0.47,Mixed-Culture 50
63.0,3.934,1.015,26.9,3.91,186.0,0.47,Mixed-Culture 50
63.5,3.834,1.015,26.9,3.91,181.0,0.47,Mixed-Culture 50
64.0,3.734,1.014,26.7,3.91,191.0,0.48,Mixed-Culture 50
64.5,3.634,1.014,26.3,3.91,200.0,0.47,Mixed-Culture 50
65.0,3.534,1.014,26.1,3.91,204.0,0.47,Mixed-Culture 50
65.5,3.434,1.013,26.2,3.91,212.0,0.47,Mixed-Culture 50
66.0,3.334,1.013,26.0,3.91,223.0,0.48,Mixed-Culture 50
66.5,3.234,1.013,25.9,3.91,228.0,0.47,Mixed-Culture 50
67.0,3.2,1.013,25.8,3.91,232.0,0.47,Mixed-Culture 50
67.5,3.134,1.012,25.6,3.91,221.0,0.47,Mixed-Culture 50
68.0,3.034,1.012,25.5,3.91,233.0,0.47,Mixed-Culture 50
68.5,2.934,1.011,25.4,3.91,225.0,0.48,Mixed-Culture 50
69.0,2.768,1.011,25.4,3.91,213.0,0.48,Mixed-Culture 50
69.5,2.7,1.011,25.4,3.91,215.0,0.48,Mixed-Culture 50
70.0,2.7,1.011,25.4,3.91,221.0,0.48,Mixed-Culture 50
70.5,2.7,1.011,26.053,3.91,229.765,0.47,Mixed-Culture 50
71.0,2.7,1.011,25.753,3.91,259.0,0.475,Mixed-Culture 50
71.5,2.7,1.011,25.706,3.91,264.706,0.475,Mixed-Culture 50
72.0,2.7,1.011,25.6,3.91,272.941,0.48,Mixed-Culture 50
72.5,2.7,1.011,25.5,3.91,270.235,0.47,Mixed-Culture 50
73.0,2.7,1.011,25.547,3.91,261.412,0.47,Mixed-Culture 50
73.5,2.7,1.011,25.5,3.91,282.412,0.47,Mixed-Culture 50
74.0,2.7,1.011,25.5,3.91,274.118,0.47,Mixed-Culture 50
74.5,2.7,1.011,25.5,3.91,275.059,0.47,Mixed-Culture 50
75.0,2.7,1.011,25.5,3.91,272.824,0.47,Mixed-Culture 50
75.5,2.7,1.011,25.5,3.91,280.824,0.47,Mixed-Culture 50
76.0,2.7,1.011,25.7,3.91,288.294,0.47,Mixed-Culture 50
76.5,2.7,1.011,25.847,3.91,291.235,0.47,Mixed-Culture 50
77.0,2.7,1.011,25.947,3.91,292.412,0.47,Mixed-Culture 50
77.5,2.7,1.011,26.047,3.91,295.235,0.47,Mixed-Culture 50
78.0,2.7,1.011,26.147,3.91,293.765,0.47,Mixed-Culture 50
78.5,2.7,1.011,26.2,3.91,296.176,0.47,Mixed-Culture 50
79.0,2.7,1.011,26.2,3.91,289.059,0.47,Mixed-Culture 50
79.5,2.7,1.011,26.247,3.91,285.941,0.47,Mixed-Culture 50
80.0,2.7,1.011,26.194,3.91,285.059,0.47,Mixed-Culture 50
80.5,2.7,1.011,26.247,3.91,278.118,0.47,Mixed-Culture 50
81.0,2.7,1.011,26.347,3.91,264.588,0.47,Mixed-Culture 50
81.5,2.7,1.011,26.3,3.91,268.941,0.47,Mixed-Culture 50
82.0,2.7,1.011,26.294,3.91,259.118,0.47,Mixed-Culture 50
82.5,2.7,1.011,26.247,3.91,250.118,0.47,Mixed-Culture 50
83.0,2.7,1.011,26.347,3.91,251.824,0.47,Mixed-Culture 50
83.5,2.7,1.011,26.3,3.91,269.647,0.47,Mixed-Culture 50
84.0,2.7,1.011,26.347,3.91,264.294,0.47,Mixed-Culture 50
84.5,2.7,1.011,26.347,3.91,231.176,0.48,Mixed-Culture 50
85.0,2.7,1.011,26.347,3.91,219.529,0.475,Mixed-Culture 50
85.5,2.7,1.011,26.347,3.91,204.824,0.475,Mixed-Culture 50
86.0,2.7,1.011,26.3,3.91,200.529,0.48,Mixed-Culture 50
86.5,2.7,1.011,26.2,3.91,198.125,0.48,Mixed-Culture 50
87.0,2.7,1.011,26.3,3.91,188.25,0.48,Mixed-Culture 50
87.5,2.7,1.011,26.3,3.91,193.875,0.48,Mixed-Culture 50
88.0,2.7,1.011,26.162,3.91,182.25,0.484,Mixed-Culture 50
88.5,2.7,1.011,25.962,3.91,191.375,0.49,Mixed-Culture 50
89.0,2.7,1.011,25.8,3.91,193.25,0.48,Mixed-Culture 50
89.5,2.7,1.011,25.8,3.91,201.75,0.484,Mixed-Culture 50
90.0,2.7,1.011,25.8,3.91,197.25,0.48,Mixed-Culture 50
90.5,2.7,1.011,25.8,3.91,194.5,0.484,Mixed-Culture 50
91.0,2.7,1.011,25.8,3.91,196.5,0.48,Mixed-Culture 50
91.5,2.7,1.011,25.8,3.91,186.125,0.484,Mixed-Culture 50
