hours_from_pitch,plato,specific_gravity,fluid_temp,style_name
0.0,12.4,1.05,20.0,Mixed-Culture 75
0.5,12.385,1.05,19.97,Mixed-Culture 75
1.0,12.37,1.05,19.941,Mixed-Culture 75
1.5,12.356,1.05,19.911,Mixed-Culture 75
2.0,12.341,1.05,19.882,Mixed-Culture 75
2.5,12.326,1.05,19.852,Mixed-Culture 75
3.0,12.311,1.05,19.823,Mixed-Culture 75
3.5,12.297,1.05,19.793,Mixed-Culture 75
4.0,12.282,1.05,19.764,Mixed-Culture 75
4.5,12.267,1.049,19.734,Mixed-Culture 75
5.0,12.252,1.049,19.705,Mixed-Culture 75
5.5,12.238,1.049,19.675,Mixed-Culture 75
6.0,12.223,1.049,19.646,Mixed-Culture 75
6.5,12.208,1.049,19.616,Mixed-Culture 75
7.0,12.193,1.049,19.587,Mixed-Culture 75
7.5,12.179,1.049,19.557,Mixed-Culture 75
8.0,12.164,1.049,19.528,Mixed-Culture 75
8.5,12.149,1.049,19.498,Mixed-Culture 75
9.0,12.134,1.049,19.469,Mixed-Culture 75
9.5,12.12,1.049,19.439,Mixed-Culture 75
10.0,12.105,1.049,19.41,Mixed-Culture 75
10.5,12.09,1.049,19.38,Mixed-Culture 75
11.0,12.075,1.049,19.351,Mixed-Culture 75
11.5,12.061,1.049,19.321,Mixed-Culture 75
12.0,12.046,1.049,19.292,Mixed-Culture 75
12.5,12.031,1.049,19.262,Mixed-Culture 75
13.0,12.016,1.048,19.233,Mixed-Culture 75
13.5,12.002,1.048,19.203,Mixed-Culture 75
14.0,11.987,1.048,19.174,Mixed-Culture 75
14.5,11.972,1.048,19.144,Mixed-Culture 75
15.0,11.957,1.048,19.115,Mixed-Culture 75
15.5,11.943,1.048,19.085,Mixed-Culture 75
16.0,11.928,1.048,19.055,Mixed-Culture 75
16.5,11.913,1.048,19.026,Mixed-Culture 75
17.0,11.897,1.048,19.0,Mixed-Culture 75
17.5,11.874,1.048,19.0,Mixed-Culture 75
18.0,11.851,1.048,19.0,Mixed-Culture 75
18.5,11.827,1.048,19.0,Mixed-Culture 75
19.0,11.804,1.048,19.0,Mixed-Culture 75
19.5,11.781,1.048,19.0,Mixed-Culture 75
20.0,11.758,1.047,19.0,Mixed-Culture 75
20.5,11.734,1.047,19.0,Mixed-Culture 75
21.0,11.711,1.047,19.0,Mixed-Culture 75
21.5,11.688,1.047,19.0,Mixed-Culture 75
22.0,11.664,1.047,19.0,Mixed-Culture 75
22.5,11.641,1.047,19.0,Mixed-Culture 75
23.0,11.618,1.047,19.0,Mixed-Culture 75
23.5,11.595,1.047,19.0,Mixed-Culture 75
24.0,11.571,1.047,19.0,Mixed-Culture 75
