hours_from_pitch,plato,specific_gravity,fluid_temp,style_name
0.0,11.4,1.046,20.2,SHU IPA
0.5,11.4,1.046,20.135,SHU IPA
1.0,11.4,1.046,20.07,SHU IPA
1.5,11.4,1.046,20.005,SHU IPA
2.0,11.4,1.046,19.939,SHU IPA
2.5,11.4,1.046,19.874,SHU IPA
3.0,11.4,1.046,19.809,SHU IPA
3.5,11.4,1.046,19.8,SHU IPA
4.0,11.4,1.046,19.8,SHU IPA
4.5,11.4,1.046,19.8,SHU IPA
5.0,11.4,1.046,19.8,SHU IPA
5.5,11.4,1.046,19.8,SHU IPA
6.0,11.4,1.046,19.8,SHU IPA
6.5,11.4,1.046,19.8,SHU IPA
7.0,11.4,1.046,19.8,SHU IPA
7.5,11.4,1.046,19.8,SHU IPA
8.0,11.4,1.046,19.8,SHU IPA
8.5,11.4,1.046,19.8,SHU IPA
9.0,11.4,1.046,19.8,SHU IPA
9.5,11.4,1.046,19.8,SHU IPA
10.0,11.4,1.046,19.8,SHU IPA
10.5,11.4,1.046,19.8,SHU IPA
11.0,11.4,1.046,19.8,SHU IPA
11.5,11.4,1.046,19.8,SHU IPA
12.0,11.4,1.046,19.8,SHU IPA
12.5,11.4,1.046,19.8,SHU IPA
13.0,11.4,1.046,19.8,SHU IPA
13.5,11.4,1.046,19.8,SHU IPA
14.0,11.4,1.046,19.8,SHU IPA
14.5,11.4,1.046,19.8,SHU IPA
15.0,11.4,1.046,19.8,SHU IPA
15.5,11.4,1.046,19.8,SHU IPA
16.0,11.4,1.046,19.8,SHU IPA
16.5,11.4,1.046,19.8,SHU IPA
17.0,11.4,1.046,19.8,SHU IPA
17.5,11.4,1.046,19.8,SHU IPA
18.0,11.4,1.046,19.8,SHU IPA
18.5,11.4,1.046,19.8,SHU IPA
19.0,11.4,1.046,19.8,SHU IPA
19.5,11.4,1.046,19.8,SHU IPA
20.0,11.4,1.046,19.8,SHU IPA
20.5,11.4,1.046,19.8,SHU IPA
21.0,11.4,1.046,19.8,SHU IPA
21.5,11.4,1.046,19.8,SHU IPA
22.0,11.4,1.046,19.8,SHU IPA
22.5,11.4,1.046,19.8,SHU IPA
23.0,11.4,1.046,19.8,SHU IPA
23.5,11.4,1.046,19.8,SHU IPA
24.0,11.4,1.046,19.8,SHU IPA
24.5,11.4,1.046,19.8,SHU IPA
25.0,11.4,1.046,19.8,SHU IPA
25.5,11.361,1.046,19.786,SHU IPA
26.0,11.315,1.046,19.77,SHU IPA
26.5,11.269,1.045,19.753,SHU IPA
27.0,11.224,1.045,19.737,SHU IPA
27.5,11.178,1.045,19.721,SHU IPA
28.0,11.132,1.045,19.704,SHU IPA
28.5,11.086,1.045,19.688,SHU IPA
29.0,11.04,1.044,19.671,SHU IPA
29.5,10.994,1.044,19.655,SHU IPA
30.0,10.948,1.044,19.638,SHU IPA
30.5,10.902,1.044,19.622,SHU IPA
31.0,10.856,1.044,19.606,SHU IPA
31.5,10.81,1.043,19.589,SHU IPA
32.0,10.764,1.043,19.573,SHU IPA
32.5,10.718,1.043,19.556,SHU IPA
33.0,10.672,1.043,19.54,SHU IPA
33.5,10.626,1.043,19.524,SHU IPA
34.0,10.58,1.042,19.507,SHU IPA
34.5,10.534,1.042,19.491,SHU IPA
35.0,10.488,1.042,19.474,SHU IPA
35.5,10.442,1.042,19.458,SHU IPA
36.0,10.396,1.042,19.441,SHU IPA
36.5,10.35,1.042,19.425,SHU IPA
37.0,10.304,1.041,19.409,SHU IPA
37.5,10.258,1.041,19.392,SHU IPA
38.0,10.212,1.041,19.376,SHU IPA
38.5,10.166,1.041,19.359,SHU IPA
39.0,10.12,1.041,19.343,SHU IPA
39.5,10.074,1.04,19.327,SHU IPA
40.0,10.028,1.04,19.31,SHU IPA
40.5,9.993,1.04,19.307,SHU IPA
41.0,9.973,1.04,19.327,SHU IPA
41.5,9.954,1.04,19.346,SHU IPA
42.0,9.934,1.04,19.366,SHU IPA
42.5,9.915,1.04,19.385,SHU IPA
43.0,9.895,1.04,19.405,SHU IPA
43.5,9.876,1.04,19.424,SHU IPA
44.0,9.856,1.039,19.444,SHU IPA
44.5,9.837,1.039,19.463,SHU IPA
45.0,9.817,1.039,19.483,SHU IPA
45.5,9.798,1.039,19.502,SHU IPA
46.0,9.778,1.039,19.522,SHU IPA
46.5,9.759,1.039,19.541,SHU IPA
47.0,9.739,1.039,19.561,SHU IPA
47.5,9.72,1.039,19.58,SHU IPA
48.0,9.7,1.039,19.6,SHU IPA
48.5,9.681,1.039,19.619,SHU IPA
49.0,9.661,1.039,19.639,SHU IPA
49.5,9.642,1.039,19.658,SHU IPA
50.0,9.622,1.038,19.678,SHU IPA
50.5,9.603,1.038,19.697,SHU IPA
51.0,9.583,1.038,19.717,SHU IPA
51.5,9.564,1.038,19.736,SHU IPA
52.0,9.544,1.038,19.756,SHU IPA
52.5,9.525,1.038,19.775,SHU IPA
53.0,9.505,1.038,19.795,SHU IPA
53.5,9.437,1.038,19.793,SHU IPA
54.0,9.351,1.037,19.784,SHU IPA
54.5,9.266,1.037,19.775,SHU IPA
55.0,9.18,1.037,19.766,SHU IPA
55.5,9.095,1.036,19.757,SHU IPA
56.0,9.01,1.036,19.748,SHU IPA
56.5,8.924,1.036,19.739,SHU IPA
57.0,8.839,1.035,19.73,SHU IPA
57.5,8.753,1.035,19.721,SHU IPA
58.0,8.668,1.034,19.712,SHU IPA
58.5,8.582,1.034,19.703,SHU IPA
59.0,8.497,1.034,19.694,SHU IPA
59.5,8.412,1.033,19.685,SHU IPA
60.0,8.326,1.033,19.676,SHU IPA
60.5,8.241,1.033,19.667,SHU IPA
61.0,8.155,1.032,19.658,SHU IPA
61.5,8.07,1.032,19.649,SHU IPA
62.0,7.984,1.032,19.64,SHU IPA
62.5,7.899,1.031,19.631,SHU IPA
63.0,7.814,1.031,19.622,SHU IPA
63.5,7.728,1.031,19.613,SHU IPA
64.0,7.643,1.03,19.604,SHU IPA
64.5,7.568,1.03,19.619,SHU IPA
65.0,7.504,1.03,19.658,SHU IPA
65.5,7.439,1.029,19.696,SHU IPA
66.0,7.375,1.029,19.735,SHU IPA
66.5,7.311,1.029,19.773,SHU IPA
67.0,7.247,1.029,19.812,SHU IPA
67.5,7.183,1.028,19.85,SHU IPA
68.0,7.118,1.028,19.889,SHU IPA
68.5,7.054,1.028,19.927,SHU IPA
69.0,6.99,1.028,19.966,SHU IPA
69.5,6.926,1.027,20.005,SHU IPA
70.0,6.862,1.027,20.043,SHU IPA
70.5,6.797,1.027,20.082,SHU IPA
71.0,6.733,1.027,20.12,SHU IPA
71.5,6.669,1.026,20.159,SHU IPA
72.0,6.605,1.026,20.197,SHU IPA
72.5,6.54,1.026,20.236,SHU IPA
73.0,6.476,1.026,20.274,SHU IPA
73.5,6.412,1.025,20.313,SHU IPA
74.0,6.348,1.025,20.351,SHU IPA
74.5,6.284,1.025,20.39,SHU IPA
75.0,6.219,1.024,20.428,SHU IPA
75.5,6.155,1.024,20.467,SHU IPA
76.0,6.098,1.024,20.502,SHU IPA
76.5,6.082,1.024,20.514,SHU IPA
77.0,6.066,1.024,20.527,SHU IPA
77.5,6.05,1.024,20.54,SHU IPA
78.0,6.034,1.024,20.552,SHU IPA
78.5,6.019,1.024,20.565,SHU IPA
79.0,6.003,1.024,20.578,SHU IPA
79.5,5.987,1.024,20.59,SHU IPA
80.0,5.971,1.023,20.603,SHU IPA
80.5,5.955,1.023,20.616,SHU IPA
81.0,5.939,1.023,20.629,SHU IPA
81.5,5.924,1.023,20.641,SHU IPA
82.0,5.908,1.023,20.654,SHU IPA
82.5,5.892,1.023,20.667,SHU IPA
83.0,5.876,1.023,20.679,SHU IPA
83.5,5.86,1.023,20.692,SHU IPA
84.0,5.844,1.023,20.705,SHU IPA
84.5,5.828,1.023,20.717,SHU IPA
85.0,5.813,1.023,20.73,SHU IPA
85.5,5.797,1.023,20.743,SHU IPA
86.0,5.781,1.023,20.755,SHU IPA
86.5,5.765,1.023,20.768,SHU IPA
87.0,5.749,1.023,20.781,SHU IPA
87.5,5.733,1.023,20.793,SHU IPA
88.0,5.718,1.022,20.806,SHU IPA
88.5,5.702,1.022,20.819,SHU IPA
89.0,5.686,1.022,20.831,SHU IPA
89.5,5.67,1.022,20.844,SHU IPA
90.0,5.654,1.022,20.857,SHU IPA
90.5,5.638,1.022,20.869,SHU IPA
91.0,5.622,1.022,20.882,SHU IPA
91.5,5.607,1.022,20.895,SHU IPA
92.0,5.545,1.022,20.878,SHU IPA
92.5,5.451,1.021,20.841,SHU IPA
93.0,5.357,1.021,20.803,SHU IPA
93.5,5.263,1.021,20.765,SHU IPA
94.0,5.169,1.02,20.728,SHU IPA
94.5,5.075,1.02,20.69,SHU IPA
95.0,4.981,1.02,20.652,SHU IPA
95.5,4.887,1.019,20.615,SHU IPA
96.0,4.793,1.019,20.577,SHU IPA
96.5,4.698,1.018,20.539,SHU IPA
97.0,4.604,1.018,20.502,SHU IPA
97.5,4.51,1.018,20.464,SHU IPA
98.0,4.416,1.017,20.426,SHU IPA
98.5,4.322,1.017,20.389,SHU IPA
99.0,4.228,1.017,20.351,SHU IPA
99.5,4.134,1.016,20.314,SHU IPA
100.0,4.088,1.016,20.293,SHU IPA
100.5,4.068,1.016,20.281,SHU IPA
101.0,4.049,1.016,20.269,SHU IPA
101.5,4.029,1.016,20.257,SHU IPA
102.0,4.01,1.016,20.246,SHU IPA
102.5,3.99,1.016,20.234,SHU IPA
103.0,3.971,1.015,20.222,SHU IPA
103.5,3.951,1.015,20.211,SHU IPA
104.0,3.932,1.015,20.199,SHU IPA
104.5,3.912,1.015,20.187,SHU IPA
105.0,3.893,1.015,20.176,SHU IPA
105.5,3.873,1.015,20.164,SHU IPA
106.0,3.854,1.015,20.152,SHU IPA
106.5,3.834,1.015,20.14,SHU IPA
107.0,3.815,1.015,20.129,SHU IPA
107.5,3.795,1.015,20.117,SHU IPA
108.0,3.776,1.015,20.105,SHU IPA
