hours_from_pitch,plato,specific_gravity,fluid_temp,ph,conductivity,do,style_name
0.0,12.8,1.052,21.9,5.31,1454.0,0.27,SHU IPA
0.5,12.8,1.052,21.809,5.315,1408.515,0.28,SHU IPA
1.0,12.8,1.052,21.4,5.29,1454.0,0.28,SHU IPA
1.5,12.8,1.052,21.248,5.255,1453.091,0.28,SHU IPA
2.0,12.8,1.052,21.4,5.24,1461.0,0.28,SHU IPA
2.5,12.8,1.052,21.648,5.21,1461.758,0.28,SHU IPA
3.0,12.8,1.052,21.8,5.21,1468.0,0.27,SHU IPA
3.5,12.8,1.052,21.848,5.161,1471.455,0.275,SHU IPA
4.0,12.8,1.052,22.0,5.1,1469.0,0.28,SHU IPA
4.5,12.8,1.052,22.048,5.095,1470.424,0.27,SHU IPA
5.0,12.8,1.052,22.1,5.06,1453.0,0.27,SHU IPA
5.5,12.752,1.052,22.2,5.035,1474.788,0.27,SHU IPA
6.0,12.7,1.051,22.3,5.0,1485.0,0.27,SHU IPA
6.5,12.7,1.051,22.3,4.985,1472.333,0.27,SHU IPA
7.0,12.7,1.051,22.4,4.97,1483.0,0.27,SHU IPA
7.5,12.7,1.051,22.303,4.926,1484.273,0.27,SHU IPA
8.0,12.7,1.051,21.3,4.92,1474.0,0.27,SHU IPA
8.5,12.7,1.051,21.2,4.905,1488.909,0.28,SHU IPA
9.0,12.7,1.051,21.1,4.9,1474.0,0.28,SHU IPA
9.5,12.7,1.051,21.148,4.861,1476.03,0.28,SHU IPA
10.0,12.7,1.051,21.2,4.85,1468.0,0.28,SHU IPA
10.5,12.7,1.051,21.348,4.81,1484.545,0.28,SHU IPA
11.0,12.6,1.051,21.5,4.83,1480.0,0.28,SHU IPA
11.5,12.648,1.051,21.6,4.795,1482.212,0.28,SHU IPA
12.0,12.8,1.052,21.6,4.78,1462.0,0.28,SHU IPA
12.5,12.7,1.051,21.7,4.755,1486.939,0.28,SHU IPA
13.0,12.6,1.051,21.7,4.73,1486.0,0.28,SHU IPA
13.5,12.548,1.05,21.8,4.745,1486.0,0.28,SHU IPA
14.0,12.5,1.05,21.8,4.72,1484.0,0.28,SHU IPA
14.5,12.5,1.05,21.9,4.715,1469.848,0.275,SHU IPA
15.0,12.5,1.05,21.9,4.73,1476.0,0.27,SHU IPA
15.5,12.452,1.05,22.0,4.715,1472.121,0.27,SHU IPA
16.0,12.4,1.05,22.0,4.69,1476.0,0.27,SHU IPA
16.5,12.4,1.05,22.1,4.665,1454.97,0.27,SHU IPA
17.0,12.3,1.05,22.1,4.66,1435.0,0.27,SHU IPA
17.5,12.3,1.05,22.148,4.655,1476.455,0.27,SHU IPA
18.0,12.3,1.05,22.2,4.65,1470.0,0.28,SHU IPA
