hours_from_pitch,plato,specific_gravity,fluid_temp,ph,conductivity,do,style_name
0.0,13.0,1.053,18.1,5.55,2047.0,1.07,SHU IPA
0.5,13.1,1.053,18.1,5.575,2348.0,1.085,SHU IPA
1.0,13.2,1.053,18.1,5.55,2347.0,1.11,SHU IPA
1.5,13.2,1.053,18.275,5.565,2349.0,1.05,SHU IPA
2.0,13.2,1.053,18.45,5.56,2345.0,1.06,SHU IPA
2.5,13.2,1.053,18.45,5.59,2346.5,1.06,SHU IPA
3.0,13.2,1.053,18.45,5.59,2346.0,1.06,SHU IPA
3.5,13.2,1.053,18.5,5.57,2347.5,1.05,SHU IPA
4.0,13.2,1.053,18.55,5.57,2345.0,0.99,SHU IPA
4.5,13.2,1.053,18.55,5.54,2345.5,1.0,SHU IPA
5.0,13.2,1.053,18.0,5.54,2338.0,0.95,SHU IPA
5.5,13.2,1.053,18.0,5.55,2350.0,1.025,SHU IPA
6.0,13.2,1.053,18.1,5.55,2349.0,0.96,SHU IPA
6.5,13.2,1.053,18.1,5.52,2349.5,0.97,SHU IPA
7.0,13.2,1.053,18.1,5.52,2351.0,1.0,SHU IPA
7.5,13.2,1.053,18.15,5.535,2348.5,1.005,SHU IPA
8.0,13.2,1.053,18.2,5.51,2346.0,0.98,SHU IPA
8.5,13.2,1.053,18.2,5.525,2351.0,0.945,SHU IPA
9.0,13.2,1.053,18.2,5.5,2348.0,0.98,SHU IPA
9.5,13.15,1.053,18.1,5.52,2346.0,0.95,SHU IPA
10.0,13.1,1.053,18.0,5.48,2353.0,0.91,SHU IPA
10.5,13.15,1.053,18.05,5.49,2355.0,0.93,SHU IPA
11.0,13.2,1.053,18.1,5.48,2354.0,0.97,SHU IPA
11.5,13.2,1.053,18.1,5.465,2356.5,0.92,SHU IPA
12.0,13.2,1.053,18.1,5.48,2357.0,0.9,SHU IPA
12.5,13.2,1.053,18.2,5.46,2364.0,0.915,SHU IPA
13.0,13.2,1.053,18.2,5.45,2371.0,0.88,SHU IPA
13.5,13.2,1.053,18.2,5.415,2373.0,0.91,SHU IPA
14.0,13.1,1.053,18.0,5.4,2364.0,0.92,SHU IPA
14.5,13.1,1.053,18.0,5.38,2381.5,0.905,SHU IPA
15.0,13.2,1.053,18.1,5.38,2381.0,0.92,SHU IPA
15.5,13.2,1.053,18.1,5.34,2384.0,0.86,SHU IPA
16.0,13.1,1.053,18.1,5.35,2389.0,0.87,SHU IPA
16.5,13.1,1.053,18.1,5.315,2393.0,0.875,SHU IPA
17.0,13.1,1.053,18.1,5.32,2400.0,0.82,SHU IPA
17.5,13.1,1.053,18.2,5.265,2402.5,0.84,SHU IPA
18.0,13.1,1.053,18.2,5.28,2404.0,0.84,SHU IPA
18.5,13.1,1.053,17.95,5.275,2401.5,0.83,SHU IPA
19.0,13.1,1.053,18.0,5.24,2414.0,0.83,SHU IPA
