hours_from_pitch,plato,specific_gravity,fluid_temp,style_name
0.0,12.4,1.05,22.0,Mixed-Culture 75
0.5,12.386,1.05,21.951,Mixed-Culture 75
1.0,12.373,1.05,21.903,Mixed-Culture 75
1.5,12.359,1.05,21.854,Mixed-Culture 75
2.0,12.346,1.05,21.805,Mixed-Culture 75
2.5,12.332,1.05,21.756,Mixed-Culture 75
3.0,12.319,1.05,21.708,Mixed-Culture 75
3.5,12.305,1.05,21.659,Mixed-Culture 75
4.0,12.292,1.05,21.61,Mixed-Culture 75
4.5,12.278,1.05,21.561,Mixed-Culture 75
5.0,12.265,1.049,21.513,Mixed-Culture 75
5.5,12.251,1.049,21.464,Mixed-Culture 75
6.0,12.238,1.049,21.415,Mixed-Culture 75
6.5,12.224,1.049,21.367,Mixed-Culture 75
7.0,12.211,1.049,21.318,Mixed-Culture 75
7.5,12.197,1.049,21.269,Mixed-Culture 75
8.0,12.183,1.049,21.22,Mixed-Culture 75
8.5,12.17,1.049,21.172,Mixed-Culture 75
9.0,12.156,1.049,21.123,Mixed-Culture 75
9.5,12.143,1.049,21.074,Mixed-Culture 75
10.0,12.129,1.049,21.025,Mixed-Culture 75
10.5,12.116,1.049,20.977,Mixed-Culture 75
11.0,12.102,1.049,20.928,Mixed-Culture 75
11.5,12.089,1.049,20.879,Mixed-Culture 75
12.0,12.075,1.049,20.831,Mixed-Culture 75
12.5,12.062,1.049,20.782,Mixed-Culture 75
13.0,12.048,1.049,20.733,Mixed-Culture 75
13.5,12.035,1.049,20.684,Mixed-Culture 75
14.0,12.021,1.048,20.636,Mixed-Culture 75
14.5,12.007,1.048,20.587,Mixed-Culture 75
15.0,11.994,1.048,20.538,Mixed-Culture 75
15.5,11.98,1.048,20.489,Mixed-Culture 75
16.0,11.967,1.048,20.441,Mixed-Culture 75
16.5,11.953,1.048,20.392,Mixed-Culture 75
17.0,11.94,1.048,20.343,Mixed-Culture 75
17.5,11.926,1.048,20.295,Mixed-Culture 75
18.0,11.913,1.048,20.246,Mixed-Culture 75
18.5,11.897,1.048,20.2,Mixed-Culture 75
19.0,11.847,1.048,20.194,Mixed-Culture 75
19.5,11.796,1.048,20.188,Mixed-Culture 75
20.0,11.746,1.047,20.183,Mixed-Culture 75
20.5,11.695,1.047,20.177,Mixed-Culture 75
21.0,11.645,1.047,20.172,Mixed-Culture 75
21.5,11.595,1.047,20.166,Mixed-Culture 75
22.0,11.544,1.046,20.16,Mixed-Culture 75
22.5,11.494,1.046,20.155,Mixed-Culture 75
23.0,11.443,1.046,20.149,Mixed-Culture 75
23.5,11.393,1.046,20.144,Mixed-Culture 75
24.0,11.343,1.046,20.138,Mixed-Culture 75
24.5,11.292,1.045,20.132,Mixed-Culture 75
25.0,11.242,1.045,20.127,Mixed-Culture 75
25.5,11.191,1.045,20.121,Mixed-Culture 75
26.0,11.141,1.045,20.116,Mixed-Culture 75
26.5,11.091,1.044,20.11,Mixed-Culture 75
27.0,11.04,1.044,20.104,Mixed-Culture 75
27.5,10.977,1.044,20.104,Mixed-Culture 75
28.0,10.86,1.043,20.125,Mixed-Culture 75
28.5,10.743,1.043,20.145,Mixed-Culture 75
29.0,10.626,1.042,20.166,Mixed-Culture 75
29.5,10.51,1.042,20.187,Mixed-Culture 75
30.0,10.393,1.042,20.207,Mixed-Culture 75
30.5,10.276,1.041,20.228,Mixed-Culture 75
31.0,10.159,1.041,20.248,Mixed-Culture 75
31.5,10.043,1.04,20.269,Mixed-Culture 75
32.0,9.926,1.04,20.29,Mixed-Culture 75
32.5,9.809,1.039,20.31,Mixed-Culture 75
33.0,9.692,1.039,20.331,Mixed-Culture 75
33.5,9.576,1.038,20.351,Mixed-Culture 75
34.0,9.459,1.038,20.372,Mixed-Culture 75
34.5,9.342,1.037,20.393,Mixed-Culture 75
35.0,9.225,1.037,20.413,Mixed-Culture 75
35.5,9.109,1.036,20.434,Mixed-Culture 75
36.0,8.992,1.036,20.454,Mixed-Culture 75
36.5,8.875,1.035,20.475,Mixed-Culture 75
37.0,8.758,1.035,20.496,Mixed-Culture 75
37.5,8.641,1.034,20.516,Mixed-Culture 75
38.0,8.525,1.034,20.537,Mixed-Culture 75
38.5,8.408,1.033,20.557,Mixed-Culture 75
39.0,8.291,1.033,20.578,Mixed-Culture 75
39.5,8.174,1.032,20.599,Mixed-Culture 75
40.0,8.058,1.032,20.619,Mixed-Culture 75
40.5,7.941,1.031,20.64,Mixed-Culture 75
41.0,7.824,1.031,20.66,Mixed-Culture 75
41.5,7.707,1.03,20.681,Mixed-Culture 75
42.0,7.593,1.03,20.7,Mixed-Culture 75
42.5,7.506,1.03,20.7,Mixed-Culture 75
43.0,7.42,1.029,20.7,Mixed-Culture 75
43.5,7.333,1.029,20.7,Mixed-Culture 75
44.0,7.247,1.029,20.7,Mixed-Culture 75
44.5,7.16,1.028,20.7,Mixed-Culture 75
45.0,7.073,1.028,20.7,Mixed-Culture 75
45.5,6.987,1.028,20.7,Mixed-Culture 75
46.0,6.9,1.027,20.7,Mixed-Culture 75
46.5,6.814,1.027,20.7,Mixed-Culture 75
47.0,6.727,1.027,20.7,Mixed-Culture 75
47.5,6.64,1.026,20.7,Mixed-Culture 75
48.0,6.554,1.026,20.7,Mixed-Culture 75
48.5,6.467,1.025,20.7,Mixed-Culture 75
49.0,6.381,1.025,20.7,Mixed-Culture 75
49.5,6.294,1.025,20.7,Mixed-Culture 75
50.0,6.207,1.024,20.7,Mixed-Culture 75
50.5,6.121,1.024,20.7,Mixed-Culture 75
51.0,6.074,1.024,20.684,Mixed-Culture 75
51.5,6.039,1.024,20.664,Mixed-Culture 75
52.0,6.005,1.024,20.643,Mixed-Culture 75
52.5,5.971,1.023,20.622,Mixed-Culture 75
53.0,5.936,1.023,20.602,Mixed-Culture 75
53.5,5.902,1.023,20.581,Mixed-Culture 75
54.0,5.868,1.023,20.561,Mixed-Culture 75
54.5,5.833,1.023,20.54,Mixed-Culture 75
55.0,5.799,1.023,20.519,Mixed-Culture 75
55.5,5.764,1.023,20.499,Mixed-Culture 75
56.0,5.73,1.023,20.478,Mixed-Culture 75
56.5,5.696,1.022,20.457,Mixed-Culture 75
57.0,5.661,1.022,20.437,Mixed-Culture 75
57.5,5.627,1.022,20.416,Mixed-Culture 75
58.0,5.592,1.022,20.395,Mixed-Culture 75
58.5,5.558,1.022,20.375,Mixed-Culture 75
59.0,5.524,1.022,20.354,Mixed-Culture 75
59.5,5.489,1.022,20.334,Mixed-Culture 75
60.0,5.455,1.021,20.313,Mixed-Culture 75
60.5,5.42,1.021,20.292,Mixed-Culture 75
61.0,5.386,1.021,20.272,Mixed-Culture 75
61.5,5.352,1.021,20.251,Mixed-Culture 75
62.0,5.317,1.021,20.23,Mixed-Culture 75
