hours_from_pitch,plato,specific_gravity,fluid_temp,ph,conductivity,do,style_name
0.0,12.0,1.048,22.4,5.77,2420.0,1.72,SHU IPA
0.5,12.0,1.048,22.1,5.76,2424.0,1.6,SHU IPA
1.0,12.0,1.048,22.1,5.75,2426.0,1.49,SHU IPA
1.5,12.0,1.048,22.2,5.75,2418.0,1.35,SHU IPA
2.0,12.0,1.048,22.1,5.75,2421.0,1.31,SHU IPA
2.5,12.0,1.048,22.1,5.74,2422.0,1.27,SHU IPA
3.0,12.0,1.048,22.2,5.74,2418.0,1.24,SHU IPA
3.5,12.0,1.048,22.2,5.73,2418.0,1.16,SHU IPA
4.0,12.0,1.048,22.2,5.73,2418.0,1.19,SHU IPA
4.5,12.0,1.048,22.2,5.72,2418.0,1.23,SHU IPA
5.0,12.0,1.048,22.3,5.71,2416.0,1.2,SHU IPA
5.5,12.0,1.048,22.2,5.7,2419.0,1.21,SHU IPA
6.0,12.0,1.048,22.2,5.69,2419.0,1.2,SHU IPA
6.5,12.0,1.048,22.3,5.69,2413.0,1.18,SHU IPA
7.0,12.0,1.048,22.3,5.68,2413.0,1.17,SHU IPA
7.5,12.0,1.048,22.3,5.67,2416.0,1.16,SHU IPA
8.0,12.0,1.048,22.3,5.66,2417.0,1.18,SHU IPA
8.5,12.0,1.048,22.3,5.64,2416.0,1.17,SHU IPA
9.0,12.0,1.048,22.3,5.63,2416.0,1.18,SHU IPA
9.5,12.0,1.048,22.3,5.62,2413.0,1.18,SHU IPA
10.0,12.0,1.048,22.3,5.61,2416.0,1.17,SHU IPA
10.5,12.0,1.048,22.3,5.6,2413.0,1.19,SHU IPA
11.0,12.0,1.048,22.3,5.58,2417.0,1.17,SHU IPA
11.5,11.966,1.048,22.3,5.58,2416.0,1.17,SHU IPA
12.0,11.934,1.048,22.2,5.57,2419.0,1.17,SHU IPA
12.5,12.0,1.048,22.3,5.55,2416.0,1.14,SHU IPA
13.0,12.0,1.048,22.2,5.54,2419.0,1.15,SHU IPA
13.5,12.0,1.048,22.1,5.53,2423.0,1.15,SHU IPA
14.0,12.0,1.048,22.1,5.51,2423.0,1.16,SHU IPA
14.5,11.966,1.048,22.3,5.5,2417.0,1.14,SHU IPA
15.0,11.9,1.048,22.2,5.48,2420.0,1.14,SHU IPA
15.5,11.9,1.048,22.3,5.47,2417.0,1.13,SHU IPA
16.0,11.9,1.048,22.2,5.45,2420.0,1.13,SHU IPA
16.5,11.9,1.048,22.2,5.44,2420.0,1.12,SHU IPA
17.0,11.9,1.048,22.2,5.42,2420.0,1.13,SHU IPA
17.5,11.9,1.048,22.1,5.41,2423.0,1.14,SHU IPA
18.0,11.9,1.048,22.1,5.39,2424.0,1.14,SHU IPA
18.5,11.9,1.048,22.3,5.38,2418.0,1.13,SHU IPA
19.0,11.9,1.048,22.2,5.36,2421.0,1.14,SHU IPA
19.5,11.9,1.048,22.2,5.34,2422.0,1.15,SHU IPA
20.0,11.9,1.048,22.2,5.33,2422.0,1.15,SHU IPA
20.5,11.9,1.048,22.3,5.31,2420.0,1.14,SHU IPA
21.0,11.9,1.048,22.2,5.3,2424.0,1.15,SHU IPA
21.5,11.9,1.048,22.3,5.28,2419.0,1.15,SHU IPA
22.0,11.9,1.048,22.3,5.26,2419.0,1.14,SHU IPA
22.5,11.9,1.048,22.3,5.25,2424.0,1.16,SHU IPA
23.0,11.866,1.048,22.3,5.24,2421.0,1.2,SHU IPA
23.5,11.8,1.048,22.4,5.22,2419.0,1.14,SHU IPA
24.0,11.8,1.048,22.4,5.2,2418.0,1.11,SHU IPA
24.5,11.8,1.048,22.4,5.18,2420.0,1.12,SHU IPA
25.0,11.8,1.048,22.4,5.16,2421.0,1.13,SHU IPA
25.5,11.766,1.048,22.4,5.15,2422.0,1.15,SHU IPA
26.0,11.7,1.047,22.4,5.13,2423.0,1.14,SHU IPA
26.5,11.7,1.047,22.6,5.13,2415.0,1.14,SHU IPA
27.0,11.7,1.047,22.4,5.12,2416.0,1.15,SHU IPA
27.5,11.666,1.047,22.6,5.12,2403.0,1.16,SHU IPA
28.0,11.6,1.047,22.5,5.11,2403.0,1.17,SHU IPA
28.5,11.6,1.047,22.6,5.11,2397.0,1.17,SHU IPA
29.0,11.566,1.047,22.6,5.12,2388.0,1.2,SHU IPA
29.5,11.5,1.046,22.6,5.12,2380.0,1.27,SHU IPA
30.0,11.5,1.046,22.6,5.11,2376.0,1.21,SHU IPA
30.5,11.466,1.046,22.6,5.11,2373.0,1.2,SHU IPA
31.0,11.4,1.046,22.7,5.11,2369.0,1.16,SHU IPA
31.5,11.366,1.046,22.8,5.1,2365.0,1.18,SHU IPA
32.0,11.3,1.045,22.7,5.11,2369.0,1.18,SHU IPA
32.5,11.3,1.045,22.8,5.1,2366.0,1.16,SHU IPA
33.0,11.266,1.045,22.8,5.1,2363.0,1.24,SHU IPA
33.5,11.2,1.045,22.8,5.09,2361.0,1.27,SHU IPA
34.0,11.2,1.045,22.8,5.09,2361.0,1.19,SHU IPA
34.5,11.2,1.045,22.8,5.09,2361.0,1.13,SHU IPA
35.0,11.132,1.045,22.8,5.09,2361.0,1.12,SHU IPA
35.5,11.0,1.044,22.9,5.08,2357.0,1.13,SHU IPA
36.0,10.966,1.044,22.9,5.08,2354.0,1.11,SHU IPA
36.5,10.9,1.044,22.9,5.08,2354.0,1.13,SHU IPA
37.0,10.866,1.044,23.0,5.08,2350.0,1.17,SHU IPA
37.5,10.766,1.043,23.0,5.07,2355.0,1.17,SHU IPA
38.0,10.7,1.043,23.0,5.08,2354.0,1.12,SHU IPA
38.5,10.666,1.043,23.1,5.07,2353.0,1.09,SHU IPA
39.0,10.6,1.043,23.1,5.07,2351.0,1.16,SHU IPA
39.5,10.566,1.043,23.2,5.07,2349.0,1.11,SHU IPA
40.0,10.466,1.042,23.2,5.06,2350.0,1.1,SHU IPA
40.5,10.4,1.042,23.2,5.07,2351.0,1.08,SHU IPA
41.0,10.366,1.042,23.2,5.06,2351.0,1.09,SHU IPA
41.5,10.266,1.041,23.3,5.06,2347.0,1.13,SHU IPA
42.0,10.166,1.041,23.4,5.06,2349.0,1.12,SHU IPA
42.5,10.1,1.04,23.4,5.06,2346.0,1.08,SHU IPA
43.0,10.066,1.04,23.4,5.06,2342.0,1.04,SHU IPA
43.5,9.966,1.04,23.6,5.06,2342.0,1.05,SHU IPA
44.0,9.9,1.04,23.6,5.06,2344.0,1.05,SHU IPA
44.5,9.866,1.04,23.6,5.06,2342.0,1.02,SHU IPA
45.0,9.766,1.039,23.6,5.06,2346.0,1.02,SHU IPA
45.5,9.666,1.039,23.7,5.06,2345.0,1.03,SHU IPA
46.0,9.6,1.038,23.8,5.06,2338.0,0.99,SHU IPA
46.5,9.532,1.038,23.9,5.06,2336.0,0.99,SHU IPA
47.0,9.366,1.038,23.9,5.07,2316.0,0.99,SHU IPA
47.5,9.266,1.037,23.9,5.07,2332.0,0.97,SHU IPA
48.0,9.2,1.037,24.1,5.07,2334.0,0.96,SHU IPA
48.5,9.132,1.037,24.1,5.07,2340.0,0.95,SHU IPA
49.0,9.0,1.036,24.1,5.07,2349.0,0.94,SHU IPA
49.5,8.966,1.036,24.2,5.08,2346.0,0.93,SHU IPA
50.0,8.866,1.035,24.3,5.07,2346.0,0.94,SHU IPA
50.5,8.8,1.035,24.3,5.08,2353.0,0.91,SHU IPA
51.0,8.766,1.035,24.4,5.08,2353.0,0.91,SHU IPA
51.5,8.632,1.035,24.4,5.09,2356.0,0.91,SHU IPA
52.0,8.466,1.034,24.5,5.1,2358.0,0.89,SHU IPA
52.5,8.4,1.033,24.5,5.1,2356.0,0.89,SHU IPA
53.0,8.4,1.033,24.6,5.1,2359.0,0.88,SHU IPA
53.5,8.366,1.033,24.6,5.11,2360.0,0.88,SHU IPA
54.0,8.232,1.033,24.6,5.11,2365.0,0.87,SHU IPA
54.5,8.066,1.032,24.7,5.12,2361.0,0.82,SHU IPA
55.0,7.966,1.032,24.7,5.12,2363.0,0.82,SHU IPA
55.5,7.866,1.031,24.8,5.13,2362.0,0.83,SHU IPA
56.0,7.8,1.031,24.8,5.14,2363.0,0.82,SHU IPA
56.5,7.732,1.031,24.7,5.14,2370.0,0.79,SHU IPA
57.0,7.6,1.03,24.8,5.14,2366.0,0.75,SHU IPA
57.5,7.6,1.03,24.9,5.15,2366.0,0.85,SHU IPA
58.0,7.566,1.03,24.9,5.15,2372.0,0.8,SHU IPA
58.5,7.5,1.03,24.9,5.16,2369.0,0.76,SHU IPA
59.0,7.466,1.03,24.9,5.15,2373.0,0.74,SHU IPA
59.5,7.366,1.029,24.9,5.16,2366.0,0.73,SHU IPA
60.0,7.3,1.029,24.9,5.16,2374.0,0.75,SHU IPA
