hours_from_pitch,plato,specific_gravity,fluid_temp,ph,conductivity,do,style_name
0.0,12.4,1.05,24.5,5.3,2484.0,1.22,Mixed-Culture 25
0.5,12.4,1.05,22.708,5.362,2465.231,0.951,Mixed-Culture 25
1.0,12.4,1.05,22.182,5.37,2493.182,0.803,Mixed-Culture 25
1.5,12.4,1.05,22.03,5.391,2484.303,0.721,Mixed-Culture 25
2.0,12.4,1.05,21.982,5.396,2487.636,0.607,Mixed-Culture 25
2.5,12.4,1.05,21.9,5.401,2487.394,0.515,Mixed-Culture 25
3.0,12.4,1.05,21.918,5.382,2488.0,0.441,Mixed-Culture 25
3.5,12.4,1.05,22.0,5.404,2485.909,0.358,Mixed-Culture 25
4.0,12.4,1.05,22.018,5.392,2486.182,0.299,Mixed-Culture 25
4.5,12.4,1.05,22.1,5.407,2485.606,0.243,Mixed-Culture 25
5.0,12.4,1.05,22.1,5.398,2485.182,0.205,Mixed-Culture 25
5.5,12.4,1.05,22.1,5.376,2483.909,0.173,Mixed-Culture 25
6.0,12.4,1.05,22.1,5.408,2484.182,0.16,Mixed-Culture 25
6.5,12.4,1.05,22.1,5.393,2485.0,0.16,Mixed-Culture 25
7.0,12.4,1.05,22.118,5.35,2486.182,0.15,Mixed-Culture 25
7.5,12.4,1.05,22.2,5.343,2484.212,0.136,Mixed-Culture 25
8.0,12.4,1.05,22.2,5.346,2485.0,0.11,Mixed-Culture 25
8.5,12.4,1.05,22.2,5.316,2485.697,0.096,Mixed-Culture 25
9.0,12.4,1.05,22.182,5.296,2486.636,0.08,Mixed-Culture 25
9.5,12.4,1.05,22.17,5.294,2488.485,0.08,Mixed-Culture 25
10.0,12.4,1.05,22.2,5.262,2487.0,0.08,Mixed-Culture 25
10.5,12.4,1.05,22.2,5.256,2487.697,0.073,Mixed-Culture 25
11.0,12.3,1.05,22.2,5.238,2488.818,0.078,Mixed-Culture 25
11.5,12.3,1.05,22.27,5.237,2488.697,0.07,Mixed-Culture 25
12.0,12.3,1.05,22.3,5.235,2485.364,0.07,Mixed-Culture 25
12.5,12.3,1.05,22.3,5.203,2487.697,0.063,Mixed-Culture 25
13.0,12.382,1.05,22.3,5.185,2489.0,0.06,Mixed-Culture 25
13.5,12.3,1.05,22.3,5.203,2487.606,0.06,Mixed-Culture 25
14.0,12.3,1.05,22.3,5.154,2488.182,0.068,Mixed-Culture 25
14.5,12.37,1.05,22.37,5.156,2489.697,0.067,Mixed-Culture 25
15.0,12.4,1.05,22.4,5.148,2486.364,0.06,Mixed-Culture 25
15.5,12.4,1.05,22.4,5.119,2488.0,0.06,Mixed-Culture 25
16.0,12.382,1.05,22.3,5.078,2481.545,0.06,Mixed-Culture 25
16.5,12.3,1.05,22.3,5.063,2484.697,0.06,Mixed-Culture 25
17.0,12.3,1.05,22.2,5.073,2483.182,0.06,Mixed-Culture 25
17.5,12.3,1.05,22.2,5.026,2482.606,0.06,Mixed-Culture 25
18.0,12.3,1.05,22.2,5.048,2481.818,0.06,Mixed-Culture 25
18.5,12.3,1.05,22.13,5.026,2480.303,0.06,Mixed-Culture 25
19.0,12.3,1.05,22.2,5.003,2480.636,0.06,Mixed-Culture 25
19.5,12.3,1.05,22.2,4.984,2479.0,0.06,Mixed-Culture 25
20.0,12.2,1.049,22.182,4.95,2477.273,0.06,Mixed-Culture 25
20.5,12.27,1.05,22.1,4.95,2434.97,0.06,Mixed-Culture 25
21.0,12.518,1.05,22.2,4.958,2389.909,0.065,Mixed-Culture 25
21.5,12.6,1.051,22.2,4.922,2389.121,0.076,Mixed-Culture 25
22.0,12.182,1.049,22.118,4.938,2399.909,0.07,Mixed-Culture 25
22.5,12.1,1.049,22.2,4.923,2410.212,0.07,Mixed-Culture 25
23.0,12.0,1.048,22.2,4.882,2411.455,0.06,Mixed-Culture 25
23.5,12.0,1.048,22.27,4.904,2410.455,0.06,Mixed-Culture 25
24.0,11.982,1.048,22.282,4.868,2401.455,0.06,Mixed-Culture 25
24.5,11.9,1.048,22.2,4.874,2390.697,0.06,Mixed-Culture 25
25.0,11.9,1.048,22.3,4.865,2400.818,0.06,Mixed-Culture 25
25.5,11.83,1.048,22.3,4.854,2384.848,0.088,Mixed-Culture 25
26.0,11.8,1.048,22.3,4.824,2380.455,0.09,Mixed-Culture 25
26.5,11.73,1.047,22.3,4.819,2381.424,0.09,Mixed-Culture 25
27.0,11.682,1.047,22.318,4.798,2384.455,0.09,Mixed-Culture 25
27.5,11.6,1.047,22.4,4.79,2378.515,0.09,Mixed-Culture 25
28.0,11.5,1.046,22.418,4.795,2369.364,0.09,Mixed-Culture 25
28.5,11.43,1.046,22.57,4.77,2370.303,0.09,Mixed-Culture 25
29.0,11.382,1.046,22.618,4.791,2366.818,0.09,Mixed-Culture 25
29.5,11.3,1.045,22.77,4.771,2366.0,0.09,Mixed-Culture 25
30.0,11.182,1.045,22.818,4.763,2359.091,0.09,Mixed-Culture 25
30.5,11.1,1.045,22.9,4.744,2353.606,0.09,Mixed-Culture 25
31.0,11.0,1.044,23.018,4.734,2350.909,0.09,Mixed-Culture 25
31.5,10.93,1.044,23.1,4.715,2346.697,0.09,Mixed-Culture 25
32.0,10.782,1.043,23.136,4.702,2344.455,0.082,Mixed-Culture 25
32.5,10.7,1.043,23.3,4.689,2338.515,0.09,Mixed-Culture 25
33.0,10.6,1.043,23.4,4.703,2336.818,0.08,Mixed-Culture 25
33.5,10.53,1.042,23.47,4.684,2334.606,0.08,Mixed-Culture 25
34.0,10.382,1.042,23.518,4.681,2327.182,0.08,Mixed-Culture 25
34.5,10.3,1.041,23.67,4.647,2326.606,0.08,Mixed-Culture 25
35.0,10.182,1.041,23.718,4.663,2319.545,0.08,Mixed-Culture 25
35.5,10.03,1.04,23.8,4.644,2318.515,0.08,Mixed-Culture 25
36.0,9.9,1.04,23.918,4.641,2311.273,0.08,Mixed-Culture 25
36.5,9.83,1.039,24.07,4.614,2305.212,0.08,Mixed-Culture 25
37.0,9.682,1.039,24.118,4.586,2304.182,0.08,Mixed-Culture 25
37.5,9.53,1.038,24.27,4.591,2295.303,0.08,Mixed-Culture 25
38.0,9.382,1.038,24.318,4.576,2299.091,0.078,Mixed-Culture 25
38.5,9.23,1.037,24.47,4.574,2288.727,0.07,Mixed-Culture 25
39.0,9.082,1.036,24.6,4.57,2276.364,0.07,Mixed-Culture 25
39.5,9.0,1.036,24.67,4.542,2275.909,0.07,Mixed-Culture 25
40.0,8.882,1.035,24.8,4.555,2279.727,0.07,Mixed-Culture 25
40.5,8.73,1.035,24.87,4.523,2278.121,0.07,Mixed-Culture 25
41.0,8.5,1.034,24.918,4.536,2268.364,0.07,Mixed-Culture 25
41.5,8.43,1.033,25.0,4.52,2263.03,0.07,Mixed-Culture 25
42.0,8.282,1.033,25.118,4.498,2264.0,0.07,Mixed-Culture 25
42.5,8.13,1.032,25.27,4.497,2254.303,0.07,Mixed-Culture 25
43.0,8.0,1.032,25.4,4.46,2245.636,0.07,Mixed-Culture 25
43.5,7.93,1.031,25.47,4.481,2239.818,0.07,Mixed-Culture 25
44.0,7.782,1.031,25.6,4.465,2232.909,0.07,Mixed-Culture 25
44.5,7.63,1.03,25.67,4.461,2224.515,0.07,Mixed-Culture 25
45.0,7.5,1.03,25.8,4.422,2224.909,0.07,Mixed-Culture 25
45.5,7.361,1.029,25.87,4.423,2218.606,0.07,Mixed-Culture 25
46.0,7.2,1.029,25.918,4.443,2214.727,0.07,Mixed-Culture 25
46.5,6.991,1.028,26.07,4.41,2205.515,0.07,Mixed-Culture 25
47.0,6.818,1.027,26.2,4.405,2191.182,0.07,Mixed-Culture 25
47.5,6.761,1.027,26.27,4.402,2191.303,0.07,Mixed-Culture 25
48.0,6.682,1.027,26.318,4.388,2188.636,0.07,Mixed-Culture 25
48.5,6.53,1.026,26.4,4.401,2175.909,0.07,Mixed-Culture 25
