hours_from_pitch,plato,specific_gravity,fluid_temp,style_name
0.0,12.4,1.05,20.0,Mixed-Culture 25
0.5,12.385,1.05,19.974,Mixed-Culture 25
1.0,12.371,1.05,19.947,Mixed-Culture 25
1.5,12.356,1.05,19.921,Mixed-Culture 25
2.0,12.341,1.05,19.894,Mixed-Culture 25
2.5,12.327,1.05,19.868,Mixed-Culture 25
3.0,12.312,1.05,19.841,Mixed-Culture 25
3.5,12.297,1.05,19.815,Mixed-Culture 25
4.0,12.282,1.05,19.788,Mixed-Culture 25
4.5,12.268,1.049,19.762,Mixed-Culture 25
5.0,12.253,1.049,19.735,Mixed-Culture 25
5.5,12.238,1.049,19.709,Mixed-Culture 25
6.0,12.224,1.049,19.683,Mixed-Culture 25
6.5,12.209,1.049,19.656,Mixed-Culture 25
7.0,12.194,1.049,19.63,Mixed-Culture 25
7.5,12.18,1.049,19.603,Mixed-Culture 25
8.0,12.165,1.049,19.577,Mixed-Culture 25
8.5,12.15,1.049,19.55,Mixed-Culture 25
9.0,12.135,1.049,19.524,Mixed-Culture 25
9.5,12.121,1.049,19.497,Mixed-Culture 25
10.0,12.106,1.049,19.471,Mixed-Culture 25
10.5,12.091,1.049,19.444,Mixed-Culture 25
11.0,12.077,1.049,19.418,Mixed-Culture 25
11.5,12.062,1.049,19.392,Mixed-Culture 25
12.0,12.047,1.049,19.365,Mixed-Culture 25
12.5,12.033,1.049,19.339,Mixed-Culture 25
13.0,12.018,1.048,19.312,Mixed-Culture 25
13.5,12.003,1.048,19.286,Mixed-Culture 25
14.0,11.988,1.048,19.259,Mixed-Culture 25
14.5,11.974,1.048,19.233,Mixed-Culture 25
15.0,11.959,1.048,19.206,Mixed-Culture 25
15.5,11.944,1.048,19.18,Mixed-Culture 25
16.0,11.93,1.048,19.153,Mixed-Culture 25
16.5,11.915,1.048,19.127,Mixed-Culture 25
17.0,11.9,1.048,19.101,Mixed-Culture 25
17.5,11.859,1.048,19.091,Mixed-Culture 25
18.0,11.817,1.048,19.082,Mixed-Culture 25
18.5,11.776,1.047,19.072,Mixed-Culture 25
19.0,11.734,1.047,19.063,Mixed-Culture 25
19.5,11.692,1.047,19.054,Mixed-Culture 25
20.0,11.65,1.047,19.045,Mixed-Culture 25
20.5,11.609,1.047,19.035,Mixed-Culture 25
21.0,11.567,1.047,19.026,Mixed-Culture 25
21.5,11.525,1.046,19.017,Mixed-Culture 25
22.0,11.483,1.046,19.007,Mixed-Culture 25
22.5,11.442,1.046,18.998,Mixed-Culture 25
23.0,11.4,1.046,18.989,Mixed-Culture 25
23.5,11.358,1.046,18.98,Mixed-Culture 25
24.0,11.316,1.045,18.97,Mixed-Culture 25
24.5,11.275,1.045,18.961,Mixed-Culture 25
25.0,11.233,1.045,18.952,Mixed-Culture 25
25.5,11.191,1.045,18.942,Mixed-Culture 25
26.0,11.149,1.045,18.933,Mixed-Culture 25
26.5,11.108,1.044,18.924,Mixed-Culture 25
27.0,11.066,1.044,18.915,Mixed-Culture 25
27.5,11.024,1.044,18.905,Mixed-Culture 25
28.0,10.958,1.044,18.912,Mixed-Culture 25
28.5,10.859,1.043,18.94,Mixed-Culture 25
29.0,10.76,1.043,18.967,Mixed-Culture 25
29.5,10.66,1.043,18.995,Mixed-Culture 25
30.0,10.561,1.042,19.023,Mixed-Culture 25
30.5,10.461,1.042,19.051,Mixed-Culture 25
31.0,10.362,1.041,19.079,Mixed-Culture 25
31.5,10.263,1.041,19.106,Mixed-Culture 25
32.0,10.163,1.041,19.134,Mixed-Culture 25
32.5,10.064,1.04,19.162,Mixed-Culture 25
33.0,9.965,1.04,19.19,Mixed-Culture 25
33.5,9.865,1.039,19.218,Mixed-Culture 25
34.0,9.766,1.039,19.246,Mixed-Culture 25
34.5,9.667,1.039,19.273,Mixed-Culture 25
35.0,9.567,1.038,19.301,Mixed-Culture 25
