hours_from_pitch,plato,specific_gravity,fluid_temp,style_name
0.0,13.3,1.054,21.0,Mixed-Culture 25
0.5,13.3,1.054,20.839,Mixed-Culture 25
1.0,13.3,1.054,20.679,Mixed-Culture 25
1.5,13.3,1.054,20.518,Mixed-Culture 25
2.0,13.3,1.054,20.357,Mixed-Culture 25
2.5,13.3,1.054,20.196,Mixed-Culture 25
3.0,13.3,1.054,20.036,Mixed-Culture 25
3.5,13.3,1.054,19.875,Mixed-Culture 25
4.0,13.3,1.054,19.714,Mixed-Culture 25
4.5,13.3,1.054,19.554,Mixed-Culture 25
5.0,13.3,1.054,19.393,Mixed-Culture 25
5.5,13.3,1.054,19.232,Mixed-Culture 25
6.0,13.274,1.054,19.206,Mixed-Culture 25
6.5,13.24,1.054,19.213,Mixed-Culture 25
7.0,13.207,1.054,19.221,Mixed-Culture 25
7.5,13.174,1.053,19.228,Mixed-Culture 25
8.0,13.141,1.053,19.235,Mixed-Culture 25
8.5,13.108,1.053,19.243,Mixed-Culture 25
9.0,13.075,1.053,19.25,Mixed-Culture 25
9.5,13.042,1.053,19.257,Mixed-Culture 25
10.0,13.009,1.053,19.265,Mixed-Culture 25
10.5,12.976,1.053,19.272,Mixed-Culture 25
11.0,12.943,1.052,19.279,Mixed-Culture 25
11.5,12.91,1.052,19.287,Mixed-Culture 25
12.0,12.877,1.052,19.294,Mixed-Culture 25
12.5,12.844,1.052,19.301,Mixed-Culture 25
13.0,12.811,1.052,19.309,Mixed-Culture 25
13.5,12.778,1.052,19.316,Mixed-Culture 25
14.0,12.745,1.052,19.323,Mixed-Culture 25
14.5,12.711,1.051,19.331,Mixed-Culture 25
15.0,12.678,1.051,19.338,Mixed-Culture 25
15.5,12.645,1.051,19.345,Mixed-Culture 25
16.0,12.612,1.051,19.353,Mixed-Culture 25
16.5,12.579,1.051,19.36,Mixed-Culture 25
17.0,12.546,1.051,19.368,Mixed-Culture 25
17.5,12.513,1.051,19.375,Mixed-Culture 25
18.0,12.48,1.05,19.382,Mixed-Culture 25
18.5,12.447,1.05,19.39,Mixed-Culture 25
19.0,12.414,1.05,19.397,Mixed-Culture 25
19.5,12.347,1.05,19.412,Mixed-Culture 25
20.0,12.255,1.049,19.433,Mixed-Culture 25
20.5,12.163,1.049,19.455,Mixed-Culture 25
21.0,12.071,1.049,19.476,Mixed-Culture 25
21.5,11.98,1.048,19.497,Mixed-Culture 25
22.0,11.888,1.048,19.518,Mixed-Culture 25
22.5,11.796,1.048,19.539,Mixed-Culture 25
23.0,11.704,1.047,19.561,Mixed-Culture 25
23.5,11.613,1.047,19.582,Mixed-Culture 25
24.0,11.521,1.046,19.603,Mixed-Culture 25
