hours_from_pitch,plato,specific_gravity,fluid_temp,style_name
0.0,10.5,1.042,20.2,SHU Lager
0.5,10.5,1.042,20.184,SHU Lager
1.0,10.5,1.042,20.168,SHU Lager
1.5,10.5,1.042,20.152,SHU Lager
2.0,10.5,1.042,20.136,SHU Lager
2.5,10.5,1.042,20.12,SHU Lager
3.0,10.5,1.042,20.104,SHU Lager
3.5,10.5,1.042,20.084,SHU Lager
4.0,10.5,1.042,20.063,SHU Lager
4.5,10.5,1.042,20.043,SHU Lager
5.0,10.5,1.042,20.022,SHU Lager
5.5,10.5,1.042,20.001,SHU Lager
6.0,10.5,1.042,19.98,SHU Lager
6.5,10.5,1.042,19.96,SHU Lager
7.0,10.5,1.042,19.939,SHU Lager
7.5,10.5,1.042,19.918,SHU Lager
8.0,10.5,1.042,19.897,SHU Lager
8.5,10.5,1.042,19.876,SHU Lager
9.0,10.5,1.042,19.856,SHU Lager
9.5,10.5,1.042,19.835,SHU Lager
10.0,10.5,1.042,19.814,SHU Lager
10.5,10.5,1.042,19.793,SHU Lager
11.0,10.5,1.042,19.773,SHU Lager
11.5,10.5,1.042,19.752,SHU Lager
12.0,10.5,1.042,19.731,SHU Lager
12.5,10.5,1.042,19.71,SHU Lager
13.0,10.5,1.042,19.689,SHU Lager
13.5,10.5,1.042,19.669,SHU Lager
14.0,10.5,1.042,19.648,SHU Lager
14.5,10.5,1.042,19.627,SHU Lager
15.0,10.5,1.042,19.606,SHU Lager
15.5,10.5,1.042,19.586,SHU Lager
16.0,10.5,1.042,19.565,SHU Lager
16.5,10.5,1.042,19.544,SHU Lager
17.0,10.5,1.042,19.523,SHU Lager
17.5,10.5,1.042,19.502,SHU Lager
18.0,10.5,1.042,19.54,SHU Lager
18.5,10.5,1.042,19.586,SHU Lager
19.0,10.5,1.042,19.631,SHU Lager
19.5,10.5,1.042,19.677,SHU Lager
20.0,10.5,1.042,19.722,SHU Lager
20.5,10.5,1.042,19.768,SHU Lager
21.0,10.5,1.042,19.814,SHU Lager
21.5,10.5,1.042,19.859,SHU Lager
22.0,10.5,1.042,19.905,SHU Lager
22.5,10.5,1.042,19.95,SHU Lager
23.0,10.5,1.042,19.996,SHU Lager
23.5,10.5,1.042,20.041,SHU Lager
24.0,10.5,1.042,20.087,SHU Lager
24.5,10.5,1.042,20.133,SHU Lager
25.0,10.5,1.042,20.178,SHU Lager
25.5,10.474,1.042,20.191,SHU Lager
26.0,10.425,1.042,20.175,SHU Lager
26.5,10.376,1.042,20.159,SHU Lager
27.0,10.327,1.041,20.142,SHU Lager
27.5,10.278,1.041,20.126,SHU Lager
28.0,10.228,1.041,20.109,SHU Lager
28.5,10.179,1.041,20.093,SHU Lager
29.0,10.13,1.041,20.077,SHU Lager
29.5,10.081,1.04,20.06,SHU Lager
30.0,10.031,1.04,20.044,SHU Lager
30.5,9.982,1.04,20.027,SHU Lager
31.0,9.933,1.04,20.011,SHU Lager
31.5,9.884,1.04,19.995,SHU Lager
32.0,9.835,1.039,19.978,SHU Lager
32.5,9.785,1.039,19.962,SHU Lager
33.0,9.736,1.039,19.945,SHU Lager
33.5,9.687,1.039,19.929,SHU Lager
34.0,9.638,1.039,19.913,SHU Lager
34.5,9.589,1.038,19.896,SHU Lager
35.0,9.539,1.038,19.88,SHU Lager
35.5,9.49,1.038,19.863,SHU Lager
36.0,9.441,1.038,19.847,SHU Lager
36.5,9.392,1.038,19.831,SHU Lager
37.0,9.343,1.037,19.814,SHU Lager
37.5,9.293,1.037,19.798,SHU Lager
38.0,9.244,1.037,19.781,SHU Lager
38.5,9.195,1.037,19.765,SHU Lager
39.0,9.146,1.037,19.749,SHU Lager
39.5,9.096,1.036,19.732,SHU Lager
40.0,9.047,1.036,19.716,SHU Lager
40.5,8.998,1.036,19.7,SHU Lager
41.0,8.951,1.036,19.692,SHU Lager
41.5,8.904,1.036,19.684,SHU Lager
42.0,8.857,1.035,19.676,SHU Lager
42.5,8.81,1.035,19.668,SHU Lager
43.0,8.763,1.035,19.66,SHU Lager
43.5,8.716,1.035,19.653,SHU Lager
44.0,8.668,1.035,19.645,SHU Lager
44.5,8.621,1.034,19.637,SHU Lager
45.0,8.574,1.034,19.629,SHU Lager
45.5,8.527,1.034,19.621,SHU Lager
46.0,8.48,1.034,19.613,SHU Lager
46.5,8.433,1.034,19.605,SHU Lager
47.0,8.386,1.033,19.598,SHU Lager
47.5,8.339,1.033,19.59,SHU Lager
48.0,8.292,1.033,19.582,SHU Lager
48.5,8.245,1.033,19.574,SHU Lager
49.0,8.197,1.033,19.566,SHU Lager
49.5,8.15,1.032,19.558,SHU Lager
50.0,8.103,1.032,19.551,SHU Lager
50.5,8.056,1.032,19.543,SHU Lager
51.0,8.009,1.032,19.535,SHU Lager
51.5,7.962,1.032,19.527,SHU Lager
52.0,7.915,1.031,19.519,SHU Lager
52.5,7.868,1.031,19.511,SHU Lager
53.0,7.821,1.031,19.503,SHU Lager
53.5,7.782,1.031,19.492,SHU Lager
54.0,7.751,1.031,19.479,SHU Lager
54.5,7.719,1.031,19.465,SHU Lager
55.0,7.688,1.031,19.452,SHU Lager
55.5,7.656,1.03,19.438,SHU Lager
56.0,7.625,1.03,19.425,SHU Lager
56.5,7.593,1.03,19.411,SHU Lager
57.0,7.562,1.03,19.398,SHU Lager
57.5,7.53,1.03,19.384,SHU Lager
58.0,7.499,1.03,19.371,SHU Lager
58.5,7.467,1.03,19.357,SHU Lager
59.0,7.435,1.029,19.344,SHU Lager
59.5,7.404,1.029,19.33,SHU Lager
60.0,7.372,1.029,19.317,SHU Lager
60.5,7.341,1.029,19.303,SHU Lager
61.0,7.309,1.029,19.29,SHU Lager
61.5,7.278,1.029,19.276,SHU Lager
62.0,7.246,1.029,19.263,SHU Lager
62.5,7.215,1.028,19.249,SHU Lager
63.0,7.183,1.028,19.236,SHU Lager
63.5,7.152,1.028,19.222,SHU Lager
64.0,7.12,1.028,19.209,SHU Lager
64.5,7.088,1.028,19.214,SHU Lager
65.0,7.053,1.028,19.252,SHU Lager
65.5,7.019,1.028,19.291,SHU Lager
66.0,6.985,1.028,19.329,SHU Lager
66.5,6.951,1.027,19.368,SHU Lager
67.0,6.916,1.027,19.407,SHU Lager
67.5,6.882,1.027,19.445,SHU Lager
68.0,6.848,1.027,19.484,SHU Lager
68.5,6.814,1.027,19.522,SHU Lager
69.0,6.779,1.027,19.561,SHU Lager
69.5,6.745,1.027,19.599,SHU Lager
70.0,6.711,1.027,19.638,SHU Lager
70.5,6.677,1.026,19.676,SHU Lager
71.0,6.642,1.026,19.715,SHU Lager
71.5,6.608,1.026,19.753,SHU Lager
72.0,6.574,1.026,19.792,SHU Lager
72.5,6.54,1.026,19.83,SHU Lager
73.0,6.505,1.026,19.869,SHU Lager
73.5,6.471,1.026,19.907,SHU Lager
74.0,6.437,1.026,19.946,SHU Lager
74.5,6.403,1.025,19.984,SHU Lager
75.0,6.368,1.025,20.023,SHU Lager
75.5,6.334,1.025,20.061,SHU Lager
76.0,6.3,1.025,20.1,SHU Lager
76.5,6.284,1.025,20.1,SHU Lager
77.0,6.268,1.025,20.1,SHU Lager
77.5,6.252,1.025,20.1,SHU Lager
78.0,6.237,1.025,20.1,SHU Lager
78.5,6.221,1.025,20.1,SHU Lager
79.0,6.205,1.025,20.1,SHU Lager
79.5,6.189,1.025,20.1,SHU Lager
80.0,6.173,1.024,20.1,SHU Lager
80.5,6.157,1.024,20.1,SHU Lager
81.0,6.142,1.024,20.1,SHU Lager
81.5,6.126,1.024,20.1,SHU Lager
82.0,6.11,1.024,20.1,SHU Lager
82.5,6.094,1.024,20.1,SHU Lager
83.0,6.078,1.024,20.1,SHU Lager
83.5,6.062,1.024,20.1,SHU Lager
84.0,6.047,1.024,20.1,SHU Lager
84.5,6.031,1.024,20.1,SHU Lager
85.0,6.015,1.024,20.1,SHU Lager
85.5,5.999,1.024,20.1,SHU Lager
86.0,5.983,1.024,20.1,SHU Lager
86.5,5.967,1.024,20.1,SHU Lager
87.0,5.951,1.024,20.1,SHU Lager
87.5,5.936,1.024,20.1,SHU Lager
88.0,5.92,1.023,20.1,SHU Lager
88.5,5.904,1.023,20.1,SHU Lager
89.0,5.888,1.023,20.1,SHU Lager
89.5,5.872,1.023,20.1,SHU Lager
90.0,5.856,1.023,20.1,SHU Lager
90.5,5.841,1.023,20.1,SHU Lager
91.0,5.825,1.023,20.1,SHU Lager
91.5,5.809,1.023,20.1,SHU Lager
92.0,5.781,1.023,20.086,SHU Lager
92.5,5.737,1.023,20.055,SHU Lager
93.0,5.693,1.023,20.024,SHU Lager
93.5,5.649,1.022,19.992,SHU Lager
94.0,5.605,1.022,19.961,SHU Lager
94.5,5.561,1.022,19.93,SHU Lager
95.0,5.518,1.022,19.898,SHU Lager
95.5,5.474,1.022,19.867,SHU Lager
96.0,5.43,1.021,19.836,SHU Lager
96.5,5.386,1.021,19.804,SHU Lager
97.0,5.342,1.021,19.773,SHU Lager
97.5,5.298,1.021,19.742,SHU Lager
98.0,5.254,1.021,19.71,SHU Lager
98.5,5.211,1.02,19.679,SHU Lager
99.0,5.167,1.02,19.648,SHU Lager
99.5,5.123,1.02,19.616,SHU Lager
100.0,5.1,1.02,19.604,SHU Lager
100.5,5.1,1.02,19.612,SHU Lager
101.0,5.1,1.02,19.619,SHU Lager
101.5,5.1,1.02,19.627,SHU Lager
102.0,5.1,1.02,19.635,SHU Lager
102.5,5.1,1.02,19.643,SHU Lager
103.0,5.1,1.02,19.651,SHU Lager
103.5,5.1,1.02,19.658,SHU Lager
104.0,5.1,1.02,19.666,SHU Lager
104.5,5.1,1.02,19.674,SHU Lager
105.0,5.1,1.02,19.682,SHU Lager
105.5,5.1,1.02,19.69,SHU Lager
106.0,5.1,1.02,19.697,SHU Lager
106.5,5.1,1.02,19.705,SHU Lager
107.0,5.1,1.02,19.713,SHU Lager
107.5,5.1,1.02,19.721,SHU Lager
108.0,5.1,1.02,19.729,SHU Lager
108.5,5.1,1.02,19.736,SHU Lager
109.0,5.1,1.02,19.744,SHU Lager
109.5,5.1,1.02,19.752,SHU Lager
110.0,5.1,1.02,19.76,SHU Lager
110.5,5.1,1.02,19.768,SHU Lager
111.0,5.1,1.02,19.775,SHU Lager
111.5,5.1,1.02,19.783,SHU Lager
112.0,5.1,1.02,19.791,SHU Lager
112.5,5.1,1.02,19.799,SHU Lager
113.0,5.089,1.02,19.766,SHU Lager
113.5,5.075,1.02,19.726,SHU Lager
114.0,5.062,1.02,19.686,SHU Lager
114.5,5.049,1.02,19.646,SHU Lager
115.0,5.035,1.02,19.606,SHU Lager
115.5,5.022,1.02,19.565,SHU Lager
116.0,5.008,1.02,19.525,SHU Lager
116.5,4.995,1.02,19.485,SHU Lager
117.0,4.982,1.02,19.445,SHU Lager
117.5,4.968,1.02,19.405,SHU Lager
118.0,4.955,1.02,19.364,SHU Lager
118.5,4.941,1.019,19.324,SHU Lager
119.0,4.928,1.019,19.284,SHU Lager
119.5,4.915,1.019,19.244,SHU Lager
120.0,4.901,1.019,19.204,SHU Lager
120.5,4.888,1.019,19.164,SHU Lager
121.0,4.874,1.019,19.123,SHU Lager
121.5,4.861,1.019,19.083,SHU Lager
122.0,4.848,1.019,19.043,SHU Lager
122.5,4.834,1.019,19.003,SHU Lager
123.0,4.821,1.019,18.963,SHU Lager
123.5,4.808,1.019,18.922,SHU Lager
