"Timestamp (BST)","Hours from Pitch","DO (mg/L)",pH,"Gravity (°P)","ABV Est. (%)","Pressure (Bar)","Fluid Temp (°C)","Ambient Temp (°C)","Conductivity (uS/cm)",Notes,"Data Source"
"04/14/2023 23:52:00",7.87,0.51,5.49,13,0.45,0.07,21.9,,2556,,BrewIQ
"04/15/2023 00:02:00",8.03,0.51,5.49,,,0.07,21.9,,2556,,BrewIQ
"04/15/2023 00:12:00",8.20,0.50,5.49,,,0.07,21.9,,2558,,BrewIQ
"04/15/2023 00:22:00",8.37,0.50,5.48,13,0.45,0.07,21.9,,2554,,BrewIQ
"04/15/2023 00:32:00",8.53,0.49,5.48,,,0.07,21.9,,2557,,BrewIQ
"04/15/2023 00:42:00",8.70,0.49,5.48,,,0.07,21.9,,2556,,BrewIQ
"04/15/2023 00:52:00",8.87,0.48,5.48,13,0.45,0.07,21.9,,2555,,BrewIQ
"04/15/2023 01:02:00",9.03,0.47,5.48,,,0.07,21.9,,2555,,BrewIQ
"04/15/2023 01:12:00",9.20,0.47,5.48,,,0.07,21.9,,2554,,BrewIQ
"04/15/2023 01:22:00",9.37,0.46,5.48,13,0.45,0.07,21.9,,2554,,BrewIQ
"04/15/2023 01:32:00",9.53,0.44,5.48,,,0.07,21.8,,2557,,BrewIQ
"04/15/2023 01:42:00",9.70,0.36,5.47,,,0.07,21.9,,2553,,BrewIQ
"04/15/2023 01:52:00",9.87,0.04,5.47,13,0.45,0.07,21.8,,2556,,BrewIQ
"04/15/2023 02:02:00",10.03,0.05,5.47,,,0.07,21.8,,2555,,BrewIQ
"04/15/2023 02:12:00",10.20,0.04,5.47,,,0.07,21.8,,2555,,BrewIQ
"04/15/2023 02:22:00",10.37,0.04,5.47,13,0.45,0.07,21.8,,2554,,BrewIQ
"04/15/2023 02:32:00",10.53,0.04,5.47,,,0.07,21.8,,2553,,BrewIQ
"04/15/2023 02:42:00",10.70,0.04,5.47,,,0.07,21.8,,2556,,BrewIQ
"04/15/2023 02:52:00",10.87,0.04,5.47,13,0.45,0.07,21.8,,2556,,BrewIQ
"04/15/2023 03:02:00",11.03,0.04,5.46,,,0.07,21.8,,2552,,BrewIQ
"04/15/2023 03:12:00",11.20,0.05,5.46,,,0.07,21.8,,2552,,BrewIQ
"04/15/2023 03:22:00",11.37,0.05,5.46,13,0.45,0.07,21.8,,2551,,BrewIQ
"04/15/2023 03:32:00",11.53,0.05,5.46,,,0.07,21.8,,2554,,BrewIQ
"04/15/2023 03:42:00",11.70,0.05,5.45,,,0.07,21.8,,2553,,BrewIQ
"04/15/2023 03:52:00",11.87,0.05,5.45,13,0.46,0.07,21.8,,2553,,BrewIQ
"04/15/2023 04:02:00",12.03,0.05,5.45,,,0.07,21.8,,2552,,BrewIQ
