"Timestamp (BST)","Hours from Pitch","DO (mg/L)",pH,"Gravity (°P)","ABV Est. (%)","Pressure (Bar)","Fluid Temp (°C)","Ambient Temp (°C)","Conductivity (uS/cm)",Notes,"Data Source"
"06/17/2022 14:51:00",-1.15,4.59,5.67,11.7,0,0.07,33.8,19.0,2512,,BrewIQ
"06/17/2022 15:01:00",-0.98,2.57,5.68,,,0.07,31.7,19.0,2474,,BrewIQ
"06/17/2022 15:11:00",-0.82,2.37,5.70,,,0.07,29.0,21.0,2452,,BrewIQ
"06/17/2022 15:21:00",-0.65,2.24,5.73,11.9,0,0.07,26.9,21.0,2439,,BrewIQ
"06/17/2022 15:31:00",-0.48,2.04,5.74,,,0.07,25.3,20.0,2432,,BrewIQ
"06/17/2022 15:41:00",-0.32,1.88,5.75,,,0.07,24.1,20.0,2427,,BrewIQ
"06/17/2022 15:51:00",-0.15,1.80,5.76,12,0,0.07,23.1,20.0,2416,,BrewIQ
"06/17/2022 16:01:00",0.02,1.72,5.77,,,0.07,22.4,20.0,2420,,BrewIQ
"06/17/2022 16:11:00",0.18,1.69,5.76,,,0.07,22.2,20.0,2424,,BrewIQ
"06/17/2022 16:21:00",0.35,1.70,5.76,12,0,0.07,22.1,20.0,2427,,BrewIQ
"06/17/2022 16:31:00",0.52,1.60,5.76,,,0.07,22.1,19.0,2424,,BrewIQ
"06/17/2022 16:41:00",0.68,1.54,5.76,,,0.07,22.1,19.0,2427,,BrewIQ
"06/17/2022 16:51:00",0.85,1.56,5.76,12,0,0.07,22.1,19.0,2422,,BrewIQ
"06/17/2022 17:01:00",1.02,1.49,5.75,,,0.07,22.1,19.0,2426,,BrewIQ
"06/17/2022 17:11:00",1.18,1.42,5.75,,,0.07,22.1,19.0,2420,,BrewIQ
"06/17/2022 17:21:00",1.35,1.40,5.75,12,0,0.07,22.1,19.0,2420,,BrewIQ
"06/17/2022 17:31:00",1.52,1.35,5.75,,,0.07,22.2,19.0,2418,,BrewIQ
"06/17/2022 17:41:00",1.68,1.35,5.75,,,0.07,22.1,19.0,2421,,BrewIQ
"06/17/2022 17:51:00",1.85,1.34,5.75,12,0,0.07,22.2,19.0,2418,,BrewIQ
"06/17/2022 18:01:00",2.02,1.31,5.75,,,0.07,22.1,19.0,2421,,BrewIQ
"06/17/2022 18:11:00",2.18,1.29,5.74,,,0.07,22.2,19.0,2418,,BrewIQ
"06/17/2022 18:21:00",2.35,1.28,5.74,12,0,0.07,22.0,19.0,2428,,BrewIQ
"06/17/2022 18:31:00",2.52,1.27,5.74,,,0.07,22.1,19.0,2422,,BrewIQ
"06/17/2022 18:41:00",2.68,1.27,5.74,,,0.07,22.2,19.0,2419,,BrewIQ
"06/17/2022 18:51:00",2.85,1.28,5.74,12,0,0.07,22.1,19.0,2421,,BrewIQ
"06/17/2022 19:01:00",3.02,1.24,5.74,,,0.07,22.2,19.0,2418,,BrewIQ
"06/17/2022 19:11:00",3.18,1.22,5.74,,,0.07,22.2,20.0,2418,,BrewIQ
"06/17/2022 19:21:00",3.35,1.23,5.73,12,0,0.07,22.1,20.0,2421,,BrewIQ
"06/17/2022 19:31:00",3.52,1.16,5.73,,,0.07,22.2,20.0,2418,,BrewIQ
"06/17/2022 19:41:00",3.68,1.20,5.73,,,0.07,22.2,20.0,2418,,BrewIQ
"06/17/2022 19:51:00",3.85,1.24,5.73,12,0,0.07,22.1,20.0,2421,,BrewIQ
"06/17/2022 20:01:00",4.02,1.19,5.73,,,0.07,22.2,20.0,2418,,BrewIQ
"06/17/2022 20:11:00",4.18,1.18,5.73,,,0.07,22.2,20.0,2419,,BrewIQ
"06/17/2022 20:21:00",4.35,1.23,5.72,12,0,0.07,22.2,20.0,2419,,BrewIQ
"06/17/2022 20:31:00",4.52,1.23,5.72,,,0.07,22.2,20.0,2418,,BrewIQ
"06/17/2022 20:41:00",4.68,1.22,5.72,,,0.07,22.3,21.0,2416,,BrewIQ
"06/17/2022 20:51:00",4.85,1.23,5.72,12,0,0.07,22.3,21.0,2416,,BrewIQ
"06/17/2022 21:01:00",5.02,1.20,5.71,,,0.07,22.3,21.0,2416,,BrewIQ
"06/17/2022 21:11:00",5.18,1.21,5.71,,,0.07,22.2,21.0,2419,,BrewIQ
"06/17/2022 21:21:00",5.35,1.20,5.71,12,0,0.07,22.3,21.0,2416,,BrewIQ
"06/17/2022 21:31:00",5.52,1.21,5.70,,,0.07,22.2,21.0,2419,,BrewIQ
"06/17/2022 21:41:00",5.68,1.20,5.70,,,0.07,22.3,21.0,2416,,BrewIQ
"06/17/2022 21:51:00",5.85,1.20,5.70,12,0,0.07,22.3,21.0,2416,,BrewIQ
"06/17/2022 22:01:00",6.02,1.20,5.69,,,0.07,22.2,21.0,2419,,BrewIQ
"06/17/2022 22:11:00",6.18,1.19,5.69,,,0.07,22.3,21.0,2416,,BrewIQ
